BOOK_FormID	BOOK_EDID	LocationName	LocationSource	QuestName
0075D5C4	Storm_WeddingProposal02	[CELL:0026336B]	ExtCell	
0075D5C5	Storm_WeddingProposal03	[CELL:0026336B]	ExtCell	
0075DE18	Storm_MQ04_HugoPt1_InstructionsForHitman			Between The Lines
0075DE19	Storm_MQ04_ArtLessons	Atrium Upper Level	NameParse	
0075DE1A	Storm_MQ04_ThankYouLetter	Atrium Upper Level	NameParse	
0075DE1B	Storm_MQ04_HugoPt1_LetterFromAlexToAudrey			Between The Lines
0075DE1C	Storm_MQ04_AnniversaryLetter	Atrium Upper Level	NameParse	
0075DE1D	Storm_MQ04_HugoPt1_BrailleNote			
0075DF89	AC_SQ05_ExtraHint	The Neapolitan Casino	NameParse	
0075E13A	Storm_Recipe_Workshop_LostInATube			
0075E5C2	Storm_V63Organics_DeadAnimal	Vault 63 Organics Sector	NameParse	
0075EAAA	Recipe_Workshop_FloorDecor_Plushie_Peppino_SlabofMeat_Ground			
0075EAAB	Recipe_Workshop_FloorDecor_Plushie_Peppino_SlabofMeat_Steak			
0075EBC5	Meat_Recipe_Workshop_Souvenirs_MegalonyxSkull			
0075EBC6	Meat_Recipe_Workshop_Displays_MegalonyxDisplayRack			
0075EBC7	Meat_Recipe_Workshop_Souvenirs_MegalonyxTorso			
0075EBC8	Meat_Recipe_Workshop_Souvenirs_MegalonyxLeftLeg			
0075EBC9	Meat_Recipe_Workshop_Souvenirs_MegalonyxRightLeg			
0075EBCA	Meat_Recipe_Workshop_Souvenirs_MegalonyxLeftArm			
0075EBCB	Meat_Recipe_Workshop_Souvenirs_MegalonyxRightArm			
0075EC2C	Meat_Recipe_Plushie_RottedGroundMeat			
0075F0C1	E07A_Recipe_Clothes_CultistNeophyte			
0075F0C2	E07A_Recipe_Headwear_CultistEventide			
0075F0C3	E07A_Recipe_Headwear_CultistNeophyte			
0075F0C4	E07A_Recipe_Clothes_CultistAdept			
0075F0C5	E07A_Recipe_Headwear_CultistIncarnateHelmet			
0075F0C6	E07A_Recipe_Headwear_CultistEnlightened			
0075F0C7	E07A_Recipe_Headwear_CultistAdept			
0075F0C8	E07A_Recipe_Clothes_CultistEventide			
0075F0C9	E07A_Recipe_Clothes_CultistEnlightened			
0075F0F5	E07A_Recipe_workshop_FloorDecor_MothVFX			
0075F743	E07A_Recipe_WallDecor_DriedFLowers			
0075F74D	Meat_Recipe_Plushie_GroundMeat			
0075F74E	Meat_Recipe_Plushie_Steak			
0075FB5F	Meat_Recipe_Plushie_RottedRib			
0075FBD6	Meat_Recipe_workshop_floordecor_FliesVFX			
0075FBD7	Recipe_Meat_Workshop_WallDecor_BrahminFlourBillboards			
0075FBD8	Meat_Recipe_Plushie_Rib			
0075FBD9	Meat_Recipe_Plushie_RottedSteak			
0075FBEB	Recipe_Meat_Backpack_Standard_Material_WastelandHunter			
0075FBEC	Meat_Recipe_Workshop_CAMP_Utility_WeenieWagon			
0075FC03	Recipe_Meat_NukaShank			
0075FC04	Recipe_Invaders_Workshop_Arcade_AlienWhackAMole			
0075FC05	Recipe_Invaders_Workshop_Lights_AlienHeadLamp			
0075FC06	Recipe_Invaders_Workshop_Tables_AlienTable			
0075FC07	Recipe_Invaders_Workshop_Lights_GlowingFlatwoodsMonsterLamp			
0075FC08	Recipe_Invaders_Workshop_WallDecor_AlienTargetPracticePoster			
0075FC09	Recipe_Invaders_Armor_HazmatSuitTeal			
0075FC0A	Recipe_Invaders_AlienBlaster_Refined			
0075FF93	SCORE_Recipe_workshop_CAMP_Utility_CompanyTeaMachine_GoldVendor			
0075FF94	SCORE_S15_Recipe_CircuitBreaker_StampVendor			
0075FF95	SCORE_Recipe_workshop_CAMP_Utility_WeatherMachine_ACBoardwalk_GoldVendor			
007605CC	Recipe_XPD_AC_Clothes_EvelynRussoOutfit			
007605CD	Recipe_XPD_AC_Clothes_MuniWorker_Drudge			
007605CE	Recipe_XPD_AC_Clothes_MuniWorker_Operator			
007605CF	Recipe_XPD_AC_Clothes_MuniWorker_Worker			
007605D0	Recipe_XPD_AC_Clothes_ZaydeOutfit			
007605D1	Recipe_XPD_AC_SQ03_Clothes_SaltwaterSam_Outfit			
007605D2	Recipe_XPD_AC_Workshop_Container_StashBox_SuspiciousTrunk			
0076113C	zzz_recipe_mod_Cremator_Receiver_TankNapalm			
007677B9	Storm_HiddenMoney_Motel	StormRedRocketMotelExt02	ExtCell	
00767AC7	MILE_Recipe_Backpack_Deathclaw			
00768EDB	Storm_WeatherNote_notToPlan	Vault 63 Meteorology Sector	NameParse	
00768EDC	ZZZ_Storm_WN_RB			
00768EDD	Storm_WeatherNote_DearAudrey			
00768EDE	Storm_WeatherNote_NearlyReady	Vault 63 Meteorology Sector	NameParse	
00768EDF	Storm_WeatherNote_Snacks	Vault 63 Meteorology Sector	NameParse	
00768F1E	zzz_Storm_RGSV			
00769611	Storm_RapidanGrounds_SecretaryVisit	StormCampRapidanExt03	ExtCell	
00769612	Storm_RapidanGrounds_NewYears	StormCampRapidanExt03	ExtCell	
00769613	Storm_RapidanGrounds_HalloweenSpooktacular	StormCampRapidanExt03	ExtCell	
00769739	AC_SQ05_Note_ToArbiter			Regent of the Dead
0076973A	AC_SQ05_Note_HappyCoincidence			Regent of the Dead
00769BB0	Storm_RapidanGrounds_StateVisitItinerary	StormCampRapidanExt03	ExtCell	
00769BB1	Storm_RapidanGrounds_StateVisitWelcome	StormCampRapidanExt03	ExtCell	
00769DF1	Recipe_XPD_AC_Headwear_Zayde			
0076A34A	zzzStorm_LM_BW			
0076A6A7	Recipe_Workshop_WallDecor_AquariumSigns			
0076A83B	Storm_Landmark_Birdwatcher	[CELL:00261983]	ExtCell	
0076AB30	Storm_Clothes_Workshop_Recipe_ShenandoahTShirtSlacks			
0076AC83	zzzStorm_Workshop_Recipe_Taxidermy_Opossum			
0076AC84	zzzStorm_Workshop_Recipe_Taxidermy_Fox			
0076AC85	zzzStorm_Workshop_Recipe_Taxidermy_RadRats			
0076AC86	ZZZ_Storm_Workshop_Recipe_Taxidermy_RadPheasant			
0076AC87	zzzStorm_Workshop_Recipe_Taxidermy_Owl			
0076AC88	zzzStorm_Workshop_Recipe_Taxidermy_RadBeaver			
0076AC89	zzzStorm_Workshop_Recipe_Taxidermy_Squirrel			
0076AC8A	zzzStorm_Workshop_Recipe_Taxidermy_RadBeaver_Standing			
0076B137	MILE_CaravanIntro_CargoManifest			
0076BCAD	XPD_AC03_AbandonedHomeNote	Flooded City Center	NameParse	
0076C9AC	Storm_WeatherLab_AudreyConcernsAboutOberlin_Note	Vault 63 Meteorology Sector	NameParse	
0076C9AE	Storm_MQ09_RaiderNote	StormHighKnobFireTowerExt02	ExtCell	
0076C9AF	Storm_MQ09_Leader_Journal	StormHighknobFireTowerExt03	ExtCell	
0076CD26	Recipe_Workshop_Lights_Fasnacht_BeeswaxCandle			
0076CD32	Recipe_Workshop_FloorDecor_HerdsmansBell_Fasnacht			
0076CF2D	Recipe_Workshop_FloorDecor_Fasnacht_Helvetian_FlowerDisplay			
0076D044	Recipe_Workshop_CAMP_Utility_Fasnacht_MotorizedButterChurn			
0076D091	XPD_AC_CityHall_Note_ANewWorld	City Hall	NameParse	
0076D9EF	Storm_CultistTunnels_Note_Sermon	Old Crimora Mines	NameParse	
0076DA7E	MN2_Workshop_Recipe_ScarecrowOutfit			
0076DA82	Storm_RadioactiveWasteDump_Loot	StormRadioactiveWasteDumpExt	ExtCell	
0076DAA2	Storm_MQ02_PersonalEffects02	StormMarysRockTunnelExt02	ExtCell	Gather Personal Effects from Craig's friends down Skyline Drive
0076DCA1	Storm_AFathersLament_Bus	StormCrashedScoutsBusExt02	ExtCell	
0076DCA2	Storm_OzymandiasVerse_Manor	StormDarkwoodManorExt14	ExtCell	
0076DCFF	Storm_V63Organics_MadRamblings01	Vault 63 Organics Sector	NameParse	
0076DD00	Storm_V63Organics_MadRamblings03	Vault 63 Organics Sector	NameParse	
0076DD01	Storm_V63Organics_MadRamblings02	Vault 63 Organics Sector	NameParse	
0076DD02	Storm_V63Organics_MadRamblings04	Vault 63 Organics Sector	NameParse	
0076DD03	Storm_FinalWords_Camp	StormPioneerRangersSummerCampExt08	ExtCell	
0076DD04	Storm_V63Organics_ConcernedVictor	Vault 63 Organics Sector	NameParse	
0076DD05	Storm_SupplyRun_Motel	StormRedRocketMotelExt03	ExtCell	
0076DE20	MILE_Workshop_Recipe_CryptidHunterOutfit			
0076E832	Storm_Recipe_Workshop_FloorDecor_TaxidermyRadTurkey			
0076E833	Storm_Recipe_Workshop_WallDecor_TaxidermyRadTurkeyHead			
0076E834	Storm_Recipe_Workshop_FloorDecor_ShenandoahMapTable			
0076E835	zzzStorm_Recipe_Workshop_FloorDecor_SpecimenJar			
0076E836	zzzStorm_Recipe_Workshop_FloorDecor_SlumberMillMotelSign			
0076E93D	E07A_Recipe_Headwear_BoneChillSkullMask			
0076EF99	E07A_Recipe_Headwear_CrudeSkullMask			
0076EF9A	E07A_Recipe_Headwear_HammeredSkullMask			
0076EF9F	E07A_Recipe_Workshop_Displays_MothsOfWestVirginiaCabinet			
0076F3E7	Recipe_Outfit_JitterbugJudy			
0076F41F	Recipe_Workshop_Lights_PlastiformVaultBoyElf			
0076F423	Recipe_Workshop_Lights_PlastiformSnowman			
0076F454	Recipe_PeppermintFlair			
0076F45B	Recipe_SnowmanHeadFlair			
0076F477	Recipe_Backpack_Standard_Material_AtomicSetLtdHandbag			
0076F78D	zzz_E07A_Recipe_Workshop_BoneWoodBeadCurtain			
0076F78E	zzz_E07A_Recipe_Workshop_PrismWoodBeadCurtain			
0076F78F	zzz_E07A_Recipe_Workshop_BlackWoodBeadCurtain			
0076F790	E07A_Recipe_Tinkers_Souvenir_Moths_VirginiaCreeper			
0076F791	E07A_Recipe_Tinkers_Souvenir_Moths_LunaMoth			
0076F792	E07A_Recipe_Tinkers_Souvenir_Moths_IoMoth			
0076F793	E07A_Recipe_Tinkers_Souvenir_Moths_AmericanDaggerMoth			
0076F794	E07A_Recipe_Tinkers_Souvenir_Moths_BeautifulWoodNymphMoth			
0076F795	E07A_Recipe_Tinkers_Souvenir_Moths_GiantLeopardMoth			
0076F967	E07A_Recipe_Workshop_Displays_MothsOfWestVirginiaBoard			
0076FF02	Recipe_Workshop_FloorDecor_GiantBrontosaurus_Red			
0076FFB1	Storm_MQ04_JohnnysNote	Atrium Upper Level	NameParse	
0076FFB2	Storm_MQ07_AlfiesJournal			Housekeeping for Hire
0076FFB9	Recipe_mod_Chainsaw_Paint_LaserChainsaw			
00770810	Storm_Clothes_Recipe_LostMediumHelmet_Burnt			
00770811	Storm_Clothes_Recipe_LostMediumArmour_Burnt			
00770812	Storm_Clothes_Recipe_LostHeavyHelmet_Burnt			
00770813	Storm_Recipe_Workshop_FloorDecor_WildLifeSign08			
00770814	Storm_Recipe_Workshop_FloorDecor_WildLifeSign02			
00770815	Storm_Clothes_Recipe_LostLightArmour_Burnt			
00770816	Storm_Recipe_Workshop_FloorDecor_WildLifeSign07			
00770817	Storm_Clothes_Recipe_LostLightHelmet_Burnt			
00770818	Storm_Clothes_Recipe_LostHeavyArmour_Burnt			
00770819	Storm_Recipe_Workshop_FloorDecor_WildLifeSign06			
0077081A	Storm_Recipe_Workshop_FloorDecor_WildLifeSign05			
0077081B	Storm_Recipe_Workshop_FloorDecor_WildLifeSign01			
0077081C	Storm_Recipe_Workshop_FloorDecor_WildLifeSign03			
0077081D	Storm_Recipe_Workshop_FloorDecor_WildLifeSign04			
0077082D	Storm_Recipe_Workshop_FloorDecor_MoetheMole_CutOut			
0077082F	Storm_Recipe_Workshop_FloorDecor_SteelJackStatue			
00770831	Storm_Recipe_Workshop_WallDecor_Poster_Turkey			
00770833	Storm_Recipe_Workshop_FloorDecor_LightningHarvester			
0077152B	Storm_MQ05_CultistsSermonNotes	Shenandoah Visitor Center	NameParse	
0077191B	Storm_Recipe_Workshop_MiniPrewarTotemPole			
00771F5A	MN2_Workshop_Recipe_JackInTheBox_Backpack			
007720B4	Storm_Recipe_Workshop_FloorDecor_LostHandJar			
007720C2	MILE_Workshop_Recipe_BritishRedcoatArmyHat			
007720C3	MILE_Workshop_Recipe_BritishRedcoatArmyOutfit			
00772996	Storm_Recipe_Workshop_WallDecor_Poster_MoeMole02			
00772997	Storm_Recipe_Workshop_WallDecor_Poster_MoeMole03			
00772998	zzzStorm_Recipe_Workshop_FloorDecor_TurkeyEgg			
00772999	zzzStorm_Recipe_Workshop_FloorDecor_SteelJackStatue_Ghoul			
0077299A	Storm_Recipe_Workshop_WallDecor_Poster_MoeMole01			
0077299B	ZZZ_Storm_Recipe_PipeQuiver_Backpack			
0077299C	Storm_Recipe_Workshop_FloorDecor_ShenandoahSign03			
007734F1	MILE_Workshop_Recipe_GulperHat			
007734F2	MILE_Workshop_Recipe_GulperOutfit			
007734F3	MILE_Workshop_Recipe_CryptidThrone			
00773809	MILE_Workshop_Recipe_LederhosenOutfit			
00773A2F	MN2_Workshop_Recipe_BatPlushie_Backpack			
00773A30	MN2_Workshop_Recipe_SeveredArmWeaponRack			
00773A31	MILE_Workshop_Recipe_GulperPlushie			
0077D84E	MILE_Workshop_Recipe_NorenCurtains			
0077E726	Storm_MQ09_OberlinsReport			Double-Crossed Wires
0077E740	MILE_Workshop_Recipe_PersianRug_Floor01			
0077E741	MILE_Workshop_Recipe_PersianRug_Wall01			
0077E742	MILE_Workshop_Recipe_PersianRug_Rolled01			
0077E756	MN2_Workshop_Recipe_PumpkinThrone			
0077E96A	MN2_Workshop_Recipe_CauldronHotTub			
0077ED50	MN2_Workshop_Recipe_ScarecrowOutfit_Headpiece			
0077ED9B	zzzMILE_Workshop_Recipe_CryptidHunterOutfit_Headpiece			
0077F050	Storm_Manor_GuardsNote	Dark Hollow Manor	NameParse	
007800AE	MN2_Workshop_Recipe_PlushieScorpion_Backpack			
007802E0	Recipe_Workshop_FloorDecor_HerdsmansBell_Lincoln			
0078211E	ZZZ_Storm_Clothes_Workshop_Recipe_RadTurkey			
00782CF6	zzzMN2_Workshop_Recipe_Jack-o-LanternBackpack			
0078315E	MN2_Workshop_Recipe_Jack-o-Lantern_Flair			
007832A0	MN2_Workshop_Recipe_GargoyleStatue			
00783BB6	MN2_Workshop_Recipe_SkeletonArmSconce			
00783BB7	MN2_Workshop_Recipe_BatPlushie			
00784919	MN2_Workshop_Recipe_CrookedMetalRailings			
00785028	zzzMILE_Recipe_PheasantCoop			
00785056	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Shenandoah			
00785057	MILE_Recipe_Workshop_FloorDecor_Snowglobe_SlumberMill			
00785058	zzz_Storm_Recipe_MoeTheMole			
00785059	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Darkwood			
0078505A	MILE_Recipe_Workshop_FloorDecor_Snowglobe_NaturalGas			
0078505B	MILE_Recipe_Workshop_FloorDecor_Snowglobe_HighKnob			
0078505C	MILE_Recipe_Workshop_FloorDecor_Snowglobe_SummerCamp			
0078505D	zzz_Storm_Recipe_Pheasant_Flair			
007858E5	MILE_Workshop_Recipe_LederhosenOutfit_Headpiece			
00786648	MILE_Workshop_Recipe_WineRack			
00786C90	Storm_MQ06_BlairsNote	Old Crimora Mines	NameParse	
00786DF2	Fasnacht_Mask_Donation_Basket_Note	HelvetiaExt06	ExtCell	
00787A91	Storm_CultistTunnels_Note_AlexJournal02	Old Crimora Mines	NameParse	
00787A92	Storm_CultistTunnels_Note_AlexJournal03	Old Crimora Mines	NameParse	
0078C6A5	MILE_Workshop_Recipe_RangerStashBox			
0078C72D	MN2_Workshop_Recipe_CultistLamp			
0078C78C	MILE_Workshop_Recipie_Saxophone			
0078DCC6	Storm_Moe_RandomEncounter_Note02			
0078DCC7	Storm_Moe_RandomEncounter_Note01			
0078DCC8	Storm_Moe_RandomEncounter_Note03			
0078EC07	MN2_Note_GumleysHalloweenOrders	StormCampRapidanExt03	ExtCell	
0078EC08	MN2_Note_JES-2RsMischiefPrintout	StormPOISteelJack02Ext	ExtCell	
007902FD	Storm_HugoNote	Atrium Upper Level	NameParse	
00790FCC	SCORE_S16_Recipe_Cremator_Chemical_StampVendor			
00790FCD	SCORE_S16_Recipe_Cremator_DoubleMultiShot_StampVendor			
00790FCE	SCORE_Recipe_workshop_CAMP_Utility_WaterBoiler_GoldVendor			
00790FCF	SCORE_S16_Recipe_Cremator_StampVendor			
00790FD0	SCORE_S16_Recipe_Cremator_Napalmer_StampVendor			
00790FD1	SCORE_S16_Recipe_Cremator_Slowburner_StampVendor			
00790FD2	SCORE_S16_Recipe_Cremator_Heavy_StampVendor			
00790FD3	ATX_Recipe_mod_BackPack_Effect_ScrapRat_GoldVendor			
00791C29	RD01_Workshop_Recipe_FloorDecor_RaidTrophy_EnclaveEpsilonSquad			
00791C2A	RD01_Workshop_Recipe_FloorDecor_RaidTrophy_EN06Guardian			
00791C2B	RD01_Workshop_Recipe_FloorDecor_RaidTrophy_UltrageneticStalker			
00791C2C	RD01_Workshop_Recipe_FloorDecor_RaidTrophy_UltraciteTerror			
00791C2D	RD01_Workshop_Recipe_FloorDecor_RaidTrophy_TunnelBoringDrill			
00792EAD	RD01_Recipe_Weapon_Melee_UltraciteTerrorSword			
00793014	RD01_Recipe_Weapon_Ranged_BoilingPoint			
00793438	RD01_Recipe_Weapon_Ranged_Valkyrie			
00793502	RD01_Recipe_Weapon_Ranged_ResolveBreaker			
00793515	RD01_Recipe_Weapon_Ranged_StrikeBreaker			
00793811	RD01_Recipe_Weapon_Ranged_LicketySplit			
00793859	RD01_Recipe_Weapon_Melee_Cauterizer			
00793861	SCORE_Recipe_workshop_CAMP_Utility_Collectron_Scoutmaster_GoldVendor			
00793A43	RD01_Recipe_Weapon_Melee_DrillFist			
00793A6F	RD01_Recipe_Armor_EnclaveUnderArmorUniform_SecretOperative			
00793A71	Invaders_Recipe_Workshop_FloorDecor_FuturisticGlobe			
00793C50	Invaders_Recipe_workshop_Furniture_Couch_AlienCouch			
00793E36	RD01_Workshop_Recipe_PowerGenerator_Ultracite			
00793E6A	RD01_Recipe_Armor_PowerArmor_EnclaveVulcan_ArmLeft			
00793E6B	RD01_Recipe_Armor_PowerArmor_EnclaveVulcan_ArmRight			
00793E6C	RD01_Recipe_Armor_PowerArmor_EnclaveVulcan_Helmet			
00793E6D	RD01_Recipe_Armor_PowerArmor_EnclaveVulcan_LegLeft			
00793E6E	RD01_Recipe_Armor_PowerArmor_EnclaveVulcan_LegRight			
00793E6F	RD01_Recipe_Armor_PowerArmor_EnclaveVulcan_Torso			
00793E70	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Arm_Misc_Bleed			
00793E71	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Arm_Misc_Optimized			
00793E72	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Arm_Misc_ShockDmg			
00793E73	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Arm_Misc_StabilizedBracers			
00793E74	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Arm_Misc_UltraciteBracers			
00793E75	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Arm_Misc_Unarmed			
00793E76	DEL_RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Headlamp			
00793E77	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Headlamp_Blue			
00793E78	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Headlamp_Bright			
00793E79	DEL_RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Headlamp_Laser			
00793E7A	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Headlamp_Purple			
00793E7B	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Headlamp_RedTactical			
00793E7C	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Headlamp_VaultBoy			
00793E7D	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Misc_DetectLife			
00793E7E	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Misc_Int			
00793E7F	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Misc_Recon			
00793E80	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Misc_Sensor			
00793E81	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Helmet_Misc_VATSChance			
00793E82	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Leg_Misc_APRegen			
00793E83	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Leg_Misc_Carry			
00793E84	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Leg_Misc_ElasticServos			
00793E85	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Leg_Misc_ExplVent			
00793E86	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Leg_Misc_OptimizedServos			
00793E87	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Leg_Misc_SprintBoost			
00793E88	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_BatRegen			
00793E89	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_Cleanser			
00793E8A	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_Emergency			
00793E8B	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_JetPack			
00793E8C	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_Kinetic			
00793E8D	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_MedicPump			
00793E8E	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_Reactive			
00793E8F	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_Reflection			
00793E90	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_StealthBoy			
00793E91	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_Str			
00793E92	RD01_Recipe_Mod_PowerArmor_EnclaveVulcan_Torso_Misc_Tesla			
007952D5	ZZZ_SCORE_Recipe_workshop_CAMP_Utility_Collectron_Scoutmaster_GoldVendor_Copy01			
007956DE	Invaders_Recipe_FloorDecor_NukaTwistRocket			
007956DF	Invaders_Recipe_FloorDecor_NukaColaRocket			
007956E0	Invaders_Recipe_FloorDecor_NukaDarkRocket			
007956E1	Invaders_Recipe_FloorDecor_NukaGrapeRocket			
007956E2	Invaders_Recipe_FloorDecor_NukaQuantumRocket			
007956E3	Invaders_Recipe_FloorDecor_NukaCherryRocket			
0079648D	Invaders_Recipe_Armor_HazmatSuit_Pink			
00796709	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Axel			[Tier 1 Dialogue for Caravan Decorator and companion robot]
0079670A	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Ineke			
0079670B	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Josie			
0079670C	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Marley			
0079670D	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Theodore			
0079670E	MILE_Recipe_Workshop_FloorDecor_Snowglobe_Windy			
0079671B	MN2_Workshop_Recipe_ScorpionPlushie			
00796785	Recipe_Workshop_RustedT60JackOLite			
00796786	Recipe_Workshop_T60JackOLite			
00796787	Recipe_Workshop_RustedFlatwoodsJackOLite			
00796788	Recipe_Workshop_FlatwoodsJackOLite			
00796789	Recipe_Workshop_RustedGhoulJackOLite			
0079678A	Recipe_Workshop_GhoulJackOLite			
0079678B	Recipe_Workshop_RustedMothmanJackOLite			
0079678C	Recipe_Workshop_MothmanJackOLite			
0079678D	Recipe_Workshop_RustedSheepsquatchJackOLite			
0079678E	Recipe_Workshop_SheepsquatchJackOLite			
00797B74	zzzMILE_Recipe_Workshop_Displays_SnowglobeStand_Storm			
00797CE5	zzzRecipe_Weapon_Ranged_Meltdown_AlignedBarrel			
00797CE6	zzzRecipe_Weapon_Ranged_Meltdown_TrueBarrel			
00797CE7	zzzRecipe_Weapon_Ranged_Meltdown_StabilisedBarrel			
00797CE8	zzzRecipe_Weapon_Ranged_Meltdown_PreciseGrip			
00797CE9	Recipe_Weapon_Ranged_Meltdown_StabilisedGrip			
00797CEA	zzzRecipe_Weapon_Ranged_Meltdown_AlignedGrip			
00797CEB	Recipe_Weapon_Ranged_Meltdown_ForcefulGrip			
00797CEC	Recipe_Weapon_Ranged_Meltdown_BruisingGrip			
00797CED	Recipe_Weapon_Ranged_Meltdown_StandardGrip			
00797CEE	Recipe_Weapon_Ranged_Meltdown_Extended			
00797CEF	zzzRecipe_Weapon_Ranged_Meltdown_SevereBeta			
00797CF0	zzzRecipe_Weapon_Ranged_Meltdown_TunedBeta			
00797CF1	Recipe_Weapon_Ranged_Meltdown_Quick-Eject			
00797CF2	zzzRecipe_Weapon_Ranged_Meltdown_CalibratedCapacitor			
00797CF3	zzzRecipe_Weapon_Ranged_Meltdown_ViciousCapacitor			
00797CF4	zzzRecipe_Weapon_Ranged_Meltdown_SnappyCapacitor			
00797CF5	zzzRecipe_Weapon_Ranged_Meltdown_SpeedyCapacitor			
00797CF6	zzzRecipe_Weapon_Ranged_Meltdown_TrueCapacitor			
00797CF7	zzzRecipe_Weapon_Ranged_Meltdown_ReflexSight			
007991CE	MILE_Workshop_Recipe_NorenAwning			
007992E5	Recipe_Weapon_Ranged_Meltdown_BaseCapacitor			
007992E6	zzzRecipe_Weapon_Ranged_Meltdown_StandardBarrel			
007992E7	zzzRecipe_Weapon_Ranged_Meltdown_StandardSight_Glow			
007992E8	Recipe_Weapon_Ranged_Meltdown_OverclockedCapacitor			
007992E9	Recipe_Weapon_Ranged_Meltdown_InsulatedCapacitor			
007992EA	Recipe_Weapon_Ranged_Meltdown_CyclicCapacitor			
0079A509	RD01_Recipe_Mod_Armor_Combat_Material_Paint_EnclaveEpsilonSquad			
0079A50A	RD01_Recipe_Mod_Armor_Scout_Material_Paint_EnclaveEpsilonSquad			
0079AF0A	SSE_Extortion	SSE03	ExtCell	
0079AF0B	SSE_TrainingPlan	SSE04	ExtCell	
0079AF0C	SSE_BillofSale	SSE04	ExtCell	
0079AF0D	SSE_Resignation	Quick Test Cell	NameParse	
0079B1FB	Recipe_Workshop_Lights_PlastiformCandyCaneBlue			
0079B1FC	Recipe_Workshop_Lights_PlastiformCandyCaneRed			
0079B1FD	Recipe_Workshop_Lights_PlastiformCandyCaneYellow			
0079B207	Recipe_Workshop_Lights_PlastiformOrnamentBlue			
0079B208	Recipe_Workshop_Lights_PlastiformOrnamentRed			
0079B209	Recipe_Workshop_Lights_PlastiformOrnamentGreen			
0079B214	Recipe_Workshop_Lights_PlastiformStarYellow			
0079B215	Recipe_Workshop_Lights_PlastiformStarRed			
0079B216	Recipe_Workshop_Lights_PlastiformStarBlue			
0079B4EF	zzz_Recipe_Weapon_Ranged_Meltdown_ReflexSight			
0079B5D9	MN2_Workshop_Recipe_GargoyleStatueLarge			
0079BAE3	MILE_Note_Contract	Milepost Zero	NameParse	
0079BAE4	MILE_Note_Theo	Milepost Zero	NameParse	
0079BAE5	MILE_Note_Axel	Milepost Zero	NameParse	
0079C607	MILE_Note_Windy_Ineke_Hanbok	Milepost Zero	NameParse	
007A10FE	Recipe_Weapon_Ranged_Meltdown_NoGrip			
007A2BA1	RD01_NewManagement_Note	Gleaming Depths	NameParse	
007A2BA2	RD01_RavenLLC_Note	Gleaming Depths	NameParse	
007A2BA3	RD01_ShootOnSight_Note	Quick Test Cell	NameParse	
007A2BA4	RD01_FinalPreparations_Note	Gleaming Depths	NameParse	
007A2C44	RD01_SecurityMissive_Note	Gleaming Depths	NameParse	
007A2C45	RD01_Butch_Note	Gleaming Depths	NameParse	
