PCRD_FormID	PCRD_EDID	MNAM_Name	DESC	DATA_UnknownBytes	DATA_SpeciesCode	DATA_SpeciesText	DATA_MinLevel	DATA_Special	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	RankCount	RankPERKs_Flat	RankPERK_1_FormID	RankPERK_1_EDID	RankPERK_1_FULL	RankPERK_2_FormID	RankPERK_2_EDID	RankPERK_2_FULL	RankPERK_3_FormID	RankPERK_3_EDID	RankPERK_3_FULL	RankPERK_4_FormID	RankPERK_4_EDID	RankPERK_4_FULL	RankPERK_5_FormID	RankPERK_5_EDID	RankPERK_5_FULL	RankPERK_6_FormID	RankPERK_6_EDID	RankPERK_6_FULL	RankPERK_7_FormID	RankPERK_7_EDID	RankPERK_7_FULL	RankPERK_8_FormID	RankPERK_8_EDID	RankPERK_8_FULL	RankPERK_9_FormID	RankPERK_9_EDID	RankPERK_9_FULL	RankPERK_10_FormID	RankPERK_10_EDID	RankPERK_10_FULL
003BD592	"DryNurseCard"	"DryNurse"	"You've mastered the placebo effect!"	""	""	""	"23"	"Luck"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=DryNurse01[00391F1E]"	00391F1E	"DryNurse01"	"Dry Nurse"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003BD596	"FullChargeCard"	"FullCharge"	"Lift your feet!"	""	""	""	"33"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=FullCharge01[003BD593] | Rank2=FullCharge02[003BD594]"	003BD593	"FullCharge01"	"Full Charge"	003BD594	"FullCharge02"	"Full Charge"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003BD59B	"SuperDuperCard"	"SuperDuper"	"You don't play by the rules."	""	""	""	"50"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=SuperDuper01[003BD597] | Rank2=SuperDuper02[003BD598] | Rank3=SuperDuper03[003BD599]"	003BD597	"SuperDuper01"	"Super Duper"	003BD598	"SuperDuper02"	"Super Duper"	003BD599	"SuperDuper03"	"Super Duper"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003BD59C	"ChemistCard"	"Chemist"	"A little goes a long way."	""	""	""	"34"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Chemist01[000E36FF]"	000E36FF	"Chemist01"	"Chemist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003BE30F	"TravelAgentCard"	"TravelAgent"	"You've got friends where it counts."	""	""	""	"26"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=TravelAgent01[003BE30C]"	003BE30C	"TravelAgent01"	"Travel Agent"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003BE313	"POST_OutlawCard"	"Outlaw"	"Rules should have died with the war!"	""	""	""	"32"	"Charisma"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=POST_Outlaw01[003BE310] | Rank2=POST_Outlaw02[003BE311] | Rank3=POST_Outlaw03[003BE312]"	003BE310	"POST_Outlaw01"	"Outlaw"	003BE311	"POST_Outlaw02"	"Outlaw"	003BE312	"POST_Outlaw03"	"Outlaw"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003D2951	"DodgyCard"	"Dodgy"	"Dodge bullets and roll with the punches."	""	""	""	"45"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=Dodgy01[003D2948]"	003D2948	"Dodgy01"	"Dodgy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003D2954	"BlockerCard"	"Blocker"	"Brace for impact!"	""	""	""	"21"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Blocker01[003D2950] | Rank2=Blocker02[003D2952] | Rank3=Blocker03[003D2953]"	003D2950	"Blocker01"	"Blocker"	003D2952	"Blocker02"	"Blocker"	003D2953	"Blocker03"	"Blocker"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003D2957	"GoatLegsCard"	"GoatLegs"	"Your legs must be double-jointed."	""	""	""	"32"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=GoatLegs01[003D2955]"	003D2955	"GoatLegs01"	"Goat Legs"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003D295E	"AntibioticCard"	"Antiobiotic"	"THIS PERK IS DEPRECATED!"	""	""	""	"25"	"Charisma"		""	""	2	"Rank1=Antibiotic01[003D2958] | Rank2=Antibiotic02[003D295D]"	003D2958	"Antibiotic01"	"Antibiotic"	003D295D	"Antibiotic02"	"Antibiotic"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003D2962	"WeaponArtisanCard"	"WeaponArtisan"	"Weapon repair is an art."	""	""	""	"40"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=WeaponArtisan01[003D295F] | Rank2=WeaponArtisan02[003D2960] | Rank3=WeaponArtisan03[003D2961]"	003D295F	"WeaponArtisan01"	"Weapon Artisan"	003D2960	"WeaponArtisan02"	"Weapon Artisan"	003D2961	"WeaponArtisan03"	"Weapon Artisan"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003DE58A	"CUT_FixerUpperCard"	"FixerUpper"	"You can roll with the punches."	""	""	""	"0"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=CUT_FixerUpper01[003DE587] | Rank2=CUT_FixerUpper02[003DE588] | Rank3=CUT_FixerUpper03[003DE589]"	003DE587	"CUT_FixerUpper01"	"Fixer-Upper"	003DE588	"CUT_FixerUpper02"	"Fixer-Upper"	003DE589	"CUT_FixerUpper03"	"Fixer-Upper"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003DE58E	"IncisorCard"	"Incisor"	"Aim for the joints!"	""	""	""	"34"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=Incisor01[003DE58B] | Rank2=Incisor02[003DE58C] | Rank3=Incisor03[003DE58D]"	003DE58B	"Incisor01"	"Incisor"	003DE58C	"Incisor02"	"Incisor"	003DE58D	"Incisor03"	"Incisor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003DE593	"RejuvenatedCard"	"Rejuvenated"	"Food for the body and soul."	""	""	""	"12"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=Rejuvenated01[003DE58F] | Rank2=Rejuvenated02[003DE590]"	003DE58F	"Rejuvenated01"	"Rejuvenated"	003DE590	"Rejuvenated02"	"Rejuvenated"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E21E4	"ContractorCard"	"Contractor"	"Quality over quantity!"	""	""	""	"18"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	2	"Rank1=Contractor01[00393F4A] | Rank2=Contractor02[003DF404]"	00393F4A	"Contractor01"	"Contractor"	003DF404	"Contractor02"	"Contractor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E21E5	"CriticalSavvyCard"	"CriticalSavvy"	"You're a battlefield tactician."	""	""	""	"44"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=CriticalSavvy01[003E21E1] | Rank2=CriticalSavvy02[003E21E2] | Rank3=CriticalSavvy03[003E21E3]"	003E21E1	"CriticalSavvy01"	"Critical Savvy"	003E21E2	"CriticalSavvy02"	"Critical Savvy"	003E21E3	"CriticalSavvy03"	"Critical Savvy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E21EC	"JunkShieldCard"	"JunkShield"	"Who needs armor when you've got so much junk?"	""	""	""	"10"	"Luck"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=JunkShield01[003E21E6]"	003E21E6	"JunkShield01"	"Junk Shield"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E2201	"SuppressorCard"	"Suppressor"	"Put the fear of you into them!"	""	""	""	"40"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=Suppressor01[003DE594] | Rank2=Suppressor02[003E21ED] | Rank3=Suppressor03[003E21EF]"	003DE594	"Suppressor01"	"Suppressor"	003E21ED	"Suppressor02"	"Suppressor"	003E21EF	"Suppressor03"	"Suppressor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E2202	"TenderizerCard"	"Tenderizer"	"Make them look like Swiss Cheese!"	""	""	""	"46"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=Tenderizer01[003E21F4]"	003E21F4	"Tenderizer01"	"Tenderizer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E35C1	"FixItGoodCard"	"FixItGood"	"It's better than new!"	""	""	""	"27"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	3	"Rank1=FixItGood01[003E35BE] | Rank2=FixItGood02[003E35BF] | Rank3=FixItGood03[003E35C0]"	003E35BE	"FixItGood01"	"Fix It Good"	003E35BF	"FixItGood02"	"Fix It Good"	003E35C0	"FixItGood03"	"Fix It Good"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E8630	"QuickHandsCard"	"QuickHands"	"In combat, there's no time to hesitate."	""	""	""	"40"	"Luck"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=QuickHands01[000221FC] | Rank2=QuickHands02[001D2478] | Rank3=QuickHands03[003E862D]"	000221FC	"QuickHands01"	"Quick Hands"	001D2478	"QuickHands02"	"Quick Hands"	003E862D	"QuickHands03"	"Quick Hands"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E996D	"MartialArtistCard"	"MartialArtist"	"Light as paper, hard as steel."	""	""	""	"16"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	3	"Rank1=MartialArtist01[003E9565] | Rank2=MartialArtist02[003E9568] | Rank3=MartialArtist03[003E9569]"	003E9565	"MartialArtist01"	"Martial Artist"	003E9568	"MartialArtist02"	"Martial Artist"	003E9569	"MartialArtist03"	"Martial Artist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003E996E	"FriendlyFireCard"	"FriendlyFire"	"You majored in aggressive cauterization."	""	""	""	"48"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	3	"Rank1=FriendlyFire01[003E956A] | Rank2=FriendlyFire02[0051ABC2] | Rank3=FriendlyFire03[0051ABC4]"	003E956A	"FriendlyFire01"	"Friendly Fire"	0051ABC2	"FriendlyFire02"	"Friendly Fire"	0051ABC4	"FriendlyFire03"	"Friendly Fire"		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003EE5A6	"zzz_Babylon_PicklockCard"	"Picklock"	"Locked? Not for long!"	""	""	""	"1"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_Picklock01[003EE5A5]"	003EE5A5	"zzz_Babylon_Picklock01"	"Picklock"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003EE5A8	"zzz_Babylon_HackerCard"	"Hacker"	"Penetrate terminal security with cutting-edge encryption knowledge."	""	""	""	"1"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_Hacker01[003EE5A7]"	003EE5A7	"zzz_Babylon_Hacker01"	"Hacker"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003F45EF	"zzz_Babylon_WalkingArsenalCard"	"WalkingArsenal"	"Packing light doesn't mean packing little!"	""	""	""	"1"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_WalkingArsenal01[003F45F0]"	003F45F0	"zzz_Babylon_WalkingArsenal01"	"Walking Arsenal"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003F45F3	"zzz_Babylon_CowboyCard"	"Cowboy"	"You're a close-quarters gun warrior!"	""	""	""	"1"	"Agility"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Cowboy01[003F45F2]"	003F45F2	"zzz_Babylon_Cowboy01"	"Cowboy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003F45F6	"zzz_Babylon_ClubberCard"	"Clubber"	"In another life you were a swordsman!"	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Clubber01[003F45F4]"	003F45F4	"zzz_Babylon_Clubber01"	"Clubber"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003F45F7	"zzz_Babylon_FashionFinderCard"	"FashionFinder"	"You keep an eye out for fresh looks!"	""	""	""	"1"	"Perception"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_FashionFinder01[004500C2]"	004500C2	"zzz_Babylon_FashionFinder01"	"Fashion Finder"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
003F6CC7	"zzz_Babylon_RunForYourKnifeCard"	"RunForYourKnife"	"There's no time to waste!"	""	""	""	"1"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_RunForYourKnife01[003F6CC6]"	003F6CC6	"zzz_Babylon_RunForYourKnife01"	"Run For Your Knife"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713F3	"zzz_Babylon_ActionBoyGirlCard"	"ActionBoy"	"There's no time to waste!"	""	""	""	"1"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_ActionBoy03[00479B1C]"	00479B1C	"zzz_Babylon_ActionBoy03"	"Action Boy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713F4	"zzz_Babylon_BlockerCard"	"Blocker"	"Brace for impact!"	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Blocker03[00479B23]"	00479B23	"zzz_Babylon_Blocker03"	"Blocker"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713F5	"zzz_Babylon_DeadManSprintingCard"	"DeadManRunning"	"Burst into the afterlife at a full sprint!"	""	""	""	"1"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_DeadManSprinting02[00479B2C]"	00479B2C	"zzz_Babylon_DeadManSprinting02"	"Dead Man Sprinting"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713F6	"zzz_Babylon_DemolitionExpertCard"	"DemolitionExpert"	"The bigger the boom, the better!"	""	""	""	"1"	"Intelligence"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_DemolitionExpert05[00479B2D]"	00479B2D	"zzz_Babylon_DemolitionExpert05"	"Demolition Expert"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713F7	"zzz_Babylon_GoatLegsCard"	"GoatLegs"	"Your legs must be double-jointed."	""	""	""	"1"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_GoatLegs02[00479B35]"	00479B35	"zzz_Babylon_GoatLegs02"	"Goat Legs"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713F8	"zzz_Babylon_IronFistCard"	"IronFist"	"Channel your chi to unleash devastating fury!"	""	""	""	"1"	"Strength"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_IronFist03[00479B3F]"	00479B3F	"zzz_Babylon_IronFist03"	"Iron Fist"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713F9	"zzz_Babylon_LifegiverCard"	"LifeGiver"	"You embody wellness!"	""	""	""	"1"	"Endurance"		""	""	1	"Rank1=zzz_Babylon_LifeGiver03[00479B41]"	00479B41	"zzz_Babylon_LifeGiver03"	"LifeGiver"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713FA	"zzz_Babylon_MarathonerCard"	"Marathoner"	"You're going the distance!"	""	""	""	"1"	"Agility"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_Marathoner03[00479B44]"	00479B44	"zzz_Babylon_Marathoner03"	"Marathoner"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713FB	"zzz_Babylon_MovingTargetCard"	"MovingTarget"	"They can't hurt what they can't hit!"	""	""	""	"1"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_MovingTarget03[00479B47]"	00479B47	"zzz_Babylon_MovingTarget03"	"Moving Target"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713FC	"zzz_Babylon_RefractorCard"	"Refractor"	"You must be part mirror!"	""	""	""	"1"	"Perception"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Refractor04[00479B51]"	00479B51	"zzz_Babylon_Refractor04"	"Refractor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713FD	"zzz_Babylon_StrongbackCard"	"StrongBack"	"What are you, part pack mule?"	""	""	""	"1"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_StrongBack04[00479B5A]"	00479B5A	"zzz_Babylon_StrongBack04"	"Strong Back"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713FE	"zzz_Babylon_SuppressorCard"	"Suppressor"	"Put the fear of you into them!"	""	""	""	"1"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Suppressor03[00479B5C]"	00479B5C	"zzz_Babylon_Suppressor03"	"Suppressor"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
004713FF	"zzz_Babylon_TenderizerCard"	"Tenderizer"	"Make them look like Swiss Cheese!"	""	""	""	"1"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Tenderizer03[00479B5F]"	00479B5F	"zzz_Babylon_Tenderizer03"	"Tenderizer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471400	"zzz_Babylon_BodyguardsCard"	"Bodyguards"	"Friends are nice - bodyguards are better!"	""	""	""	"1"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Bodyguards04[00479B25]"	00479B25	"zzz_Babylon_Bodyguards04"	"Bodyguards"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471401	"zzz_Babylon_EMTCard"	"EMT"	"No one dies on your watch!"	""	""	""	"1"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_EMT03[00479B2E]"	00479B2E	"zzz_Babylon_EMT03"	"E.M.T."		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471402	"zzz_Babylon_HealingHandsCard"	"HealingHands"	"It's alive! ALIVE!"	""	""	""	"1"	"Charisma"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_HealingHands01[00479B3B]"	00479B3B	"zzz_Babylon_HealingHands01"	"Healing Hands"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471404	"zzz_Babylon_RadSpongeCard"	"RadSponge"	"Oh, the benefits of lead poisoning."	""	""	""	"1"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_RadSponge03[00479B50]"	00479B50	"zzz_Babylon_RadSponge03"	"Rad Sponge"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471405	"zzz_Babylon_SpiritualHealerCard"	"SpiritualHealer"	"Your spirit thrives when helping others."	""	""	""	"1"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_SpiritualHealer03[00479B58]"	00479B58	"zzz_Babylon_SpiritualHealer03"	"Spiritual Healer"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471406	"zzz_Babylon_StrangeInNumbersCard"	"StrangeInNumbers"	"Mutants unite!"	""	""	""	"1"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=StrangeInNumbers01[003808D0]"	003808D0	"StrangeInNumbers01"	"Strange In Numbers"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471407	"zzz_Babylon_TeamMedicCard"	"TeamMedic"	"Don't you die on me!"	""	""	""	"1"	"Charisma"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_TeamMedic03[00479B5E]"	00479B5E	"zzz_Babylon_TeamMedic03"	"Team Medic"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471408	"zzz_Babylon_AdrenalineCard"	"Adrenaline"	"Living on the edge!"	""	""	""	"1"	"Agility"		""	""	1	"Rank1=zzz_Babylon_Adrenaline05[00479B1E]"	00479B1E	"zzz_Babylon_Adrenaline05"	"Adrenaline"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471409	"zzz_Babylon_AquaBoyGirlCard"	"Aquaboy"	"Water is your ally."	""	""	""	"1"	"Endurance"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=Aquaboy01[000E36F9]"	000E36F9	"Aquaboy01"	"Aquaboy"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047140A	"zzz_Babylon_BarbarianCard"	"Barbarian"	"Channel your inner Grognak!"	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Barbarian03[00479B21]"	00479B21	"zzz_Babylon_Barbarian03"	"Barbarian"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047140B	"zzz_Babylon_BearArmsCard"	"BearArms"	"Your bear-like arms help you bear bigger arms."	""	""	""	"1"	"Strength"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_BearArms03[00479B22]"	00479B22	"zzz_Babylon_BearArms03"	"Bear Arms"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047140C	"zzz_Babylon_BloodyMessCard"	"BloodyMess"	"Watch out for flying eyeballs!"	""	""	""	"1"	"Luck"		""	""	1	"Rank1=zzz_Babylon_BloodyMess03[00479B24]"	00479B24	"zzz_Babylon_BloodyMess03"	"Bloody Mess"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047140D	"zzz_Babylon_BulletShieldCard"	"BulletShield"	"The best protection is a hail of bullets!"	""	""	""	"1"	"Strength"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_BulletShield03[00479B26]"	00479B26	"zzz_Babylon_BulletShield03"	"Bullet Shield"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047140E	"zzz_Babylon_ChemFiendCard"	"ChemFiend"	"Far out!"	""	""	""	"1"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_ChemFiend03[00479B27]"	00479B27	"zzz_Babylon_ChemFiend03"	"Chem Fiend"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
0047140F	"zzz_Babylon_ClassFreakCard"	"ClassFreak"	"You were always the odd kid."	""	""	""	"1"	"Luck"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_ClassFreak03[00479B28]"	00479B28	"zzz_Babylon_ClassFreak03"	"Class Freak"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471410	"zzz_Babylon_ColaNutCard"	"ColaNut"	"Zap that thirst!"	""	""	""	"1"	"Endurance"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_ColaNut02[00479B29]"	00479B29	"zzz_Babylon_ColaNut02"	"Cola Nut"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471411	"zzz_Babylon_CommandoMasterCard"	"CommandoMaster"	""	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_CommandoMaster03[00479B2A]"	00479B2A	"zzz_Babylon_CommandoMaster03"	"Master Commando"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471412	"zzz_Babylon_CrackshotCard"	"CrackShot"	"You don't have to shoot first, just hit first."	""	""	""	"1"	"Perception"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_Crackshot03[00479B2B]"	00479B2B	"zzz_Babylon_Crackshot03"	"Crack Shot"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471413	"zzz_Babylon_EvasiveCard"	"Evasive"	"Reflexes are better than armor anyway."	""	""	""	"1"	"Agility"	0024F8D6	"PerkCard_Caps_Uncommon"	"PerkCard_Caps_Uncommon"	1	"Rank1=zzz_Babylon_Evasive03[00479B2F]"	00479B2F	"zzz_Babylon_Evasive03"	"Evasive"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471414	"zzz_Babylon_FieldSurgeonCard"	"FieldSurgeon"	"The Wasteland is your operating room!"	""	""	""	"1"	"Charisma"	001179F3	"PerkCard_Caps_Rare"	"PerkCard_Caps_Rare"	1	"Rank1=zzz_Babylon_FieldSurgeon01[00479B30]"	00479B30	"zzz_Babylon_FieldSurgeon01"	"Field Surgeon"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
00471415	"zzz_Babylon_FirstAidCard"	"FirstAid"	"Is there a doctor in the house?"	""	""	""	"1"	"Intelligence"	001179ED	"PerkCard_Caps_Common"	"PerkCard_Caps_Common"	1	"Rank1=zzz_Babylon_FirstAid03[00479B32]"	00479B32	"zzz_Babylon_FirstAid03"	"First Aid"		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""		""	""
