SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	Keywords_Flat	Keyword_1	Keyword_2	Keyword_3	Keyword_4	Keyword_5	Keyword_6	Keyword_7	Keyword_8	Keyword_9	Keyword_10	Keyword_11	Keyword_12	Keyword_13	Keyword_14	Keyword_15	Keyword_16	Keyword_17	Keyword_18	Keyword_19	Keyword_20	ETYP_FormID	ETYP_EDID	ETYP_FULL	SPIT_BaseCost	SPIT_Flags	SPIT_Type	SPIT_ChargeTime	SPIT_CastType	SPIT_TargetType	SPIT_CastDuration	SPIT_Range	SPIT_CastingPerk_FormID	SPIT_CastingPerk_EDID	SPIT_CastingPerk_FULL	EffectCount	MIID_MaxItemID	EffectIndex	EFID_MGEF_FormID	EFID_MGEF_EDID	EFID_MGEF_FULL	EFIT_EffectID	EFIT_Magnitude	EFIT_Area	EFIT_Duration	EFIT_Unknown	Conditions_Flat	Cond_1	Cond_2	Cond_3	Cond_4	Cond_5	Cond_6	Cond_7	Cond_8	Cond_9	Cond_10	Cond_11	Cond_12	Cond_13	Cond_14	Cond_15	Cond_16	Cond_17	Cond_18	Cond_19	Cond_20
006C99DA	"Storm_LosthealEffect"	"lostHealeffect"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00000000000000000001"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	1	"14"	0	006C99D7	"Storm_LostHealingEffect"	"Lost Healing"	"14"	"10.000000"	"0"	"0"	""	"HasKeyword = 0.000000 10000000 | GetInFaction = 1.000000 10000000"	"HasKeyword = 0.000000 10000000"	"GetInFaction = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006C99D9	"Storm_LostHealCloak"	"Lost Heal"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"000000000000000000010001"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"3"	0	006C99D6	"Storm_LostHealingcloak"	"Lost Healing Cloak"	"2"	"50.000000"	"0"	"0"	""	"GetDead = 0.000000 10000000"	"GetDead = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006E2D16	"Storm_SE04_DamageReductionSpell"	"Damage Reduction"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"1"	0	006E2D0A	"Storm_SE04_DamageReduceEffect"	"Damage Reduction Perk"	"1"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006E31F6	"TestRange_DummySpell"	"DummySpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"5"	0	006E31F7	"TestRange_Dummy_ResilientEffect"	"Dummy_ResilientEffect"	"3"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006E31F5	"DummyHealing_Spell"	"Dummy Healing Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"001"	"Spell"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"22"	0	006E31F1	"TestingDummy_HealingEffect"	"Dummy Healing"	"22"	"100.000000"	"0"	"600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006E9220	"Storm_MQ08_HallucGas_PlayerSpell"	"Hallucinagenic Gas"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00001"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"1"	0	006E9092	"Storm_MQ08_HallucGas_PlayerEffect"	"Hallucinagenic Gas"	"1"	"0.000000"	"0"	"0"	""	"GetStageDonePlayerInstance = 1.000000 10000000 | GetStageDonePlayerInstance = 0.000000 10000000 | GetValue = 1.000000 10000000 | GetInCell = 1.000000 10010000 | GetInCell = 1.000000 10010000"	"GetStageDonePlayerInstance = 1.000000 10000000"	"GetStageDonePlayerInstance = 0.000000 10000000"	"GetValue = 1.000000 10000000"	"GetInCell = 1.000000 10010000"	"GetInCell = 1.000000 10010000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006E9221	"Storm_MQ08_HallucGas_ShadowSpell"	"Shadow"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"1"	0	006E9091	"Storm_MQ08_HallucGas_ShadowEffect"	"Shadow Effect"	"1"	"1.000000"	"0"	"0"	""	"GetDisabled = 0.000000 10000000"	"GetDisabled = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006EDFC5	"ElectricalHazardLight"	"Light Electricity"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	3	"4"	0	006EDFC2	"ElectricalHazardEffect"	"Energy Damage"	"1"	"0.000000"	"0"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006EDFC5	"ElectricalHazardLight"	"Light Electricity"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	3	"4"	1	006EDFC2	"ElectricalHazardEffect"	"Energy Damage"	"2"	"0.000000"	"0"	"1"	""	"GetCurrentWeatherHasKeyword = 1.000000 10000000"	"GetCurrentWeatherHasKeyword = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006EDFC5	"ElectricalHazardLight"	"Light Electricity"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	3	"4"	2	00751C86	"Storm_ElectricalDamge_Shocked_Accuracy_HazardOnly"	"Reduced Accuracy"	"4"	"150.000000"	"0"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006F6652	"AbRaceStormBoss"	"Storm Boss Abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"3"	0	006F664F	"abStormBossRaceEffect"	"Storm Boss Abilities"	"0"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006F6652	"AbRaceStormBoss"	"Storm Boss Abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"3"	1	0073470C	"crStormBoss_DamageReduction01Effect"	"Stage 1 - Incoming Damage Reduction"	"1"	"0.000000"	"0"	"0"	""	"GetValue = 0.000000 10000000"	"GetValue = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006F6652	"AbRaceStormBoss"	"Storm Boss Abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"3"	2	0078025A	"crStormBoss_DamageReduction02Effect"	"Stage 2 - Incoming Damage Reduction"	"2"	"0.000000"	"0"	"0"	""	"GetValue = 1.000000 10000000"	"GetValue = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006F6652	"AbRaceStormBoss"	"Storm Boss Abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	4	"3"	3	00780259	"crStormBoss_DamageReduction03Effect"	"Stage 3 - Incoming Damage Reduction"	"3"	"0.000000"	"0"	"0"	""	"GetValue = 2.000000 10000000"	"GetValue = 2.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006FA0B2	"Storm_ElectricDamage_Shock"	"Electric Damage Shock"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	2	"19"	0	001A03FB	"StaggerEffect"	"Stagger"	"19"	"5.000000"	"0"	"3"	""	"GetRandomPercent = 5.000000 10100000"	"GetRandomPercent = 5.000000 10100000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
006FA0B2	"Storm_ElectricDamage_Shock"	"Electric Damage Shock"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	2	"19"	1	006FA0B0	"Storm_ElectricalDamge_Shocked_Accuaracy"	"Reduced Accuracy"	"17"	"66.000000"	"0"	"7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00727CD0	"LostAbilities"	"Perception Boost"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"2"	0	0004C939	"AbFortifyPerception"	"Fortify Perception"	"0"	"10.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0072E469	"WaterFountainDrinkingClean"	"Water"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	2	"0"	0	0000397E	"RestoreHealthFood"	"Restore Health"	"0"	"2.000000"	"0"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0072E469	"WaterFountainDrinkingClean"	"Water"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	2	"0"	1	00134836	"SURV_Drink_Effect"	"SURV_Drink_Effect"	"0"	"900.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00733DAA	"Storm_E01_BossSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"12"	0	00733CC8	"Storm_E01_BossSpellEffect"	"Storm_E01_BossDmgRes"	"8"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00739AE7	"Storm_MQ13_FadeToBlackSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	1	"1"	0	00739AC5	"Storm_MQ13_HugoFight_FadeToBlackEffect"	"Fade to Black and Back"	"1"	"0.000000"	"0"	"10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00739AE8	"Storm_MQ13_ElectricArcSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Aimed"	"0.000000"	"0.000000"		""	""	2	"1"	0	00140F28	"TrapElectricArcMagicEffect"	"Energy Damage"	"0"	"20.000000"	"0"	"0"	""	"HasKeyword = 0.000000 10000000"	"HasKeyword = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00739AE8	"Storm_MQ13_ElectricArcSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Aimed"	"0.000000"	"0.000000"		""	""	2	"1"	1	00739AC7	"Storm_TrapElectricArcHealMagicEffect"	"Electricity Healing"	"1"	"20.000000"	"0"	"0"	""	"HasKeyword = 1.000000 10000000"	"HasKeyword = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00739AE9	"Storm_MQ13_PlayerSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00001"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	2	"2"	0	00739AC6	"Storm_MQ13_HugoFight_TrippyVisionPt1Effect"	"Trippy Vision Part 1"	"1"	"0.000000"	"0"	"0"	""	"GetValue = 1.000000 10000000"	"GetValue = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00739AE9	"Storm_MQ13_PlayerSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00001"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	2	"2"	1	00739AC4	"Storm_MQ13_HugoFight_TrippyVisionPt2Effect"	"Trippy Vision Part 2"	"2"	"0.000000"	"0"	"0"	""	"GetValue = 2.000000 10000000"	"GetValue = 2.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00752FA0	"Storm_PoisonSpell"	"Poisonous Sludge"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	2	"3"	0	00752F9F	"Storm_PoisonEffect"	"Poison Effect"	"3"	"60.000000"	"0"	"0"	""	"HasActiveMagicEffect = 0.000000 10000000"	"HasActiveMagicEffect = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00752FA0	"Storm_PoisonSpell"	"Poisonous Sludge"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	2	"3"	1	0056BE4F	"crHazardSlowEffect"	"Slow Effect"	"1"	"50.000000"	"0"	"0"	""	"HasActiveMagicEffect = 0.000000 10000000"	"HasActiveMagicEffect = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0075C200	"AbRaceRadTurkey"	"RadTurkey Abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00136255	"AltAttackSlot1"	"AltAttackSlot1"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"0"	0	0078CF2F	"abRadTurkeyRaceEffect"	"RadTurkey Abilities"	"0"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0075DF70	"zzz_Tempest_TeamAPSpell"	"Tempest Armor"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	1	"6"	0	0075DF71	"zzz_Tempest_TeamAPEffect"	"Tempest Armor AP Regen"	"4"	"15.000000"	"0"	"0"	""	"IsPlayerTeammate = 1.000000 10000000"	"IsPlayerTeammate = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0075E508	"Storm_E01_ChargedCreatureSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"11"	0	0075E504	"Storm_E01_ChargedCreatureSpellEffect"	"Storm_E01_ChargedDmgRes"	"8"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076B175	"MILE_CaravanIntro_FlareSpell"	"Flare Spell"	"Spell that fires a flare at a target"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Aimed"	"0.000000"	"0.000000"		""	""	1	"2"	0	0076B146	"MILE_CaravanIntro_FlareEffect"	"CaravanIntro_Flare"	"2"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076B4FC	"Storm_RegionBoss_RankUpFX_Spell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Target Actor"	"0.000000"	"0.000000"		""	""	1	"1"	0	0076B4FB	"Storm_RegionBoss_RankUpFX_Effect"	"RegionBoss_RankUpFX_Effect"	"1"	"0.000000"	"0"	"15"	""	"GetGlobalValue = 0.000000 10000000"	"GetGlobalValue = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076C206	"ChainLightningSpell"	"Chain Lightning"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Aimed"	"0.000000"	"0.000000"		""	""	1	"0"	0	0076C205	"ChainLightningMagicEffect"	"Energy Damage"	"0"	"20.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076CABF	"ElectricalHazardStrong"	"Strong Electricity"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	3	"4"	0	006EDFC2	"ElectricalHazardEffect"	"Energy Damage"	"1"	"0.000000"	"0"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076CABF	"ElectricalHazardStrong"	"Strong Electricity"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	3	"4"	1	006EDFC2	"ElectricalHazardEffect"	"Energy Damage"	"2"	"0.000000"	"0"	"1"	""	"GetCurrentWeatherHasKeyword = 1.000000 10000000"	"GetCurrentWeatherHasKeyword = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076CABF	"ElectricalHazardStrong"	"Strong Electricity"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Concentration"	"Contact"	"0.000000"	"0.000000"		""	""	3	"4"	2	00751C86	"Storm_ElectricalDamge_Shocked_Accuracy_HazardOnly"	"Reduced Accuracy"	"4"	"300.000000"	"0"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076D5F0	"Storm_MQ13_HugoClonesSpell"	"Hugo Clone Abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"1"	0	0076D5EB	"Storm_MQ13_Finale_HugoStealthEffect"	"Stealth Field"	"1"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076D5F1	"Storm_MQ13_HugoSpell"	"Hugo Abilities"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Ability"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"2"	0	00789AC2	"Storm_MQ13_HugoElectricVFXEffect"	"Electric VFX"	"2"	"1.000000"	"0"	"0"	""	"GetValue = 1.000000 10000000"	"GetValue = 1.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076E2D7	"Storm_MQ08_HallucGas_PlayerSpell_DEBUGONLY"	"Hallucinagenic Gas"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"00001"	"Spell"	"0.000000"	"Constant Effect"	"Self"	"0.000000"	"0.000000"		""	""	1	"1"	0	006E9092	"Storm_MQ08_HallucGas_PlayerEffect"	"Hallucinagenic Gas"	"1"	"0.000000"	"0"	"120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076ED17	"StormCutterExplosionSpell"	"StormCutter Explosion"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"1000000000000000001101"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	1	"15"	0	0076ED15	"StormCutterEffect_Explosion"	"StormCutter Effect"	"15"	"0.000000"	"1"	"0"	""	"GetDead = 0.000000 10000000"	"GetDead = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076ED1A	"StormCutterImpactSpell"	"StormCutter Stun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"1000000000000000001101"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	3	"18"	0	0076ED19	"StormCutterEffect_Stun"	"StormCutter Effect"	"11"	"0.000000"	"50"	"5"	""	"GetIsPlayer = 0.000000 10000000 | GetDead = 0.000000 10000000"	"GetIsPlayer = 0.000000 10000000"	"GetDead = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076ED1A	"StormCutterImpactSpell"	"StormCutter Stun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"1000000000000000001101"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	3	"18"	1	0076ED14	"StormCutterEffect_Area_Damage"	"StormCutter Damge Effect"	"16"	"6.000000"	"50"	"0"	""	"GetDead = 0.000000 10000000"	"GetDead = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0076ED1A	"StormCutterImpactSpell"	"StormCutter Stun"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"1000000000000000001101"	"Spell"	"0.000000"	"Fire and Forget"	"Contact"	"0.000000"	"0.000000"		""	""	3	"18"	2	0076ED16	"StormCutter_DamageHealthContact"	"Damage Health"	"18"	"31.000000"	"0"	"0"	""	"GetDead = 0.000000 10000000"	"GetDead = 0.000000 10000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0077094C	"Storm_MQ13_WeatherMachineTriggeredSpell"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	00013F44	"EitherHand"	"EitherHand"	"0"	"0000000000000000000000000000000000000000000000000000000000000000"	"Spell"	"0.000000"	"Fire and Forget"	"Self"	"0.000000"	"0.000000"		""	""	1	"1"	0	0077092D	"Storm_MQ13_WeatherMachineTriggeredEffect"	"Weather Machine Triggered Effect"	"1"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
