NPC_FormID	NPC_EDID	PropIndex	ActorValue_FormID	ActorValue_EDID	ActorValue_Name	Value	CurveTable_FormID	CurveTable_EDID
007A2B4F	SSE_LvlOvergrownPollinator	2	000002C6	Intelligence	Intelligence	2.000000		
007A2B4F	SSE_LvlOvergrownPollinator	3	000002C7	Agility	Agility	6.000000		
007A2B4F	SSE_LvlOvergrownPollinator	4	000002C8	Luck	Luck	4.000000		
007A2B4F	SSE_LvlOvergrownPollinator	5	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
007A2B4F	SSE_LvlOvergrownPollinator	6	000002DA	SpeedMult	Move Speed	100.000000		
007A2B4F	SSE_LvlOvergrownPollinator	7	000002E3	DamageResist	Damage Resistance	0.000000	0076E992	CT_Creatures_Armor_Universal_Tier15
007A2B4F	SSE_LvlOvergrownPollinator	8	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B4F	SSE_LvlOvergrownPollinator	9	000002E5	FireResist	Fire Resistance	0.000000	0076E984	CT_Creatures_Armor_Universal_Tier01
007A2B4F	SSE_LvlOvergrownPollinator	10	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98B	CT_Creatures_Armor_Universal_Tier08
007A2B4F	SSE_LvlOvergrownPollinator	11	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
007A2B4F	SSE_LvlOvergrownPollinator	12	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B4B	SSE_LvlOvergrown_All	0	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
007A2B4B	SSE_LvlOvergrown_All	1	000002DA	SpeedMult	Move Speed	100.000000		
007A2B4B	SSE_LvlOvergrown_All	2	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B4B	SSE_LvlOvergrown_All	3	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
007A2B4B	SSE_LvlOvergrown_All	4	000002E5	FireResist	Fire Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
007A2B4B	SSE_LvlOvergrown_All	5	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B4B	SSE_LvlOvergrown_All	6	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99C	CT_Creatures_Armor_Universal_Tier25
007A2B4B	SSE_LvlOvergrown_All	7	000002EB	EnergyResist	Energy Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
007A2B4A	SSE_LvlOvergrownElder_All	0	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
007A2B4A	SSE_LvlOvergrownElder_All	1	000002DA	SpeedMult	Move Speed	100.000000		
007A2B4A	SSE_LvlOvergrownElder_All	2	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B4A	SSE_LvlOvergrownElder_All	3	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
007A2B4A	SSE_LvlOvergrownElder_All	4	000002E5	FireResist	Fire Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
007A2B4A	SSE_LvlOvergrownElder_All	5	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B4A	SSE_LvlOvergrownElder_All	6	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99C	CT_Creatures_Armor_Universal_Tier25
007A2B4A	SSE_LvlOvergrownElder_All	7	000002EB	EnergyResist	Energy Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	0	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	1	000002DA	SpeedMult	Move Speed	100.000000		
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	2	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	3	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	4	000002E5	FireResist	Fire Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	5	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	6	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99C	CT_Creatures_Armor_Universal_Tier25
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	7	000002EB	EnergyResist	Energy Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
007A2B50	SSE_LvlOvergrownElderMelee	0	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
007A2B50	SSE_LvlOvergrownElderMelee	1	000002DA	SpeedMult	Move Speed	100.000000		
007A2B50	SSE_LvlOvergrownElderMelee	2	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B50	SSE_LvlOvergrownElderMelee	3	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
007A2B50	SSE_LvlOvergrownElderMelee	4	000002E5	FireResist	Fire Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
007A2B50	SSE_LvlOvergrownElderMelee	5	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B50	SSE_LvlOvergrownElderMelee	6	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99C	CT_Creatures_Armor_Universal_Tier25
007A2B50	SSE_LvlOvergrownElderMelee	7	000002EB	EnergyResist	Energy Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
007A2B4E	SSE_LvlOvergrownElderRanged	0	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
007A2B4E	SSE_LvlOvergrownElderRanged	1	000002DA	SpeedMult	Move Speed	100.000000		
007A2B4E	SSE_LvlOvergrownElderRanged	2	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B4E	SSE_LvlOvergrownElderRanged	3	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
007A2B4E	SSE_LvlOvergrownElderRanged	4	000002E5	FireResist	Fire Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
007A2B4E	SSE_LvlOvergrownElderRanged	5	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B4E	SSE_LvlOvergrownElderRanged	6	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99C	CT_Creatures_Armor_Universal_Tier25
007A2B4E	SSE_LvlOvergrownElderRanged	7	000002EB	EnergyResist	Energy Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
007A2B48	SSE_LvlOvergrownElderRanged_Missile	0	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
007A2B48	SSE_LvlOvergrownElderRanged_Missile	1	000002DA	SpeedMult	Move Speed	100.000000		
007A2B48	SSE_LvlOvergrownElderRanged_Missile	2	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B48	SSE_LvlOvergrownElderRanged_Missile	3	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
007A2B48	SSE_LvlOvergrownElderRanged_Missile	4	000002E5	FireResist	Fire Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
007A2B48	SSE_LvlOvergrownElderRanged_Missile	5	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B48	SSE_LvlOvergrownElderRanged_Missile	6	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99C	CT_Creatures_Armor_Universal_Tier25
007A2B48	SSE_LvlOvergrownElderRanged_Missile	7	000002EB	EnergyResist	Energy Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
007A2B4C	SSE_LvlOvergrownThorn	0	000002C3	Perception	Perception	4.000000		
007A2B4C	SSE_LvlOvergrownThorn	1	000002D4	Health	Health	0.000000	0076E9F8	CT_Creatures_Health_Universal_Tier17
007A2B4C	SSE_LvlOvergrownThorn	2	000002DA	SpeedMult	Move Speed	100.000000		
007A2B4C	SSE_LvlOvergrownThorn	3	000002E3	DamageResist	Damage Resistance	0.000000	0076E992	CT_Creatures_Armor_Universal_Tier15
007A2B4C	SSE_LvlOvergrownThorn	4	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B4C	SSE_LvlOvergrownThorn	5	000002E5	FireResist	Fire Resistance	0.000000	0076E984	CT_Creatures_Armor_Universal_Tier01
007A2B4C	SSE_LvlOvergrownThorn	6	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98C	CT_Creatures_Armor_Universal_Tier09
007A2B4C	SSE_LvlOvergrownThorn	7	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99A	CT_Creatures_Armor_Universal_Tier23
007A2B4C	SSE_LvlOvergrownThorn	8	000002EB	EnergyResist	Energy Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	0	000002D4	Health	Health	0.000000	0076E9FB	CT_Creatures_Health_Universal_Tier20
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	1	000002DA	SpeedMult	Move Speed	100.000000		
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	2	000002E3	DamageResist	Damage Resistance	0.000000	0076E994	CT_Creatures_Armor_Universal_Tier17
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	3	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98E	CT_Creatures_Armor_Universal_Tier11
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	4	000002E5	FireResist	Fire Resistance	0.000000	0076E98A	CT_Creatures_Armor_Universal_Tier07
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	5	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	6	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E99C	CT_Creatures_Armor_Universal_Tier25
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	7	000002EB	EnergyResist	Energy Resistance	0.000000	0076E996	CT_Creatures_Armor_Universal_Tier19
007A9634	GHL00_encGenericGhoulFaceM06	0	000002C2	Strength	Strength	0.000000		
007A9634	GHL00_encGenericGhoulFaceM06	1	000002C3	Perception	Perception	4.000000		
007A9634	GHL00_encGenericGhoulFaceM06	2	000002C4	Endurance	Endurance	0.000000		
007A9634	GHL00_encGenericGhoulFaceM06	3	000002C5	Charisma	Charisma	0.000000		
007A9634	GHL00_encGenericGhoulFaceM06	4	000002C6	Intelligence	Intelligence	0.000000		
007A9634	GHL00_encGenericGhoulFaceM06	5	000002C7	Agility	Agility	5.000000		
007A9634	GHL00_encGenericGhoulFaceM06	6	000002C8	Luck	Luck	0.000000		
007A9634	GHL00_encGenericGhoulFaceM06	7	000002CC	IdleChatterTimeMin		15.000000		
007A9634	GHL00_encGenericGhoulFaceM06	8	000002CD	IdleChatterTimeMax		30.000000		
007A9634	GHL00_encGenericGhoulFaceM06	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A9634	GHL00_encGenericGhoulFaceM06	10	000002D5	ActionPoints	Action Points	50.000000		
007A9634	GHL00_encGenericGhoulFaceM06	11	000002DA	SpeedMult	Move Speed	100.000000		
007A9634	GHL00_encGenericGhoulFaceM06	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9634	GHL00_encGenericGhoulFaceM06	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9634	GHL00_encGenericGhoulFaceM06	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9634	GHL00_encGenericGhoulFaceM06	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9634	GHL00_encGenericGhoulFaceM06	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9634	GHL00_encGenericGhoulFaceM06	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962F	GHL00_encGenericGhoulFaceF06	0	000002C2	Strength	Strength	0.000000		
007A962F	GHL00_encGenericGhoulFaceF06	1	000002C3	Perception	Perception	4.000000		
007A962F	GHL00_encGenericGhoulFaceF06	2	000002C4	Endurance	Endurance	0.000000		
007A962F	GHL00_encGenericGhoulFaceF06	3	000002C5	Charisma	Charisma	0.000000		
007A962F	GHL00_encGenericGhoulFaceF06	4	000002C6	Intelligence	Intelligence	0.000000		
007A962F	GHL00_encGenericGhoulFaceF06	5	000002C7	Agility	Agility	5.000000		
007A962F	GHL00_encGenericGhoulFaceF06	6	000002C8	Luck	Luck	0.000000		
007A962F	GHL00_encGenericGhoulFaceF06	7	000002CC	IdleChatterTimeMin		15.000000		
007A962F	GHL00_encGenericGhoulFaceF06	8	000002CD	IdleChatterTimeMax		30.000000		
007A962F	GHL00_encGenericGhoulFaceF06	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A962F	GHL00_encGenericGhoulFaceF06	10	000002D5	ActionPoints	Action Points	50.000000		
007A962F	GHL00_encGenericGhoulFaceF06	11	000002DA	SpeedMult	Move Speed	100.000000		
007A962F	GHL00_encGenericGhoulFaceF06	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962F	GHL00_encGenericGhoulFaceF06	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962F	GHL00_encGenericGhoulFaceF06	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962F	GHL00_encGenericGhoulFaceF06	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962F	GHL00_encGenericGhoulFaceF06	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962F	GHL00_encGenericGhoulFaceF06	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962E	GHL00_encGenericGhoulFaceF05	0	000002C2	Strength	Strength	0.000000		
007A962E	GHL00_encGenericGhoulFaceF05	1	000002C3	Perception	Perception	4.000000		
007A962E	GHL00_encGenericGhoulFaceF05	2	000002C4	Endurance	Endurance	0.000000		
007A962E	GHL00_encGenericGhoulFaceF05	3	000002C5	Charisma	Charisma	0.000000		
007A962E	GHL00_encGenericGhoulFaceF05	4	000002C6	Intelligence	Intelligence	0.000000		
007A962E	GHL00_encGenericGhoulFaceF05	5	000002C7	Agility	Agility	5.000000		
007A962E	GHL00_encGenericGhoulFaceF05	6	000002C8	Luck	Luck	0.000000		
007A962E	GHL00_encGenericGhoulFaceF05	7	000002CC	IdleChatterTimeMin		15.000000		
007A962E	GHL00_encGenericGhoulFaceF05	8	000002CD	IdleChatterTimeMax		30.000000		
007A962E	GHL00_encGenericGhoulFaceF05	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A962E	GHL00_encGenericGhoulFaceF05	10	000002D5	ActionPoints	Action Points	50.000000		
007A962E	GHL00_encGenericGhoulFaceF05	11	000002DA	SpeedMult	Move Speed	100.000000		
007A962E	GHL00_encGenericGhoulFaceF05	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962E	GHL00_encGenericGhoulFaceF05	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962E	GHL00_encGenericGhoulFaceF05	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962E	GHL00_encGenericGhoulFaceF05	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962E	GHL00_encGenericGhoulFaceF05	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962E	GHL00_encGenericGhoulFaceF05	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962C	GHL00_encGenericGhoulFaceF03	0	000002C2	Strength	Strength	0.000000		
007A962C	GHL00_encGenericGhoulFaceF03	1	000002C3	Perception	Perception	4.000000		
007A962C	GHL00_encGenericGhoulFaceF03	2	000002C4	Endurance	Endurance	0.000000		
007A962C	GHL00_encGenericGhoulFaceF03	3	000002C5	Charisma	Charisma	0.000000		
007A962C	GHL00_encGenericGhoulFaceF03	4	000002C6	Intelligence	Intelligence	0.000000		
007A962C	GHL00_encGenericGhoulFaceF03	5	000002C7	Agility	Agility	5.000000		
007A962C	GHL00_encGenericGhoulFaceF03	6	000002C8	Luck	Luck	0.000000		
007A962C	GHL00_encGenericGhoulFaceF03	7	000002CC	IdleChatterTimeMin		15.000000		
007A962C	GHL00_encGenericGhoulFaceF03	8	000002CD	IdleChatterTimeMax		30.000000		
007A962C	GHL00_encGenericGhoulFaceF03	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A962C	GHL00_encGenericGhoulFaceF03	10	000002D5	ActionPoints	Action Points	50.000000		
007A962C	GHL00_encGenericGhoulFaceF03	11	000002DA	SpeedMult	Move Speed	100.000000		
007A962C	GHL00_encGenericGhoulFaceF03	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962C	GHL00_encGenericGhoulFaceF03	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962C	GHL00_encGenericGhoulFaceF03	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962C	GHL00_encGenericGhoulFaceF03	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962C	GHL00_encGenericGhoulFaceF03	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962C	GHL00_encGenericGhoulFaceF03	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9632	GHL00_encGenericGhoulFaceM04	0	000002C2	Strength	Strength	0.000000		
007A9632	GHL00_encGenericGhoulFaceM04	1	000002C3	Perception	Perception	4.000000		
007A9632	GHL00_encGenericGhoulFaceM04	2	000002C4	Endurance	Endurance	0.000000		
007A9632	GHL00_encGenericGhoulFaceM04	3	000002C5	Charisma	Charisma	0.000000		
007A9632	GHL00_encGenericGhoulFaceM04	4	000002C6	Intelligence	Intelligence	0.000000		
007A9632	GHL00_encGenericGhoulFaceM04	5	000002C7	Agility	Agility	5.000000		
007A9632	GHL00_encGenericGhoulFaceM04	6	000002C8	Luck	Luck	0.000000		
007A9632	GHL00_encGenericGhoulFaceM04	7	000002CC	IdleChatterTimeMin		15.000000		
007A9632	GHL00_encGenericGhoulFaceM04	8	000002CD	IdleChatterTimeMax		30.000000		
007A9632	GHL00_encGenericGhoulFaceM04	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A9632	GHL00_encGenericGhoulFaceM04	10	000002D5	ActionPoints	Action Points	50.000000		
007A9632	GHL00_encGenericGhoulFaceM04	11	000002DA	SpeedMult	Move Speed	100.000000		
007A9632	GHL00_encGenericGhoulFaceM04	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9632	GHL00_encGenericGhoulFaceM04	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9632	GHL00_encGenericGhoulFaceM04	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9632	GHL00_encGenericGhoulFaceM04	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9632	GHL00_encGenericGhoulFaceM04	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9632	GHL00_encGenericGhoulFaceM04	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962B	GHL00_encGenericGhoulFaceF02	0	000002C2	Strength	Strength	0.000000		
007A962B	GHL00_encGenericGhoulFaceF02	1	000002C3	Perception	Perception	4.000000		
007A962B	GHL00_encGenericGhoulFaceF02	2	000002C4	Endurance	Endurance	0.000000		
007A962B	GHL00_encGenericGhoulFaceF02	3	000002C5	Charisma	Charisma	0.000000		
007A962B	GHL00_encGenericGhoulFaceF02	4	000002C6	Intelligence	Intelligence	0.000000		
007A962B	GHL00_encGenericGhoulFaceF02	5	000002C7	Agility	Agility	5.000000		
007A962B	GHL00_encGenericGhoulFaceF02	6	000002C8	Luck	Luck	0.000000		
007A962B	GHL00_encGenericGhoulFaceF02	7	000002CC	IdleChatterTimeMin		15.000000		
007A962B	GHL00_encGenericGhoulFaceF02	8	000002CD	IdleChatterTimeMax		30.000000		
007A962B	GHL00_encGenericGhoulFaceF02	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A962B	GHL00_encGenericGhoulFaceF02	10	000002D5	ActionPoints	Action Points	50.000000		
007A962B	GHL00_encGenericGhoulFaceF02	11	000002DA	SpeedMult	Move Speed	100.000000		
007A962B	GHL00_encGenericGhoulFaceF02	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962B	GHL00_encGenericGhoulFaceF02	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962B	GHL00_encGenericGhoulFaceF02	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A962B	GHL00_encGenericGhoulFaceF02	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962B	GHL00_encGenericGhoulFaceF02	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A962B	GHL00_encGenericGhoulFaceF02	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9630	GHL00_encGenericGhoulFaceM02	0	000002C2	Strength	Strength	0.000000		
007A9630	GHL00_encGenericGhoulFaceM02	1	000002C3	Perception	Perception	4.000000		
007A9630	GHL00_encGenericGhoulFaceM02	2	000002C4	Endurance	Endurance	0.000000		
007A9630	GHL00_encGenericGhoulFaceM02	3	000002C5	Charisma	Charisma	0.000000		
007A9630	GHL00_encGenericGhoulFaceM02	4	000002C6	Intelligence	Intelligence	0.000000		
007A9630	GHL00_encGenericGhoulFaceM02	5	000002C7	Agility	Agility	5.000000		
007A9630	GHL00_encGenericGhoulFaceM02	6	000002C8	Luck	Luck	0.000000		
007A9630	GHL00_encGenericGhoulFaceM02	7	000002CC	IdleChatterTimeMin		15.000000		
007A9630	GHL00_encGenericGhoulFaceM02	8	000002CD	IdleChatterTimeMax		30.000000		
007A9630	GHL00_encGenericGhoulFaceM02	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A9630	GHL00_encGenericGhoulFaceM02	10	000002D5	ActionPoints	Action Points	50.000000		
007A9630	GHL00_encGenericGhoulFaceM02	11	000002DA	SpeedMult	Move Speed	100.000000		
007A9630	GHL00_encGenericGhoulFaceM02	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9630	GHL00_encGenericGhoulFaceM02	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9630	GHL00_encGenericGhoulFaceM02	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9630	GHL00_encGenericGhoulFaceM02	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9630	GHL00_encGenericGhoulFaceM02	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9630	GHL00_encGenericGhoulFaceM02	17	000002EB	EnergyResist	Energy Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9631	GHL00_encGenericGhoulFaceM03	0	000002C2	Strength	Strength	0.000000		
007A9631	GHL00_encGenericGhoulFaceM03	1	000002C3	Perception	Perception	4.000000		
007A9631	GHL00_encGenericGhoulFaceM03	2	000002C4	Endurance	Endurance	0.000000		
007A9631	GHL00_encGenericGhoulFaceM03	3	000002C5	Charisma	Charisma	0.000000		
007A9631	GHL00_encGenericGhoulFaceM03	4	000002C6	Intelligence	Intelligence	0.000000		
007A9631	GHL00_encGenericGhoulFaceM03	5	000002C7	Agility	Agility	5.000000		
007A9631	GHL00_encGenericGhoulFaceM03	6	000002C8	Luck	Luck	0.000000		
007A9631	GHL00_encGenericGhoulFaceM03	7	000002CC	IdleChatterTimeMin		15.000000		
007A9631	GHL00_encGenericGhoulFaceM03	8	000002CD	IdleChatterTimeMax		30.000000		
007A9631	GHL00_encGenericGhoulFaceM03	9	000002D4	Health	Health	0.000000	0076E9F9	CT_Creatures_Health_Universal_Tier18
007A9631	GHL00_encGenericGhoulFaceM03	10	000002D5	ActionPoints	Action Points	50.000000		
007A9631	GHL00_encGenericGhoulFaceM03	11	000002DA	SpeedMult	Move Speed	100.000000		
007A9631	GHL00_encGenericGhoulFaceM03	12	000002E3	DamageResist	Damage Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9631	GHL00_encGenericGhoulFaceM03	13	000002E4	PoisonResist	Poison Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9631	GHL00_encGenericGhoulFaceM03	14	000002E5	FireResist	Fire Resistance	0.000000	0076E990	CT_Creatures_Armor_Universal_Tier13
007A9631	GHL00_encGenericGhoulFaceM03	15	000002E7	FrostResist	Cryo Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
007A9631	GHL00_encGenericGhoulFaceM03	16	000002EA	RadResistExposure	Radiation Resistance	0.000000	0076E98D	CT_Creatures_Armor_Universal_Tier10
