FormID	EditorID	FULL	Keywords_Count	Keywords_Flat	Value	Weight	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132	Ref133	Ref134	Ref135	Ref136	Ref137	Ref138	Ref139	Ref140	Ref141	Ref142	Ref143	Ref144	Ref145	Ref146	Ref147	Ref148	Ref149	Ref150	Ref151	Ref152	Ref153	Ref154	Ref155	Ref156	Ref157	Ref158	Ref159	Ref160	Ref161	Ref162	Ref163	Ref164	Ref165	Ref166	Ref167	Ref168	Ref169	Ref170	Ref171	Ref172	Ref173	Ref174	Ref175	Ref176	Ref177	Ref178	Ref179	Ref180	Ref181	Ref182	Ref183	Ref184	Ref185	Ref186	Ref187	Ref188	Ref189	Ref190	Ref191	Ref192	Ref193	Ref194	Ref195	Ref196	Ref197	Ref198	Ref199	Ref200	Ref201	Ref202	Ref203	Ref204	Ref205	Ref206	Ref207	Ref208	Ref209	Ref210	Ref211	Ref212	Ref213	Ref214	Ref215	Ref216	Ref217	Ref218	Ref219	Ref220	Ref221	Ref222	Ref223	Ref224	Ref225	Ref226	Ref227	Ref228	Ref229	Ref230	Ref231	Ref232	Ref233	Ref234	Ref235	Ref236	Ref237	Ref238	Ref239	Ref240	Ref241	Ref242	Ref243	Ref244	Ref245	Ref246	Ref247	Ref248	Ref249	Ref250	Ref251	Ref252	Ref253	Ref254	Ref255	Ref256	Ref257	Ref258	Ref259	Ref260	Ref261	Ref262	Ref263	Ref264	Ref265	Ref266	Ref267	Ref268	Ref269	Ref270	Ref271	Ref272	Ref273	Ref274	Ref275	Ref276	Ref277	Ref278	Ref279	Ref280	Ref281	Ref282	Ref283	Ref284	Ref285	Ref286	Ref287	Ref288	Ref289	Ref290	Ref291	Ref292	Ref293	Ref294	Ref295	Ref296	Ref297	Ref298	Ref299	Ref300	Ref301	Ref302	Ref303	Ref304	Ref305	Ref306	Ref307	Ref308	Ref309	Ref310	Ref311	Ref312	Ref313	Ref314	Ref315	Ref316	Ref317	Ref318	Ref319	Ref320	Ref321	Ref322	Ref323	Ref324	Ref325	Ref326	Ref327	Ref328	Ref329	Ref330	Ref331	Ref332	Ref333	Ref334	Ref335	Ref336	Ref337	Ref338	Ref339	Ref340	Ref341	Ref342	Ref343	Ref344	Ref345	Ref346	Ref347	Ref348	Ref349	Ref350	Ref351	Ref352	Ref353	Ref354	Ref355	Ref356	Ref357	Ref358	Ref359	Ref360	Ref361	Ref362	Ref363	Ref364	Ref365	Ref366	Ref367	Ref368	Ref369	Ref370	Ref371	Ref372	Ref373	Ref374	Ref375	Ref376	Ref377	Ref378	Ref379	Ref380	Ref381	Ref382	Ref383	Ref384	Ref385	Ref386	Ref387	Ref388	Ref389	Ref390	Ref391	Ref392	Ref393	Ref394	Ref395	Ref396	Ref397	Ref398	Ref399	Ref400	Ref401	Ref402	Ref403	Ref404	Ref405	Ref406	Ref407	Ref408	Ref409	Ref410	Ref411	Ref412	Ref413	Ref414	Ref415	Ref416	Ref417	Ref418	Ref419	Ref420	Ref421	Ref422	Ref423	Ref424	Ref425	Ref426	Ref427	Ref428	Ref429	Ref430	Ref431	Ref432	Ref433	Ref434	Ref435	Ref436	Ref437	Ref438	Ref439	Ref440	Ref441	Ref442	Ref443	Ref444	Ref445	Ref446	Ref447	Ref448	Ref449	Ref450	Ref451	Ref452	Ref453	Ref454	Ref455	Ref456	Ref457	Ref458	Ref459	Ref460	Ref461	Ref462	Ref463	Ref464	Ref465	Ref466	Ref467	Ref468	Ref469	Ref470	Ref471	Ref472	Ref473	Ref474	Ref475	Ref476	Ref477	Ref478	Ref479	Ref480	Ref481	Ref482	Ref483	Ref484	Ref485	Ref486	Ref487	Ref488	Ref489	Ref490	Ref491	Ref492	Ref493	Ref494	Ref495	Ref496	Ref497	Ref498	Ref499	Ref500	Ref501	Ref502	Ref503	Ref504	Ref505	Ref506	Ref507	Ref508	Ref509	Ref510	Ref511	Ref512	Ref513	Ref514	Ref515	Ref516	Ref517	Ref518	Ref519	Ref520	Ref521	Ref522	Ref523	Ref524	Ref525	Ref526	Ref527	Ref528	Ref529	Ref530	Ref531	Ref532	Ref533	Ref534	Ref535	Ref536	Ref537	Ref538	Ref539	Ref540	Ref541	Ref542	Ref543	Ref544	Ref545	Ref546	Ref547	Ref548	Ref549	Ref550	Ref551
00021B3B	Pipboy	Pip-Boy 2000	0		0	0.000000	34	00012A0F:defaultPlayerOutfit:OTFT	001229D1:Vault76Suit:OTFT	001F0728:PipboyCleanObject_DO:DFOB	002AF217:76CharGenQuest:QUST	002AF222:76CharGenFaceChair:FURN	0053E8D4:W05_OverseerOutfit:OTFT	006DF28F:Storm_VltScientistOutfit:OTFT	006E0559:Storm_vltDwelleroutfit:OTFT	006EB1D8:Storm_Audreys_Outfit:OTFT	006FB8CC:CreatureOutfit_Storm_Lost_VaultOutfit:OTFT	006FB8CD:CreatureOutfit_Storm_Lost_WeatherStationOutfit:OTFT	006FB8CE:CreatureOutfit_Storm_Lost_WelderOutfit:OTFT	006FB8CF:CreatureOutfit_Storm_Lost_BuilderOutfit:OTFT	006FB8D0:CreatureOutfit_Storm_Lost_HealerOutfit:OTFT	006FBF9C:Storm_Hilda_Outfit:OTFT	006FBF9D:Storm_Oberlin_Outfit:OTFT	006FD21F:Storm_V63SecurityOutfit:OTFT	00720948:Outfit_Storm_Doctor:OTFT	00727CCA:CreatureOutfit_Storm_LostArmourOutfit_Heavy:OTFT	00727CCB:CreatureOutfit_Storm_Lost_EngineeringRMasterOutfit:OTFT	00727CCC:CreatureOutfit_Storm_LostArmourOutfit_Medium:OTFT	00727CCD:CreatureOutfit_Storm_Lost_VaultOutfit_PA:OTFT	00727CCE:CreatureOutfit_Storm_LostArmourOutfit_Light:OTFT	0076CE5B:Storm_HugoOutfit01:OTFT	0077F117:Storm_Oberlin_Outfit_Lost:OTFT	0077F118:Storm_Audreys_Outfit_Lost:OTFT	0077F119:Storm_Hilda_Outfit_Lost:OTFT	0077F835:Storm_vltDwelleroutfit_Lost:OTFT	007828B2:Storm_MQ13_HugoOutfit_Stage3:OTFT	007828B3:Storm_MQ13_HugoOutfit_Stage2:OTFT	007828B4:Storm_MQ13_HugoOutfit_Stage1:OTFT	007858DB:Outfit_Storm_Patient:OTFT	00786F55:CreatureOutfit_Storm_Lost_HealerOutfit2:OTFT	00854302:MN2_CreatureOutfit_SpookyLost:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
00023431	Clothes_FatiguesPreWar_Clean	Army Fatigues	0		12	0.100000	5	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	00345AC9:EN05_MilitaryFatiguesFormlist:FLST	004F9DF8:zzzLLS_Responder_QuestRewards_Clothes:LVLI	0050E3FA:LLS_BoS_QuestRewards_Clothes:LVLI	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
00023432	Headwear_Army_Helmet	Army Helmet	0		20	0.100000	23	0003E0BE:MTNL01_LL_Armor_Raider_Headgear:LVLI	000810FE:LLS_Armor_Piecemeal_Headpart_Headwear:LVLI	0009C2AD:LLV_Vendor_Armor_Helmets:LVLI	0012BD07::REFR	00147774:LL_Clothes_Headwear_Army_Helmet:LVLI	001F613A:modScrapRecipe_Null_Cromponent_SteelMinor:FLST	00345ACA:EN05_MilitaryHelmetFormlist:FLST	003710C5:DEBUG_LL_Armor_Helmet_AnyMisc:LVLI	003E6520:LL_Clothes_Headwear_Any_Hats:LVLI	003E655A:LL_Clothes_Headwear_Profession_Military:LVLI	0044D3EC::REFR	004DE635::REFR	004FBDAC:LLS_Junk_LocTheme_BoS:LVLI	00508D8B:TEST_Balance_LL_Armor_Leather_FullSetNOMODS:LVLI	0050FD16:TestQAArmorheadware:CONT	0051AC2B:LL_Clothes_Headwear_LocTheme_Military:LVLI	0053F6A5::REFR	00598B4D:W05_Outfit_JoeCreigh:OTFT	005ADD0B::REFR	005ADD0C::REFR	005ADD0D::REFR	005C4454::REFR	00631309:QuestReward_TestSmokeQuest11_Stage200_01:GMRW																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
00023FFE	SkinMirelurk		0		0	0.000000	13	00023FFC:MirelurkRace:RACE	00024002:EncMirelurkCrab_Template:NPC_	00142380:EncMirelurkCrab04:NPC_	0033C995:EncMirelurkCrab02:NPC_	00369A61:EncMirelurkCrab06:NPC_	003F3F44:EncMirelurkCrab08:NPC_	003F3F45:EncMirelurkCrab09:NPC_	003F3F46:EncMirelurkCrab10:NPC_	003F3F47:EncMirelurkCrab11:NPC_	003F3F48:EncMirelurkCrab12:NPC_	006A9F09:MOON_Herd_EncMirelurkCrab04:NPC_	0078C584:RD01_Enc05_MirelurkCrab:NPC_	0079C73F:SFS09_Habitat_MirelurkCrab:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
00000D64	SkinNaked		0		0	0.000000	93	00013746:HumanRace:RACE	000576D1:PresetMale6:NPC_	0005A772:PresetMale12:NPC_	0005A791:PresetMale11:NPC_	0005A793:PresetMale10:NPC_	0005A795:PresetMale9:NPC_	0005A79F:PresetMale8:NPC_	0005A7A1:PresetMale7:NPC_	00166729:HumanRaceSubGraphData:RACE	0018B5F8:PresetMale1:NPC_	0018B5F9:PresetMale2:NPC_	0018B5FB:PresetMale4:NPC_	001E73F4:PresetMale13:NPC_	0023228B:PresetMale14:NPC_	0023228C:PresetMale15:NPC_	0023228D:PresetMale16:NPC_	0023228E:PresetMale17:NPC_	0053C25E:W05_Settler_Rocco:NPC_	0054EB65:W05_COMP_Actor_Astronaut_SofiaDaguerre_Full:NPC_	0054EB66:W05_COMP_Actor_Astronaut_SofiaDaguerre_Instanced:NPC_	00562BAC:W05_RE_CampAF01_Merchant_Chems:NPC_	00563373:W05_Wayward_Patron_Radical:NPC_	0057253E:DevRed_HumanRaceSubGraphData:RACE	00586363:W05_RE_Camp_LvlScientistMale:NPC_	00586364:W05_RE_Camp_LvlScientistFemale:NPC_	00586368:W05_RE_Camp_LvlScientistMale2:NPC_	00586369:W05_RE_Camp_LvlSoldierFemale:NPC_	0058636B:W05_RE_Camp_LvlSoldierMale:NPC_	0058636D:W05_RE_Camp_LvlSoldierFemale02:NPC_	005913F0:W05_RE_CampAF04_Merchant_Clinic:NPC_	0059192F:W05_RE_CampAF05_Merchant_Armor:NPC_	00591932:W05_RE_CampAF06_Merchant_Food:NPC_	00591933:W05_RE_CampAF07_Merchant_Clothing:NPC_	00591938:W05_RE_CampAF08_Merchant_Misc:NPC_	0059193B:W05_RE_CampAF09_Merchant_Weapon:NPC_	005C6C22:BS01_Dagger:NPC_	005D7F52:Main_HumanRaceSubGraphData:RACE	005F56CE:BS02_NellieWright:NPC_	005F56CF:BS02_DoctorFarha:NPC_	005F56D0:BS02_DoctorJain:NPC_	005F5A69:BS02_Woods:NPC_	005FB3DA:BS02_HerschelKlein:NPC_	00605C70:DefaultSkinNaked_DO:DFOB	0061E03F:ATX_COMP_Mechanic_Sam:NPC_	00620A94:PresetMale11test:NPC_	00620A95:PresetMale11test2:NPC_	0066CFBA:DevBlue_HumanRaceSubGraphData:RACE	0068FD00:DevGreen_HumanRaceSubGraphData:RACE	006B2363:XPD_AC02_Jullian:NPC_	006B293E:XPD_AC02_Jullian_Combatant_Ambush:NPC_	006B2940:XPD_AC02_MotherCharlotte:NPC_	006DDFEF:DEL_XPD_AC02_Jullian_Combatant_Noarmor:NPC_	006EA335:XPD_AC02_Jullian_Combatant_Finale:NPC_	006FCFE2:XPD_AC_Fabio:NPC_	007272F6:DevPurple_HumanRaceSubGraphData:RACE	0072A0A6:Storm_MQ01_Settler:NPC_	0072D46C:DevCyan_HumanRaceSubGraphData:RACE	00745BDA:Storm_MQ02_Settler:NPC_	00746505:Corpse_Storm_Communist_Officer_M:NPC_	0075A755:Storm_MQ06_Scarlet:NPC_	0075E0AF:Corpse_Storm_Communist_Rookie_M01:NPC_	0075E0B0:Corpse_Storm_Communist_Rookie_F01:NPC_	0075E0B1:Corpse_Storm_Communist_Rookie_F02:NPC_	0075E0B2:Corpse_Storm_Communist_Rookie_M02:NPC_	0076B14A:MILE_Marley:NPC_	0076EA26:MILE_Headquarters_Strategist:NPC_	007CFA8C:Burn_Bounty_FaceAndGender_Human_Male03:NPC_	007CFA8F:Burn_Bounty_FaceAndGender_Human_Female05:NPC_	007CFA90:Burn_Bounty_FaceAndGender_Human_Female03:NPC_	007CFA91:Burn_Bounty_FaceAndGender_Human_Female01:NPC_	007CFA92:Burn_Bounty_KeywordsTemplate:NPC_	007CFA93:Burn_Bounty_FaceAndGender_Human_Male01:NPC_	007CFA94:Burn_Bounty_FaceAndGender_Human_Male02:NPC_	007CFA98:Burn_Bounty_FaceAndGender_Human_Male04:NPC_	007CFA9A:zzzBurn_BountyTarget_REG_Jester:NPC_	007CFA9B:Burn_Bounty_FaceAndGender_Human_Female02:NPC_	007CFAA2:zzzBurn_BountyTarget_REG_Boom:NPC_	007CFAA5:Burn_Bounty_FaceAndGender_Human_Male05:NPC_	007CFAA6:Burn_Bounty_FaceAndGender_Human_Female04:NPC_	007D2B32:Burn_BountyTarget_BIG_War:NPC_	007D2B35:Burn_BountyTarget_BIG_Pestilence:NPC_	007D2B37:Burn_BountyTarget_BIG_Famine:NPC_	007D2B3C:Burn_BountyTarget_BIG_Granny:NPC_	007F1932:Burn_SQ04_Bodhi:NPC_	0081ACBD:Burn_RE_SuitedSmoker_SmokingStranger:NPC_	00820735:Burn_BountyTarget_BIG_AntiGhoul:NPC_	0082073B:Burn_BountyTarget_REG_Cleaner:NPC_	0083D598:Burn_BountyTarget_BIG_Hunter:NPC_	0086905A:Burn_Bounty_FaceAndGender_Human_Female01_Old:NPC_	0086905B:Burn_Bounty_FaceAndGender_Human_Female02_Old:NPC_	0086905C:Burn_Bounty_FaceAndGender_Human_Female03_Old:NPC_	0086905D:Burn_Bounty_FaceAndGender_Human_Female04_Old:NPC_	0086905E:Burn_Bounty_FaceAndGender_Human_Female05_Old:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
00017AD1	SkinRaider		0		0	0.000000	80	00028FD4:GhoulBaseTEMP:NPC_	0040F682:W05_MQ_002P_Radical_RadicalGanger02:NPC_	0040F683:W05_MQ_002P_Radical_RadicalGanger01:NPC_	007F822E:BURN_encGenericHTSettlerHumanFaceM01:NPC_	007F822F:zzzBURN_GenericHTSettler_Male:NPC_	007F8230:BURN_encGenericHTSettlerHumanFaceM02:NPC_	007F8231:BURN_encGenericHTSettlerHumanFaceM03:NPC_	007F8232:BURN_encGenericHTSettlerHumanFaceM04:NPC_	007F8233:BURN_encGenericHTSettlerHumanFaceM05:NPC_	007F8234:BURN_encGenericHTSettlerHumanFaceM06:NPC_	007F8235:BURN_encGenericHTSettlerHumanFaceF01:NPC_	007F8236:BURN_LvlGenericHTSettler_Male:NPC_	007F8237:BURN_LvlGenericHTSettler_Female:NPC_	007F8238:BURN_encGenericHTSettlerHumanFaceF02:NPC_	007F8239:BURN_encGenericHTSettlerHumanFaceF03:NPC_	007F823A:BURN_encGenericHTSettlerHumanFaceF04:NPC_	007F823B:BURN_encGenericHTSettlerHumanFaceF05:NPC_	007F823C:BURN_encGenericHTSettlerHumanFaceF06:NPC_	007F823D:BURN_LvlGenericHTSettler_MaleGhoul:NPC_	007F823E:BURN_LvlGenericHTSettler_FemaleGhoul:NPC_	00808A8E:BURN_LvlGenericHTSettler_MaleGhoul_Crowd:NPC_	00808A8F:BURN_LvlGenericHTSettler_Female_Crowd:NPC_	00808A90:BURN_LvlGenericHTSettler_FemaleGhoul_Crowd:NPC_	00808A91:BURN_LvlGenericHTSettler_Male_Crowd:NPC_	0081136E:BURN_Loot_CorpseHTSettlerFaceF03:NPC_	00811370:BURN_Loot_CorpseHTSettlerFaceF04:NPC_	00811371:BURN_Loot_CorpseHTSettlerFaceM05:NPC_	00811372:BURN_Loot_CorpseHTSettlerFaceM01:NPC_	00811373:BURN_Loot_CorpseHTSettlerFaceM02:NPC_	00811374:BURN_Loot_CorpseHTSettlerFaceF02:NPC_	00811375:BURN_Loot_CorpseHTSettlerFaceM04:NPC_	00811376:BURN_Loot_CorpseHTSettlerFaceM03:NPC_	00811377:BURN_Loot_CorpseHTSettlerFaceF05:NPC_	00811378:BURN_Loot_CorpseHTSettlerFaceF01:NPC_	00813079:Burn_POI_64_Loot_CorpseLemon_M01:NPC_	0081307A:Burn_POI_64_Loot_CorpseLemon_F01:NPC_	0081307B:Burn_POI_64_Loot_CorpseLemon_M02:NPC_	0081ACBC:BURN_RE_ThirstyPerson_Person:NPC_	008326DB:BURN_LvlGenericHTSettler_Male_Outdoors:NPC_	008326DC:BURN_LvlGenericHTSettler_Female_Outdoors:NPC_	008326DD:BURN_LvlGenericHTSettler_FemaleGhoul_Outdoors:NPC_	008326DE:BURN_LvlGenericHTSettler_MaleGhoul_Outdoors:NPC_	008369A1:BURN_Loot_CorpseHTSettlerFaceM03_Generic:NPC_	008369A2:BURN_Loot_CorpseHTSettlerFaceF01_Generic:NPC_	008369A3:BURN_Loot_CorpseHTSettlerFaceF03_Generic:NPC_	008369A4:BURN_Loot_CorpseHTSettlerFaceM05_Generic:NPC_	008369A5:BURN_Loot_CorpseHTSettlerFaceM04_Generic:NPC_	008369A6:BURN_Loot_CorpseHTSettlerFaceM02_Generic:NPC_	008369A7:BURN_Loot_CorpseHTSettlerFaceF05_Generic:NPC_	008369A8:zzzBURN_Loot_CorpseHTSettlerFaceF02_Generic:NPC_	00844094:BURN_HTSettler_ChemVendor:NPC_	00844096:BURN_HTSettler_GunVendor:NPC_	00845241:BURN_SQ02_LoanShark_Thug:NPC_	00848148:BURN_encGenericHTSettler:NPC_	0084B9EA:BURN_encGenericHTSettlerGhoulFaceM06:NPC_	0084B9EB:BURN_encGenericHTSettlerGhoulFaceM05:NPC_	0084B9EC:BURN_encGenericHTSettlerGhoulFaceF06:NPC_	0084B9ED:BURN_encGenericHTSettlerGhoulFaceM01:NPC_	0084B9EE:BURN_encGenericHTSettlerGhoulFaceM03:NPC_	0084B9EF:BURN_encGenericHTSettlerGhoulFaceF05:NPC_	0084B9F0:BURN_encGenericHTSettlerGhoulFaceM04:NPC_	0084B9F1:BURN_encGenericHTSettlerGhoulFaceF03:NPC_	0084B9F2:BURN_encGenericHTSettlerGhoulFaceF01:NPC_	0084B9F3:BURN_encGenericHTSettlerGhoulFaceF02:NPC_	0084B9F4:BURN_encGenericHTSettlerGhoulFaceF04:NPC_	0084B9F5:BURN_encGenericHTSettlerGhoulFaceM02:NPC_	0084F66C:BURN_LvlMaintenceHTSettler_Female_Crowd:NPC_	0084F66D:BURN_LvlMaintenceHTSettler_FemaleGhoul_Crowd:NPC_	0084F66E:BURN_LvlMaintenceHTSettler_Male_Crowd:NPC_	0084F66F:BURN_LvlMaintenceHTSettler_MaleGhoul_Crowd:NPC_	0084F670:BURN_LvlBeggerHTSettler_Female_Crowd:NPC_	0084F671:BURN_LvlBeggerHTSettler_FemaleGhoul_Crowd:NPC_	0084F672:BURN_LvlBeggerHTSettler_Male_Crowd:NPC_	0084F673:BURN_LvlBeggerHTSettler_MaleGhoul_Crowd:NPC_	0084F674:BURN_LvlHunterHTSettler_Female_Crowd:NPC_	0084F675:BURN_LvlHunterHTSettler_FemaleGhoul_Crowd:NPC_	0084F676:BURN_LvlHunterHTSettler_Male_Crowd:NPC_	0084F677:BURN_LvlHunterHTSettler_MaleGhoul_Crowd:NPC_	0085AA1E:BURN_Loot_CorpseHTSettlerFaceM03_Dismembered:NPC_	008680BA:BURN_LvlMaintenceHTSettler_Female:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
0003E577	ArmorPoweredFrame	Powered Armor Frame	0		0	0.000000	4	0009B539:WhaleBeached:MSTT	000B48A7:BldWoodPMdWallPillarBgDest:MSTT	0015503E:PowerArmorDefaultFrameArmor_DO:DFOB	001D271B:PowerArmorFramesList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
000475DD	SkinRadRoach01		0		0	0.000000	6	0004716C:RadRoachRace:RACE	000475DF:EncRadRoach:NPC_	001BBEA9:EncRadRoachNOSCALE:NPC_	003D13EC:HuntingtonRadRoach:NPC_	004F60A7:MirelurkSpawnRace:RACE	005C3C5C:Loot_Corpse_RadRoach01:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
00047E03	SkinRadRoach02		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
00047E04	SkinRadRoach03		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
00047E0A	SkinRadRoachJuvi01		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	0		45	0.710000	15	00183FEF:LL_Armor_Metal_ArmLeft_Heavy:LVLI	00183FF0:LL_Armor_Metal_ArmLeft_Medium:LVLI	00183FF1:LL_Armor_Metal_ArmLeft_Light:LVLI	001E32CA:PiecemealArmor:FLST	001F613A:modScrapRecipe_Null_Cromponent_SteelMinor:FLST	00310BD9:co_Armor_Metal_Heavy_ArmLeft:COBJ	00325989:co_Armor_Metal_Medium_ArmLeft:COBJ	0032598F:co_Armor_Metal_Light_ArmLeft:COBJ	00368DAF:TestQAArmorRecipe:CONT	003710C7:DEBUG_LL_Armor_ArmLeft_Any:LVLI	0053672F:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Metalworker_Sub_CraftMetalArmorArmLeft:CHAL	0053B467:Legendary_LL_Armor_Metal_ArmLeft_Light:LVLI	0053B468:Legendary_LL_Armor_Metal_ArmLeft_Medium:LVLI	0053B469:Legendary_LL_Armor_Metal_ArmLeft_Heavy:LVLI	0059C57F::REFR																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
000536C1	Armor_Metal_ArmRight	Metal Right Arm	0		45	0.710000	14	00183FEC:LL_Armor_Metal_ArmRight_Heavy:LVLI	00183FED:LL_Armor_Metal_ArmRight_Medium:LVLI	00183FEE:LL_Armor_Metal_ArmRight_Light:LVLI	001E32CA:PiecemealArmor:FLST	001F613A:modScrapRecipe_Null_Cromponent_SteelMinor:FLST	00310BDA:co_Armor_Metal_Heavy_ArmRight:COBJ	0032598A:co_Armor_Metal_Medium_ArmRight:COBJ	00325990:co_Armor_Metal_Light_ArmRight:COBJ	00368DAF:TestQAArmorRecipe:CONT	003710C8:DEBUG_LL_Armor_ArmRight_Any:LVLI	00536730:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Metalworker_Sub_CraftMetalArmorArmRight:CHAL	0053B46B:Legendary_LL_Armor_Metal_ArmRight_Light:LVLI	0053B46C:Legendary_LL_Armor_Metal_ArmRight_Medium:LVLI	0053B46D:Legendary_LL_Armor_Metal_ArmRight_Heavy:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
000536C2	Armor_Metal_LegLeft	Metal Left Leg	0		15	0.710000	14	00183FE9:LL_Armor_Metal_LegLeft_Heavy:LVLI	00183FEA:LL_Armor_Metal_LegLeft_Medium:LVLI	00183FEB:LL_Armor_Metal_LegLeft_Light:LVLI	001E32CA:PiecemealArmor:FLST	001F613A:modScrapRecipe_Null_Cromponent_SteelMinor:FLST	00310BDC:co_Armor_Metal_Heavy_LegLeft:COBJ	0032598C:co_Armor_Metal_Medium_LegLeft:COBJ	00325991:co_Armor_Metal_Light_LegLeft:COBJ	00368DAF:TestQAArmorRecipe:CONT	003710C9:DEBUG_LL_Armor_LegLeft_Any:LVLI	00536731:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Metalworker_Sub_CraftMetalArmorLegLeft:CHAL	0053B46F:Legendary_LL_Armor_Metal_LegLeft_Light:LVLI	0053B470:Legendary_LL_Armor_Metal_LegLeft_Medium:LVLI	0053B471:Legendary_LL_Armor_Metal_LegLeft_Heavy:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
000536C3	Armor_Metal_LegRight	Metal Right Leg	0		15	0.710000	14	00183FE6:LL_Armor_Metal_LegRight_Heavy:LVLI	00183FE7:LL_Armor_Metal_LegRight_Medium:LVLI	00183FE8:LL_Armor_Metal_LegRight_Light:LVLI	001E32CA:PiecemealArmor:FLST	001F613A:modScrapRecipe_Null_Cromponent_SteelMinor:FLST	00310BDD:co_Armor_Metal_Heavy_LegRight:COBJ	0032598D:co_Armor_Metal_Medium_LegRight:COBJ	00325992:co_Armor_Metal_Light_LegRight:COBJ	00368DAF:TestQAArmorRecipe:CONT	003710CA:DEBUG_LL_Armor_LegRight_Any:LVLI	00536732:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Metalworker_Sub_CraftMetalArmorLegRight:CHAL	0053B474:Legendary_LL_Armor_Metal_LegRight_Light:LVLI	0053B475:Legendary_LL_Armor_Metal_LegRight_Medium:LVLI	0053B476:Legendary_LL_Armor_Metal_LegRight_Heavy:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
000536C4	Armor_Metal_Torso	Metal Chest Piece	0		40	1.430000	18	00183FE3:LL_Armor_Metal_Torso_Heavy:LVLI	00183FE4:LL_Armor_Metal_Torso_Medium:LVLI	00183FE5:LL_Armor_Metal_Torso_Light:LVLI	001CF590:modScrapRecipe_Null_Cromponent_Steel:FLST	001E32CA:PiecemealArmor:FLST	00310BDE:co_Armor_Metal_Light_Torso:COBJ	0032598E:co_Armor_Metal_Medium_Torso:COBJ	00325993:co_Armor_Metal_Heavy_Torso:COBJ	00368DAF:TestQAArmorRecipe:CONT	003710C6:DEBUG_LL_Armor_Torso_Any:LVLI	00536733:Challenge_Lifetime_Quest_P01C_Tadpole_Badge_Possum_Metalworker_Sub_CraftMetalArmorTorso:CHAL	0053B477:Legendary_LL_Armor_Metal_Torso_Light:LVLI	0053B478:Legendary_LL_Armor_Metal_Torso_Medium:LVLI	0053B479:Legendary_LL_Armor_Metal_Torso_Heavy:LVLI	0059C56D::REFR	008A7A48:LL_Armor_Metal_Torso_Heavy_TrailWarden:LVLI	008A7A4B:LL_Armor_Metal_Torso_Light_TrailWarden:LVLI	008A7A4C:LL_Armor_Metal_Torso_Medium_TrailWarden:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
