ARMO_FormID	ARMO_EDID	ARMO_FULL	BOD2_FirstPersonFlags	BOD2_FirstPersonFlagLabels	Keywords_EDID_Flat
0075C97C	ATX_Clothes_ARMO_Outfit_AntiquatedGroom	Antiquated Groom Outfit	57	Coverall	
0075FC02	Invaders_Armor_HazmatSuit_Teal	Hazmat Suit - Teal	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|48|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Beard|Coverall	
007605C9	XPD_AC_Clothes_Zayde_Outfit_NONPLAYABLE	Spectacular Performer Outfit	57	Coverall	
007605C2	XPD_AC_Clothes_MuniWorker_Drudge_Outfit	Muni Drudger Outfit	57	Coverall	
007605C6	XPD_AC_Clothes_MuniWorker_Worker_Outfit	Muni Worker Outfit	57	Coverall	
007605C4	XPD_AC_Clothes_MuniWorker_Operator_Outfit	Muni Operator Outfit	57	Coverall	
007605C3	XPD_AC_Clothes_MuniWorker_Drudge_Outfit_NONPLAYABLE	Muni Drudger Outfit	57	Coverall	
007605C1	XPD_AC_Clothes_EvelynRusso_Dress_NONPLAYABLE	Socialite Outfit	57	Coverall	
007605C7	XPD_AC_Clothes_MuniWorker_Worker_Outfit_NONPLAYABLE	Muni Worker Outfit	57	Coverall	
007605CB	XPD_AC_SQ03_Clothes_SaltwaterSam_Outfit_NONPLAYABLE	Saltwater Taffy Outfit	57	Coverall	
007605C0	XPD_AC_Clothes_EvelynRusso_Dress	Socialite Outfit	57	Coverall	
007605CA	XPD_AC_SQ03_Clothes_SaltwaterSam_Outfit	Saltwater Taffy Outfit	57	Coverall	
007605C5	XPD_AC_Clothes_MuniWorker_Operator_Outfit_NONPLAYABLE	Muni Operator Outfit	57	Coverall	
007605C8	XPD_AC_Clothes_Zayde_Outfit	Spectacular Performer's Outfit	57	Coverall	
00769099	Clothes_CultistNeophyte_Robe_NONPLAYABLE	Cultist Neophyte Robe	57	Coverall	
00769098	Clothes_CultistEventide_Robe_NONPLAYABLE	Cultist Eventide Robe	57	Coverall	
00769097	Clothes_CultistAdept_NONPLAYABLE	Cultist Adept Robe	57	Coverall	
00769DEC	XPD_AC_Zayde_Torn_Outfit_NONPLAYABLE	Torn Spectacular Performer's outfit	57	Coverall	
00769DF0	XPD_AC_Headwear_Zayde_NONPLAYABLE	Spectacular Performer's Hat	30|46	Hair Top|Headband	
00769DEF	XPD_AC_Headwear_Zayde	Spectacular Performer's Headwear	30|46	Hair Top|Headband	
0076A708	Armor_XPD_AC_Muni_LegRight_NONPLAYABLE	Civil Engineer Armor Right Leg	45	[A] R Leg	
0076A706	Armor_XPD_AC_Muni_ArmRight_NONPLAYABLE	Civil Engineer Armor Right Arm	43	[A] R Arm	
0076A707	Armor_XPD_AC_Muni_LegLeft_NONPLAYABLE	Civil Engineer Armor Left Leg	44	[A] L Leg	
0076A705	Armor_XPD_AC_Muni_ArmLeft_NONPLAYABLE	Civil Engineer Armor Left Arm	42	[A] L Arm	
0076A709	Armor_XPD_AC_Muni_Torso_NONPLAYABLE	Civil Engineer Armor Chest Piece	41	[A] Torso	
0076A70A	Armor_XPD_AC_Muni_Underarmor_NONPLAYABLE	Civil Engineer Underarmor	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0076D8C3	zzzSCORE_Seasons_David_Test6		30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0076F46E	Temp_stub_ARMO_Outfit_Test	Test Outfit	57	Coverall	
0076F46F	ATX_ARMO_Headwear_PlayerGhoul_Teaser	Ghoul Teaser Mask	30|31|32|52	Hair Top|Hair Long|FaceGen Head|Scalp	
006C73F8	Storm_Clothes_VaultHazmatSuit	Vault 63 Hazmat Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Coverall	
006D65AB	SkinStormBoss	Storm Goliath	33	BODY	
006EE8FA	Storm_Clothes_CultistDisquse	Cultist Elder Clothes	57	Coverall	
006F7D85	Armor_Metal_Torso_RedViper_NONPLAYABLE	Metal Chest Piece	41	[A] Torso	
006F7D87	ATX_Clothes_CommunistAdvanced_TEST	Communist Militant Outfit	33	BODY	
006F7D86	Armor_Leather_Torso_RedViper_NONPLAYABLE	Leather Chest Piece	41	[A] Torso	
006F7D84	ATX_Clothes_CommunistOutfit_Basic_TEST	Communist Spy Outfit	33	BODY	
006FB8AB	SkinLostNaked		33|34|35	BODY|L Hand|R Hand	
00727054	Clothes_LostBurntVaultSuit	Vault 63 Burnt Jumpsuit	57	Coverall	
00727051	Clothes_LostHeavyArmour01_Storm	Vault 63 Riot Control Outfit	57	Coverall	
00727053	Clothes_LostMediumArmour01_Storm	Vault 63 Security Outfit	57	Coverall	
00727052	Clothes_LostLightArmour01_Storm	Vault 63 Recon Outfit	57	Coverall	
00727055	CreatureClothes_FeralGhoulVaultSuitStorm		36	[U] Torso	
0072A09B	Headwear_LostLightArmourHelmet01_Storm	Vault 63 Recon Helmet	30|31|46	Hair Top|Hair Long|Headband	
0072A099	Headwear_LostHeavyArmourHelmet01_Storm	Vault 63 Riot Control Helmet	30|31|46	Hair Top|Hair Long|Headband	
0072A09A	Headwear_LostMediumArmourHelmet01_Storm	Vault 63 Security Helmet	30|31|46	Hair Top|Hair Long|Headband	
0072A09C	Clothes_LostBurntLabcoat01	Burnt Vault Lab Coat	57	Coverall	
0072AA71	zzz_Storm_LostHeadMirror	Head Mirror	46	Headband	
0072EA9E	SkinRadPheasant		33	BODY	
00732E54	Armor_PowerArmor_STORM_Torso	Storm Armor Chest Piece	41	[A] Torso	
00732E55	Armor_PowerArmor_STORM_Helmet	Storm Armor Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
00732E56	Armor_PowerArmor_STORM_LegLeft	Storm Armor Left Leg	44	[A] L Leg	
00732E57	Armor_PowerArmor_STORM_ArmLeft	Storm Armor Left Arm	42	[A] L Arm	
00732E59	Armor_PowerArmor_STORM_ArmRight	Storm Armor Right Arm	43	[A] R Arm	
00732E58	Armor_PowerArmor_STORM_LegRight	Storm Armor Right Leg	45	[A] R Leg	
0073D7B6	Storm_MQ06_Clothes_CultistAdept	Cultist's Garments	57	Coverall	
00744D02	Storm_Clothes_CultistMonarch_Outfit	Cultist Monarch Outfit	57	Coverall	
00744D03	Storm_Headwear_CultistMonarch_Mask	Cultist Monarch Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
00744D01	MILE_Clothes_DeathClaw_Outfit	Deathclaw Skin Outfit	57	Coverall	
007478BA	Clothes_LostBurntLabcoat02_Alt	Burnt Vault Chemist Coat	57	Coverall	
0074873A	SkinRadTurkey	Rad Turkey	33	BODY	
007539F5	SkinRadPheasant02		33	BODY	
0075468B	SkinRadTurkeyGlowing	Glowing Rad Turkey	33	BODY	
00755147	zzz_Armor_Tempest_Torso	Tempest Armor Chest Piece	41	[A] Torso	
00755146	zzz_Armor_Tempest_LegRight	Tempest Armor Right Leg	45	[A] R Leg	
00755145	zzz_Armor_Tempest_LegLeft	Tempest Armor Left Leg	44	[A] L Leg	
00755144	zzz_Armor_Tempest_ArmLeft	Tempest Armor Left Arm	42	[A] L Arm	
00755148	zzz_Armor_Tempest_ArmRight	Tempest Armor Right Arm	43	[A] R Arm	
00755149	zzz_Headwear_Clothes_Tempest	Arctic Marine Armor Helmet	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
00759C54	SCORE_S17_Clothes_ARMO_Outfit_RadTurkey	Thrasher Outfit	57	Coverall	
00759C55	SCORE_S17_ARMO_Headwear_RadTurkey_Mask	Thrasher Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
00769B9A	SkinLostNaked_B		33|34|35	BODY|L Hand|R Hand	
00769B9B	SkinLostNaked_C		33|34|35	BODY|L Hand|R Hand	
00769D3A	MILE_SkinRaiderDog		33	BODY	
00769DA1	Headwear_Fasnacht_Mask_Pig_Glow	Fasnacht Glowing Pig Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076AB2F	Storm_Clothes_ShenandoahTshirtSlacks	Shenandoah T-Shirt and Jeans	57	Coverall	
0076CCA7	Headwear_Fasnacht_Mask_Robot_Glow	Fasnacht Glowing Robot Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCB0	Headwear_Fasnacht_Mask_Unicorn_Glow	Fasnacht Glowing Unicorn Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCA8	Headwear_Fasnacht_Mask_Alien	Fasnacht Alien Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCA9	Headwear_Fasnacht_Mask_Alien_Glow	Fasnacht Glowing Alien Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCB1	Headwear_Fasnacht_Mask_Minotaur	Fasnacht Minotaur Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCAB	Headwear_Fasnacht_Mask_Unicorn	Fasnacht Unicorn Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCA5	Headwear_Fasnacht_Mask_Turkey	Fasnacht Turkey Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCAE	Headwear_Fasnacht_Mask_Turkey_Glow	Fasnacht Glowing Turkey Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCAC	Headwear_Fasnacht_Mask_Minotaur_Glow	Fasnacht Glowing Minotaur Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CCAD	Headwear_Fasnacht_Mask_Robot	Fasnacht Robot Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076CE5A	SkinLostNaked_Hades		33|34|35	BODY|L Hand|R Hand	
0076CF28	SkinFeralGhoulLost		33	BODY	
0076CF29	SkinFeralGhoulHeadLost		32	FaceGen Head	
0076D18B	Clothes_LostHeavyArmourBurnt01_Storm	Burnt Vault 63 Riot Control Outfit	57	Coverall	
0076D18E	Headwear_LostHeavyArmourHelmetBurnt01_Storm	Burnt Vault 63 Riot Control Helmet	30|31|46	Hair Top|Hair Long|Headband	
0076D18D	Clothes_LostMediumArmourBurnt01_Storm	Burnt Vault 63 Security Outfit	57	Coverall	
0076D190	Headwear_LostMediumArmourHelmetBurnt01_Storm	Burnt Vault 63 Security Helmet	30|31|46	Hair Top|Hair Long|Headband	
0076D18F	Headwear_LostLightArmourHelmetBurnt01_Storm	Burnt Vault 63 Recon Helmet	30|31|46	Hair Top|Hair Long|Headband	
0076D18C	Clothes_LostLightArmourBurnt01_Storm	Burnt Vault 63 Recon Outfit	57	Coverall	
0076D8CE	SCORE_S17_Headwear_HockeyMask_IceGang01	Icegang Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076D8D0	SCORE_S17_Headwear_HockeyMask_IceGang03	Icegang Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076D8CF	SCORE_S17_Headwear_HockeyMask_IceGang02	Icegang Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076D8CD	SCORE_S17_Headwear_HockeyMask_Blood	Goon Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0076DA7D	MN2_Workshop_Clothes_ScarecrowOutfit	Spooky Scarecrow Outfit	57	Coverall	
0076DE1F	MILE_Workshop_Clothes_CryptidHunterOutfit	Hunter's Hanbok Outfit	57	Coverall	
0076E93C	Headwear_BoneChillSkullMask	Bone Chill Skull Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0076EF97	Headwear_HammeredSkullMask	Hammered Skull Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0076EF98	Headwear_CrudeSkullMask	Crude Skull Mask	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0076F3E6	ARMO_Outfit_JitterbugJudy	Jitterbug Judy Outfit	57	Coverall	
0076F4A1	SCORE_S17_Headwear_Clothes_LobsterTrapper_Helmet_Blue	Blue Lobster Trap Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
007703C8	SCORE_S17_Clothes_ARMO_Outfit_CampCounselor	Camp Counselor Outfit	57	Coverall	
00770954	XPD_OvergrownElderArmor_Spikes_DailyOps		45	[A] R Leg	
00770953	XPD_OvergrownElderArmor_Corpse_DailyOps		46	Headband	
00770956	XPD_OvergrownElderArmor_Cordycep_DailyOps		43	[A] R Arm	
00770955	XPD_OvergrownElderArmor_ArmL_DailyOps		42	[A] L Arm	
00770952	XPD_OvergrownElderArmor_Vine_DailyOps		41	[A] Torso	
007720C0	MILE_Workshop_Headwear_BritishRedcoatArmyHat	Redcoat Hat	30|46	Hair Top|Headband	
007720C1	MILE_Workshop_Armor_BritishRedcoatArmyOutfit	Redcoat Outfit	57	Coverall	
007734EF	MILE_Workshop_Clothes_GulperOutfit	Gulper Skin Outfit	57	Coverall	
007734F0	MILE_Workshop_Headwear_GulperHat	Gulper Skin Hood	30|31|46	Hair Top|Hair Long|Headband	
00773808	MILE_Workshop_Armor_LederhosenOutfit	Lederhosen Outfit	57	Coverall	
00773E19	ATX_Clothes_ARMO_Outfit_HeartlandHikerOutfit	Heartland Hiker Outfit	57	Coverall	
00773E1A	ATX_ARMO_Headwear_HeartlandHikerHat	Heartland Hiker Hat	30|46	Hair Top|Headband	
0077456A	ATX_Clothes_ARMO_Outfit_Sawtooth	Sawtooth Outfit	57	Coverall	
0077456B	ATX_ARMO_Headwear_SawtoothMask	Sawtooth Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0077468F	ATX_ARMO_Headwear_FasnachtVeggieManMask	Fasnacht Veggie Man Mask	30|31|46	Hair Top|Hair Long|Headband	
00777890	ATX_ARMO_Headwear_FasnachtRailSplitterMask	Fasnacht Rail Splitter Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0077EE50	SkinRadTurkeyScorched	Rad Turkey Scorched	33	BODY	
0077EE51	SkinRadTurkeyToxic	Rad Turkey Toxic	33	BODY	
0077EE52	SkinRadTurkeyAlpha	Rad Turkey Alpha	33	BODY	
0077EE68	SCORE_S17_ARMO_Headwear_JokeArrow	Joke Arrow Headwear	46	Headband	
0078211D	ZZZ_Storm_Clothes_RadTurkey_Outfit	Thrasher Outfit	57	Coverall	
00782121	Clothes_StormPatientGown	Patient Gown	57	Coverall	
0078C7C0	DE2024_ScoutsUncharted_ARMO_Outfit_MallowT-shirtShorts	Marshal Mallow T-Shirt and Shorts	57	Coverall	
0077ED4F	MN2_Workshop_Clothes_ScarecrowOutfit_Headpiece	Spooky Scarecrow Headpiece	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0077ED9A	zzzMILE_Workshop_Clothes_CryptidHunterOutfit_Headpiece	Cryptid Hunter Headpiece	30|46	Hair Top|Headband	
007858E4	MILE_Workshop_Clothes_LederhosenOutfit_Headpiece	Lederhosen Outfit Hat	30|46	Hair Top|Headband	
00787E1D	ATX_Clothes_ARMO_Outfit_GrimReaperOutfit	Grim Reaper Outfit	57	Coverall	
00787E1C	ATX_Clothes_ARMO_Headwear_GrimReaperOutfit	Grim Reaper Mask	30|31|46|48|49	Hair Top|Hair Long|Headband|Beard|Mouth	
00787E1E	ATX_Clothes_ARMO_Outfit_RedHawaiianShirtandPants	Red Hawaiian Shirt and Shorts Outfit	57	Coverall	
0078AC91	SCORE_S18_ARMO_Underarmor_BlueRidge_SecretService	Blue Ridge Secret Service Underarmor	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0078AC92	SCORE_S18_Armor_Underarmor_BlueRidge_BoS	Blue Ridge Infantry Uniform	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0078AC90	SCORE_S18_Headwear_BlueRidge_Hood_BoS	Blue Ridge Infantry Hood	30|31|46	Hair Top|Hair Long|Headband	
0078DB3D	ATX_Clothes_ARMO_Outfit_SlocumsSurvivor	Slocum's Survivor Outfit	57	Coverall	
0078DB3E	ATX_ARMO_Headwear_SlocumsSurvivor	Slocum's Survivor Headwear	30|46	Hair Top|Headband	
00791C52	SCORE_S18_ARMO_Headwear_DesperadoHat	Desperado Cowboy Hat	30|46	Hair Top|Headband	
0079648C	Invaders_ARMO_Armor_HazmatSuit_Pink	Hazmat Suit - Pink	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|48|50|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Beard|Neck|Coverall	
0079663A	SCORE_S6_Headwear_TrustySidekick_Inspector_Mask_NONPLAYABLE	Inspector Sidekick Glasses	47	Eyes	
00799767	MILE_BrahminPackLampLightArmor		61	FX	
007999EC	ATX_ARMO_Glasses_SlocumsSurvivor	Slocum's Survivor Glasses	47	Eyes	
0079AA7F	SSE_Magellan_Clothes_NONPLAYABLE	Ringmaster Outfit	57	Coverall	
0079AA80	SSE_Magellan_Hat_NONPLAYABLE	Ringmaster Hat	30|46	Hair Top|Headband	
00799E4D	MILE_Workshop_Clothes_NPC_CryptidHunterOutfit	NPC Cryptid Hunter Outfit	57	Coverall	
0079CCD6	GHL_SkinGhoulNaked		33|34|35	BODY|L Hand|R Hand	
0079B62C	SkinEyebotJES-2R		33|59	BODY|Shield	
0079BAEF	XPD_AC_Clothes_MayorTim_NONPLAYABLE	Apocalyptic Farmer Outfit	57	Coverall	
0079CD5D	DE2024_Halloween_ARMO_Clothes_JackOLanternDress	Jack O'Lantern Dress	57	Coverall	
0079CD5E	DE2024_Halloween_ARMO_Clothes_JackOLanternDress_NONPLAYABLE	Jack O'Lantern Dress	57	Coverall	
007A1988	Headwear_Insurgent_NONPLAYABLE	Insurgent Hat	30|46	Hair Top|Headband	
007A1989	Clothes_TreasureHunterOutfit_NONPLAYABLE	Treasure Hunter Outfit	57	Coverall	
007A1987	Clothes_InsurgentOutfit_NONPLAYABLE	Insurgent Outfit	57	Coverall	
007A27B9	ATX_Clothes_VaultTecBomberJacket_NONPLAYABLE	Vault-Tec Bomber Jacket	57	Coverall	
007A31E5	zzz_GHL_DisguiseMakeshiftRoninHelmet	[Disguise] Makeshift Ronin Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
007A31E6	zzz_GHL_DisguiseClothes_SilverShroudCostume	[Disguise] Silver Shroud Costume	57	Coverall	
007A6BE2	Creature_Spooky_Headwear_MothmanMaskMetal	Metal Mothman Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
007A6BE1	Creature_Spooky_Headwear_CardboardRobot	Cardboard Robot Helmet	30|31|46	Hair Top|Hair Long|Headband	
007A6BE3	Creature_Spooky_Outfit_CardboardRobot	Cardboard Robot Costume	57	Coverall	
007AC0F6	Clothes_CleanWastelandDress_NONPLAYABLE	Clean Ratty Skirt	57	Coverall	
007AC161	GHL00_Clothes_TheGhoulQuack_NONPLAYABLE	Radiation Quack Outfit	57	Coverall	
007AC28D	ATX_Clothes_GhoulBomberJacket_NONPLAYABLE	Ghoul Bomber Jacket	57	Coverall	
0077D81B	CAMPPets_Skin_Cat_Tabby01		33	BODY	
0077D81C	CAMPPets_Skin_Dog_GermanShepherd01		33	BODY	
00787E5A	RD01_Armor_Enclave_Underarmor_Uniform_03	Enclave Secret Operative Underarmor	33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
00787E59	RD01_Armor_Enclave_Underarmor_Uniform_03_NotPlayable		33|34|35|36|37|38|39|40	BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0078881C	SkinScorchTongueHead		33	BODY	
007889F3	SkinScorchTongueTail		33	BODY	
00788D0E	RD01_Armor_PowerArmor_EnclaveVulcan_Torso	Vulcan Chest Piece	41	[A] Torso	
00788D0B	RD01_Armor_PowerArmor_EnclaveVulcan_Helmet	Vulcan Helmet	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
00788D0D	RD01_Armor_PowerArmor_EnclaveVulcan_LegRight	Vulcan Right Leg	45	[A] R Leg	
00788D09	RD01_Armor_PowerArmor_EnclaveVulcan_ArmLeft	Vulcan Left Arm	42	[A] L Arm	
00788D0A	RD01_Armor_PowerArmor_EnclaveVulcan_ArmRight	Vulcan Right Arm	43	[A] R Arm	
00788D0C	RD01_Armor_PowerArmor_EnclaveVulcan_LegLeft	Vulcan Left Leg	44	[A] L Leg	
0078B4F7	ATX_Clothes_CAMPPets_Cat_Neckwear_CollarRedBow	Red Bow Collar (Cat)	50	Neck	
0078B4F6	ATX_Clothes_CAMPPets_Dog_Neckwear_CollarRedBow	Red Bow Collar (Dog)	50	Neck	
00798130	zzz_SCORE_S19_Headwear_Enclave_Colonel_Hat	Enclave Colonel Hat	30|46	Hair Top|Headband	
00798131	zzz_SCORE_S19_Clothes_Enclave_Colonel	Enclave Colonel Uniform	57	Coverall	
00798132	SCORE_S19_Headwear_Enclave_GoldenEnclaveOfficer_Hat	Golden Enclave Officer Hat	30|46	Hair Top|Headband	
00798133	SCORE_S19_Clothes_Enclave_GoldenEnclaveOfficer	Golden Enclave Officer Uniform	57	Coverall	
00799389	SCORE_S19_Headwear_GoldenSkullMask	Golden Skull Mask	47|49	Eyes|Mouth	
00799388	SCORE_S19_Headwear_GoldenEnclave_Eyepatch	Enclave Eyepatch (Gold)	47	Eyes	
0079956A	ATX_Clothes_CAMPPets_Dog_Helmet01	Dog Helmet	46	Headband	
0079956D	SCORE_S19_Clothes_ARMO_Outfit_EnclaveFatigues	Enclave Military Fatigues	57	Coverall	
00799A19	SCORE_S19_Clothes_EnclaveScientist	Enclave Lab Coat	57	Coverall	
00799A9F	SCORE_S19_Clothes_EnclaveScientist_Bloody	Enclave Lab Coat (Bloody)	57	Coverall	
00799C4A	SCORE_S19_Headwear_BandanaEnclave	Enclave Bandana	48|49|50	Beard|Mouth|Neck	
00799C69	SCORE_S19_Headwear_EnclaveScientistGoggles	Enclave Scientist's Goggles	47	Eyes	
00799F8B	ATX_ARMO_Headwear_CatEyeSunglasses	Cat Eye Sunglasses Headwear	47	Eyes	
00799FD2	ATX_Clothes_ARMO_Outfit_EnclaveTechnician	Enclave Technician Outfit	57	Coverall	
00799FD0	ATX_Clothes_ARMO_Outfit_HolidayBelle	Holiday Belle Outfit	57	Coverall	
00799FD1	ATX_ARMO_Headwear_DunceCap	Dunce Cap Headwear	30|46	Hair Top|Headband	
0079A1B2	SCORE_S19_Headwear_EnclaveFatigues_Helmet	Enclave Military Fatigues Helmet	30|46	Hair Top|Headband	
0079B8AF	SkinScorchTongueBody		33	BODY	
007A19B3	SCORE_S19_CAMPPets_Skin_Dog_WhiteGermanShepherd01		33	BODY	
007A19C2	CAMPPets_Skin_Cat_BlackCat01		33	BODY	
007A29D7	zzzATX_Clothes_Cat_Pet_CollarBow	Cat CollarBow	43|50	[A] R Arm|Neck	
007A2BA0	zzzATX_Clothes_Dog_CollarBow	Dog CollarBow	43|50	[A] R Arm|Neck	
007AAC06	SkinMoleMinerCultis		60	Pipboy	
007AAD16	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_LegLeft_NONPLAYABLE	Assassin Vulcan Left Leg	44	[A] L Leg	
007AAD13	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_ArmLeft_NONPLAYABLE	Assassin Vulcan Left Arm	42	[A] L Arm	
007AAD15	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Helmet_NONPLAYABLE	Assassin Vulcan Helmet	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
007AAD14	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_ArmRight_NONPLAYABLE	Assassin Vulcan Right Arm	43	[A] R Arm	
007AAD17	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_LegRight_NONPLAYABLE	Assassin Vulcan Right Leg	45	[A] R Leg	
007AAD18	crRD01_Armor_PowerArmor_EnclaveVulcan_ENC04Assassin_Torso_NONPLAYABLE	Assassin Vulcan Chest Piece	41	[A] Torso	
0079B4F1	Clothes_DLC04_Western_01_NONPLAYABLE	Western Outfit	57	Coverall	
0079B4F2	Clothes_DLC04_Western_02_NONPLAYABLE	Western Outfit & Chaps	57	Coverall	
007ACE88	SSE_ARMO_Headwear_FlowerCrown_CarnalWeeper	Flower Crown - Carnal Weeper	46	Headband	
007ACE92	SSE_ARMO_Headwear_WastelandFloristSunhat	Wasteland Florist Sunhat	30|46	Hair Top|Headband	
007ACE90	SSE_ARMO_Headwear_FlowerCrown_Candykill	Flower Crown - Candykill	46	Headband	
007ACE8E	SSE_ARMO_Headwear_FlowerCrown_Glorybell	Flower Crown - Glorybell	46	Headband	
007ACE8B	SSE_ARMO_Headwear_FlowerCrown_Embergold	Flower Crown - Embergold	46	Headband	
007ACE8D	SSE_ARMO_Headwear_FlowerCrown_GreenInvader	Flower Crown - Green Invader	46	Headband	
007ACE91	SSE_ARMO_Headwear_FlowerCrown_Gigablossom	Flower Crown - Gigablossom	46	Headband	
007ACE89	SSE_ARMO_Headwear_FlowerCrown_Radlily	Flower Crown - Radlily	46	Headband	
007ACE8F	SSE_ARMO_Headwear_FlowerCrown_Seesprout	Flower Crown - Seesprout	46	Headband	
007ACE8C	SSE_ARMO_Headwear_FlowerCrown_Starlace	Flower Crown - Starlace	46	Headband	
007ACE8A	SSE_ARMO_Headwear_FlowerCrown_Crystalcup	Flower Crown - Crystalcup	46	Headband	
007AD412	SCORE_S20_Clothes_VaultTecYellow_HazmatSuit	Yellow Vault-Tec Hazmat Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Coverall	
007AD444	SCORE_S20_Headwear_NoseyGlasses	Nosey Glasses	47|49	Eyes|Mouth	
007AD453	SSE_Clothes_FlowerPrintedSundress	Flower-Printed Sundress	57	Coverall	
007AD452	SSE_Clothes_PantSuit_FlowerSuit	Flower Suit	57	Coverall	
