ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Flat	Effect_1	Effect_2	Effect_3	Effect_4	Effect_5	Effect_6	Effect_7	Effect_8	Effect_9	Effect_10	Effect_11	Effect_12	Effect_13	Effect_14	Effect_15	Effect_16	Effect_17	Effect_18	Effect_19	Effect_20	Globals_Flat	Glob_1	Glob_2	Glob_3	Glob_4	Glob_5	Glob_6	Glob_7	Glob_8	Glob_9	Glob_10	ReferencedBy_Flat	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40
00788D48	"RD01_PowerArmor_Jetpack_EnclaveVulcanEnch"	"Vulcan PA Jetpack"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_AbPowerArmorTorso_EnclaveVulcan_Jetpack[00788D55];FULL=Power Armor Jetpack Effect;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_AbPowerArmorTorso_EnclaveVulcan_Jetpack[00788D55];FULL=Power Armor Jetpack Effect;EffID=0;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:TEMPLATE: Jet Pack[00799B0C]"	"OMOD:TEMPLATE: Jet Pack[00799B0C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0078DBCD	"RD01_Enc04_CryoGrenadeEnch"	"Cryo Slow"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=CryoHazardEffect_IceBreaker[007FA3FD];FULL=Cryo Damage;EffID=5;Mag=7.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	"MGEF=CryoHazardEffect_IceBreaker[007FA3FD];FULL=Cryo Damage;EffID=5;Mag=7.000000;Dur=1;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"HAZD:Cryo Trap[0078DBCF]"	"HAZD:Cryo Trap[0078DBCF]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792941	"ench_LegendaryPowerArmor_RadioactivePowered"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_PowerArmor_RadioActivePoweredApplyGainAPPerkEffect[00796EB8];FULL=Apply Legendary Power Armor Radioactive-Powered RADS Heal AP Effect;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=Legendary_PowerArmor_RadioactivePoweredApplyRADDrainPerkEffect[00796EB9];FULL=Apply Legendary Power Armor Radioactive-Powered Remove Radiation Effect;EffID=1;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_PowerArmor_RadioActivePoweredApplyGainAPPerkEffect[00796EB8];FULL=Apply Legendary Power Armor Radioactive-Powered RADS Heal AP Effect;EffID=0;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_PowerArmor_RadioactivePoweredApplyRADDrainPerkEffect[00796EB9];FULL=Apply Legendary Power Armor Radioactive-Powered Remove Radiation Effect;EffID=1;Mag=2.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Radioactive-Powered[00792A33]"	"OMOD:Radioactive-Powered[00792A33]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792942	"ench_LegendaryArmor_LimitBreak"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_LimitBreakAddPerkEffect[007A8394];FULL=Add Legendary Armor Limit-Breaking Perk Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Armor_LimitBreakAddPerkEffect[007A8394];FULL=Add Legendary Armor Limit-Breaking Perk Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Limit-Breaking[00792A2D] | OMOD:Limit-Breaking[007A74C6]"	"OMOD:Limit-Breaking[00792A2D]"	"OMOD:Limit-Breaking[007A74C6]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079293E	"P62_ench_LegendaryPowerArmor_StaggerProof"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=P62_Legendary_PowerArmor_AddStaggerProofPerkEffect[0079B4C7];FULL=Add Legendary Power Armor Stagger-Proof Perk;EffID=2;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=P62_Legendary_PowerArmor_AddStaggerProofPerkEffect[0079B4C7];FULL=Add Legendary Power Armor Stagger-Proof Perk;EffID=2;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Stagger-Proof[007A74C8]"	"OMOD:Stagger-Proof[007A74C8]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079295C	"ench_LegendaryWeapon_Fracturers"	""	"1 | 1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_FracturersAddPerkEffect[00795777];FULL=Add Legendary Weapon Fracturer's Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_FracturersAddPerkEffect[00795777];FULL=Add Legendary Weapon Fracturer's Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Fracturer's[00792983]"	"OMOD:Fracturer's[00792983]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079293C	"DEL_WIP4_ench_LegendaryArmor_AeroFlight"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792948	"ench_LegendaryArmor_BattleLoaders"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_BattleLoadersAddPerkEffect[0079B51F];FULL=Add Legendary Armor Battle-Loader's Perk Effect;EffID=0;Mag=0.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Armor_BattleLoadersAddPerkEffect[0079B51F];FULL=Add Legendary Armor Battle-Loader's Perk Effect;EffID=0;Mag=0.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Battle-Loader's[00792A28] | OMOD:Battle-Loader's[007A74C2]"	"OMOD:Battle-Loader's[00792A28]"	"OMOD:Battle-Loader's[007A74C2]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792954	"ench_LegendaryWeapon_Bully"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_BullyAddPerkEffect[007A7425];FULL=Add Legendary Weapon Bully's Perk Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_BullyAddPerkEffect[007A7425];FULL=Add Legendary Weapon Bully's Perk Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792945	"DEL_WIP4_ench_LegendaryPowerArmor_AutoRepair"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792946	"ench_LegendaryPowerArmor_Propelling"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_PowerArmor_PropellingApplyMoveSpeedPerkEffect[007968D4];FULL=Apply Legendary Power Armor Propelling Move Speed Effect;EffID=2;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=Legendary_PowerArmor_PropellingApplySprintSpeedPerkEffect[007A7411];FULL=Apply Legendary Power Armor Propelling Sprint Speed Effect;EffID=3;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_PowerArmor_PropellingApplyMoveSpeedPerkEffect[007968D4];FULL=Apply Legendary Power Armor Propelling Move Speed Effect;EffID=2;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_PowerArmor_PropellingApplySprintSpeedPerkEffect[007A7411];FULL=Apply Legendary Power Armor Propelling Sprint Speed Effect;EffID=3;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Propelling[00792A29]"	"OMOD:Propelling[00792A29]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792952	"ench_LegendaryArmor_Runner"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_RunnerApplyFortifySprintAPCostPerkEffect[007A7A1B];FULL=Apply Legendary Armor Runner's Reduce Sprint AP Cost Effect;EffID=1;Mag=20.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Armor_RunnerApplyFortifySprintAPCostPerkEffect[007A7A1B];FULL=Apply Legendary Armor Runner's Reduce Sprint AP Cost Effect;EffID=1;Mag=20.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Runner's[00792A36] | OMOD:Runner's[007A74CB]"	"OMOD:Runner's[00792A36]"	"OMOD:Runner's[007A74CB]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792938	"ench_LegendaryPowerArmor_Reflective"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_PowerArmor_ReflectiveAddPerkEffect[0079B982];FULL=Add Legendary Power Armor Reflective Armor Perk Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_PowerArmor_ReflectiveAddPerkEffect[0079B982];FULL=Add Legendary Power Armor Reflective Armor Perk Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Reflective[00792A35]"	"OMOD:Reflective[00792A35]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079294E	"ench_LegendaryArmor_Tanky"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_TankyAddPerkEffect[0079B21E];FULL=Add Legendary Armor Tanky's Perk Effect;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Armor_TankyAddPerkEffect[0079B21E];FULL=Add Legendary Armor Tanky's Perk Effect;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Tanky's[00792A39] | OMOD:Tanky's[007A74C7]"	"OMOD:Tanky's[00792A39]"	"OMOD:Tanky's[007A74C7]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792936	"ench_LegendaryWeapon_Polished"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_PolishedPerkAddEffect[0079AF29];FULL=Add Legendary Weapon Polished Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_PolishedPerkAddEffect[0079AF29];FULL=Add Legendary Weapon Polished Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Polished[00792979]"	"OMOD:Polished[00792979]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079294F	"ench_LegendaryWeapon_ComboBreaker"	""	"1 | 1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_ComboBreakerAddPerkEffect[0079A3C9];FULL=Add Legendary Weapon Combo-Breaker's Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_ComboBreakerAddPerkEffect[0079A3C9];FULL=Add Legendary Weapon Combo-Breaker's Effect;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Combo-Breaker's[00792982]"	"OMOD:Combo-Breaker's[00792982]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792951	"DEL_WIP4_ench_LegendaryWeapon_Stunning"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792953	"ench_LegendaryWeapon_Electricians_Stun"	""	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_ElectriciansApplyStunPerkEffect[00799383];FULL=Apply Legendary Weapon Electrician's Stun Effect;EffID=2;Mag=0.000000;Dur=3;Area=50;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_ElectriciansApplyStunPerkEffect[00799383];FULL=Apply Legendary Weapon Electrician's Stun Effect;EffID=2;Mag=0.000000;Dur=3;Area=50;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"EXPL:LegendaryEffect_Electricians_Explosion[00799382]"	"EXPL:LegendaryEffect_Electricians_Explosion[00799382]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792955	"ench_LegendaryArmor_Miasma"	"Miasma"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Armor_MiasmaAddPerkEffect[0079B578];FULL=Miasma;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Armor_MiasmaAddPerkEffect[0079B578];FULL=Miasma;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Miasma's[00792A2E] | OMOD:Miasma's[007A74C4]"	"OMOD:Miasma's[00792A2E]"	"OMOD:Miasma's[007A74C4]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079295D	"DEL_WIP4_ench_LegendaryArmor_Moneybags"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792959	"DEL_WIP4_ench_LegendaryArmor_Polished"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792958	"ench_LegendaryWeapon_Pyromaniac"	""	"1 | 1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_Weapon_PyromaniacAddPerkEffect[007954D1];FULL=Add Legendary Weapon Pyromaniac's Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_Weapon_PyromaniacAddPerkEffect[007954D1];FULL=Add Legendary Weapon Pyromaniac's Effect;EffID=5;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Pyromaniac's[0079297F]"	"OMOD:Pyromaniac's[0079297F]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792957	"ench_LegendaryPowerArmor_ChooChoo"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_PowerArmor_ChooChooAddPerkEffect[0079B226];FULL=Choo-Choo;EffID=1;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_PowerArmor_ChooChooAddPerkEffect[0079B226];FULL=Choo-Choo;EffID=1;Mag=1.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Choo-Choo's[00792A2B]"	"OMOD:Choo-Choo's[00792A2B]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079293B	"ench_LegendaryPowerArmor_Scanners"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_PowerArmor_ScannersAddPerkEffect[007A7410];FULL=Add Legendary Power Armor Scanner's Perk Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_PowerArmor_ScannersAddPerkEffect[007A7410];FULL=Add Legendary Power Armor Scanner's Perk Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Scanner's[00792A3A]"	"OMOD:Scanner's[00792A3A]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079295B	"DEL_WIP4_ench_LegendaryWeapon_SuperResilient"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00792EAF	"RD01_Weapon_UltraciteTerrorSword_PoisonAttackEnch"	"Ultracite Terror Sword Poison Attack"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_Weapon_UltraciteTerrorSword_PoisonDamageEffect[007AD26B];FULL=Ultracite Terror Sword Poison Damage Effect;EffID=3;Mag=14.000000;Dur=25;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_Weapon_UltraciteTerrorSword_PoisonDamageEffect[007AD26B];FULL=Ultracite Terror Sword Poison Damage Effect;EffID=3;Mag=14.000000;Dur=25;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Ultracite Terror Sword Special Effect[00792EAC]"	"OMOD:Ultracite Terror Sword Special Effect[00792EAC]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00793012	"RD01_Weapon_BoilingPoint_PoisonResistEnch"	"Boiling Point Poison Resist"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_Weapon_BoilingPoint_PoisonResistPerkEffect[0079300B];FULL=Boiling Point Poison Resist Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_Weapon_BoilingPoint_PoisonResistPerkEffect[0079300B];FULL=Boiling Point Poison Resist Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Boiling Point Special Effect[00793009]"	"OMOD:Boiling Point Special Effect[00793009]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
00793436	"RD01_Weapon_Valkyrie_DurabilityEnch"	"Valkyrie Weapon Durability"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_Weapon_Valkyrie_DurabilityPerkEffect[00793430];FULL=Valkyrie Weapon Durability Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_Weapon_Valkyrie_DurabilityPerkEffect[00793430];FULL=Valkyrie Weapon Durability Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Valkyrie Special Effect[0079342D]"	"OMOD:Valkyrie Special Effect[0079342D]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
0079380F	"RD01_Weapon_LicketySplit_DecrementDMGEnch"	"Lickety-Split Decrement Damage"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=RD01_Weapon_LicketySplit_DecrementDMGPerkEffect[00793809];FULL=Lickety-Split Decrement Damage Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=RD01_Weapon_LicketySplit_DecrementDMGPerkEffect[00793809];FULL=Lickety-Split Decrement Damage Effect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
