LVLI_FormID	LVLI_EDID	LVLF_Flags	EntryCount	EntryIndex	LVLO_Reference	RefSig	SubLVLI_FormID	ListChanceNoneValue	ListChanceNoneGlobal	ListChanceNoneCurve	ListChanceNoneResolved	EntryChanceNoneValue	EntryChanceNoneGlobal	EntryChanceNoneCurve	EntryChanceNoneResolved	EntryCondChance_RandomPercent	EntryPresenceChance	EntryAprioriChance_NoSublist
00832CDE	LL_BURN_RustGuardArmor_LegRight_NONPLAYABLE	11	5	1	005987CC:LL_Armor_Metal_LegRight_NONPLAYABLE:LVLI	LVLI	005987CC	0.000000			0.000000	0.000000	00018A6A:MinLvl_Armor_Light_ECON:GLOB		1.000000	1	0.99	0.99
00832CDE	LL_BURN_RustGuardArmor_LegRight_NONPLAYABLE	11	5	2	00598806:LL_Armor_Trapper_LegRight_NONPLAYABLE:LVLI	LVLI	00598806	0.000000			0.000000	0.000000	0004FD30:MinLvl_Armor_Trapper_Light_ECON:GLOB		15.000000	1	0.85	0.85
00832CDE	LL_BURN_RustGuardArmor_LegRight_NONPLAYABLE	11	5	3	005987D0:LL_Armor_Combat_LegRight_NONPLAYABLE:LVLI	LVLI	005987D0	0.000000			0.000000	0.000000	00018A6A:MinLvl_Armor_Light_ECON:GLOB		1.000000	1	0.99	0.99
00832CDE	LL_BURN_RustGuardArmor_LegRight_NONPLAYABLE	11	5	4	005987D1:LL_Armor_Marine_LegRight_NONPLAYABLE:LVLI	LVLI	005987D1	0.000000			0.000000	0.000000	00018A6A:MinLvl_Armor_Light_ECON:GLOB		1.000000	1	0.99	0.99
00832CDF	LL_BURN_RustGuardArmor_Torso_NONPLAYABLE	11	5	0	0059880A:LL_Armor_RaiderMod_Torso_NONPLAYABLE:LVLI	LVLI	0059880A	0.000000			0.000000	0.000000	00018A6A:MinLvl_Armor_Light_ECON:GLOB		1.000000	1	0.99	0.99
00832CDF	LL_BURN_RustGuardArmor_Torso_NONPLAYABLE	11	5	1	005987D9:LL_Armor_Metal_Torso_NONPLAYABLE:LVLI	LVLI	005987D9	0.000000			0.000000	0.000000	00018A6A:MinLvl_Armor_Light_ECON:GLOB		1.000000	1	0.99	0.99
00832CDF	LL_BURN_RustGuardArmor_Torso_NONPLAYABLE	11	5	2	0059880B:LL_Armor_Trapper_Torso_NONPLAYABLE:LVLI	LVLI	0059880B	0.000000			0.000000	0.000000	0004FD30:MinLvl_Armor_Trapper_Light_ECON:GLOB		15.000000	1	0.85	0.85
00832CDF	LL_BURN_RustGuardArmor_Torso_NONPLAYABLE	11	5	3	005987DD:LL_Armor_Combat_Torso_NONPLAYABLE:LVLI	LVLI	005987DD	0.000000			0.000000	0.000000	00018A6A:MinLvl_Armor_Light_ECON:GLOB		1.000000	1	0.99	0.99
00832CDF	LL_BURN_RustGuardArmor_Torso_NONPLAYABLE	11	5	4	005987DE:LL_Armor_Marine_Torso_NONPLAYABLE:LVLI	LVLI	005987DE	0.000000			0.000000	0.000000	00018A6A:MinLvl_Armor_Light_ECON:GLOB		1.000000	1	0.99	0.99
00832CE0	LLI_BURN_Outfit_RustRaiderHeavy	0000001	2	0	0086EC0F:LL_BURN_Outfit_RustRaider_NukeZone:LVLI	LVLI	0086EC0F	0.000000			0.000000	0.000000			0.000000	1	1	1
00832CE0	LLI_BURN_Outfit_RustRaiderHeavy	0000001	2	1	0086F1EA:Burn_RustRaiderArmor_Heavy_RNG_NONPLAYABLE:ARMO	ARMO		0.000000			0.000000	0.000000			0.000000	1	1	1
008333E6	crLLI_Burn_BountyHunt_Weapon_Ranged_HarpoonGun	11	1	0	0082F6D0:crDLC03_HarpoonGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00833A14	Burn_LL_BountyHunt_LegendaryTemplate_2Star	0000000000000000000000000000000000000000000000000000000000000000	1	0	00853B63:BOUNTY_LegendaryItems_Rank2:LGDI	LGDI		0.000000			0.000000	0.000000			0.000000	1	1	1
00833A15	Burn_LL_BountyHunt_LegendaryTemplate_1Star	0000000000000000000000000000000000000000000000000000000000000000	1	0	00853B61:BOUNTY_LegendaryItems_Rank1:LGDI	LGDI		0.000000			0.000000	0.000000			0.000000	1	1	1
00833A16	Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt	001	3	0	00853D20:BOUNTY_LegendaryItems_Armor_Rank3:LGDI	LGDI		0.000000			0.000000	0.000000			0.000000	1	1	1
00833A16	Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt	001	3	1	0085DCD4:BOUNTY_LegendaryItems_Weapons_Melee_Rank3:LGDI	LGDI		0.000000			0.000000	0.000000			0.000000	1	1	1
00833A16	Burn_LL_BountyHunt_LegendaryTemplate_3Star_HeadHunt	001	3	2	0085DCD7:BOUNTY_LegendaryItems_Weapons_Ranged_Rank3:LGDI	LGDI		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	0	000E3760:AbraxoCleaner_PreWar_Clean:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	1	0019945F:Soap:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	2	003057F9:ToiletPaper01:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	3	000330F6:Bubblegum:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	4	000E3768:BlamcoMacAndCheese_PreWar_Clean:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	5	0002FBF7:DandyBoyApples:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	6	000366BD:YumYumDeviledEggs:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	7	000330EE:Cram:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	8	000E3780:SalisburySteak_PreWar_Clean:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	9	000E3782:SugarBombs_PreWar_Clean:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00836460	SCORE_S22_Resources_Collectron_RoboButler	0000001	11	10	00059AFB:Plunger:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
00837E0F	SCORE_S22_LL_SarsaparillaMachine_Common	11	2	0	00832CA7:SCORE_S22_Consumable_SunsetSarsaparilla:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00837E0F	SCORE_S22_LL_SarsaparillaMachine_Common	11	2	1	00837E07:SCORE_S22_Consumable_SunsetSarsaparilla_Irradiated:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00837E10	SCORE_S22_LL_SarsaparillaMachine_Rare	11	1	0	00837E08:SCORE_S22_Consumable_SunsetSarsaparilla_StarSize:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEC	Burn_E02_LL_QuestRewards_Generic	001	4	0	005A5441:LL_Gold_Treasury_Note_03:LVLI	LVLI	005A5441	0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEC	Burn_E02_LL_QuestRewards_Generic	001	4	1	002AD63F:LLS_Loot_RadX_All:LVLI	LVLI	002AD63F	0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEC	Burn_E02_LL_QuestRewards_Generic	001	4	2	0043934C:QuestReward_LLS_Ammo_All:LVLI	LVLI	0043934C	0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEC	Burn_E02_LL_QuestRewards_Generic	001	4	3	00307C9E:LLS_Loot_Stimpak_All:LVLI	LVLI	00307C9E	0.000000			0.000000	0.000000			0.000000	1	1	1
00837FED	Burn_E02_LL_QuestRewards	001	3	0	00612800:RESTRICTED_LL_LegendaryModule_1-3:LVLI	LVLI	00612800	0.000000			0.000000	0.000000			0.000000	1	1	1
00837FED	Burn_E02_LL_QuestRewards	001	3	1	00837FEC:Burn_E02_LL_QuestRewards_Generic:LVLI	LVLI	00837FEC	0.000000			0.000000	0.000000			0.000000	1	1	1
00837FED	Burn_E02_LL_QuestRewards	001	3	2	0089EA6F:CampTitle_Recipe_Both_Sinkhole:BOOK	BOOK		0.000000			0.000000	0.000000		0089EA90:SpawnChance_Cnone_ActivityCampTitle:GLOB	0.000000	1	1	1
00837FEE	Burn_E02_LL_QuestRewards_UniqueItems	01	7	0	007F4A13:Burn_Workshop_Recipe_FrontierCannon:BOOK	BOOK		0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEE	Burn_E02_LL_QuestRewards_UniqueItems	01	7	1	007F244C:Burn_Workshop_Recipe_PottedSlipperCactus:BOOK	BOOK		0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEE	Burn_E02_LL_QuestRewards_UniqueItems	01	7	2	007F5AF7:Burn_Workshop_Recipe_FortSteubenSign:BOOK	BOOK		0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEE	Burn_E02_LL_QuestRewards_UniqueItems	01	7	3	00833FB2:BURN_Workshop_Recipe_HeartlandEasternRail_Sign:BOOK	BOOK		0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEE	Burn_E02_LL_QuestRewards_UniqueItems	01	7	4	00853BC1:Burn_Workshop_Recipe_StompingDevice:BOOK	BOOK		0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEE	Burn_E02_LL_QuestRewards_UniqueItems	01	7	5	008553F4:Burn_Workshop_Recipe_HWTGunSign:BOOK	BOOK		0.000000			0.000000	0.000000			0.000000	1	1	1
00837FEE	Burn_E02_LL_QuestRewards_UniqueItems	01	7	6	008553F5:Burn_Workshop_Recipe_TycoonLakeSign:BOOK	BOOK		0.000000			0.000000	0.000000			0.000000	1	1	1
00838DC5	crLLI_Burn_BountyHunt_Weapon_Ranged_ThirstZapper_Quantum	11	1	0	007CFAB2:crThirstZapper:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00838DC6	LL_Ammo_ThirstZapperQuantum	11	1	0	00844A74:crAmmo_ThirstZapperQuantum:AMMO	AMMO		0.000000			0.000000	0.000000			0.000000	1	1	1
00839280	ATX_workshop_LL_Structure_ReclaimedRetreatPorch	0000000000000000000000000000000000000000000000000000000000000000	4	0	008337E9:ATX_workshop_ReclaimedRetreat_Porch_Corner:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
00839280	ATX_workshop_LL_Structure_ReclaimedRetreatPorch	0000000000000000000000000000000000000000000000000000000000000000	4	1	008337EA:ATX_workshop_ReclaimedRetreat_Porch_Corner_Int:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
00839280	ATX_workshop_LL_Structure_ReclaimedRetreatPorch	0000000000000000000000000000000000000000000000000000000000000000	4	2	008337EC:ATX_workshop_ReclaimedRetreat_Porch_Straight:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
00839280	ATX_workshop_LL_Structure_ReclaimedRetreatPorch	0000000000000000000000000000000000000000000000000000000000000000	4	3	008337ED:ATX_workshop_ReclaimedRetreat_Porch_Straight_Open:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
00839BFF	crLLI_Burn_BountyHunt_Weapon_Ranged_GaussRifle	11	1	0	007CFAAF:crGaussRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00839C00	crLLI_Burn_BountyHunt_Weapon_Ranged_GrandFinale	11	1	0	00839C1C:crE09A_Broadsider_GrandFinale:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00839C01	crLLI_Burn_BountyHunt_Weapon_Melee_Knuckles	001	1	0	007AC6CF:crKnuckles:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00839C02	crLLI_Burn_BountyHunt_Throwable_ThrowingKnife	01	1	0	00839C1D:crThrowing_Knife:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00839C03	crLLI_Burn_BountyHunt_Weapon_Ranged_HuntingRifle_Sniper	11	1	0	007AC6CD:crHuntingRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00839C04	crLLI_Burn_BountyHunt_Weapon_Ranged_PipeRevolver	0000000000000000000000000000000000000000000000000000000000000000	1	0	007AC74E:crPipeRevolver:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00839C05	crLLI_Burn_BountyHunt_Weapon_Ranged_Revolver	11	1	0	007AC766:crRevolver:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
00839C06	crLLI_Burn_BountyHunt_Weapon_Ranged_Minigun	11	1	0	007AC747:crMinigun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083A20E	LLI_BURN_RustRaider_Melee_SuperSledge	11	1	0	006E1353:crSuperSledge:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083A267	crLLI_Burn_BountyHunt_Grenade_Rad_NukaCola	01	1	0	008039BD:crNukaGrenade:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083A268	crLLI_Burn_BountyHunt_Throwable_MeatCleaver	01	1	0	007AC743:crMeatCleaver:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083A269	crLLI_Burn_BountyHunt_Weapon_Ranged_Flatliner	11	1	0	007CFAAF:crGaussRifle:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083AE59	LL_Weapon_Ranged_AbraxoGun	11	1	0	00100AE9:PlasmaGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083AE99	crLLI_Burn_BountyHunt_Weapon_Ranged_AbraxoGun	11	1	0	007AC752:crPlasmaGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083AE9A	crLLI_Burn_BountyHunt_Weapon_Ranged_HandmadeCommunist	11	1	0	007AC6CB:crHandMadeGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083B867	GHL00_TransformPlayer_LL_Quest_Reward	001	4	0	00038A0B:LL_Food_Any_Basic:LVLI	LVLI	00038A0B	0.000000			0.000000	0.000000			0.000000	1	1	1
0083B867	GHL00_TransformPlayer_LL_Quest_Reward	001	4	1	003F5CA9:LLS_Loot_GoodyBag_Small:LVLI	LVLI	003F5CA9	0.000000			0.000000	0.000000			0.000000	1	1	1
0083B867	GHL00_TransformPlayer_LL_Quest_Reward	001	4	2	00212B0C:LL_Drink_WaterToxic:LVLI	LVLI	00212B0C	0.000000			0.000000	0.000000			0.000000	1	1	1
0083B867	GHL00_TransformPlayer_LL_Quest_Reward	001	4	3	007A7678:GHL_TheFix:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083BD7D	crLLI_Burn_BountyHunt_Weapon_Ranged_Tesla_Fishing_Lite	0000000000000000000000000000000000000000000000000000000000000000	1	0	007AC6D3:crLightningGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083BD7E	zzzLL_Weapon_Ranged_PipeRevolver_DuelEnder	0000000000000000000000000000000000000000000000000000000000000000	1	0	0014831B:PipeRevolver:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083BD7F	crLLI_Burn_BountyHunt_Weapon_Ranged_Tesla_Fishing	0000000000000000000000000000000000000000000000000000000000000000	1	0	007AC6D3:crLightningGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083D590	crLLI_Burn_BountyHunt_Weapon_Ranged_Tesla_Rifle_Automatic	0000000000000000000000000000000000000000000000000000000000000000	1	0	007AC6D3:crLightningGun:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083D591	crLLI_Burn_BountyHunt_Weapon_Melee_MeatHook	11	1	0	007AC744:crMeatHook:WEAP	WEAP		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA49	BOUNTY_LegendaryItems_LL_LegendaryShards_3Star	11	5	0	0083DA52:LegendaryShard_Weapon3_Melee_Barbarian:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA49	BOUNTY_LegendaryItems_LL_LegendaryShards_3Star	11	5	1	0083DA58:LegendaryShard_Armor3_Glowing:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA49	BOUNTY_LegendaryItems_LL_LegendaryShards_3Star	11	5	2	0083DA51:LegendaryShard_Armor3_Reflex:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA49	BOUNTY_LegendaryItems_LL_LegendaryShards_3Star	11	5	3	0083DA57:LegendaryShard_Armor3_Healthy:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA49	BOUNTY_LegendaryItems_LL_LegendaryShards_3Star	11	5	4	0083DA5D:LegendaryShard_Armor3_Active:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4A	BOUNTY_LegendaryItems_LL_LegendaryShards_2Star	11	5	0	0083DA50:LegendaryShard_Weapon2_Melee_PickPocket:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4A	BOUNTY_LegendaryItems_LL_LegendaryShards_2Star	11	5	1	00849311:LegendaryShard_Armor2_Elementalist:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4A	BOUNTY_LegendaryItems_LL_LegendaryShards_2Star	11	5	2	0084930D:LegendaryShard_Armor2_Fierce:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4A	BOUNTY_LegendaryItems_LL_LegendaryShards_2Star	11	5	3	00850F79:LegendaryShard_Armor2_PainKiller:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4A	BOUNTY_LegendaryItems_LL_LegendaryShards_2Star	11	5	4	00850F78:LegendaryShard_Armor2_Rushing:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4B	BOUNTY_LegendaryItems_LL_LegendaryShards_1Star	11	3	0	0083DA59:LegendaryShard_Weapon1_Guns_Snipers:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4B	BOUNTY_LegendaryItems_LL_LegendaryShards_1Star	11	3	1	0083DA56:LegendaryShard_Weapon1_Melee_IncreaseFeral:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083DA4B	BOUNTY_LegendaryItems_LL_LegendaryShards_1Star	11	3	2	0083DA5C:LegendaryShard_Shared1_Adrenal:MISC	MISC		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E789	ATX_workshop_LL_Structure_ReclaimedRetreat_Roofs	0000000000000000000000000000000000000000000000000000000000000000	5	0	0082F814:ATX_workshop_ReclaimedRetreat_RoofA01:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E789	ATX_workshop_LL_Structure_ReclaimedRetreat_Roofs	0000000000000000000000000000000000000000000000000000000000000000	5	1	0082F815:ATX_workshop_ReclaimedRetreat_RoofA02:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E789	ATX_workshop_LL_Structure_ReclaimedRetreat_Roofs	0000000000000000000000000000000000000000000000000000000000000000	5	2	0082F816:ATX_workshop_ReclaimedRetreat_RoofA03:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E789	ATX_workshop_LL_Structure_ReclaimedRetreat_Roofs	0000000000000000000000000000000000000000000000000000000000000000	5	3	0082F817:ATX_workshop_ReclaimedRetreat_RoofCorIn01:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E789	ATX_workshop_LL_Structure_ReclaimedRetreat_Roofs	0000000000000000000000000000000000000000000000000000000000000000	5	4	0082F818:ATX_workshop_ReclaimedRetreat_RoofFlatA01:STAT	STAT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78A	ATX_workshop_LL_Structure_ReclaimedRetreat_WallFascia	0000000000000000000000000000000000000000000000000000000000000000	2	0	0082F80D:ATX_workshop_ReclaimedRetreat_WallTopFasciaL01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78A	ATX_workshop_LL_Structure_ReclaimedRetreat_WallFascia	0000000000000000000000000000000000000000000000000000000000000000	2	1	0082F80C:ATX_workshop_ReclaimedRetreat_WallTopFasciaR01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78B	ATX_workshop_LL_Structure_ReclaimedRetreat_WallFull	0000000000000000000000000000000000000000000000000000000000000000	3	0	0082F812:ATX_workshop_ReclaimedRetreat_WallA01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78B	ATX_workshop_LL_Structure_ReclaimedRetreat_WallFull	0000000000000000000000000000000000000000000000000000000000000000	3	1	0082F807:ATX_workshop_ReclaimedRetreat_WindowA01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78B	ATX_workshop_LL_Structure_ReclaimedRetreat_WallFull	0000000000000000000000000000000000000000000000000000000000000000	3	2	0082F813:ATX_workshop_ReclaimedRetreat_DoorwayA01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78C	ATX_workshop_LL_Structure_ReclaimedRetreat_WallHalf	0000000000000000000000000000000000000000000000000000000000000000	2	0	0082F810:ATX_workshop_ReclaimedRetreat_WallTopA01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78C	ATX_workshop_LL_Structure_ReclaimedRetreat_WallHalf	0000000000000000000000000000000000000000000000000000000000000000	2	1	0082F811:ATX_workshop_ReclaimedRetreat_WallTopA02:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78D	ATX_workshop_LL_Structure_ReclaimedRetreat_WallSlant	0000000000000000000000000000000000000000000000000000000000000000	2	0	0082F80B:ATX_workshop_ReclaimedRetreat_WallTopSlantL01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78D	ATX_workshop_LL_Structure_ReclaimedRetreat_WallSlant	0000000000000000000000000000000000000000000000000000000000000000	2	1	0082F809:ATX_workshop_ReclaimedRetreat_WallTopSlantR01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78E	ATX_workshop_LL_Structure_ReclaimedRetreat_WallSlantFull	0000000000000000000000000000000000000000000000000000000000000000	2	0	0082F80A:ATX_workshop_ReclaimedRetreat_WallTopSlantLFull01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78E	ATX_workshop_LL_Structure_ReclaimedRetreat_WallSlantFull	0000000000000000000000000000000000000000000000000000000000000000	2	1	0082F808:ATX_workshop_ReclaimedRetreat_WallTopSlantRFull01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78F	ATX_workshop_LL_Structure_ReclaimedRetreat_WallTopArch	0000000000000000000000000000000000000000000000000000000000000000	2	0	0082F80F:ATX_workshop_ReclaimedRetreat_WallTopArchL01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E78F	ATX_workshop_LL_Structure_ReclaimedRetreat_WallTopArch	0000000000000000000000000000000000000000000000000000000000000000	2	1	0082F80E:ATX_workshop_ReclaimedRetreat_WallTopArchR01:MSTT	MSTT		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E790	ATX_Resources_PumpkinPie_resource	0000000000000000000000000000000000000000000000000000000000000000	2	0	0083E768:PumpkinPieSlice:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E790	ATX_Resources_PumpkinPie_resource	0000000000000000000000000000000000000000000000000000000000000000	2	1	0036899A:PumpkinPieTasty:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	0	0004A13F:BrahminMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	1	00111967:ChickenMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	2	000330FB:Dogmeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	3	004FE519:FoxMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	4	000330FD:IguanaMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	5	00033101:MoleratMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	6	00146156:MutanthoundMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	7	0004A14F:RadstagMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	8	00033106:RadroachMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	9	000366BC:SquirrelMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E791	ATX_Resources_WallmountedOven_resource	0000000000000000000000000000000000000000000000000000000000000000	11	10	00110A48:WolfMeat:ALCH	ALCH		0.000000			0.000000	0.000000			0.000000	1	1	1
0083E79A	ATXworkshop_LL_Structure_BoS_CompleteSet	0000000000000000000000000000000000000000000000000000000000000000	6	0	0060DC4B:ATX_workshop_LL_Structure_BoS_WallFull:LVLI	LVLI	0060DC4B	0.000000			0.000000	0.000000			0.000000	1	1	1
0083E79A	ATXworkshop_LL_Structure_BoS_CompleteSet	0000000000000000000000000000000000000000000000000000000000000000	6	1	0060DC4C:ATXworkshop_LL_Structure_BoS_WallHalf:LVLI	LVLI	0060DC4C	0.000000			0.000000	0.000000			0.000000	1	1	1
0083E79A	ATXworkshop_LL_Structure_BoS_CompleteSet	0000000000000000000000000000000000000000000000000000000000000000	6	2	0060DC4D:ATXworkshop_LL_Structure_BoS_WallSlant:LVLI	LVLI	0060DC4D	0.000000			0.000000	0.000000			0.000000	1	1	1
0083E79A	ATXworkshop_LL_Structure_BoS_CompleteSet	0000000000000000000000000000000000000000000000000000000000000000	6	3	0060DC4E:ATXworkshop_LL_Structure_BoS_WallSlantFull:LVLI	LVLI	0060DC4E	0.000000			0.000000	0.000000			0.000000	1	1	1
0083E79A	ATXworkshop_LL_Structure_BoS_CompleteSet	0000000000000000000000000000000000000000000000000000000000000000	6	4	0060DC4F:ATXworkshop_LL_Structure_BoS_WallTopArch:LVLI	LVLI	0060DC4F	0.000000			0.000000	0.000000			0.000000	1	1	1
