FormID	EDID	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12	Cond13	Cond14	Cond15	Cond16	Cond17	Cond18	Cond19	Cond20	Cond21	Cond22	Cond23	Cond24	Cond25	Cond26	Cond27	Cond28	Cond29	Cond30	Cond31	Cond32	Cond33	Cond34	Cond35	Cond36	Cond37	Cond38	Cond39	Cond40	Cond41	Cond42	Cond43	Cond44	Cond45	Cond46	Cond47	Cond48	Cond49	Cond50	Cond51	Cond52	Cond53	Cond54	Cond55	Cond56	Cond57	Cond58	Cond59	Cond60	Cond61	Cond62	Cond63	Cond64	Cond65	Cond66	Cond67	Cond68	Cond69	Cond70	Cond71	Cond72	Cond73	Cond74	Cond75	Cond76	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132	Ref133	Ref134	Ref135	Ref136	Ref137	Ref138	Ref139	Ref140	Ref141	Ref142	Ref143	Ref144	Ref145	Ref146	Ref147	Ref148	Ref149	Ref150	Ref151	Ref152	Ref153	Ref154	Ref155	Ref156	Ref157	Ref158	Ref159	Ref160	Ref161	Ref162	Ref163	Ref164	Ref165	Ref166	Ref167	Ref168	Ref169	Ref170	Ref171	Ref172	Ref173	Ref174	Ref175	Ref176	Ref177	Ref178	Ref179	Ref180	Ref181	Ref182	Ref183	Ref184	Ref185	Ref186	Ref187	Ref188	Ref189	Ref190	Ref191	Ref192	Ref193	Ref194	Ref195	Ref196	Ref197	Ref198	Ref199	Ref200	Ref201	Ref202	Ref203	Ref204	Ref205	Ref206	Ref207	Ref208	Ref209	Ref210	Ref211	Ref212	Ref213	Ref214	Ref215	Ref216	Ref217	Ref218	Ref219	Ref220	Ref221	Ref222	Ref223	Ref224	Ref225	Ref226	Ref227	Ref228	Ref229	Ref230	Ref231	Ref232	Ref233	Ref234	Ref235	Ref236	Ref237	Ref238	Ref239	Ref240	Ref241	Ref242	Ref243	Ref244	Ref245	Ref246	Ref247	Ref248	Ref249	Ref250	Ref251	Ref252	Ref253	Ref254	Ref255	Ref256	Ref257	Ref258	Ref259	Ref260	Ref261	Ref262	Ref263
0085B0CD	Music_Explore_Night_condition	2	00110000|7.000000|GetCurrentTime|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	11010000|21.000000|GetCurrentTime|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|																																																																											5	0085B0FF:MUS76BurningSpringsPaletteExploreDesertNight:MUST	0085B100:MUS76BurningSpringsPaletteExploreAthensNight:MUST	0085B102:MUS76BurningSpringsPaletteExploreHighwayTownNight:MUST	008D501D:MUS_76_Explore_Forest_Full_Night_010:MUST	008EFC77:MUS_76_Explore_Mountain_Full_Night_010:MUST																																																																																																																																																																																																																																																																		
0085B0CE	Music_Explore_Day_condition	2	11000000|7.000000|GetCurrentTime|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|	00100000|21.000000|GetCurrentTime|00 00 00|00 00|00 00 00 00|00 00 00 00|0|-1|Subject|																																																																											6	00852E8B:MUS76BurningSpringsPaletteExploreDesertDay:MUST	0085B0FE:MUS76BurningSpringsPaletteExploreAthensDay:MUST	0085B101:MUS76BurningSpringsPaletteExploreHighwayTownDay:MUST	008D501C:MUS_76_Explore_Forest_Full_Day_010:MUST	008EFC76:MUS_76_Explore_Mountain_Full_Day_010:MUST	008F2111:MUS_76_Explore_Mountain_Palette_Day_010:MUST																																																																																																																																																																																																																																																																	
0085B8F1	Burn_Challenge_QuestsCompleted_SQ01	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_Quest_SQ01 "Event: Sinkhole Solutions" [FLST:008433DE]|00 00 00 00|0|1|Target List|																																																																												0																																																																																																																																																																																																																																																																							
0085B8F3	Burn_Challenge_QuestsCompleted_MQ03	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_Quest_MQ03 "Rust King - Mid Quest" [FLST:008433DF]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085B8F2	Burn_Challenge_QuestsCompleted_SQ04	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_Quest_SQ04 "Dirty Laundry Quest" [FLST:008433E1]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085CE4A	SCORE_S23_COBJ_Cornbot_Condition	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_workshop_CondProxy_co_CategoryResources_Cornbot_GoldVendor [COBJ:0085CE4B]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S23_ENTM_CAMP_Utility_Collectron_Cornbot "Cobby Collectron Station" [ENTM:0085CE4D]|00 00 00 00|0|-1|Subject|																																																																											4	00536D30:ATX_workshop_LL_Collectrons:LVLI	0054B406:ATX_Collectrons_Terminal:TERM	005FD099:ATX_RedRocketRobotPumpTerminal:TERM	0084F1B1:ATX_Collectrons_Terminal_Liberator:TERM																																																																																																																																																																																																																																																																			
0085D821	SCORE_S23_COBJ_CrashedCargoBot_Condition	2	10010000|1.000000|HasLearnedRecipe|00 00 00|00 00|SCORE_S23_workshop_CondProxy_co_CategoryResources_CrashedCargoBot_GoldVendor [COBJ:0085D822]|00 00 00 00|0|-1|Subject|	10010000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S23_ENTM_CAMP_Collector_CrashedCargoBot "Crashed Cargo Bot" [ENTM:0085D825]|00 00 00 00|0|-1|Subject|																																																																											1	0085D823:SCORE_S23_workshop_co_Utility_CrashedCargoBot:COBJ																																																																																																																																																																																																																																																																						
0085DCB0	Burn_Challenge_Event_SinkholeSolutions_04	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E02 "Event: Sinkhole Solutions" [FLST:00841218]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB1	Burn_Challenge_Event_SinkholeSolutions_03	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E02 "Event: Sinkhole Solutions" [FLST:00841218]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB2	Burn_Challenge_Event_SinkholeSolutions_02	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E02 "Event: Sinkhole Solutions" [FLST:00841218]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB3	Burn_Challenge_Event_SinkholeSolutions_01	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E02 "Event: Sinkhole Solutions" [FLST:00841218]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB4	Burn_Challenge_Event_GearingUp_05	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E01 "Event: Gearin' Up" [FLST:00841213]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB5	Burn_Challenge_Event_GearingUp_04	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E01 "Event: Gearin' Up" [FLST:00841213]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB6	Burn_Challenge_Event_GearingUp_02	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E01 "Event: Gearin' Up" [FLST:00841213]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB7	Burn_Challenge_Kill_RustRaider_Condition_04	3	10000000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRustKingArmy [KYWD:00833264]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressor [KYWD:00844AE8]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressorPowerArmor [KYWD:00844AE6]|00 00 00 00|0|1|Target List|																																																																										1	008411E7:Burn_Challenge_Lifetime_Kill_RustRaiders_04:CHAL																																																																																																																																																																																																																																																																						
0085DCB8	Burn_Challenge_Event_GearingUp_01	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E01 "Event: Gearin' Up" [FLST:00841213]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCB9	Burn_Challenge_Kill_RustRaider_Condition_03	3	10000000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRustKingArmy [KYWD:00833264]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressor [KYWD:00844AE8]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressorPowerArmor [KYWD:00844AE6]|00 00 00 00|0|1|Target List|																																																																										1	008411D3:Burn_Challenge_Lifetime_Kill_RustRaiders_03:CHAL																																																																																																																																																																																																																																																																						
0085DCCC	Burn_Challenge_Kill_BurningDeathclawAny_Condition_01	3	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeDeathclawMatriarch [KYWD:00841225]|00 00 00 00|0|1|Target List|	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeDeathclaw [KYWD:0082A3C1]|00 00 00 00|0|1|Target List|	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeDeathclawArmored [KYWD:00841226]|00 00 00 00|0|1|Target List|																																																																										1	008411F9:Burn_Challenge_Lifetime_Kill_BurningDeathclaw_01:CHAL																																																																																																																																																																																																																																																																						
0085DCBA	Burn_Challenge_Kill_RustRaider_Condition_02	3	10000000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRustKingArmy [KYWD:00833264]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressor [KYWD:00844AE8]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressorPowerArmor [KYWD:00844AE6]|00 00 00 00|0|1|Target List|																																																																										1	008411D7:Burn_Challenge_Lifetime_Kill_RustRaiders_02:CHAL																																																																																																																																																																																																																																																																						
0085DCBB	Burn_Challenge_Kill_BurningStingwing_Condition_04	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeStingwing [KYWD:00826045]|00 00 00 00|0|1|Target List|																																																																												1	008411D9:Burn_Challenge_Lifetime_Kill_BurningStingwing_04:CHAL																																																																																																																																																																																																																																																																						
0085DCBC	Burn_Challenge_Kill_BurningStingwing_Condition_03	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeStingwing [KYWD:00826045]|00 00 00 00|0|1|Target List|																																																																												1	008411D6:Burn_Challenge_Lifetime_Kill_BurningStingwing_03:CHAL																																																																																																																																																																																																																																																																						
0085DCBD	Burn_Challenge_Kill_BurningStingwing_Condition_02	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeStingwing [KYWD:00826045]|00 00 00 00|0|1|Target List|																																																																												1	008411CA:Burn_Challenge_Lifetime_Kill_BurningStingwing_02:CHAL																																																																																																																																																																																																																																																																						
0085DCC8	Burn_Challenge_Kill_BurningRadscorpion_Condition_04	2	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_SinkholeRadscorpion [KYWD:0082A67D]|00 00 00 00|0|1|Target List|	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRadscorpion [KYWD:0081DD76]|00 00 00 00|0|1|Target List|																																																																											1	008411C6:Burn_Challenge_Lifetime_Kill_BurningRadscorpion_04:CHAL																																																																																																																																																																																																																																																																						
0085DCC4	Burn_Challenge_Event_GearingUp_03	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E01 "Event: Gearin' Up" [FLST:00841213]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DCBE	Burn_Challenge_Kill_BurningStingwing_Condition_01	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeStingwing [KYWD:00826045]|00 00 00 00|0|1|Target List|																																																																												1	008411C2:Burn_Challenge_Lifetime_Kill_BurningStingwing_01:CHAL																																																																																																																																																																																																																																																																						
0085DCBF	Burn_Challenge_Kill_RustRaider_Condition_01	3	10000000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRustKingArmy [KYWD:00833264]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressor [KYWD:00844AE8]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressorPowerArmor [KYWD:00844AE6]|00 00 00 00|0|1|Target List|																																																																										1	008411E4:Burn_Challenge_Lifetime_Kill_RustRaiders_01:CHAL																																																																																																																																																																																																																																																																						
0085DCC0	Burn_Challenge_Kill_BurningStingwing_Condition_05	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeStingwing [KYWD:00826045]|00 00 00 00|0|1|Target List|																																																																												1	008411DC:Burn_Challenge_Lifetime_Kill_BurningStingwing_05:CHAL																																																																																																																																																																																																																																																																						
0085DCC1	Burn_Challenge_Kill_BurningOgua_Condition_05	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeBurningOgua [KYWD:008433E8]|00 00 00 00|0|1|Target List|																																																																												1	008433CF:Burn_Challenge_Lifetime_Kill_BurningOgua_05:CHAL																																																																																																																																																																																																																																																																						
0085DCC2	Burn_Challenge_Kill_BurningOgua_Condition_04	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeBurningOgua [KYWD:008433E8]|00 00 00 00|0|1|Target List|																																																																												1	008433D1:Burn_Challenge_Lifetime_Kill_BurningOgua_04:CHAL																																																																																																																																																																																																																																																																						
0085DCC3	Burn_Challenge_Kill_RustRaider_Condition_05	3	10000000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRustKingArmy [KYWD:00833264]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressor [KYWD:00844AE8]|00 00 00 00|0|1|Target List|	10000000|0.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeAshAggressorPowerArmor [KYWD:00844AE6]|00 00 00 00|0|1|Target List|																																																																										1	008411D0:Burn_Challenge_Lifetime_Kill_RustRaiders_05:CHAL																																																																																																																																																																																																																																																																						
0085DCC5	Burn_Challenge_Kill_BurningOgua_Condition_03	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeBurningOgua [KYWD:008433E8]|00 00 00 00|0|1|Target List|																																																																												1	008433D8:Burn_Challenge_Lifetime_Kill_BurningOgua_03:CHAL																																																																																																																																																																																																																																																																						
0085DCC6	Burn_Challenge_Kill_BurningRadscorpion_Condition_05	2	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_SinkholeRadscorpion [KYWD:0082A67D]|00 00 00 00|0|1|Target List|	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRadscorpion [KYWD:0081DD76]|00 00 00 00|0|1|Target List|																																																																											1	0084120D:Burn_Challenge_Lifetime_Kill_BurningRadscorpion_05:CHAL																																																																																																																																																																																																																																																																						
0085DCC7	Burn_Challenge_Kill_BurningOgua_Condition_02	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeBurningOgua [KYWD:008433E8]|00 00 00 00|0|1|Target List|																																																																												1	008433CD:Burn_Challenge_Lifetime_Kill_BurningOgua_02:CHAL																																																																																																																																																																																																																																																																						
0085DCC9	Burn_Challenge_Kill_BurningOgua_Condition_01	1	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeBurningOgua [KYWD:008433E8]|00 00 00 00|0|1|Target List|																																																																												1	0084120F:Burn_Challenge_Lifetime_Kill_BurningOgua_01:CHAL																																																																																																																																																																																																																																																																						
0085DCCA	Burn_Challenge_Kill_BurningRadscorpion_Condition_03	2	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_SinkholeRadscorpion [KYWD:0082A67D]|00 00 00 00|0|1|Target List|	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRadscorpion [KYWD:0081DD76]|00 00 00 00|0|1|Target List|																																																																											1	008411F4:Burn_Challenge_Lifetime_Kill_BurningRadscorpion_03:CHAL																																																																																																																																																																																																																																																																						
0085DCCB	Burn_Challenge_Kill_BurningRadscorpion_Condition_02	2	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_SinkholeRadscorpion [KYWD:0082A67D]|00 00 00 00|0|1|Target List|	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRadscorpion [KYWD:0081DD76]|00 00 00 00|0|1|Target List|																																																																											1	00841209:Burn_Challenge_Lifetime_Kill_BurningRadscorpion_02:CHAL																																																																																																																																																																																																																																																																						
0085DCCD	Burn_Challenge_Cooking_SlipperCactus_05	3	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_1 "Pickled Prickeye" [ALCH:008468C5]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_2 "Prickeye Salad" [ALCH:008468C6]|00 00 00 00|0|1|Target List|																																																																										1	0084A7B6:Burn_Challenge_Lifetime_Craft_Food_UsesSlipperCactus_05:CHAL																																																																																																																																																																																																																																																																						
0085DCCE	Burn_Challenge_Kill_BurningRadscorpion_Condition_01	2	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_SinkholeRadscorpion [KYWD:0082A67D]|00 00 00 00|0|1|Target List|	10010000|1.000000|HasKeyword|00 00 00|00 00|Burn_ActorTypeRadscorpion [KYWD:0081DD76]|00 00 00 00|0|1|Target List|																																																																											1	008411CD:Burn_Challenge_Lifetime_Kill_BurningRadscorpion_01:CHAL																																																																																																																																																																																																																																																																						
0085DCCF	Burn_Challenge_Cooking_SlipperCactus_04	3	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_1 "Pickled Prickeye" [ALCH:008468C5]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_2 "Prickeye Salad" [ALCH:008468C6]|00 00 00 00|0|1|Target List|																																																																										1	0084A7B5:Burn_Challenge_Lifetime_Craft_Food_UsesSlipperCactus_04:CHAL																																																																																																																																																																																																																																																																						
0085DCD0	Burn_Challenge_Cooking_SlipperCactus_03	3	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_1 "Pickled Prickeye" [ALCH:008468C5]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_2 "Prickeye Salad" [ALCH:008468C6]|00 00 00 00|0|1|Target List|																																																																										1	0084A7B4:Burn_Challenge_Lifetime_Craft_Food_UsesSlipperCactus_03:CHAL																																																																																																																																																																																																																																																																						
0085DCD1	Burn_Challenge_Cooking_SlipperCactus_02	3	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_1 "Pickled Prickeye" [ALCH:008468C5]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_2 "Prickeye Salad" [ALCH:008468C6]|00 00 00 00|0|1|Target List|																																																																										1	0084A7B3:Burn_Challenge_Lifetime_Craft_Food_UsesSlipperCactus_02:CHAL																																																																																																																																																																																																																																																																						
0085DC95	Burn_Challenge_Cooking_SlipperCactus_01	3	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_1 "Pickled Prickeye" [ALCH:008468C5]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|Burn_Food_SlipperCactusVeg_2 "Prickeye Salad" [ALCH:008468C6]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|																																																																										1	0084A7B2:Burn_Challenge_Lifetime_Craft_Food_UsesSlipperCactus_01:CHAL																																																																																																																																																																																																																																																																						
0085DC96	Burn_Challenge_FishingInSandstorm_Any_BurningSprings_Condition_05	2	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsCampSandstormWeather_Condition [CNDF:008974E5]|00 00 00 00|0|-1|Subject|	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsNaturalSandstormWeather_Condition [CNDF:008974E4]|00 00 00 00|0|-1|Subject|																																																																											1	0084A7BB:Burn_Challenge_Lifetime_Fishing_FishInSandStorm_05:CHAL																																																																																																																																																																																																																																																																						
0085DC97	Burn_Challenge_FishingInSandstorm_Any_BurningSprings_Condition_04	2	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsCampSandstormWeather_Condition [CNDF:008974E5]|00 00 00 00|0|-1|Subject|	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsNaturalSandstormWeather_Condition [CNDF:008974E4]|00 00 00 00|0|-1|Subject|																																																																											1	0084A7BA:Burn_Challenge_Lifetime_Fishing_FishInSandStorm_04:CHAL																																																																																																																																																																																																																																																																						
0085DC98	Burn_Challenge_FishingInSandstorm_Any_BurningSprings_Condition_03	2	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsCampSandstormWeather_Condition [CNDF:008974E5]|00 00 00 00|0|-1|Subject|	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsNaturalSandstormWeather_Condition [CNDF:008974E4]|00 00 00 00|0|-1|Subject|																																																																											1	0084A7B9:Burn_Challenge_Lifetime_Fishing_FishInSandStorm_03:CHAL																																																																																																																																																																																																																																																																						
0085DC99	Burn_Challenge_FishingInSandstorm_Any_BurningSprings_Condition_02	2	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsCampSandstormWeather_Condition [CNDF:008974E5]|00 00 00 00|0|-1|Subject|	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsNaturalSandstormWeather_Condition [CNDF:008974E4]|00 00 00 00|0|-1|Subject|																																																																											1	0084A7B8:Burn_Challenge_Lifetime_Fishing_FishInSandStorm_02:CHAL																																																																																																																																																																																																																																																																						
0085DC9A	Burn_Challenge_FishingInSandstorm_Any_BurningSprings_Condition_01	2	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsCampSandstormWeather_Condition [CNDF:008974E5]|00 00 00 00|0|-1|Subject|	10010000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Fishing_IsNaturalSandstormWeather_Condition [CNDF:008974E4]|00 00 00 00|0|-1|Subject|																																																																											1	0084A7B7:Burn_Challenge_Lifetime_Fishing_FishInSandStorm_01:CHAL																																																																																																																																																																																																																																																																						
0085DC9B	Burn_Challenge_Cooking_RadhogMeat_TestOfMightChallenge	2	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogMeatCooked "Grilled Radhog Chops" [ALCH:0084B86B]|00 00 00 00|0|1|Target List|																																																																											1	00844AD2:Burn_Challenge_Lifetime_Quest_MQ03_TestOfMight_CookYourKills_CraftRadhogMeals_SUB:CHAL																																																																																																																																																																																																																																																																						
0085DCAF	Burn_Challenge_Event_SinkholeSolutions_05	1	10000000|1.000000|IsInList|00 00 00|00 00|Burn_Challenge_Quests_SpecificEvent_E02 "Event: Sinkhole Solutions" [FLST:00841218]|00 00 00 00|0|-1|Target|																																																																												0																																																																																																																																																																																																																																																																							
0085DC9C	Burn_Challenge_Cooking_RadhogMeat_05	2	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogMeatCooked "Grilled Radhog Chops" [ALCH:0084B86B]|00 00 00 00|0|1|Target List|																																																																											1	0084B939:Burn_Challenge_Lifetime_Craft_Food_UsesRadhog_05:CHAL																																																																																																																																																																																																																																																																						
0085DC9D	Burn_Challenge_Cooking_RadhogMeat_04	2	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogBurntEndsCooked "Radhog Burnt Ends" [ALCH:0084B86C]|00 00 00 00|0|1|Target List|	10010000|1.000000|GetIsID|00 00 00|00 00|BURN_RadhogMeatCooked "Grilled Radhog Chops" [ALCH:0084B86B]|00 00 00 00|0|1|Target List|																																																																											1	0084B938:Burn_Challenge_Lifetime_Craft_Food_UsesRadhog_04:CHAL																																																																																																																																																																																																																																																																						
