FormID	EDID	FULL	DESC	Weight	Value	DNAM	Keywords_Flat	KeywordCount	ENIT_Value	ENIT_Flags	ENIT_Addiction_FormID	ENIT_Addiction_EDID	ENIT_Addiction_FULL	ENIT_AddictionChance	ENIT_ConsumeSound_FormID	ENIT_ConsumeSound_EDID	ENIT_ConsumeSound_FULL	ENIT_HealthCurve_FormID	ENIT_HealthCurve_EDID	ENIT_HealthCurve_FULL
00622F8B	E08A_Brew_GulpershineFresh	Mire Magic Moonshine	+50% Gulper Smacker damage. Ages into Vintage Mire Magic Moonshine.		5	Alcohol		0	5	1101	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
006238EE	E07A_Mothman_EnlightenedMothmanEgg	Perfect Mothman Egg			15			0	15	11				0.000000						
00635070	E07A_Mothman_CultistHighPriestReward	Cultist High Priest Pack	Cultist High Priest Loot		0			0	0	1001				0.000000						
0063EE45	zzz_StimpakExtra	Stimpak Extra	Restores health with an initial burst followed by a slower rate of healing.		50			0	50	10010000000000001				0.000000						
0063F047	zzz_XPD_ExpeditionPackage	Expedition Package	Contains medical supplies, ammunition, and an Expedition Snack Pack.		3000			0	3000	1				0.000000						
0063F048	zzz_XPD_SnackPack	Expedition Snack Pack	Fills up the hungry adventurer and gives a boost for the long haul!		100			0	100	11011				0.000000						
006406DE	VenisonAndTatoStew_Psycho	Spiked Venison and Tato Stew	+15% Damage for 3m. +10 Damage Resistance for 30m.		22			0	22	11011				0.000000						
006406DF	VenisonAndTatoStew_Spiced	Spicy Venison and Tato Stew			22			0	22	11011				0.000000						
006406E0	VenisonAndTatoStew_Stimpak	Restorative Venison and Tato Stew	Restores health with an initial burst. Increases Health Regeneration for 30m.		22			0	22	11011				0.000000						
0064735D	PITT_SodaBread_01	Soda Bread			6			0	6	11011				0.000000						
00648161	Brew_Fussfungle	Fussfungle	Disease Resistance +20%		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00653FCD	SCORE_Banner_Consumable	Scout's Banner	Survival. Teamwork. Research. Discovery. Innovation. Open near your friends, so everyone can enjoy!		100			0	100	10000000000000000001				0.000000						
00655D12	E08A_Brew_GulpershineFerm	Fermentable Mire Magic Moonshine	Ages into Mire Magic Moonshine.		5	Alcohol		0	5	1101	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
00655D13	E08A_Brew_GulpershineVintage	Vintage Mire Magic Moonshine	+100% Gulper Smacker damage.		5	Alcohol		0	5	1101	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0065F19D	TrenchMed_Pitt	Trench-Med	+200 Rad Resist for 10 minutes.		25			0	25	10011				0.000000						
00660864	NukaCola_Twist	Nuka-Cola Twist	Applies a random positive effect. Restores health. Restores action points.		10			0	10	11011				0.000000						
00669392	NWOT_BrahminBurgers	Brahmin Burgers			25			0	25	11011				0.000000						
00669393	NWOT_CaramelMutfruit	Caramel Mutfruit			30			0	30	11011				0.000000						
00669394	NWOT_GulperStuffedFoot	Gulper Stuffed Foot			40			0	40	11011				0.000000						
0066C6FD	zzz_DLC04_NukaCola_NukaVoid	Nuka-Void			20			0	20	11011				0.000000						
0066C6FE	zzz_DLC04_NukaCola_NukaSunrise	Nuka-Sunrise			20			0	20	11011				0.000000						
0066C6FF	zzz_DLC04_NukaCola_BombDrop	Nuka-Bombdrop			20			0	20	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.000000						
0066C700	zzz_DLC04_NukaCola_NukaLove	Nuka-Love			20			0	20	11011				0.000000						
0066C701	zzz_DLC04_NukaCola_NukaPunch	Nuka-Punch			20			0	20	11011				0.000000						
0066D3EF	NWOT_RadroachSkewer	Fried Radroach On A Stick			15			0	15	11011				0.000000						
0066D3F0	NWOT_RadscorpionSkewer	Fried Scorpion On A Stick			25			0	25	11011				0.000000						
0066D3F1	NWOT_YaoGuaiPastry	Yao Guai Pastry			30			0	30	11011				0.000000						
0066D3F2	NWOT_CarnivalPie	Carnival Pie			15			0	15	11011				0.000000						
0066D3F3	NWOT_NukaDog	Nuka-Dog			18			0	18	11011				0.000000						
0066D3F4	NWOT_NukaBottleDog	Nuka-Bottle Dog			18			0	18	11011				0.000000						
0066D3F5	NWOT_RadroachSkewer2	Fried Radroach On A Stick			15			0	15	11011				0.000000						
0066DFC2	NWOT_RadscorpionKebab	Radscorpion Kebab			61			0	61	11011				0.000000						
00674BBA	MoleRatJerky	Mole Rat Jerky			8			0	8	11011				0.000000						
0067B396	NukaColaCandyMachine_Candy	Nuka-Cola Candy	A mystery in every bite!		7			0	7	10011				0.000000						
0067BBB1	NukaQuantumCandyMachine_Candy	Nuka-Cola Quantum Candy	Candy to give you just a little extra charm!		7			0	7	10011				0.000000						
0067F369	zzz_MutatedEvents_Giftbox_SwiftFooted	Swift Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F36A	zzz_MutatedEvents_Giftbox_ActiveCamo	Camouflaged Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F36B	zzz_MutatedEvents_Giftbox_BlisteringCold	Blistering Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F36C	zzz_MutatedEvents_Giftbox_ChillingMend	Chilling Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F36D	zzz_MutatedEvents_Giftbox_CloudedToxins	Clouded Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F36E	zzz_MutatedEvents_Giftbox_Relentless	Relentless Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F36F	zzz_MutatedEvents_Giftbox_StingingFrost	Stinging Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F370	zzz_MutatedEvents_Giftbox_SwiftStalker	Stalking Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F371	zzz_MutatedEvents_Giftbox_Unstable	Unstable Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F372	zzz_MutatedEvents_Giftbox_Vaporous	Vaporous Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F373	zzz_MutatedEvents_Giftbox_FreezingTouch	Freezing Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F374	zzz_MutatedEvents_Giftbox_GroupRegeneration	Regenerating Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F375	zzz_MutatedEvents_Giftbox_Resilient	Resilient Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F376	zzz_MutatedEvents_Giftbox_ToxicBlood	Toxic Package	Open up to get a reward!		0			0	0	1				0.000000						
0067F377	zzz_MutatedEvents_Giftbox_Volatile	Volatile Package	Open up to get a reward!		0			0	0	1				0.000000						
00683DEE	CUT_MutatedEvents_HealingCloudInfusion_Tier1	Healing Cloud Infusion Tier I	Emit a Healing Cloud that heals nearby players		30			0	30	10011000000000001				0.000000						
0068596A	CUT_MutatedEvents_FieryInfusion_Tier1	Fiery Infusion Tier I	Burn enemies with ranged and melee attacks		30			0	30	10011000000000001				0.000000						
0068BCAD	CUT_MutatedEvents_SteelSkinInfusion_Tier1	Steel Skin Infusion Tier I	Grants the effects of power armor while not wearing it.		30			0	30	10011000000000001				0.000000						
00690655	zzz_MutatedEvents_Giftbox_ReflectiveSkin	Reflective Package	Open up to get a reward!		0			0	0	1				0.000000						
00691693	zzz_MatzohBallSoup	Matzoh Ball Soup			22			0	22	11011				0.000000						
006929E0	zzz_MutatedEvents_Giftbox_FalloutFirstPackage_Tier1	Small Mutated Party Pack	Reward for completing Mutated Event with a Fallout 1st Member. Open up to get a reward!		0			0	0	1				0.000000						
00695836	CUT_MutatedEvents_SteelSkinInfusion_Tier3	Steel Skin Infusion Tier III	Grants the effects of power armor while not wearing it		30			0	30	10011000000000001				0.000000						
00695837	CUT_MutatedEvents_SteelSkinInfusion_Tier2	Steel Skin Infusion Tier II	Grants the effects of power armor while not wearing it		30			0	30	10011000000000001				0.000000						
00695838	CUT_MutatedEvents_HealingCloudInfusion_Tier3	Healing Cloud Infusion Tier III	Emit a Healing Cloud that heals nearby players		30			0	30	10011000000000001				0.000000						
00695839	CUT_MutatedEvents_HealingCloudInfusion_Tier2	Healing Cloud Infusion Tier II	Emit a Healing Cloud that heals nearby players.		30			0	30	10011000000000001				0.000000						
006959F0	zzz_MutatedEvents_Giftbox_FalloutFirstPackage_Tier2	Medium Mutated Party Pack	Reward for completing a Mutated Event with 2 Fallout 1st Members. Open up to get a reward!		0			0	0	1				0.000000						
006959F1	zzz_MutatedEvents_Giftbox_FalloutFirstPackage_Tier3	Large Mutated Party Pack	Reward for completing a Mutated Event with 3 Fallout 1st Members. Open up to get a reward!		0			0	0	1				0.000000						
006959F2	zzz_MutatedEvents_Giftbox_FalloutFirstPackage_Tier4	X-Large Mutated Party Pack	Reward for completing a Mutated Event with 4+ Fallout 1st Members. Open up to get a reward!		0			0	0	1				0.000000						
00697588	MutatedEvents_Package_SingleMutatedEvent	Mutated Package	Awarded for completing a Mutated Event. Open up to get a reward!		0			0	0	1				0.000000						
00697589	MutatedEvents_Package_DoubleMutatedEvent	Double Mutated Package	Granted for completing a Double Mutated Event. Open up to get a reward!		0			0	0	1				0.000000						
006982EB	zzz_MutatedEvents_FieryInfusion_Tier2	Fiery Infusion Tier II	Burn enemies with ranged and melee attacks		30			0	30	10011000000000001				0.000000						
006982EC	zzz_MutatedEvents_FieryInfusion_Tier3	Fiery Infusion Tier III	Burn enemies with ranged and melee attacks		30			0	30	10011000000000001				0.000000						
00698820	MutatedEvents_Package_SingleMutatedEvent_Fallout1st	Mutated Party Pack	Granted for completing a Mutated Event with 3+ Fallout 1st Members present. Open up to get a reward!		0			0	0	1				0.000000						
00698821	MutatedEvents_Package_DoubleMutatedEvent_Fallout1st	Double Mutated Party Pack	Granted for completing a Mutated Event with 3+ Fallout 1st Members. Open up to get a reward!		0			0	0	1				0.000000						
006BE8C7	Moon_Rudy_Pozole	Rudy's Canned Pozole	Abuela Fernandez' recipe, made with love.		22			0	22	11011				0.000000						
006F0682	zzz_ResourceGenerator_CompanyTea	Company Tea			10			0	10	11011				0.000000						
006F7E7B	BirthdayCakeSlice	Slice of Birthday Cake			23			0	23	11011				0.000000						
0072D4FC	SCORE_BobbleheadBox	Mystery Bobblehead Box	Contains one randomized Vault-Tec Bobblehead!		20			0	20	1				0.000000						
007315FF	zzz_MutatedEvents_FieryInfusion_Tier1	Fiery Infusion Tier I	Burn enemies with ranged and melee attacks		30			0	30	10011000000000001				0.000000						
007331D0	SheepsquatchMeatCookedLight	Light Mutton Chops			29			0	29	11011				0.000000						
007331D1	MutantHoundMeatCookedLight	Light Mutant Hound Chops			12			0	12	11011				0.000000						
007331D2	YaoGuaiMeatCookedLight	Light Yao Guai Ribs			29			0	29	11011				0.000000						
0073BB16	AC_SQ01_HellsEagles_SurlysBuffout	Surly's Buffout	+2 Strength, +2 Endurance and +25 max Health for 5 minutes. Increases thirst.		0	all Buffout chems		0	0	11011	0004BAE0	AbAddictionBuffout	Buffout Addiction	0.100000						
0073CAE5	AC_SQ04_Reopening_Brew_NewNukaDrinkFerm	Fermentable Nukashine 2 Electric Boogaloo	Ages into Nukashine.		5	Alcohol		0	5	11011	0003E061	AbAddictionAlcohol	Alcohol Addiction	0.050000						
0075887B	SCORE_MagazineBookBox	Mystery Magazine Package	Contains one randomized Book or Magazine!		0			0	0	1				0.000000						
00768AD3	zzz_AC_SQ01_HellsEagles_SurlysBuffout_Reward	Buffed-Out	 Buffout	+2 Strength, +2 Endurance and +25 max Health for 5 minutes. Increases thirst.		0	all Buffout chems			0	11011	0004BAE0	AbAddictionBuffout	Buffout Addiction	0.100000					
00783A49	Storm_SE09_ChickenMeatCooked	Roast Chicken			42			0	42	11011				0.000000						
007A2F8E	GHL_GlowingBobblehead_Agility_Potion	Glowing Bobblehead: Agility			100			0	100	10011				0.000000						
007A2F8F	GHL_GlowingBobbleHead_BigGuns_Potion	Glowing Bobblehead: Big Guns			100			0	100	10011				0.000000						
007A2F90	GHL_GlowingBobbleHead_Caps_Potion	Glowing Bobblehead: Caps			100			0	100	10011				0.000000						
007A2F91	GHL_GlowingBobbleHead_Charisma_Potion	Glowing Bobblehead: Charisma			100			0	100	10011				0.000000						
007A2F92	GHL_GlowingBobbleHead_Endurance_Potion	Glowing Bobblehead: Endurance			100			0	100	10011				0.000000						
007A2F93	GHL_GlowingBobbleHead_EnergyWeapons_Potion	Glowing Bobblehead: Energy Weapons			100			0	100	10011				0.000000						
007A2F94	GHL_GlowingBobbleHead_Explosives_Potion	Glowing Bobblehead: Explosive			100			0	100	10011				0.000000						
007A2F95	GHL_GlowingBobbleHead_Intelligence_Potion	Glowing Bobblehead: Intelligence			100			0	100	10011				0.000000						
007A2F96	GHL_GlowingBobbleHead_Leader_Potion	Glowing Bobblehead: Leader			100			0	100	10011				0.000000						
007A2F97	GHL_GlowingBobbleHead_LockPicking_Potion	Glowing Bobblehead: Lock Picking			100			0	100	10011				0.000000						
007A2F98	GHL_GlowingBobbleHead_Luck_Potion	Glowing Bobblehead: Luck			100			0	100	10011				0.000000						
007A2F99	GHL_GlowingBobbleHead_Medicine_Potion	Glowing Bobblehead: Medicine			100			0	100	10011				0.000000						
007A2F9A	GHL_GlowingBobbleHead_Melee_Potion	Glowing Bobblehead: Melee			100			0	100	10011				0.000000						
007A2F9B	GHL_GlowingBobbleHead_Perception_Potion	Glowing Bobblehead: Perception			100			0	100	10011				0.000000						
007A2F9C	GHL_GlowingBobbleHead_Repair_Potion	Glowing Bobblehead: Repair			100			0	100	10011				0.000000						
007A2F9D	GHL_GlowingBobbleHead_Science_Potion	Glowing Bobblehead: Science			100			0	100	10011				0.000000						
007A2F9E	GHL_GlowingBobbleHead_SmallGuns_Potion	Glowing Bobblehead: Small Guns			100			0	100	10011				0.000000						
007A2F9F	GHL_GlowingBobbleHead_Sneak_Potion	Glowing Bobblehead: Sneak			100			0	100	10011				0.000000						
007A2FA0	GHL_GlowingBobbleHead_Strength_Potion	Glowing Bobblehead: Strength			100			0	100	10011				0.000000						
007A2FA1	GHL_GlowingBobbleHead_Unarmed_Potion	Glowing Bobblehead: Unarmed			100			0	100	10011				0.000000						
007A7678	GHL_TheFix	The Fix	Satisfies a large amount of Feral		40			0	40	11011				0.000000						
007A7679	zzz_GHL_Whoopsie	The Whoopsie	Gain a moderate amount of Feral		40			0	40	11011	00156D0E	AbAddictionDaddyO	Daddy-O Addiction	0.150000						
007AC61F	zzz_CranberryTastyRelish_Cannery	Canned Cranberry Relish			12			0	12	11011				0.000000						
007ACF9A	SlimeCakeSlice	Slice of Slime Cake			23			0	23	11011				0.000000						
007AED80	Fishing_FishandTatos	Fish and Tatos			25			0	25	11011				0.000000						
007B11A5	ZZZ_SCORE_NukaX_Consumable	Nuka-X			100			0	100	10000000000000000001				0.000000						
007B26BB	SSE_SusanSoothinCooked	Black-Eyed Susan's Soothin'			130			0	130	11011				0.000000						
007B2736	SSE_GammaGreenTeaCooked	Gamma Green Tea	Harvest additional flowers		30			0	30	11011				0.000000						
007B2B9A	Fishing_GrilledFish	Grilled Fish			25			0	25	11011				0.000000						
007B3FB6	Fishing_FishChowder	Fish Chowder	25% slower hunger for 30m		25			0	25	11011				0.000000						
007CE310	Fish_Fishbits	Fish Bits			8			0	8	11				0.000000						
007CE311	Fish_Fishbits_Glowing	Glowing Fish Bits			8			0	8	11				0.000000						
007CE4D0	Fishing_Fish_Meal_Small_Raw_Universal_Ash_SootySawgill	Sooty Sawgill	Small Fish		5			0	5	11				0.000000						
007CE4D1	Fishing_Fish_Meal_Medium_Raw_Skyline_BluefinZapper	Bluefin Zapper	Medium Fish		10			0	10	11				0.000000						
007CE4D2	Fishing_Fish_Meal_Large_Raw_Toxic_PotbellyKelt	Potbelly Kelt	Large Fish		15			0	15	11				0.000000						
007CE4D3	Fishing_Fish_Meal_Small_Raw_Generic_BrookSilverside	Brook Silverside	Small Fish		5			0	5	11				0.000000						
007CE4D4	Fishing_Fish_Meal_Small_Raw_Forest_KanawhaPiranha	Kanawha Piranha	Small Fish		5			0	5	11				0.000000						
007CE4D5	Fishing_Fish_Meal_Small_Raw_Savage_Leatherback	Leatherback	Small Fish		5			0	5	11				0.000000						
007CE4D6	Fishing_Fish_Meal_Large_Raw_Skyline_Stormswimmer	Stormswimmer	Large Fish		15			0	15	11				0.000000						
007CE4D7	Fishing_Fish_Meal_Large_Glowing_Raw_Mire_GlowingGulpy	Glowing Gulpy	Large Fish		25			0	25	11				0.000000						
007CE4D9	Fishing_Fish_Meal_Small_Raw_Generic_Sunscream	Sunscream	Small Fish		5			0	5	11				0.000000						
007CE4DA	Fishing_Fish_Meal_Small_Raw_Universal_Cranberry_BogSawgill	Bog Sawgill	Small Fish		5			0	5	11				0.000000						
007CE4DB	Fishing_Fish_Meal_Medium_Raw_Generic_ChainPickerel	Chain Pickerel	Medium Fish		10			0	10	11				0.000000						
007CE4DC	Fishing_Fish_Meal_Small_Raw_Universal_Savage_AlpineSawgill	Alpine Sawgill	Small Fish		5			0	5	11				0.000000						
007CE4DD	Fishing_Fish_Meal_Large_Raw_Toxic_PurpleRadpole	Purple Radpole	Large Fish		15			0	15	11				0.000000						
007CE4DE	Fishing_Fish_Meal_Small_Raw_Universal_Skyline_StaticSawgill	Static Sawgill	Small Fish		5			0	5	11				0.000000						
007CE4DF	Fishing_Fish_Meal_Small_Raw_Cranberry_Blisterfish	Blisterfish	Small Fish		5			0	5	11				0.000000						
007CE4E0	Fishing_Fish_Meal_Medium_Raw_Generic_SmokySalmon	Smoky Salmon	Medium Fish		10			0	10	11				0.000000						
007CE4E1	Fishing_Fish_Meal_Small_Glowing_Raw_Forest_GlowingKanawhaPiranha	Glowing Kanawha Piranha	Small Fish		15			0	15	11				0.000000						
007CE4E2	Fishing_Fish_Meal_Medium_Glowing_Raw_Ash_GlowingAmbusher	Glowing Ambusher	Medium Fish		20			0	20	11				0.000000						
007CE4E3	Fishing_Fish_Meal_Small_Raw_Universal_Toxic_NoxiousSawgill	Noxious Sawgill	Small Fish		5			0	5	11				0.000000						
007CE4E4	Fishing_Fish_Meal_Large_Glowing_Raw_Savage_GlowingSpineFish	Glowing Spinefish	Large Fish		25			0	25	11				0.000000						
007CE4E5	Fishing_Fish_Meal_Medium_Raw_Ash_AshenAmbusher	Ashen Ambusher	Medium Fish		10			0	10	11				0.000000						
007CE4E6	Fishing_Fish_Meal_Large_Raw_Savage_ArmoredSpinefish	Armored Spinefish	Large Fish		15			0	15	11				0.000000						
007CE4E7	Fishing_Fish_Meal_Small_Raw_Universal_Mire_MuddySawgill	Muddy Sawgill	Small Fish		5			0	5	11				0.000000						
007CE4E8	Fishing_Fish_Meal_Medium_Raw_Generic_RidgeTrout	Ridge Trout	Medium Fish		10			0	10	11				0.000000						
007CE4E9	Fishing_Fish_Meal_Small_Raw_Generic_Redbelly	Redbelly	Small Fish		5			0	5	11				0.000000						
007CE4EA	Fishing_Fish_Meal_Medium_Raw_Generic_Walleye	Walleye	Medium Fish		10			0	10	11				0.000000						
007CE4EB	Fishing_Fish_Meal_Medium_Raw_Generic_YellowBullhead	Yellow Bullhead	Medium Fish		10			0	10	11				0.000000						
007CE4EC	Fishing_Fish_Meal_Large_Raw_Mire_Gulpy	Gulpy	Large Fish		15			0	15	11				0.000000						
007CE4ED	Fishing_Fish_Meal_Small_Raw_Universal_Forest_TimberSawgill	Timber Sawgill	Small Fish		5			0	5	11				0.000000						
007D2AEF	Fishing_Fish_Meal_Large_Glowing_Raw_Skyline_GlowingStormswimmer	Glowing Stormswimmer	Large Fish		25			0	25	11				0.000000						
007D2AF0	Fishing_Fish_Meal_Large_Raw_Ash_Deathjaw	Deathjaw	Large Fish		15			0	15	11				0.000000						
007D2AF1	Fishing_Fish_Meal_Small_Raw_Mire_Spikesnapper	Spikesnapper	Small Fish		5			0	5	11				0.000000						
007D2AF2	Fishing_Fish_Meal_Large_Glowing_Raw_Toxic_GlowingPotbellyKelt	Glowing Potbelly Kelt	Large Fish		25			0	25	11				0.000000						
007D2AF3	Fishing_Fish_Meal_Large_Raw_Forest_Bloodwhisker	Bloodwhisker	Large Fish		15			0	15	11				0.000000						
007D2AF4	Fishing_Fish_Meal_Medium_Raw_Cranberry_BogLurker	Bog Lurker	Medium Fish		10			0	10	11				0.000000						
007D2AF5	Fishing_Fish_Meal_Medium_Glowing_Raw_Cranberry_GlowingBogLurker	Glowing Bog Lurker	Medium Fish		20			0	20	11				0.000000						
007D34A4	Fishing_FishandTatos_Glowing	Glowing Fish and Tatos			25			0	25	11011				0.000000						
007D34A5	Fishing_GrilledFish_Glowing	Glowing Grilled Fish			25			0	25	11011				0.000000						
007D34A6	Fishing_FishChowder_Glowing	Glowing Fish Chowder			25			0	25	11011				0.000000						
007FDA57	BrahminMeatCooked_Cannery	Canned Ribeye Steak			29			0	29	11011				0.000000						
007FDA58	MirelurkQueenMeatTasty_Cannery	Canned Aged Mirelurk Queen Steak			44			0	44	11011				0.000000						
007FDA59	MirelurkQueenMeatCooked_Cannery	Canned Mirelurk Queen Steak			39			0	39	11011				0.000000						
007FDA5A	SwampPlantTastyTofuSoup_Cannery	Canned Swamp Tofu Soup			22			0	22	11011				0.000000						
007FDA5B	AnglerMeatCooked_Cannery	Canned Poached Angler			28			0	28	11011				0.000000						
007FDA5C	OpossumMeatCooked_Cannery	Canned Awesome Opossum Bacon			12			0	12	11011				0.000000						
007FDA5D	SquirrelMeatTastyStew_Cannery	Canned Tasty Squirrel Stew			16			0	16	11011				0.000000						
007FDA5E	GlowingFungusVegetableTastySoup_Cannery	Canned Glowing Fungus Puree			22			0	22	11011				0.000000						
007FDA5F	GutShroomVegetableCookedSoup_Cannery	Canned Gut Shroom Soup			7			0	7	11011				0.000000						
007FDA60	StingwingMeatTastyStew_Cannery	Canned Stingwing Stew			20			0	20	11011				0.000000						
007FDA61	VegetableTastySoup_Cannery	Canned Vegetable Medley Soup			22			0	22	11011				0.000000						
007FDA62	RadscorpionMeatCooked_Cannery	Canned Radscorpion Steak			19			0	19	11011				0.000000						
007FDA63	GlowingFungusVegetableCookedSoup_Cannery	Canned Glowing Fungus Soup			6			0	6	11011				0.000000						
007FDA64	GourdVegetableCookedSoup_Cannery	Canned Gourd Soup			6			0	6	11011				0.000000						
007FDA65	CornVegetableCookedSoup_Cannery	Canned Corn Soup			6			0	6	11011				0.000000						
007FDA66	TatoVegetableTastyStew_Cannery	Canned Sweet Tato Stew			22			0	22	11011				0.000000						
007FDA67	MegaSlothMushroomVegetableCookedSoup_Cannery	Canned Megasloth Mushroom Soup			6			0	6	11011				0.000000						
008006CF	Fishing_Fish_Meal_Small_Raw_Axolotl03_BrownAxolotl	Clay Axolotl	Small Fish		5			0	5	11				0.000000						
008006D0	zzz_Fishing_Fish_Meal_Small_Raw_Axolotl02_StoneAxolotl	Stone Axolotl			5			0	5	11				0.000000						
008006D1	Fishing_Fish_Meal_Small_Raw_Axolotl12_StoneAxolotl	Stone Axolotl	Small Fish		5			0	5	11				0.000000						
008006D2	zzz_Fishing_Fish_Meal_Small_Raw_Axolotl02_PeachAxolotl	Peach Axolotl			5			0	5	11				0.000000						
008006D3	Fishing_Fish_Meal_Small_Raw_Axolotl02_PinkAxolotl	Pink Axolotl	Small Fish		5			0	5	11				0.000000						
008006D4	Fishing_Fish_Meal_Small_Raw_Axolotl05_PurpleAxolotl	Purple Axolotl	Small Fish		5			0	5	11				0.000000						
008006D5	Fishing_Fish_Meal_Small_Raw_Axolotl09_ShadowAxolotl	Shadow Axolotl	Small Fish		5			0	5	11				0.000000						
008006D6	Fishing_Fish_Meal_Small_Raw_Axolotl11_SpeckledAxolotl	Speckled Axolotl	Small Fish		5			0	5	11				0.000000						
008006D7	Fishing_Fish_Meal_Small_Raw_Axolotl01_CharcoalAxolotl	Charcoal Axolotl	Small Fish		5			0	5	11				0.000000						
008006D8	Fishing_Fish_Meal_Small_Raw_Axolotl06_BandedAxolotl	Banded Axolotl	Small Fish		5			0	5	11				0.000000						
008006D9	Fishing_Fish_Meal_Small_Raw_Axolotl04_DottedAxolotl	Dotted Axolotl	Small Fish		5			0	5	11				0.000000						
008006DA	Fishing_Fish_Meal_Small_Raw_Axolotl10_SpottedAxolotl	Spotted Axolotl	Small Fish		5			0	5	11				0.000000						
008006DB	Fishing_Fish_Meal_Small_Raw_Axolotl08_StripedAxolotl	Striped Axolotl	Small Fish		5			0	5	11				0.000000						
008006DC	Fishing_Fish_Meal_Small_Raw_Axolotl07_ScaledAxolotl	Scaled Axolotl	Small Fish		5			0	5	11				0.000000						
00804716	ZZZ_Fishing_FishChowder_Glowing_Cannery	Canned Glowing Fish Chowder			25			0	25	11011				0.000000						
00804717	Fishing_FishChowder_Cannery	Canned Fish Chowder			25			0	25	11011				0.000000						
00804718	ZZZ_Fishing_GrilledFish_Glowing_Cannery	Canned Glowing Grilled Fish			25			0	25	11011				0.000000						
00804719	Fishing_GrilledFish_Cannery	Canned Grilled Fish			25			0	25	11011				0.000000						
00804F74	Fishing_Fish_Meal_LocalLegend_Raw_MawBegotten	Ryl-Tkannoth, Maw-Begotten	Small Fish		50			0	50	11				0.000000						
00804F75	Fishing_Fish_Meal_LocalLegend_Raw_WavyWillard	Wavy Willard	Small Fish		50			0	50	11				0.000000						
00804F76	Fishing_Fish_Meal_LocalLegend_Raw_OrganGrinder	Organ Grinder	Large Fish		50			0	50	11				0.000000						
0080A085	Burn_E01_HealthyDeathclawEgg	Healthy Deathclaw Egg			15			0	15	11				0.000000						
00832CA7	SCORE_S22_Consumable_SunsetSarsaparilla	Sunset Sarsaparilla			15			0	15	11011				0.000000						
00837E07	SCORE_S22_Consumable_SunsetSarsaparilla_Irradiated	Irradiated Sunset Sarsaparilla			15			0	15	11011				0.000000						
00837E08	SCORE_S22_Consumable_SunsetSarsaparilla_StarSize	Star Size Sunset Sarsaparilla			15			0	15	11011				0.000000						
0083A263	Burn_Bounty_IcedNukaCola	Volatile Nuka Quantum	A refreshing ice cold bottle of nuka cola quantum gifted from the Nuka-Queen. Drink it quickly, or there will be consequences		0			0	0	00000000000000001				0.000000						
0083E768	PumpkinPieSlice	Slice of Pumpkin Pie			23			0	23	11011				0.000000						
008468C4	VegetableSlipperCactus	Prickeye			7			0	7	11				0.000000						
008468C5	Burn_Food_SlipperCactusVeg_1	Pickled Prickeye			12			0	12	11011				0.000000						
008468C6	Burn_Food_SlipperCactusVeg_2	Prickeye Salad			18			0	18	11011				0.000000						
008468C7	zzzBurn_Food_SlipperCactusMeat_1	Radhog Stuffed Prickeye			22			0	22	11				0.000000						
0084829C	Burn_Fish_Meal_Small_Raw_Universal_BurningSprings_Sawgill	Rusted Sawgill	Small Fish		5			0	5	11				0.000000						
0084829D	Burn_Fish_Meal_Medium_Raw_BurningSprings_TwoHeaded	Brahfin	Medium Fish		10			0	10	11				0.000000						
0084829E	Burn_Fish_Meal_Medium_Glowing_Raw_BurningSprings_TwoHeaded	Glowing Brahfin	Medium Fish		20			0	20	11				0.000000						
0084829F	Burn_Fish_Meal_Medium_Raw_BurningSprings_Walleye	Withered Radeye	Medium Fish		10			0	10	11				0.000000						
0084B86A	BURN_RadhogMeat	Radhog Meat			8			0	8	11				0.000000						
0084B86B	BURN_RadhogMeatCooked	Grilled Radhog Chops			12			0	12	11011				0.000000						
0084B86C	BURN_RadhogBurntEndsCooked	Radhog Burnt Ends			30			0	30	11011				0.000000						
0085A4F6	Burn_Fish_Meal_LocalLegend_Raw_Deathjaw	Hocking Hill Hellion	Large Fish		50			0	50	11				0.000000						
0085A886	Challenge_Raids_RD01_WeeklyLegendaryReward_Package	Gleaming Depths Weekly Reward Crate	Weekly reward for completing the Gleaming Depths RAID. Open up to get your Legendary items!		0			0	0	1				0.000000						
