FURN_FormID	FURN_EDID	FURN_FULL	XALG_Flags	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	KW_6	KW_7	KW_8	KW_9	KW_10	PropCount	Prop_1_AV	Prop_1_Val	Prop_1_Curve	Prop_2_AV	Prop_2_Val	Prop_2_Curve	Prop_3_AV	Prop_3_Val	Prop_3_Curve
006E131A	ATX_WorkbenchTinker_TortureRack	Torture Rack Tinker's Workbench	Premium	6	00012FF2:Workbench_Crafting_Tinkers:KYWD	00033AA4:CraftingFunctionTinkers:KYWD	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	006EC678:AnimFurn_ATX_TortureRack:KYWD					1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
006E739E	ATX_Furniture_ShoeshineMachine	Shoeshine Machine	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD	00717DE4:AnimFurn_ATX_ShoeshineMachine:KYWD								1	WorkshopBudgetObjectMultiplier	0.333300	NULL - Null Reference [00000000]						
006E79F6	F1_EnclaveMobileRelay_WorkbenchCookingFire	Enclave Grill		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	005ACC3F:AnimFurnWorkbenchCookingGrill:KYWD						1	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]						
006E79F5	F1_SurvivalTent_EnclaveMobileRelay_Cot	Cot		8	00021B18:IsSleepFurniture:KYWD	0003ADA2:AnimFurnFloorBedAnims:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD	003CD038:BedTypeSleepingBag:KYWD	0058ECB5:SURV_BedIgnoreDisease:KYWD			1	Bed	1.000000	NULL - Null Reference [00000000]						
006E79F7	F1_SurvivalTent_EnclaveMobileRelay_WorkbenchWeapons	Weapons Workbench		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0017B3A2:AnimFurnWorkbenchWeapons:KYWD	001F6049:Workbench_Crafting_Weapon:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
006E8C1C	ATX_Furniture_BarbersChair	Barber's Chair	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	007267DE:AnimFurn_ATX_BarbersChair:KYWD								0									
006EAF54	zzzATX_WorkbenchCookingFire_EnclaveGrill	Cooking Station - Enclave Grill	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0010C3B7:AnimFurnWoodCookingFire:KYWD	0012F848:FurnitureScaleActorToOne:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
006EB2B2	ATX_WorkbenchTinker_MrFuzzy_Red	Red Mr. Fuzzy Tinker's Workbench	Premium	7	00012FF2:Workbench_Crafting_Tinkers:KYWD	00033AA4:CraftingFunctionTinkers:KYWD	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00397200:FS01_MQ_Warn_UplinkWorkbenchKeyword:KYWD	0060D78D:AnimFurn_MrFuzzyTinkerersWorkbench:KYWD				1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
006EB2BF	ATX_Structure_Furniture_BowlingAlleyLane_Americana	American Bowling Alley Lane	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD	0065015C:ATX_FurnituretypeLuck:KYWD	006A9110:AnimFurn_BowlingAlleyLane:KYWD							1	WorkshopSnappedGroundTolerance	8.000000	NULL - Null Reference [00000000]						
006B8E0F	EXP17_Furniture_CasinoPoolTable	Casino Pool Table		3	000A56D8:FurnitureForce3rdPerson:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD	006677F3:AnimFurn_9BallPool_Single:KYWD								0									
006B8E0E	EXP17_Instrument_DrumSet	Drum Set		5	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0050CD11:FurnitureTypeInstrument:KYWD	00573B2F:WorkshopNoStackingOn:KYWD	006025C6:AnimFurnInstrumentDrumSet:KYWD						0									
006CC817	EXP17_Armor_Ace_Laser_Shooting_Gallery	Armor Ace Laser Shooting Gallery		2	000A56D8:FurnitureForce3rdPerson:KYWD	005DB249:AnimFurnATX_Armor_Ace_Laser_Shooting_Gallery:KYWD									0									
006CC816	EXP17_Laser_Light_Shooting_Gallery	Laser Light Duck Shooting Gallery		2	000A56D8:FurnitureForce3rdPerson:KYWD	005DB137:AnimFurnATXLaserLightShootingGallery:KYWD									0									
006D1DD8	EXP17_Furniture_ClownPunkBallToss	Clown Punk Ball Toss		2	000A56D8:FurnitureForce3rdPerson:KYWD	00690C80:AnimFurn_ATX_ClownPunkBallToss:KYWD									0									
006D1DD7	EXP17_ArmWrestleMachine_VaultGirl	Arm Wrestle Machine		3	000A56D8:FurnitureForce3rdPerson:KYWD	0064BC6A:AnimFurnArmWrestleMachine:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD								0									
006D3A61	zzzXPD_Table2			2	000A56D8:FurnitureForce3rdPerson:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD									0									
006D3A62	zzzTable			3	000A56D8:FurnitureForce3rdPerson:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD	006677F3:AnimFurn_9BallPool_Single:KYWD								0									
006D3A63	zzzXPD_Table1			2	000A56D8:FurnitureForce3rdPerson:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD									0									
006DF442	JerseyDevilAmbush			6	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00268AE7:SpawnFurnitureKeyword:KYWD	006DF443:AnimFurnJerseyDevilAmbush:KYWD					0									
006F0568	SCORE_S15_Bed_HeartShapedBed	Heart Shaped Bed	Premium	4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
006F2746	XPD_AC01_BillyPrisoner_Furniture			1	000D9C36:AnimFurnPrisonerFloorSit:KYWD										0									
006F591D	F1_Gazebo_WorkbenchCookingFire	Cooking Fire		5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000C79B5:AnimFurnCookingGroundPot:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD						1	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]						
006F591C	F1_SurvivalTent_Gazebo_Cot	Cot		8	00021B18:IsSleepFurniture:KYWD	0003ADA2:AnimFurnFloorBedAnims:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	003CD036:BedTypeComfy:KYWD	003CD038:BedTypeSleepingBag:KYWD	0058ECB5:SURV_BedIgnoreDisease:KYWD			1	Bed	1.000000	NULL - Null Reference [00000000]						
006F6516	SCORE_S15_Furniture_Chair_InterrogationChair	Interrogation Chair	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	0018F692:FurnitureClassRelaxation:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	00744F59:AnimFurn_InterrogationChair:KYWD							0									
006F7C6B	AC_MQ04_Sins_AntonioTableLean			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016BAE0:AnimFurnNPCMapLean:KYWD	0018F691:FurnitureClassWork:KYWD							0									
006F8874	SCORE_S15_Furniture_Chair_PokerChipsStool	Poker Chips Stool	Premium	3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	00669575:AnimFurn_ATX_NukaColaKegStool:KYWD								0									
006F99D1	AC_MQ04_AbbieRunawayMarker			2	00084486:Female:KYWD	00123677:AnimFurnRefugeeFemaleA:KYWD									0									
006F99D0	AC_MQ04_AbbieCounterLean			4	0006E9C7:FurnitureSpecial:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016BAE0:AnimFurnNPCMapLean:KYWD	0018F691:FurnitureClassWork:KYWD							0									
007267B6	SCORE_S13_Misc_HollywoodVanity_FROMATX	Hollywood Vanity		3	000A56D8:FurnitureForce3rdPerson:KYWD	0065015A:ATX_FurnituretypeCharisma:KYWD	006B5BE0:AnimFurn_ATX_Hollywood_Vanity:KYWD								0									
007272F5	XPD_AC_CharlottesChaiseLounger			1	007272F4:AnimFurn_CharlottesChaiseLounger:KYWD										0									
006F1E4B	ATX_Furniture_Chair_CushionedBench	Cushioned Bench	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
006F1E4A	ATX_Bed_Guest	Modern Conveniences Bed	Premium	4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
006F459F	ATX_Furniture_BoardwalkBonanzaPinballMachine	Boardwalk Bonanza Pinball Machine	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	005EDEE0:ATX_FurnituretypeAgility:KYWD	0065015D:ATX_FurnituretypePerception:KYWD	0072EB3F:AnimFurn_ATX_BoardwalkBonanzaPinballMachine:KYWD							0									
006FA9F0	ATX_Furniture_BowlingArcadeMachine_StarsAndStrikes	Bowling Arcade Machine	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	0065015C:ATX_FurnituretypeLuck:KYWD	0065015D:ATX_FurnituretypePerception:KYWD	006D6369:AnimFurn_ATX_BowlingArcadeMachine:KYWD							0									
006FB521	ATX_Furniture_CoinOp_PepperoniRoll	The Pepperoller Ride	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	006FB522:AnimFurnCoinOp_PepperoniRoll:KYWD									0									
006FBAD1	ATX_WorkbenchWeapons_IronMountainForge	Iron Mountain Forge Workbench	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001F6049:Workbench_Crafting_Weapon:KYWD	0074F5A6:AnimFurn_ATX_IronMountainForge:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
006FCB2E	ATX_Furniture_BowlingArcadeMachine_RollingStars	Rolling Stars Bowling Arcade Machine	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	0065015C:ATX_FurnituretypeLuck:KYWD	0065015D:ATX_FurnituretypePerception:KYWD	006D6369:AnimFurn_ATX_BowlingArcadeMachine:KYWD							0									
00728409	ATX_Instrument_Xylophone	Xylophone	Premium	5	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0050CD11:FurnitureTypeInstrument:KYWD	00573B2F:WorkshopNoStackingOn:KYWD	0072D46B:AnimFurn_ATX_Xylophone:KYWD						0									
00731726	F1_SurvivalTent_Gazebo_WorkbenchArmor	Armor Workbench	Camera Weapon Detectable	6	000657FF:workbencharmor:KYWD	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0014D04F:AnimFurnWorkbenchArmorA:KYWD	001F6062:Workbench_Crafting_Armor:KYWD					1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
0073DFC3	F1_ATX_Bed_FlatbedTruck	Flatbed Truck Bed		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
0073E39E	XPDAC_BoardwalkBonanzaPinballMachine	Boardwalk Bonanza Pinball Machine		2	000A56D8:FurnitureForce3rdPerson:KYWD	0072EB3F:AnimFurn_ATX_BoardwalkBonanzaPinballMachine:KYWD									0									
007451B8	F1_ATX_Bed_Gazebo	Hammock		4	00021B18:IsSleepFurniture:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	000BC262:AnimFurnBedAnims:KYWD	003CD036:BedTypeComfy:KYWD							0									
00746BAC	PowerArmorFurniture_Excavator_CivicDuty_NONPLAYABLE	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
0072B429	ATX_WorkbenchWeapons_Enclave	Weapons Workbench - Enclave	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	001F6049:Workbench_Crafting_Weapon:KYWD	0075FBFB:AnimFurnWorkbenchWeapons_Enclave:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
0073507C	ATX_Furniture_LiteAllyTheInitiate_Lawson	Del Lawson's Squire Bag	Premium	5	00024831:AnimFurnWallLean:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	001CD02B:BlockPlayerActivation:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0075C1EF:ATX_COMP_CampObject_Lawson_Keyword:KYWD						0									
00735544	ATX_AtlanticCity_Stool	Atlantic City Bar Stool	Premium	3	00074EC7:AnimFurnBarStool:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0073E943	SCORE_S16_CAMP_Adelaide_Table_FURN	Adelaide's Table	Premium	4	0005DD9C:AnimFurnGuardPost:KYWD	001CD02B:BlockPlayerActivation:KYWD	0053E858:CompanionCampObjectKeyword:KYWD	0073E945:ATX_COMP_CampObject_Adelaide_Keyword:KYWD							1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
007451EB	ATX_Furniture_Chair_Tulip_Yellow	Yellow Tulip Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00745211	ZZZ_ATX_Furniture_Couch_CorvegaPorchSwing	Corvega Porch Swing Couch	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
007461FC	SCORE_S16_ChemistryBench_Autopsy	Autopsy Table Chemistry Station	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102158:Workbench_Crafting_Chemlab:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00767E6F:AnimFurnAutopsyStation:KYWD						1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]						
007461FD	SCORE_S16_JerseyDevil_ShootingGallery	Jersey Devil Shooting Gallery	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	00746203:AnimFurnATX_JerseyDevil_ShootingGallery:KYWD									0									
007461FB	SCORE_S16_Bullseye_Trampoline	Bullseye Trampoline	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0066D417:AnimFurn_ATX_NukaColaTrampoline:KYWD								0									
0075062F	Chair_WavyWillards_Lifeguard	Wavy Willard's Lifeguard Chair		4	000A56D8:FurnitureForce3rdPerson:KYWD	0018F692:FurnitureClassRelaxation:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	00649ED7:AnimFurn_ATX_Wavy_Willards_Lifeguard_Chair:KYWD							0									
007515A1	SingingAtMicrophone			3	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	007515A0:AnimFurn_SingingAtMicrophone:KYWD								0									
007515A6	ATX_Furniture_Couch_CorvegaPorchSwing	Corvega Porch Swing	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	0018F692:FurnitureClassRelaxation:KYWD	0076CAC0:AnimFurn_ATX_CorvegaSwing:KYWD								0									
00751C82	VeracioCruz_IdlePose			1	00751C83:AnimFurn_VeracioCruz_Idle:KYWD										0									
00752CB4	SittingDrinking	Stool		3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	00752CB5:AnimFurnSittingDrinking:KYWD								0									
007531F6	NPCStandingDrinkingBeer	Standing and Drinking		1	007531F7:AnimFurnStandingDrinkingBeer:KYWD										0									
00753A10	SittingPlayingCards			3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	00753A11:AnimFurnSittingPlayingCards:KYWD								0									
00754157	AC_KnifeThrowingAct			3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	00754158:AnimFurnKnifeThrowingAct:KYWD								0									
00754FE1	NPCNervousBreakdown	Nervous Breakdown		1	00754FE2:AnimFurnNervousBreakdown:KYWD										0									
00755EB1	E07A_Furniture_SacredMothmanTome	Sacred Mothman Tome		4	000A56D8:FurnitureForce3rdPerson:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0076B52B:FurnitureTypeXPBonus:KYWD	0076F995:AnimFurnSacredMothmanTome:KYWD							0									
0075E42F	KneelToCheck			1	0075E430:AnimFurnKneelToCheck:KYWD										0									
00767E6E	ATX_Furniture_AutopsyStation	Autopsy Station	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	00767E6F:AnimFurnAutopsyStation:KYWD									0									
00768B80	SittingPlayingCardsLow			3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	00768B81:AnimFurnSittingPlayingCardsLow:KYWD								0									
00769104	AC_MQ01_Opportunity_Instrument_Tuba_NONPLAYER	Tuba		4	000A56D8:FurnitureForce3rdPerson:KYWD	0034D1F3:AnimFurnTuba:KYWD	004845C7:FurnitureAllowCameraMovement:KYWD	0050CD11:FurnitureTypeInstrument:KYWD							0									
0076A383	ATX_Furniture_Couch_GrandParlour	Grand Parlour Couch	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0076A384	ATX_Furniture_Chair_GrandParlour	Grand Parlour Chair	Premium	3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0076A49E	ATX_CarouselHorse_Stool_White	White Carousel Horse Seat	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	0018F692:FurnitureClassRelaxation:KYWD	0076BCA7:AnimFurnCarouselHorseStool:KYWD								0									
0076A49D	ATX_CarouselHorse_Stool_Grey	Grey Carousel Horse Seat	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	0018F692:FurnitureClassRelaxation:KYWD	0076BCA7:AnimFurnCarouselHorseStool:KYWD								0									
0076A49F	ATX_CarouselHorse_Stool_Tan	Tan Carousel Horse Seat	Premium	3	000A56D8:FurnitureForce3rdPerson:KYWD	0018F692:FurnitureClassRelaxation:KYWD	0076BCA7:AnimFurnCarouselHorseStool:KYWD								0									
0076A6A3	ATX_WorkbenchCookingStove_MrFuzzy	Cooking Stove - Mr. Fuzzy	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0077EB35:AnimFurnWorkbenchCookingFuzzyGrill:KYWD						2	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]			
0076A6C0	ATX_Furniture_Atomicroller	Atomic Roller Machine	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	005EDEE0:ATX_FurnituretypeAgility:KYWD	0065015D:ATX_FurnituretypePerception:KYWD	0079B575:AnimFurn_ATX_AtomicRoller:KYWD							0									
0076BCA4	ZZZ_ATX_Furniture_CarouselHorseWhite_DONOTUSE	Carousel Horse White	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	0076BCA7:AnimFurnCarouselHorseStool:KYWD									0									
0076BCA5	ZZZ_ATX_Furniture_CarouselHorseTan_DONOTUSE	Carousel Horse Tan	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	0076BCA7:AnimFurnCarouselHorseStool:KYWD									0									
0076BCA6	ZZZ_ATX_Furniture_CarouselHorseBlue_DONOTUSE	Carousel Horse Blue	Premium	2	000A56D8:FurnitureForce3rdPerson:KYWD	0076BCA7:AnimFurnCarouselHorseStool:KYWD									0									
0076D09A	NPCKnifeTrick_NoExitToTalk	Knife Trick		1	00586E7C:AnimFurnKnifeTrick:KYWD										0									
0076D097	NPCHandRailC_NoExitToTalk			3	0006E9C7:FurnitureSpecial:KYWD	000C18A2:AnimFurnHandrailC:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0076D099	NPCKneelHammerVertical_NoExitToTalk			5	0006E9C7:FurnitureSpecial:KYWD	000D96C0:AnimFurnKneelHammerVertical:KYWD	0018F691:FurnitureClassWork:KYWD	001A7B69:UseLoopingFlavorIdles:KYWD	00237E31:AnimSynthCanUse:KYWD						0									
0076D09B	NPCStandDrinkCoffee_NoExitToTalk			4	0006E9C7:FurnitureSpecial:KYWD	0018F692:FurnitureClassRelaxation:KYWD	001AD806:AnimFurnCoffeeDrinking:KYWD	005A23C6:ShouldBlockFurnitureIdlesAndHeadTracking:KYWD							0									
0076D096	NPCFanSelf_NoExitToTalk	Fanning Face		1	00586E6A:AnimFurnFanSelf:KYWD										0									
0076D098	NPCHandRailD_NoExitToTalk			3	0006E9C7:FurnitureSpecial:KYWD	000C18A3:AnimFurnHandrailD:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
0076D095	NPCBoozeStand_NoExitToTalk	Stand with Beer		1	00586E68:AnimFurnBoozeStand:KYWD										0									
0076E0FF	ATX_Furniture_GameCabinet_AstroAttack	Astro Attack Pinball Machine	Premium	4	000A56D8:FurnitureForce3rdPerson:KYWD	005EDEE0:ATX_FurnituretypeAgility:KYWD	0065015D:ATX_FurnituretypePerception:KYWD	00779CEB:AnimFurn_ATX_GameCabinet_AstroAttack:KYWD							0									
00770836	NpcCouchSet02Clean1x2Straight01Sit01_NOACTIVATION	Couch		2	00030BB2:AnimFurnChairSitAnims:KYWD	0018F692:FurnitureClassRelaxation:KYWD									0									
007709D7	Bar_Set_Fancy_Chair_PlayingCards_FROMATX	Fancy Bar Chair		3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	00768B81:AnimFurnSittingPlayingCardsLow:KYWD								0									
006C750D	Storm_MoeTheMole_Cutout	Moe the Mole Photoboard		2	000A56D8:FurnitureForce3rdPerson:KYWD	005A2499:AnimFurnPhotoboardSettler:KYWD									0									
006F8DD9	PowerArmorFurniture_T45_Full_No_Helmet	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00732E66	PowerArmorFurniture_STORM_Full_NONPLAYABLE	Storm Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
00739ABC	Storm_MQ13_HugoCaptiveFurniture			1	000D9C36:AnimFurnPrisonerFloorSit:KYWD										0									
0073E276	Storm_MQ08_NPCInvPlayerInjectLost			8	0006D5BB:PlayerPathToFurniture:KYWD	0006E9C7:FurnitureSpecial:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	0045209F:FurnitureNotPhotomodeSafe:KYWD	0073E279:AnimFurnPlayerInjectLost:KYWD			0									
0073E277	Storm_MQ08_FeralGhoulSedatedBed01			1	0073E278:AnimFurnFeralGhoulLostSedated:KYWD										1	Bed	1.000000	NULL - Null Reference [00000000]						
00745676	Storm_AmbushStormBossFabricator			4	00021B18:IsSleepFurniture:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	00745677:AnimFurnAmbushStormBossFabricator:KYWD							0									
0074727C	zzzzStorm_CultistTunnels_Throne	Throne		4	000A56D8:FurnitureForce3rdPerson:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	006A0012:AnimFurn_ATX_HuntersThrone:KYWD							0									
0074D6EF	Storm_ElectricChair01	Electric Chair		2	0018F692:FurnitureClassRelaxation:KYWD	0077F115:AnimFurnStormElectricChairSitAnims:KYWD									0									
0075592E	Storm_BossArmChair	Goliath Braincase Throne		3	00030BB2:AnimFurnChairSitAnims:KYWD	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD								0									
00766AA3	MILE_StargazerTelescope	Stargazer's Telescope		3	000A56D8:FurnitureForce3rdPerson:KYWD	0065015D:ATX_FurnituretypePerception:KYWD	00766AA4:AnimFurnMILE_Telescope:KYWD								0									
0076BE70	SCORE_S17_Chair_Scout_Tube	Pioneer Scouts Inner Tube Chair	Premium	3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	0061DA38:AnimFurn_ATX_WavyWillards_Tube:KYWD								0									
0076BE71	SCORE_S17_Chair_SlocumJoe_Tube	Slocum's Joe Inner Tube Chair	Premium	3	00144A65:AnimFurnAllowEating:KYWD	0018F692:FurnitureClassRelaxation:KYWD	0061DA38:AnimFurn_ATX_WavyWillards_Tube:KYWD								0									
0076D191	PowerArmorFurniture_VaultPA_Full_No_Helmet_NONPLAYABLE	Power Armor		4	0003430B:FurnitureTypePowerArmor:KYWD	000BA2F6:FurnitureCantWait:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	0016FF02:IgnoreWorkbenchData:KYWD							0									
0076E154	SCORE_S17_WorkbenchCookingStove_StoneOven	Stone Oven Cooking Station	Premium	5	00091FD4:Workbench_General:KYWD	000A56D8:FurnitureForce3rdPerson:KYWD	00102152:Workbench_Crafting_Cooking:KYWD	0012F848:FurnitureScaleActorToOne:KYWD	00790FB7:AnimFurnWorkbenchCookingGrillNoSwitchOn:KYWD						2	WorkshopItemOverlap	32.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]			
0076E90A	Storm_MQ08_LostTubeFurniture			4	0006E9C7:FurnitureSpecial:KYWD	0012FD88:FurnitureAllowExitThroughGeometry:KYWD	001CC206:FurnitureAllowEnterThroughGeometry:KYWD	0076E90B:AnimFurnStorm_LostTube:KYWD							0									
00771DCA	SCORE_S17_CollectronPod_Scoutmaster	Scoutmaster Collectron Station		4	00021B18:IsSleepFurniture:KYWD	0007320B:DetectWhileSleepingKeyword:KYWD	000F9E1B:LinkTerminalRobot:KYWD	00101610:AnimFurnProtectronPod:KYWD							0									
