SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC
00651091	XPD_Pitt02_DOTSpell_Survivor02	Damage Over Time - Medium	
00651090	XPD_Pitt02_DOTSpell_Survivor01	Damage Over Time - Heavy	
00653FDD	SCORE_Lunchbox_XPSpell_Copy01	Very Well Rested	
00653FDE	SCORE_Pitt_Consumable_XPSpell	Pitt Consumable XP	
00653FDF	SCORE_PittConsumable_CarryCapacitySpell	Pitt Carry Boost	
00654957	XPD_Pitt02_ElectricChairSpell	Electricity	
00650155	ATX_BuffIntelligence	Intelligence Boost	
00650156	ATX_BuffPerception	Perception Boost	
00651B17	zzzE08B_DownedScrubberRads	E08B Radiation	
00651B18	E08B_ScrubberRads_Deadly	Deadly Radiation	
00656B02	E08B_ScrubberRads_Token	Radiation	
00662F2E	E08B_ScrubberRads_Deadly_Tapered	Deadly Radiation	
006663FB	SCORE_Banner_AutoRevive_ApplyPerk_Spell	¢Scout's Courage	Too full!
006663FC	SCORE_Banner_BattleCharged_OnKill_Spell	Adrenaline	
006663FA	SCORE_Banner_BattleCharged_Buff_Spell	Battle Charged!	
00666924	zzz_SCORE_Banner_BattleMedic_RestoreHealth_Spell	Battle Medic	
00666923	SCORE_Banner_Medic_Spell	¢Scout's Code	Too full!
00667767	SCORE_Banner_Vision_HighlightEnemies_ClientSpell	Detect Life	
00667766	SCORE_Banner_Driven_Spell	¢Scout's Code	Too full!
00667A2D	crGlowingTrogCloak	Radiation Cloak	
00667E74	FireHazardTriggerStrong_Spell	Fire Hazard	
00668298	crPerkTrogFireResist	Trog Fire Resist	
006686E7	zzz_SCORE_Banner_ProcVFX_OnKill_Spell	Firework Mess	Enemies have a chance to explode into fireworks!
006686E8	zzz_SCORE_Banner_ProcVFX_ApplyPerk_Spell	Firework Mess	Enemies have a chance to explode into fireworks!
0066912F	zzz_SCORE_Banner_BattleMedic_Perk_OnKill_Spell	Battle Medic Proc Effects	Enemies have a chance to explode into fireworks!
00669541	SCORE_Banner_Vision_Spell	¢Scout's Code	Too full!
006697EC	zzz_SCORE_Banner_BattleForged_RepairWeapon_Spell	Battle Forged	
006697ED	SCORE_Banner_Vision_HighlightEnemies_Spell	Detect Life	
006697EE	SCORE_Banner_Forged_Spell	¢Scout's Code	Too full!
00669826	zzz_SCORE_Banner_BattleHardened_RepairArmor_Spell	Repair All Equipped Armor Spell	
00669828	SCORE_Banner_Hardened_Spell	¢Scout's Code	Too full!
00669827	zzz_SCORE_Banner_BattleHardened_Perk_OnKill_Spell	Battle Hardened Proc Spell	Enemies have a chance to explode into fireworks!
0066EFD3	XPD_RadStormSpell	Radiation Storm	
0066F2F7	PITT_WallCameraShake	Camera Shake Spell	
00672082	ToxicHazardLethal_Spell	Lethal Toxic Hazard	
00674C07	XPD_RadStormSpell_CastOnPlayer	Radiation Storm	
006758FB	AbPowerArmorPerk_Union	Union PA Bonuses	
00655627	E09A_UltraciteAbom_RestoreHealth_Trigger	Rage Heal Trigger (Multiple)	
00658337	E09A_Mutation_ToxicBlood_UltramiteSpell	Toxic Blood	Poison hazard dropped on death
00658338	E09A_Mutation_ToxicBlood_ExplosionSpell	Toxic Explosion	
0065BB13	E09A_RadiationHazardVariable	Radiation	
00661FE1	E09B_Mutation_ElectricExplosion	ElectricallyCharged Mobs	
00661FE0	Mutation_ElectricMob	Electric Mobs	Electric damage attack
00661FE2	NukaSwiftSpell	Nuka Swift Speed	
006623E3	NukaColaTwist_Effect14	Nuka-Cola Twist	Nuka-Cola Twist
006623DB	NukaColaTwist_Effect06	Nuka-Cola Twist	Nuka-Cola Twist
006623D8	NukaColaTwist_Effect03	Nuka-Cola Twist	Nuka-Cola Twist
006623D6	NukaColaTwist_Effect01	Nuka-Cola Twist	Nuka-Cola Twist
006623E2	NukaColaTwist_Effect13	Nuka-Cola Twist	Nuka-Cola Twist
006623DC	NukaColaTwist_Effect07	Nuka-Cola Twist	Nuka-Cola Twist
006623E0	NukaColaTwist_Effect11	Nuka-Cola Twist	Nuka-Cola Twist
006623D7	NukaColaTwist_Effect02	Nuka-Cola Twist	Nuka-Cola Twist
006623DE	NukaColaTwist_Effect09	Nuka-Cola Twist	Nuka-Cola Twist
006623D9	NukaColaTwist_Effect04	Nuka-Cola Twist	Nuka-Cola Twist
006623DD	NukaColaTwist_Effect08	Nuka-Cola Twist	Nuka-Cola Twist
006623E1	NukaColaTwist_Effect12	Nuka-Cola Twist	Nuka-Cola Twist
006623DA	NukaColaTwist_Effect05	Nuka-Cola Twist	Nuka-Cola Twist
006623DF	NukaColaTwist_Effect10	Nuka-Cola Twist	Nuka-Cola Twist
0066275E	NukaColaTwist_Effect16	Nuka-Cola Twist	Nuka-Cola Twist
0066275D	NukaColaTwist_Effect15	Nuka-Cola Twist	Nuka-Cola Twist
00666EBD	E09D_AbDamageResist		
0066D02C	E09A_IMODTest	Test Imod Spell	
0066D186	zzz_NWOT_FortuneSpell_PositiveMinor	Lucky Fortune	
0066D187	zzz_NWOT_FortuneSpell_NegativeMinor	Un-Lucky Fortune	
0066D188	zzz_NWOT_FortuneSpell_Neutral	Neutral Fortune	
0066D189	NWOT_FortuneSpell_NegativeMajor	Un-Lucky Fortune	
0066D18A	NWOT_FortuneSpell_PositiveMajor	Lucky Fortune	
0066DBCD	UltraciteAbominationRaceSpell		
006746D4	E09B_ExplosiveFinishSpell	Explosive Finish	
006746D5	E09B_SillySoundsSpell		
00674BC0	E09A_MeleeAttackDamage_Smash		
00674C83	E09D_ConfettiDeathSpell	Confetti Death	
00674CEB	E09B_QuantumSpeed	Quantum Speed	
00675A0D	NWOT_Beneath_EarthquakeSpell	Camera Shake Spell	
0067733C	E09A_EarthquakeSpell	Camera Shake Spell	
0067733D	E09A_EarthquakeSpell_Long	Camera Shake Spell	
0067770F	SCORE_Banner_Reward_Spell	¢Scout's Call	Enemies have a chance to explode into fireworks!
0067770D	SCORE_Banner_ProcEffects_Spell	Battle Baner Procs	
0067770B	SCORE_Banner_OnKill_Spell	Battle Banner Proc Effects	Enemies have a chance to explode into fireworks!
0067AC0D	E09A_UltramiteHazardSpell		
0067B31B	ATX_COMP_NukaBuff_NukaAgent_BuffHealth	Nuka-Inspiration: Quantum	
0067B31C	ATX_COMP_NukaBuff_NukaAgent_BuffCharisma	Nuka-Inspiration: Classic	
0067B317	ATX_COMP_NukaBuff_NukaAgent_BuffApRegen	Nuka-Inspiration: Nukashine	
0067B31D	ATX_COMP_NukaBuff_NukaAgent_BuffXP	Nuka-Inspiration: Cranberry	
0067B318	ATX_COMP_NukaBuff_NukaAgent_BuffSneak	Nuka-Inspiration: Dark	
0067B31E	ATX_COMP_NukaBuff_NukaAgent_BuffLuck	Nuka-Inspiration: Twist	
0067B31F	ATX_COMP_NukaBuff_NukaAgent_BuffAp	Nuka-Inspiration: Grape	
0067B319	ATX_COMP_NukaBuff_NukaAgent_BuffRadResist	Nuka-Inspiration: Orange	
0067B320	ATX_COMP_NukaBuff_NukaAgent_BuffPerception	Nuka-Inspiration: Wild	
0067B321	ATX_COMP_NukaBuff_NukaAgent_BuffDiseaseResistance	Nuka-Inspiration: Vaccinated	
0067B31A	ATX_COMP_NukaBuff_NukaAgent_BuffEndurance	Nuka-Inspiration: Cherry	
0067BBAC	cr_Heart_Boss_DamageReduction	Heart of the Swarm Boss Buffs	
00677709	XPD_Pitt02_Radstorm_AmbientRadiationSpell	Ambient Radiation	
0067F09E	NukaColaCandy_LuckyBreakEffect	Lucky Break	Lucky Break
0067F09F	NukaColaCandy_StrengthEffect	Sugar Strength	Sugar Strength
0067F0A1	NukaColaCandy_SugarVisionEffect	Sugar Vision	Sugar Vision
0067F0A0	NukaColaCandy_SugarRushEffect	Sugar Rush	Sugar Rush
0067F96C	zzzcrDailyOps_ZetanInquisitoBuffSpell	Zetan Inquisitor Heal Field	
0067F96D	zzzcrDailyOps_ZetanInquisitorCloakSpell	Zetan Inquisitor Buff	
0067F96E	cr_Heart_Grafton_DamageReduction	Heart of the Swarm Boss Buffs	
00683DF6	zzz_MutatedEvents_PoisonCloudHealSpell	Poison Cloud Heal	
00684BA8	zzz_MutatedEvents_PoisonCloudDamageSpell	Poison Cloud Cloak Damage	
00685972	zzz_MutatedEvents_FieryInfusion_FireDamageSpell_Tier1	Fire Damage	
00686FB2	NWOT_FortuneSpell_Cooldown	Fortune Cooldown	
0068ADFA	NWOT_Nukacade_RewardPointsSpell		
0068CC25	DailyOps_Mutation_FreezingTouch_SlowSpell	Freezing Touch	Slow targets down on attack
0068DE00	E09A_EarlyDeathPreventionSpell		
00692277	Legendary_FreezeSpell_ColdShoulder	CryoFreeze	
006939DF	ATX_COMP_Scarberry_Blessing_XPBonusSpell	Blessing of the True Mothman	
006982EA	zzz_MutatedEvents_FieryInfusion_FireDamageSpell_Tier3	Fire Damage	
006982E9	zzz_MutatedEvents_FieryInfusion_FireDamageSpell_Tier2	Fire Damage	
006A25D3	DailyOps_Mutation_ReflectiveSkin_SFXSpell	Reflective Skin SFX	
0068C4B0	zzz_DailyOps_Mutation_LastStand	Last Stand	
0068C4B3	zzz_DailyOps_MutationSpell_LastStand_ApplyShader	Last Stand - Spell	
0068C8A6	DailyOps_Mutation_DangerCloud_DMGSpell	Danger Cloud - Spells	
0068C8A5	DailyOps_Mutation_DangerCloud	Danger Cloud	Harms HP and AP of nearby players
0068F389	crOguaRaceAbilities	Ogua Racial Abilities	
0068F38A	crOguaShellHideSpell	Hiding In Shell	
006A0643	zzz_MOON_BlueDevilHowl	Blue Devil Howl	
006A38A5	MOON_Ambush_SPLL_CargoCooldown	Deposited Recently	
006ABA13	MOON_Ambush_SPLL_CameraShake	Camera Shake Spell	
006B4495	MOON_Ambush_Sanctifier_AbDamageResist		
006B44A5	Moon_Herd_ScreenEffectSpell	Mixed Signals Screen Effect	
006B682F	MOON_OguaDamageResist		
006B691A	ATX_COMP_Roast_Proof_JoeyBello_Buff	Roast Proof	
006B6925	CritCryo_ColdShoulder		
006B90D1	MOON_Ambush_SPLL_InteractionSoundCooldown	Deposited Recently	
006B9D1D	zzz_MOON_Ambush_SPLL_BrahminDepositPerkApply	MOON_Ambush_BrahminPerkApply	
006C3003	MOON_BlueDevil_DamageResist		
006C449D	FlameThrowerFireHazardSpellBlue	Strong Fire Hazard	
006CC9A9	Moon_Herd_DismemberActorSpell		
006E1B1A	AbHungerThirstTier	Hunger Thirst Tier	
006B35AA	DEL_crJerseyDevilHealthStealSpell	Jersey Devil Health Steal Spell	
006B35AB	DEL_crDevilHeal_Copy01	Drain Blood	
006D5F03	AbPerkScienceExpert	Pyro-Technician	
006D5F02	AbPerkScience	Science!	
006D5F04	AbPerkScienceMaster	Cryologist	
006E23AA	CritLightning		
006EBCD7	CircuitbreakerImpactSpell	Circuitbreaker Stun	
006EBCD8	CircuitbreakerExplosionSpell	Circuitbreaker Explosion	
006EE8E2	ATX_COMP_Junko_Cooking_FoodDrinkSpell	Grandma's Home Cooked Meal	
006FD098	CritLightning_CircuitBreaker		
006B3A40	XPD_OvergrownPollinatorHeal_Heal	Healing Cloak	
006B3A41	zzz_XPD_OvergrownPollinatorDamage_Damage	Healing Cloak	
006B3A42	zzz_XPD_OvergrownPollinatorDamageCloak	Poison Cloak	
006B3A43	XPD_OvergrownPollinatorHealCloak	Poison Cloak	
006B52B0	DEL_crJerseyDevilVampiricSpell	Jersey Devil Health Restore Spell	
006B52AF	zzz_crDevilHeal	Drink Blood	
006BCA2C	XPD_OvergrownThorn_DeathExplosion		
006C332C	XPD_OvergrownTank_SlowAbility	Overgrown Elder Slow	
006C332D	zzz_XPD_OvergrownPollinatorHealSpell	Flatwoods Heal Friend	
006CCC2A	CUT_NeedleSMG_Spell_3	Needle splash level 3	
006CCC2B	CUT_NeedleSMG_Spell_1	Needle splash level 1	
006CCC2D	CUT_NeedleSMG_Spell_0	Needle splash level 0	
006CCC29	CUT_NeedleSMG_Spell_2	Needle splash level 2	
006CCC2C	CUT_NeedleSMG_Spell_4	Needle splash level 4	
006D6228	XPD_AC02_ObjMod_SolveLocks_PoisonGasSpell	Poison Gas	
006DEBE0	crOvergrownThornSelfSlow	Thorn Slow	
006E359B	crOvergrownElderHulkingPresence	Hulking Presence	
006E359C	crOvergrownFireWeakness	Rusher Slow	
006E4E37	XPD_AC_JulianSmokebombCooldownSpell	Julian Smoke bomb invisibility	
006E4E35	XPD_AC_JulianSmokebombStartTimer	Julian Smoke Bomb	Julian periodically uses a smoke bomb to go into a stealthy state
006E4E36	XPD_AC_JulianSmokebombInvisibleSpell	Julian Invisible Spell	
006E77CB	XPD_AC02_Blackout	Blackout	You're blacking out!
006EF3F7	zzz_XPD_OvergrownPollinatorHealTarget	Overgrown Heal Ally	
006F4DB0	XPD_AC_AbArmor_ElectricalFire_VFXSpell	Electrical Fire VFX	
006FB704	AbRaceJerseyDevil		
006FC2BB	DEL_crJerseyDevilAPDrainx30Spell	Jersey Devil AP Drain x30 Spell	
006FC2BC	DEL_crLesserDevilAPDrainx10	Lesser Devil AP Drain	
006FC2BA	DEL_crJerseyDevilAPDrainx10Spell	Jersey Devil AP Drain x10 Spell	
00713F52	AC_MQ02_ThrowingKnifeSpell	Throwing Knife	
00717EA9	AC_MQ02_Stage_TeammateTeleportBlackout	Teammate Teleport Blackout	You're blacking out!
0072A010	crOvergrownRadResistance	Radiation Resistance	
0072A4F4	XPD_OvergrownPollinatorHealBombSpell	Overgrown Heal Bomb	
0072A623	AC_SQ03_Custodial_SlowSpell	Slow	Slow movement
0073450D	NPE_CharGen_VaultFed_BonusXP	Reclamation Day!	
0073982B	DEL_crJerseyDevilAPDrainx20Spell	Jersey Devil AP Drain x20 Spell	
0073A9C4	crOvergrownMoonflowerPoisonCloak_XPD_AC	Poison Cloak	
0073A9C3	crOvergrownMoonflowerPoisonCloakDamage_XPD_AC	Moonflower Spore Cloud	
0073BE72	XPD_OvergrownPollinatorHeal_HealVFX_Self	Healing Cloak	
007456F1	DEL_crJerseyDevilExtractBloodCloakSpell	Jersey Devil Extract Blood Cloak Spell	
007456F2	DEL_crJerseyDevilExtractBloodSpell	Jersey Devil Extract Blood Interaction Spell	
0074975E	XPD_OvergrownMoonflower_DeathExplosion		
0074ECB7	crJerseyDevilEscapeStaggerSpell	Jersey Devil Escape Stagger Spell	
007521E7	ATX_COMP_HumanRobotInterface_Adelaide_Spell_Romance	Human/Robot... "Interfacing"	
007521E8	ATX_COMP_HumanRobotInterface_Adelaide_Spell	Human/Robot Interfacing	
00769737	XPD_AC_FloodedCityWater	Water Radiation	
0076A696	XPD_OvergrownPollinatorVFXSpell	Healing Cloak	
0076A695	XPD_OvergrownPollinatorVFXCloak	Pollinator VFX Applying Spell	Cloak to apply VFX onto the Pollinators. This applies the OvergrownPollinatorVFXSpell, which handles the actual VFX.
0076B52E	MothmanEnlightenmentXPBonusSpell	Wisdom of the Mothman	
0076CCD7	ATX_COMP_HumanRobotInterface_Adelaide_Spell_RomanceFadeToBlack	Human/Robot... "Interfacing"	
007700E9	DEL_crDevilHeal	Drink Blood	
0069CF37	HealthHazard	Health Hazard	
006B2E6C	Storm_RegionBoss_PlayerSpell		
006B2F49	zzzEN07_StormPostNewRadWeatherSpell	Nuclear Fallout Radiation	
006B2F4A	EN07_StormFlashSpell	Storm Nuke Flash	
006B3C3C	Storm_Mutation_Electric	Electric	Electric
006B3C3D	ZZZ_Storm_RadStormSpell	Storm Radiation Storm	
006B3C3E	Storm_Mutation_ElectricDamageSpell	Electric	Electric
006B3C3B	Storm_NukedStormMutationCloakSpell	Apply Buff to Nearby Enemies	
006BECAA	RobotSelfDestructSpell	Robot Self Destruct	This spell will cause a robot to self destruct when added.
006BECB3	WeaponTestingGym_DamageResistPerk1		
006BECB6	WeaponTestingGym_DamageResistPerk4		
006BECB4	WeaponTestingGym_DamageResistPerk2		
006BECB5	WeaponTestingGym_DamageResistPerk3		
006C8735	crLostLightningBust	Lightning Explosion	
006C99DA	Storm_LosthealEffect	lostHealeffect	
006C99D9	zzzStorm_LostHealCloak	Lost Heal	
006E2D16	Storm_SE04_DamageReductionSpell	Damage Reduction	
006E31F6	TestRange_DummySpell	DummySpell	
006E31F5	DummyHealing_Spell	Dummy Healing Spell	
006E9220	Storm_MQ08_HallucGas_PlayerSpell	Hallucinagenic Gas	
006E9221	Storm_MQ08_HallucGas_ShadowSpell	Shadow	
006EDFC5	ElectricalHazardLight	Light Electricity	
006F6652	AbRaceStormBoss	Storm Boss Abilities	
006FA0B2	Storm_ElectricDamage_Shock	Electric Damage Shock	
00727CD0	LostAbilities	Perception Boost	
0072E469	WaterFountainDrinkingClean	Water	
00733DAA	zzzStorm_E01_BossSpell		
00739AE7	Storm_MQ13_FadeToBlackSpell		
00739AE8	Storm_MQ13_ElectricArcSpell		
00739AE9	Storm_MQ13_PlayerSpell		
00752FA0	Storm_PoisonSpell	Poisonous Sludge	
0075C200	AbRaceRadTurkey	RadTurkey Abilities	
0075DF70	zzz_Tempest_TeamAPSpell	Tempest Armor	
0075E508	zzzStorm_E01_ChargedCreatureSpell		
0076B175	MILE_CaravanIntro_FlareSpell	Flare Spell	Spell that fires a flare at a target
0076B4FC	Storm_RegionBoss_RankUpFX_Spell		
0076C206	ChainLightningSpell	Chain Lightning	
0076CABF	ElectricalHazardStrong	Strong Electricity	
0076D5F0	Storm_MQ13_HugoClonesSpell	Hugo Clone Abilities	
0076D5F1	Storm_MQ13_HugoSpell	Hugo Abilities	
0076E2D7	Storm_MQ08_HallucGas_PlayerSpell_DEBUGONLY	Hallucinagenic Gas	
0076ED17	StormCutterExplosionSpell	StormCutter Explosion	
0076ED1A	StormCutterImpactSpell	StormCutter Stun	
0077094C	Storm_MQ13_WeatherMachineTriggeredSpell		
00773652	Storm_MQ13_HugoStealth	Hugo Stealth	
00773651	Storm_MQ13_FlashBangSpell		
0077D52D	crOvergrownBossPoisonCloak_XPD_AC_DailyOps	Poison Cloak	
0077EE62	PoisonRadturkey	Toxic Radturkey Poison	
00783158	Storm_MQ08_LostSpell		
0078329F	Storm_MQ03_DismemberHandSpell		
00786E0A	E01F_Fasnacht_SpeedMultSpell	Swift-Footed	Faster movement, reload & melee speed
00787E9F	Storm_E01_BossBabySpell		
00790E0D	ElectricalHazardFatal	Fatal Electricity	
0079182B	Storm_RegionBoss_ElectricalHazardLight	Neuro Warfare: Light Electricity	
0079182A	Storm_RegionBoss_ElectricalHazardStrong	Strong Electricity	
00797E69	zzz_GHL_AbPerkGlowingGut	Rad Bonus	
00797E67	GHL_AbPerkBattleGenes	Battle Genes Perk	
00797E6B	GHL_AbPerkRadioactiveStrength	Radioactive Strength	
00797E6C	zzz_GHL_AbBreatheItIn_Spell	Breathe It In	
00797E68	GHL_AbPerkActionGhoul	Action Ghoul	
00797E65	zzz_GHL_AbPerkTunnelRunner	TunnelRunner	
00797E66	GHL_AbPerkUnitedOrdeal	United Ordeal	
00797E6A	GHL_AbRadioactiveStrengthUse	Radioactive Strength	
0079801D	GHL_LGN_AbPerkActionDiet02	Kill Heal & Satisfy Feral	
0079801C	GHL_LGN_AbPerkActionDiet01	Kill Heal & Satisfy Feral	
0079801E	GHL_LGN_AbPerkActionDiet04	Kill Heal & Satisfy Feral	
0079801F	GHL_LGN_AbPerkActionDiet03	Kill Heal & Satisfy Feral	
007981FC	zzz_GHL_LGN_AbWildCardFreezeSpell	Wild Card Freeze Spell	
007981FD	zzz_GHL_LGN_AbWildCardPoisonSpell	Wild Card Poison Spell	
007981FF	zzz_GHL_LGN_AbWildCardRadiationSpell	Wild Card Radiation Spell	
007981FE	zzz_GHL_LGN_AbWildCardFireSpell	Wild Card Fire Spell	
007981FA	zzz_GHL_LGN_AbWildCardMasterSpell	Wild Card Master Spell	
007981FB	zzz_GHL_LGN_AbWildCardExplosionSpell	Wild Card Explosion Spell	
0079841C	GHL_AbRadioactivePowerSpell	Radioactive Power	
0079841D	GHL_AbPerkRadiationPower	Radiation Power	
0079844A	GHL00_Quest_Blackout_Spell	Blackout	You're blacking out!
00799B0B	GHL_abPerkBreatheItIn	Breathe It In	
00799DFB	GHL_AbPerkMadScientist	Mad Scientist	
0077B587	Conductor_ChargeCounter	Conductor Charge Counter	
0077B588	RestoreHungerThirstLightMealSpell01	Light Meal	Light Meal
0077B58B	RestoreHungerThirstLightMealSpell02	Light Meal	Light Meal
0077B589	Conductor_FullyCharged	Conductor Fully Charged	
0077B58D	Conductor_ExplosionSpell	ConductorExplosionSpell	
0077B58A	zzz_DeletedSpell02		
0077B58C	zzz_DeletedSpell		
00785682	MILE_CaravanEscort_CleanupSpell		
00793525	MILE_Caravan_Tier03_AbDamageResist		
00793526	MILE_Caravan_Tier02_AbDamageResist		
0079A513	GHL_AbPerkJaguarSpeed	Jaguar Speed	
007A1449	zzz_crSSE_BeezlebabyCloak	Slowing Cloak	
007A144A	zzz_SSE_SlowSpeedHazard	Slowing Pollen	
007A18ED	GHL_AbPerkBombScientistRadius	Explosion Radius	
007A18EE	zzz_GHL_AbPerkBombScientist	Bomb Scientist	
007A18EC	GHL_AbBombScientistSpell	Bomb Scientist Rads Power	
007A76BC	GHL_SURV_AbGlowSpell	Glow	
007A76BD	zzz_GHL_SURV_AbGlowAbility	Glow	
007A76BE	GHL_SURV_FeralLosingIt_VisionVFX_Ability		
007A76BF	GHL_SURV_FeralOdd_VisionVFX_Ability		
007A76C0	GHL_SURV_FeralStrange_VisionVFX_Ability		
007A76C1	GHL_SURV_FeralCrazy_VisionVFX_Ability	Crazy Vision	
007A76C2	GHL_SURV_Feral_AbilityBACKUP	Hunger	
007A76C3	GHL_SURV_Feral_Ability	Feral	
007A76C4	GHL_AbFeralTier	Ghoul Feral Tier	
007A76C5	GHL_SURV_FeralMax_VisionVFX_Ability	Feral Strength	
007A7C41	GHL_AbDisguisePenaltyUI	Disguise	
0079C8A9	PerkMedicSpell	Medic	
007A0C61	MILE_BrahminUpgradeSpell_HealthRegen01		
007A888A	GHL_AbPerkBloodyVats	Bloody VATS	
007A888B	GHL_AbPerkFaultySpots	Faulty Spots	
007ABE06	GHL_AbScienceMonsterSpell	Science Monster Rage	
007ACD3A	GHL_SURV_AbRadsHeal	Rad Heals Health	
007ACD3B	GHL_SURV_RadiationImmunity	Radiation Heals	
0077459E	RD01_Enc01_PreventLimbDamageCloakSpell	Prevent Limb Damage	
0077459F	RD01_Enc01_MegaDamageSpell	Mega Damage	
007852AD	RD01_Enc01_DamagingFloorSpell	Electrified Floor	
0078A650	ZZZ_RD01_Enc05_PylonDamageSpell	Security Pylon Damage	
00792EB3	DEL_RD01_Weapon_UltraciteTerrorSword_AcidAttackSpell	Ultracite Terror Sword Acid Attack Spell	
00793E3B	DEL_RD01_Workshop_PowerGenerator_Ultracite_ElectricitySpell	Ultracite Generator Electricity Spell	
00793F03	zzzLegendary_Weapon_IcemensFreezeSpell	Icemens Freeze Spell	Slow targets down on attack
007954F3	RD01_PowerArmor_UltraciteBracers_PoisonAttack	Poison Attack	
007954F5	RD01_PowerArmor_Reflection_HitSpellAttacker	Reflection Assembly Bleed Spell	
007954F6	zzz_RD01_PowerArmor_Reflection_HitSpellBleed	Reflection Assembly Bleed Spell	
007954F4	RD01_PowerArmor_UltraciteBracers_RADAttack	Radiation Attack	
00795779	Legendary_Weapon_FracturersExplosionSpell	Fracturers Explosion Spell	
0079724E	RD01_Enc05_UltraciteCrystalHazardSpell	Ultracite Hazard	
00797BA6	Legendary_PowerArmor_ChooChooCloakSpell	Choo-Choo's Cloak Spell	
00797BA7	Legendary_PowerArmor_ChooChooHitSpell	Choo-Choo's Bloody Mess Spell	
00797BA9	DEL_WIP4_Legendary_Weapon_DuelistsVATSSpell	Legendary Duelists Lighting	
007998F4	DEL_WIP4_Legendary_Weapon_StunningStunSpell	Apply Legendary Stunning Spell	
0079B222	Legendary_Armor_TankyDebuffSpell	Tanky's Damage Debuff Spell	
0079B57B	Legendary_Armor_MiasmaCloakSpell	Miasma	
0079B8C7	DEL_WIP4_Legendary_Armor_AeroFlightFortifySpell	Aero Flight Apply Spell	
0079B98B	Legendary_PowerArmor_ReflectiveRecieveSpell	Reflective Armor Recieve Ballistic Damage Spell	
0079B98A	Legendary_PowerArmor_ReflectiveReflectSpell	Reflective Armor Reflect Ballistic Damage Spell	
0079BDC7	DEL_WIP4_Legendary_Armor_PolishedApplyPerkSpell	Apply Legendary Polished Spell (Armor)	
0079C1D8	AbEpicCloak	AbEpicCloak	
0079C1D9	AbEpicBurn	AbEpicBurn	
0079C1DA	AbEpicBurnDoT	AbEpicBurnDoT	
0079C1DB	AbEpicVampire	AbEpicVampire	
0079C1DC	AbEpicSpeed	AbEpicSpeed	
0079C381	AbEpicFrenzy	AbEpicFrenzy	
0079C389	AbEpicEnergetic	AbEpicEnergy	
0079C388	AbEpicEnergeticDoT	AbEpicEnergyDoT	
0079C812	AbEpicAbsorbingExplosive	AbEpicAbsorbExplosive	
0079C814	AbEpicAbsorbingMelee	AbEpicAbsorbMelee	
0079C813	AbEpicAbsorbingApplyHealth	AbEpicAbsorbHealth	
0079C815	AbEpicAbsorbingEnergy	AbEpicAbsorbEnergy	
0079C816	AbEpicAbsorbingFire	AbEpicAbsorbFire	
0079C811	AbEpicAbsorbingBallistic	AbEpicAbsorbBallistic	
007A2BAA	PT_RaidTeamBonus	Raid Team Bonus	
007A7702	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_ArmLeft	Apply Legendary Polished Damage Resist Spell (Left Arm)	
007A7701	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_LegRight	Apply Legendary Polished Damage Resist Spell (Right Leg)	
007A76FF	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_Torso	Apply Legendary Polished Damage Resist Spell (Torso)	
007A7703	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_ArmRight	Apply Legendary Polished Damage Resist Spell (Right Arm)	
007A7700	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_LegLeft	Apply Legendary Polished Damage Resist Spell (Left Leg)	
007A83ED	crRD01_Enc06_ScorchtongueProjectileHazard	Poisonous Sludge	
007AA9B5	RD01_Enc06_LavaHazard_Spell	Fire Hazard	
007AAD21	DEL_WIP4_Legendary_PowerArmor_AutoRepairSpell	Apply Legendary Auto Repair Spell	
007ABE17	SentryBot_FusionCorePerkSpell		
007AC46B	Legendary_Weapon_ElectriciansExplosionSpell	Electrician's Weapon Explosion	
007AD050	crHoneyBeastBehemothHulkingPresence	Hulking Presence	
007AC998	AbPerkFirstAid	First Aid	
007AC9DD	DEL_WIP4_Legendary_Weapon_ToppersApplyReloadSpell	Toppers Reload Spell	
007ACA0A	Legendary_Weapon_PinPointersDamageSpell	Electricians Explosion Spell	
007ACAFF	AbPerkSerendipity	Serendipity	
007ACAFC	AbAdamantiumSkeleton	Adamantium Skeleton	
007ACB0D	Legendary_Weapon_ConductorsPlayerRestoreSpell	Conductor's Player Restore Spell	
007ACB47	RD01_Enc01_DamagingFloorTelegraphSpell	Electrified Floor Activating	
007ACBF9	Legendary_Weapon_EncirclersFortifyDMGSpell	Encircler's Fortify Damage Spell	
007ACBF8	Legendary_Weapon_FencersBuffMeleeSpell	Fencer's Melee Buff Spell	
007ACD70	Legendary_PowerArmor_RejuvenatorsTeamAP&HPSpell	Rejuvenator's Team Spell	
007ACD71	DEL_WIP4_Legendary_PowerArmor_RejuvenatorsPlayerSpell	Rejuvenator's Player Spell	
007ACD80	DEL_WIP4_Legendary_PowerArmor_RejuvenatorsCloakSpell	Rejuvenator's Cloak Spell	
007ACE54	zzz_WIP4_Legendary_PowerArmor_AegisPlayerResistsSpell	Aegis Player Spell	
007ACE55	Legendary_PowerArmor_AegisTeamSpell	Aegis Team Spell	
