ACTI_FormID	ACTI_EDID	ACTI_FULL	XALG_Flags	CanBeInstanced	KeywordCount	PropCount	VMAD_ScriptCount	VMAD_Scripts
00752AEA	Storm_VisitorsMapTable_Animated	Shenandoah Map Table		False	0	0	0	
00752E07	zzz_Storm_Specimen_In_A_Jar	Specimen in a Jar		False	0	0	0	
00755959	Vault_KlaxonLight01_AutoOn			False	0	0	0	
00756ACD	Storm_Atrium_EntranceButton	Secret Wall Button		False	0	0	0	
00757615	ATX_Weather_WeatherStation_Storm_SkylineValley	Weather Control Station (Skyline Valley)	Premium	False	0	0	0	
00759C5A	SlideProjectorCommunistCamp	Projector		False	0	0	0	
0075C57C	ATX_WorkshopChassisDisplay_V63	V63 Chassis Display Frame	Premium	False	0	0	0	
0075DE17	Storm_MQ04_DotMatrixPrinter	Printer		False	0	0	0	
0075DE16	Storm_MQ04_HugoPt1_BrailleNote_Activator	Braille Note		False	0	0	0	
0075FE99	Storm_Weather_Entrance_Door_Activator	Blast Door		False	0	0	0	
0076104E	Storm_SerumExtractionMachine01	Serum Extractor		False	0	0	0	
00761067	MILE_DropBox	Dropbox		False	0	0	0	
007623C3	Storm_Trust_HandScanner	Hand Scanner		False	0	0	0	
007637B7	LostTubeProxyCluster01_L1			False	0	0	0	
007637BE	LostTubeProxy01_L1			False	0	0	0	
007637B4	LostTubeProxy02_L1			False	0	0	0	
007637B9	LostTubeProxyClusterL01_L2			False	0	0	0	
007637B6	LostTubeProxy02_L3			False	0	0	0	
007637BD	LostTubeProxyClusterL02_L3			False	0	0	0	
007637C1	LostTubeProxyClusterR01_L3			False	0	0	0	
007637C6	LostTubeProxyClusterR02_L1			False	0	0	0	
007637C7	LostTubeProxyR02_L1			False	0	0	0	
007637BA	LostTubeProxyClusterL01_L3			False	0	0	0	
007637C0	LostTubeProxy01_L3			False	0	0	0	
007637BC	LostTubeProxyClusterL02_L2			False	0	0	0	
007637C4	LostTubeProxyClusterR02_L2			False	0	0	0	
007637C9	LostTubeProxyR01_L1			False	0	0	0	
007637C5	LostTubeProxyClusterR01_L1			False	0	0	0	
007637C8	LostTubeProxyR01_L2			False	0	0	0	
007637BF	LostTubeProxy01_L2			False	0	0	0	
007637CC	LostTubeProxyR01_L3			False	0	0	0	
007637B8	LostTubeProxyClusterL01_L1			False	0	0	0	
007637CB	LostTubeProxyR02_L3			False	0	0	0	
007637C2	LostTubeProxyClusterR02_L3			False	0	0	0	
007637CA	LostTubeProxR02_L2			False	0	0	0	
007637C3	LostTubeProxyClusterR01_L2			False	0	0	0	
007637B5	LostTubeProxy02_L2			False	0	0	0	
007637BB	LostTubeProxyClusterL02_L1			False	0	0	0	
0076567A	DailyOps_UtiMetalDoor_Activator	Exit Daily Ops		False	0	0	0	
00767AC9	Storm_LaserBarrier_Synced_512			False	0	0	0	
00767ACA	Storm_LaserBarrier_Synced_896			False	0	0	0	
00767ACB	Storm_LaserBarrier_Synced_1664			False	0	0	0	
00768740	ATX_Storm_Vault63Door_ACTI	Vault 63 Door Display	Premium	False	0	0	0	
0076AFEB	Storm_MQ13_WeatherChamberExitTrigger	Weather Chamber		False	0	0	0	
0076B53C	SCORE_S17_FloorDecor_Telegraph	Telegraph	Premium	False	0	0	0	
0076B545	SCORE_S17_WorkshopGeneratorSmall_Tato	Tato Generator	Premium|Camera Weapon Detectable	False	0	0	0	
0076BE67	SCORE_S17_Lights_TatoLamp	Tato Lamp	Premium	False	0	0	0	
0076C7B6	SCORE_S17_CAMP_FloorDecor_OutdoorMovieProjector	Outdoor Movie Projector	Premium	False	0	0	0	
0076D04F	SCORE_S17_WorkshopDisplay_Wall_FlairDisplay_Antlers	Antler Flair Display	Premium	False	0	0	0	
0076D8BB	SCORE_S17_FloorDecor_ChemistrySet	Chemistry Set	Premium	False	0	0	0	
0076DA32	Storm_SlumberMillMotelSign_Anim			False	0	0	0	
0076E157	SCORE_S19_Workshop_PowerSwitch_Plunger	Dynamite Plunger Switch	Premium	False	0	0	0	
0076E15B	Storm_MQ08_DrugLab_FeralLostActivator	Sedated Feral Lost	Camera Weapon Detectable	False	0	0	0	
0076E15C	Storm_MQ08_VatStorageHandlerDummy	Default Dummy		False	0	0	0	
0076E15A	Storm_MQ08_Surgery_FeralLostActivator	Sedated Feral Lost	Camera Weapon Detectable	False	0	0	0	
0076E53F	Storm_TrapBook01	Book		False	0	0	0	
0076ED10	Storm_MQ04_ComaTrigger	Cassidy		False	0	0	0	
0076ED77	storm_WeatherLabComputer	Huntmaster		False	0	0	0	
0076EF9E	Moth_DisplayCase_MothsOfWestVirginia_Cabinet	Moths of West Virginia Display Cabinet		False	0	0	0	
0076F41E	PlastiformVaultboyElf	Plastiform Vault Boy Elf		False	0	0	0	
0076F422	PlastiformSnowman	Plastiform Snowman		False	0	0	0	
0076F966	Moth_DisplayCase_MothsOfWestVirginia_Board	Moths of West Virginia Mounting Board		False	0	0	0	
0076FC46	Storm_LightningHarvesterActicatorTest	Lightning Harvester Tester		False	0	0	0	
007703C6	Score_S17_Refrigerator_CampingCooler	Camping Cooler	Premium	False	0	0	0	
00771774	Storm_VisitorsMapTable_Animated_SetDressing	Shenandoah Visitor Interactive Map		False	0	0	0	
00771935	MN2_Pyre02_Grounds	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00771936	MN2_Pyre00_Start	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00771939	MN2_BlackForkTrigger	Box of Forks		False	0	0	0	
00771932	MN2_OrangeForkTrigger	Box of Forks		False	0	0	0	
00771934	MN2_TreatBowl	Candy Bowl	Skip HAVOK on Load	False	0	0	0	
00771933	MN2_Bonfire01_Forest	Bonfire	Skip HAVOK on Load	False	0	0	0	
00771938	MN2_Pyre01_Forest	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00771931	MN2_GraffitiTrigger	Wall		False	0	0	0	
00771937	MN2_Pyre03_Helipad	Mischief Pyre	Skip HAVOK on Load	False	0	0	0	
00772F01	StormMemorialPlaqueTrigger	Memorial Plaque		False	0	0	0	
00773E14	ATX_FusionCoreRecharger_VaultTec	Vault-Tec Fusion Core Recharger	Premium	False	0	0	0	
00773E16	zzz_ATX_Utility_BeerMysteryMachine	Beer Mystery Machine	Premium	False	0	0	0	
00773E15	ATX_Utility_NukaColaCryoFreezer	Nuka-Cola Cryo Freezer	Premium	False	0	0	0	
0077426F	ATX_Shelters_Door_SummerCamp_Large	Summer Camp Entrance	Premium	False	0	0	0	
0077468D	ATX_NeonSignBlueRidgeCaravan	Blue Ridge Caravan Neon Sign	Premium	False	0	0	0	
0077468C	ATX_WorkshopPlayerVendingMachine_BlueRidgeVendorBot_Copy01_Copy01	Blue Ridge Vendor Bot Vending Machine	Premium	False	0	0	0	
0077B59F	SCORE_S17_WallDecor_PoweredPoster_EndOfSeasonArt	Framed Skyline Valley Wall Art	Premium	False	0	0	0	
0077B59E	SCORE_S17_Light_ScoutEmblem	Scout Emblem Light	Premium	False	0	0	0	
0077D815	ATX_WorkshopPlayerVendingMachine_BlueRidgeVendorBot	Blue Ridge Vendor Bot Vending Machine	Premium	False	0	0	0	
0077E89D	Storm_NatGas_BurstPipeHalf1Way	Pipe		False	0	0	0	
0077F36C	Storm_WeatherStation_EntranceButton	Blast Door		False	0	0	0	
0077F79C	Storm_MQ03_LostHandScanner	Hand Scanner		False	0	0	0	
007808BB	FI_SurvivalTent_VintageCamper_PunchCardMachine	Punch Card Machine		False	0	0	0	
007812AD	Storm_MQ04_HugoPt1_FuseBox_Box	Fuse Box		False	0	0	0	
00780458	ATX_FloorDecor_TurkeyBuzzard_Copy01	Turkey Buzzard	Premium	False	0	0	0	
007813E2	zzzATX_Shelters_Door_TriumphTerraceHousingDevelopment_Small	Triumph Terrace Housing Development Entrance	Premium	False	0	0	0	
007813E3	ATX_Weather_WeatherStation_Mothman	Weather Control Station (Mothman)	Premium	False	0	0	0	
007817B5	ATX_SuperDuperMartLetter_Kit_Apostrophe	Super Duper Letters - Apostrophe	Premium	False	0	0	0	
007817C9	ATX_SuperDuperMartLetter_Kit_Period	Super Duper Letters - Period	Premium	False	0	0	0	
007817B6	ATX_SuperDuperMartLetter_Kit_B	Super Duper Letters - B	Premium	False	0	0	0	
007817BE	ATX_SuperDuperMartLetter_Kit_F	Super Duper Letters - F	Premium	False	0	0	0	
007817C8	ATX_SuperDuperMartLetter_Kit_P	Super Duper Letters - P	Premium	False	0	0	0	
007817B1	ATX_SuperDuperMartLetter_Kit_8	Super Duper Letters - 8	Premium	False	0	0	0	
007817A9	ATX_SuperDuperMartLetter_Kit_0	Super Duper Letters - 0	Premium	False	0	0	0	
007817AE	ATX_SuperDuperMartLetter_Kit_5	Super Duper Letters - 5	Premium	False	0	0	0	
007817BB	ATX_SuperDuperMartLetter_Kit_E	Super Duper Letters - E	Premium	False	0	0	0	
007817CA	ATX_SuperDuperMartLetter_Kit_Plus	Super Duper Letters - Plus	Premium	False	0	0	0	
007817D8	ATX_WorkshopPlayerVendingMachine_SuperDuperMartRegister	Super Duper Mart Register Vending Machine	Premium	False	0	0	0	
007817CB	ATX_SuperDuperMartLetter_Kit_Q	Super Duper Letters - Q	Premium	False	0	0	0	
007817CC	ATX_SuperDuperMartLetter_Kit_Question	Super Duper Letters - Question	Premium	False	0	0	0	
007817B9	ATX_SuperDuperMartLetter_Kit_D	Super Duper Letters - D	Premium	False	0	0	0	
007817AF	ATX_SuperDuperMartLetter_Kit_6	Super Duper Letters - 6	Premium	False	0	0	0	
007817B4	ATX_SuperDuperMartLetter_Kit_Ampersand	Super Duper Letters - Ampersand	Premium	False	0	0	0	
007817BD	ATX_SuperDuperMartLetter_Kit_Exclamation	Super Duper Letters - Exclamation	Premium	False	0	0	0	
007817C0	ATX_SuperDuperMartLetter_Kit_H	Super Duper Letters - H	Premium	False	0	0	0	
007817D9	ATX_DisplayCase_IceGloRefrigeratedDisplay	IceGlo Display Case	Premium	False	0	0	0	
007817C2	ATX_SuperDuperMartLetter_Kit_J	Super Duper Letters - J	Premium	False	0	0	0	
007817C7	ATX_SuperDuperMartLetter_Kit_O	Super Duper Letters - O	Premium	False	0	0	0	
007817CD	ATX_SuperDuperMartLetter_Kit_Quote	Super Duper Letters - Quote	Premium	False	0	0	0	
007817CF	ATX_SuperDuperMartLetter_Kit_S	Super Duper Letters - S	Premium	False	0	0	0	
007817BA	ATX_SuperDuperMartLetter_Kit_Dash	Super Duper Letters - Dash	Premium	False	0	0	0	
007817D0	ATX_SuperDuperMartLetter_Kit_Slash	Super Duper Letters - Slash	Premium	False	0	0	0	
007817AA	ATX_SuperDuperMartLetter_Kit_1	Super Duper Letters - 1	Premium	False	0	0	0	
007817B2	ATX_SuperDuperMartLetter_Kit_9	Super Duper Letters - 9	Premium	False	0	0	0	
007817B8	ATX_SuperDuperMartLetter_Kit_Comma	Super Duper Letters - Comma	Premium	False	0	0	0	
007817BC	ATX_SuperDuperMartLetter_Kit_Equals	Super Duper Letters - Equals	Premium	False	0	0	0	
007817DA	zzzATX_Lights_Wall_HangingLatern	Hanging Latern	Premium	False	0	0	0	
007817D1	ATX_SuperDuperMartLetter_Kit_T	Super Duper Letters - T	Premium	False	0	0	0	
007817D2	ATX_SuperDuperMartLetter_Kit_U	Super Duper Letters - U	Premium	False	0	0	0	
007817D4	ATX_SuperDuperMartLetter_Kit_W	Super Duper Letters - W	Premium	False	0	0	0	
007817B0	ATX_SuperDuperMartLetter_Kit_7	Super Duper Letters - 7	Premium	False	0	0	0	
007817D3	ATX_SuperDuperMartLetter_Kit_V	Super Duper Letters - V	Premium	False	0	0	0	
007817D5	ATX_SuperDuperMartLetter_Kit_X	Super Duper Letters - X	Premium	False	0	0	0	
007817AB	ATX_SuperDuperMartLetter_Kit_2	Super Duper Letters - 2	Premium	False	0	0	0	
007817C4	ATX_SuperDuperMartLetter_Kit_L	Super Duper Letters - L	Premium	False	0	0	0	
007817D6	ATX_SuperDuperMartLetter_Kit_Y	Super Duper Letters - Y	Premium	False	0	0	0	
007817D7	ATX_SuperDuperMartLetter_Kit_Z	Super Duper Letters - Z	Premium	False	0	0	0	
007817BF	ATX_SuperDuperMartLetter_Kit_G	Super Duper Letters - G	Premium	False	0	0	0	
007817AD	ATX_SuperDuperMartLetter_Kit_4	Super Duper Letters - 4	Premium	False	0	0	0	
007817CE	ATX_SuperDuperMartLetter_Kit_R	Super Duper Letters - R	Premium	False	0	0	0	
007817B3	ATX_SuperDuperMartLetter_Kit_A	Super Duper Letters - A	Premium	False	0	0	0	
007817AC	ATX_SuperDuperMartLetter_Kit_3	Super Duper Letters - 3	Premium	False	0	0	0	
007817C5	ATX_SuperDuperMartLetter_Kit_M	Super Duper Letters - M	Premium	False	0	0	0	
007817B7	ATX_SuperDuperMartLetter_Kit_C	Super Duper Letters - C	Premium	False	0	0	0	
007817C1	ATX_SuperDuperMartLetter_Kit_I	Super Duper Letters - I	Premium	False	0	0	0	
007817C6	ATX_SuperDuperMartLetter_Kit_N	Super Duper Letters - N	Premium	False	0	0	0	
007817C3	ATX_SuperDuperMartLetter_Kit_K	Super Duper Letters - K	Premium	False	0	0	0	
007828AD	Storm_MQ13_LightningHarvesterC	Lightning Harvester		False	0	0	0	
007828AC	Storm_MQ13_LightningHarvesterB	Lightning Harvester		False	0	0	0	
007835C0	Storm_RegionBoss_ElectricArenaHazardTrigger			False	0	0	0	
00783DA6	ATX_Utility_BeerMysteryMachine	Beer Mystery Machine	Premium	False	0	0	0	
007860FB	Shelters_SummerCamp_Water1024IntMurkyPuddle			False	0	0	0	
00786E0B	F1_SurvivalTent_LightbulbLight01	Lightbulb		False	0	0	0	
00787DFD	Storm_MQ07_AlfieDoorTrigger	Sliding Door		False	0	0	0	
00788534	Storm_DHM_SecretWall_EntranceButton	Button		False	0	0	0	
00788D01	workshop_FloorDecor_FoundrySmelter	Foundry Smelter		False	0	0	0	
0078C7D2	ATX_Structure_SuperDuperMart_Copy01	Super Duper Mart	Premium	False	0	0	0	
0078CA7E	Storm_MQ04_GardenWaypoint1_Trigger			False	0	0	0	
0078CA80	Storm_MQ04_GardenWaypoint3_Trigger			False	0	0	0	
0078CA7F	Storm_MQ04_GardenWaypoint2_Trigger			False	0	0	0	
0078CF2B	IndSmPipe1WayHalf01Breakable_NoActivation			False	0	0	0	
0078F516	WaterFlow00ExtRiverOhio			False	0	0	0	
00793DBE	Storm_MQ08_ShroomsActivator01	Unusual Fungus		False	0	0	0	
00793DBD	Storm_MQ08_HenryActivator	Henry		False	0	0	0	
0077D001	zzzATX_Shelters_Door_TriumphTerraceHousingDevelopment_Large	Triumph Terrace Housing Development Entrance	Premium	False	0	0	0	
0077D84D	MN2_Workshop_Item_SeveredArmWeaponRack01	Skeletal Weapon Rack		False	0	0	0	
00787A7E	SCORE_S18_WorkshopPlayerVendingMachine_BlueRidge	Blue Ridge Vending Machine	Premium	False	0	0	0	
00787E18	ATX_Lights_NeonSign_Generous	Generous Neon Sign	Premium	False	0	0	0	
00787ECF	zzzATX_Weather_WeatherStation_Fall_Leaves	Weather Control Station (Fall)	Premium	False	0	0	0	
00787ED0	ATX_Weather_WeatherStation_Halloween01	Weather Control Station (Halloween)	Premium	False	0	0	0	
00787F6C	ATX_Lights_Wall_Atomic	Atomic Wall Light	Premium	False	0	0	0	
0078DAF1	ATX_Lights_Ceiling_HoneycombBlackCat	Honeycomb Black Cat	Premium	False	0	0	0	
0078DAEF	ATX_FloorDecor_IncineratorFireplace	Incinerator Fireplace	Premium	False	0	0	0	
0078DAF3	zzzzATX_TableLamp_GhostlyLantern	Ghostly Lantern	Premium	False	0	0	0	
0078DAF2	ATX_Lights_Ceiling_HoneycombWitch	Honeycomb Witch	Premium	False	0	0	0	
0078DAF0	ATX_Lights_Ceiling_HoneycombOwl	Honeycomb Owl	Premium	False	0	0	0	
0078DB3A	ATX_Lights_NeonSign_SlocumsJoeSign	Slocum's Joe Neon Sign	Premium	False	0	0	0	
0078DB62	ATX_Weather_WeatherStation_FallFoliage	Weather Control Station (Fall)	Premium	False	0	0	0	
0078DB78	ATX_FloorDecor_FlatwoodsMonsterWaxFigure	Flatwoods Monster Wax Figure	Premium	False	0	0	0	
0078DB76	ATX_WorkshopFusionEmitterGenerator_Fusion	Fusion Emitter Generator - Fusion	Premium	False	0	0	0	
0078DB77	ATX_WorkshopPlayerVendingMachine_Alien	Alien Vending Machine	Premium	False	0	0	0	
0078DBAE	ATX_FloorDecor_OrthofonicDeluxe45	Orthofonic Deluxe 45	Premium	False	0	0	0	
0078E64C	zzz_SCORE_S18_PowerConnectorWall_TelephonePole	Tesla Coil Power Wall Conduit	Premium	False	0	0	0	
0078E64B	SCORE_S18_PowerConnector_TelephonePole	Telephone Pole Power Pylon	Premium	False	0	0	0	
00790FC6	ATX_Structure_WildMountainWaystation	Wild Mountain Waystation	Premium	False	0	0	0	
00791C17	SCORE_S18_Display_Wall_Backpacks	Backpack Display	Premium	False	0	0	0	
00792F61	ZZZ_SCORE_S18_DisplayCase_MannequinHead	Mannequin Head Display		False	0	0	0	
00793A4F	SCORE_S18_Utility_StandingWindmillGenerator	Standing Windmill Generator	Premium	False	0	0	0	
00793A55	zzz_SCORE_S18_DisplayCase_CactusHatDisplay02	Cactus Hat Display		False	0	0	0	
00793A54	zzz_SCORE_S18_DisplayCase_CactusHatDisplay01	Cactus Hat Display		False	0	0	0	
00793A70	Invaders_FuturisticGlobe	Futuristic Globe		False	0	0	0	
00795289	SCORE_S18_Workshop_BlueRidgeBeerKeg02	Cask Blue Ridge Beer Keg	Premium	False	0	0	0	
00795774	SCORE_S18_Workshop_BlueRidgeBeerKeg04	Short Pony Blue Ridge Beer Keg	Premium	False	0	0	0	
00795773	SCORE_S18_Workshop_BlueRidgeBeerKeg03	Half Barrel Blue Ridge Beer Keg	Premium	False	0	0	0	
00795772	SCORE_S18_Workshop_BlueRidgeBeerKeg01	Tall Pony Blue Ridge Beer Keg	Premium	False	0	0	0	
007965CF	SCORE_S18_WallDecor_PoweredPoster_EndOfSeasonArt	Framed Country Roads Wall Art	Premium	False	0	0	0	
0079677B	Workshop_Lights_RustedT60JackOLite	Rusted T-60 Jack-O-Lite		False	0	0	0	
00796784	Workshop_Lights_SheepsquatchJackOLite	Sheepsquatch Jack-O-Lite		False	0	0	0	
00796782	Workshop_Lights_MothmanJackOLite	Mothman Jack-O-Lite		False	0	0	0	
00796780	Workshop_Lights_GhoulJackOLite	Ghoul Jack-O-Lite		False	0	0	0	
00796783	Workshop_Lights_RustedSheepsquatchJackOLite	Rusted Sheepsquatch Jack-O-Lite		False	0	0	0	
0079677C	Workshop_Lights_T60JackOLite	T-60 Jack-O-Lite		False	0	0	0	
0079677F	Workshop_Lights_RustedGhoulJackOLite	Rusted Ghoul Jack-O-Lite		False	0	0	0	
00796781	Workshop_Lights_RustedMothmanJackOLite	Rusted Mothman Jack-O-Lite		False	0	0	0	
0079677E	Workshop_Lights_FlatwoodsJackOLite	Flatwoods Jack-O-Lite		False	0	0	0	
0079677D	Workshop_Lights_RustedFlatwoodsJackOLite	Rusted Flatwoods Jack-O-Lite		False	0	0	0	
007967A7	ATX_FloorDecor_DarkTree02	Dark Tree with Lights	Premium	False	0	0	0	
007967A8	ATX_FloorDecor_DarkTree03	Dark Tree with Lights	Premium	False	0	0	0	
007967A9	ATX_FloorDecor_DarkTree01	Dark Tree with Lights	Premium	False	0	0	0	
00796EDF	SCORE_S18_DisplayCase_Pillar	Pillar Display	Premium	False	0	0	0	
00798943	ATX_Shelters_Door_TriumphTerraceHousingDevelopment_Large_Copy01	Triumph Terrace Housing Development Entrance	Premium	False	0	0	0	
0079AA0D	ATX_Lights_Ceiling_Atomic	Atomic Ceiling Light	Premium	False	0	0	0	
0079AC3E	Storm_MQ08_ShroomsActivator03	Unusual Fungus		False	0	0	0	
0079AC3D	Storm_MQ08_ShroomsActivator02	Unusual Fungus		False	0	0	0	
0079B660	ATX_Structure_SipStation_ACTI	Sippin' Station	Premium	False	0	0	0	
0079C890	HalloweenEvent_CraniaCandyBowl	Crania Candy Bowl	Premium	False	0	0	0	
007A1050	DE2024_Halloween_Workshop_BloodBowl	Blood Punch Bowl	Premium	False	0	0	0	
007A1051	DE2024_Halloween_Lights_Wall_MothmanGlowingEyes	Mothman Eyes Wall Light	Premium	False	0	0	0	
007A10B0	SCORE_S18_DisplayCase_SkylineSnowGlobes	Skyline Valley Snow Globe Display Case	Premium	False	0	0	0	
007A10E6	MN2_RadioSpeakers	Mischief Night Speakers		False	0	0	0	
007A9BFA	ATX_SlocumsJoe_RoadsideAttraction_ACTI	Slocums Joe Roadside Attraction	Premium	False	0	0	0	
00786D53	RD01_Enc01_StartButtonActivator			False	0	0	0	
00786E03	RD01_Enc01_BaseShutter			False	0	0	0	
0078A641	RD01_Enc05_PylonCharger	Kinetic Charging Node		False	0	0	0	
00792616	RD01_Enc02_FuelDepositPoint	Fuel Deposit		False	0	0	0	
00792884	RD01_Enc02_DrillDummy	Drill		False	0	0	0	
007928DA	RD01_Enc01_GuardianBotShutter			False	0	0	0	
007929AA	Water1024IntLavaUltracite			False	0	0	0	
00793E37	RD01_Workshop_PowerGenerator_Ultracite	Generator - Ultracite		False	0	0	0	
00797092	RD01_Enc02_Fuel_Activator	Fuel Canister		False	0	0	0	
007990A4	SCORE_S19_Weather_WeatherStation_NukeZone	Weather Control Station (Nuke Zone)	Premium	False	0	0	0	
00799760	ATX_WorkshopChassisDisplay_HitSquad	Epsilon Squad Chassis Display Frame	Premium	False	0	0	0	
0079992F	SCORE_S19_WorkshopPlayerVendingMachine_MODUSTerminal	M.O.D.U.S. Terminal Vending Machine	Premium	False	0	0	0	
00799F87	SCORE_S19_WorkshopDisplay_WeaponRack_EnclaveOval	Oval Enclave Weapon Rack	Premium	False	0	0	0	
00799F88	Shelters_Door_GleamingDepths_Large	Enclave Lab Entrance	Premium	False	0	0	0	
00799F89	Shelters_Door_GleamingDepths_Small	Enclave Lab Entrance	Premium	False	0	0	0	
0079A0A6	ATX_Light_Floor_PlastiformVaultGirlElf	Plastiform Vault Girl Elf	Premium	False	0	0	0	
0079A1B6	ATX_Light_Floor_SnakeTorch	Snake Torch	Premium	False	0	0	0	
0079A1B8	ATX_Weather_WeatherStation_SnowAurora	Weather Control Station (Snow Aurora)	Premium	False	0	0	0	
0079A1B7	ATX_Refrigerator_Freezer_QuantumCooler	Nuka-Cola Quantum Cooler	Premium	False	0	0	0	
0079A1B5	ATX_CAMP_Lights_TavernFan	Tavern Ceiling Fan	Premium	False	0	0	0	
0079A58B	SCORE_S19_PlasmaCoreRecharger_Enclave	Plasma Core Recharger	Premium	False	0	0	0	
0079B202	Workshop_Lights_PlastiformCandyCaneRed	Plastiform Candy Cane - Red		False	0	0	0	
0079B203	Workshop_Lights_PlastiformCandyCaneYellow	Plastiform Candy Cane - Yellow		False	0	0	0	
0079B201	Workshop_Lights_PlastiformCandyCaneBlue	Plastiform Candy Cane - Blue		False	0	0	0	
0079B20E	Workshop_Lights_PlastiformOrnamentRed	Plastiform Ornament - Red		False	0	0	0	
0079B20F	Workshop_Lights_PlastiformOrnamentGreen	Plastiform Ornament - Green		False	0	0	0	
0079B20D	Workshop_Lights_PlastiformOrnamentBlue	Plastiform Ornament - Blue		False	0	0	0	
0079B213	Workshop_Lights_PlastiformStarBlue	Plastiform Star - Blue		False	0	0	0	
0079B212	Workshop_Lights_PlastiformStarRed	Plastiform Star - Red		False	0	0	0	
0079B211	Workshop_Lights_PlastiformStarYellow	Plastiform Star - Yellow		False	0	0	0	
0079B5D5	ZZZ_SCORE_S19_DisplayCase_StasisChamber	Stasis Chamber Display		False	0	0	0	
007A7C45	RD01_Enc05_StartButton	Button		False	0	0	0	
007A7C43	RD01_Enc02_StartButton	Button		False	0	0	0	
007A7C42	RD01_Enc01_StartButton	Button		False	0	0	0	
007A7C46	RD01_Enc06_StartButton	Button		False	0	0	0	
007A7C44	RD01_Enc04_StartButton	Button		False	0	0	0	
007ABEF2	LightingVolume			False	0	0	0	
007AC28B	SCORE_S19_WorkshopDisplay_WeaponRack_EnclaveRectangular	Rectangular Enclave Weapon Rack	Premium	False	0	0	0	
007AC30C	SCORE_S19_WallDecor_PoweredPoster_EndOfSeasonArt	Framed Scientific Forge Wall Art	Premium	False	0	0	0	
007AD3D1	ATX_WorkshopDisplay_WeaponRack_Enclave	Enclave Weapon Rack Display Stand	Premium	False	0	0	0	
007AE591	zzzBurn_RETriggerFactionAssault			False	0	0	0	
007AEDB6	RD01_Enc06_LavaHazard			False	0	0	0	
007B2498	MILE_CaravanEscort_EncounterFallbackTrigger			False	0	0	0	
007A7671	ATX_WallDecor_FireAlarm	Fire Alarm	Premium	False	0	0	0	
007A76F5	ATX_DeathclawRadiationDummy	Deathclaw Radiation Dummy	Premium	False	0	0	0	
007A7B19	ATX_WorkshopPlayerVendingMachine_FlowerCart	Flower Cart Vending Machine	Premium	False	0	0	0	
007A7B1A	ATX_Lights_NeonSign_NukaColaFactory	Nuka-Cola Factory Neon Sign	Premium	False	0	0	0	
007A7D61	ATX_FusionCoreRecharger_Industrial	Industrial Fusion Core Recharger	Premium	False	0	0	0	
007A7E6E	ATX_Lights_FirebrandLightSet_OilLamp	Firebrand Oil Lamp	Premium	False	0	0	0	
007A7E71	ATX_Lights_BirdCageLamp	Bird Cage Lamp	Premium	False	0	0	0	
007A7E72	ATX_DrinkingFountain_NukaColaFountain	Nuka-Cola Fountain	Premium	False	0	0	0	
007A7E6F	ATX_Lights_FirebrandLightSet_SmallSignal	Firebrand Small Signal	Premium	False	0	0	0	
007A7E73	ATX_NukaCola_MysteryMachine_Pristine	Classic Nuka-Cola Mystery Machine	Premium	False	0	0	0	
007A7E70	ATX_Lights_FirebrandLightSet_Signal	Firebrand Signal	Premium	False	0	0	0	
007ADC90	DE2024_ScienceofLove_Lights_Ceiling_PinkHeartLight	Pink Heart Light - Low Angle	Premium	False	0	0	0	
007ADC91	DE2024_ScienceofLove_Lights_Ceiling_PinkHeartLight_HighAngle	Pink Heart Light - High Angle	Premium	False	0	0	0	
007B73BD	RD01_Enc06_StartTrigger			False	0	0	0	
007BD566	BURN_SandboxTrigger			False	0	0	0	
007BCD5D	ATX_Structure_WinterRetreat_ACTI	Winter Retreat	Premium	False	0	0	0	
00798116	GHL00_Quest_InhalerActivator	Inhaler		False	0	0	0	
0079AA7A	SSE_PlayerOnlyLandmineTrigger_ACT	Landmine Trigger		False	0	0	0	
0079AA7B	SSE_CarnalWeeper	Carnal Weeper		False	0	0	0	
0079AA7C	SSE_Crystalcup	Crystalcup		False	0	0	0	
0079AA7D	SSE_FlowerBasket_Act	Flower Basket		False	0	0	0	
0079AA7E	SSE_Radlily	Radlily		False	0	0	0	
007A760C	SSE_MolotovBox_Act	Boom	 Box		False			0
007AD44F	SSE_WorkshopDisplay_MediumGlazedFlowerPot	Medium Glazed Pot		False	0	0	0	
007AD44C	SSE_WorkshopDisplay_LargeGlazedFlowerPot	Large Glazed Pot		False	0	0	0	
007AD44D	SSE_WorkshopDisplay_SmallGlazedFlowerPot	Small Glazed Pot		False	0	0	0	
007AD44E	SSE_WorkshopDisplay_HoneyBeastVase	Honey Beast Flower Display		False	0	0	0	
007ADC99	SCORE_S20_Generator_Fusion_Nuke	Nuke Fusion Generator	Premium|Camera Weapon Detectable	False	0	0	0	
007ADC9B	ZZZ_SCORE_S20_Weather_WeatherStation_Radstorm	Weather Control Station (Radstorm)	Premium	False	0	0	0	
007ADC9A	SCORE_S20_PyrotechnicKit_Nuclear_ACTI	Nuclear Pyrotechnic Kit	Premium	False	0	0	0	
007AE52D	SCORE_S20_WallDecor_PoweredPoster_EndOfSeasonArt	Framed Glow of the Ghoul Wall Art	Premium	False	0	0	0	
