OMOD_FormID	OMOD_EDID	PropIndex	ValueType	FunctionType	PropertyName	Value1	Value2	CurveTable
0069845D	SCORE_S13_mod_PowerArmor_Union_RightArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Union_Golden """" [MSWP:00698448]	3	NULL - Null Reference [00000000]
0069845E	SCORE_S13_mod_PowerArmor_Union_LeftLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069845E	SCORE_S13_mod_PowerArmor_Union_LeftLeg_Material_Paint_Golden	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
0069845E	SCORE_S13_mod_PowerArmor_Union_LeftLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Union_Golden """" [MSWP:00698448]	3	NULL - Null Reference [00000000]
0069845F	SCORE_S13_mod_PowerArmor_Union_RightLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069845F	SCORE_S13_mod_PowerArmor_Union_RightLeg_Material_Paint_Golden	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
0069845F	SCORE_S13_mod_PowerArmor_Union_RightLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Union_Golden """" [MSWP:00698448]	3	NULL - Null Reference [00000000]
00698460	SCORE_S13_mod_PowerArmor_Union_Helmet_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698460	SCORE_S13_mod_PowerArmor_Union_Helmet_Material_Paint_Golden	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00698460	SCORE_S13_mod_PowerArmor_Union_Helmet_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Union_Golden """" [MSWP:00698448]	3	NULL - Null Reference [00000000]
00698461	SCORE_S13_mod_PowerArmor_Union_Torso_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698461	SCORE_S13_mod_PowerArmor_Union_Torso_Material_Paint_Golden	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00698461	SCORE_S13_mod_PowerArmor_Union_Torso_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Union_Golden """" [MSWP:00698448]	3	NULL - Null Reference [00000000]
00698462	SCORE_S13_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698462	SCORE_S13_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_Golden	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00698462	SCORE_S13_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Ultracite_Golden """" [MSWP:00698449]	3	NULL - Null Reference [00000000]
00698463	SCORE_S13_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698463	SCORE_S13_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Golden	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00698463	SCORE_S13_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Ultracite_Golden """" [MSWP:00698449]	3	NULL - Null Reference [00000000]
00698464	SCORE_S13_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698464	SCORE_S13_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_Golden	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00698464	SCORE_S13_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Ultracite_Golden """" [MSWP:00698449]	3	NULL - Null Reference [00000000]
00698465	SCORE_S13_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698465	SCORE_S13_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_Golden	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00698465	SCORE_S13_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Ultracite_Golden """" [MSWP:00698449]	3	NULL - Null Reference [00000000]
00698466	SCORE_S13_mod_PowerArmor_Ultracite_Helmet_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698466	SCORE_S13_mod_PowerArmor_Ultracite_Helmet_Material_Paint_Golden	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00698466	SCORE_S13_mod_PowerArmor_Ultracite_Helmet_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Ultracite_Golden """" [MSWP:00698449]	3	NULL - Null Reference [00000000]
00698467	SCORE_S13_mod_PowerArmor_Ultracite_Torso_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698467	SCORE_S13_mod_PowerArmor_Ultracite_Torso_Material_Paint_Golden	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00698467	SCORE_S13_mod_PowerArmor_Ultracite_Torso_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_Ultracite_Golden """" [MSWP:00698449]	3	NULL - Null Reference [00000000]
00698468	SCORE_S13_mod_PowerArmor_T65_LeftArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698468	SCORE_S13_mod_PowerArmor_T65_LeftArm_Material_Paint_Golden	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00698468	SCORE_S13_mod_PowerArmor_T65_LeftArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T65_Golden """" [MSWP:0069844A]	3	NULL - Null Reference [00000000]
00698469	SCORE_S13_mod_PowerArmor_T65_RightArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698469	SCORE_S13_mod_PowerArmor_T65_RightArm_Material_Paint_Golden	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00698469	SCORE_S13_mod_PowerArmor_T65_RightArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T65_Golden """" [MSWP:0069844A]	3	NULL - Null Reference [00000000]
0069846A	SCORE_S13_mod_PowerArmor_T65_LeftLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069846A	SCORE_S13_mod_PowerArmor_T65_LeftLeg_Material_Paint_Golden	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
0069846A	SCORE_S13_mod_PowerArmor_T65_LeftLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T65_Golden """" [MSWP:0069844A]	3	NULL - Null Reference [00000000]
0069846B	SCORE_S13_mod_PowerArmor_T65_RightLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069846B	SCORE_S13_mod_PowerArmor_T65_RightLeg_Material_Paint_Golden	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
0069846B	SCORE_S13_mod_PowerArmor_T65_RightLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T65_Golden """" [MSWP:0069844A]	3	NULL - Null Reference [00000000]
0069846C	SCORE_S13_mod_PowerArmor_T65_Helmet_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069846C	SCORE_S13_mod_PowerArmor_T65_Helmet_Material_Paint_Golden	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
0069846C	SCORE_S13_mod_PowerArmor_T65_Helmet_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T65_Golden """" [MSWP:0069844A]	3	NULL - Null Reference [00000000]
0069846D	SCORE_S13_mod_PowerArmor_T65_Torso_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069846D	SCORE_S13_mod_PowerArmor_T65_Torso_Material_Paint_Golden	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
0069846D	SCORE_S13_mod_PowerArmor_T65_Torso_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T65_Golden """" [MSWP:0069844A]	3	NULL - Null Reference [00000000]
0069846E	SCORE_S13_mod_PowerArmor_X01_LeftArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069846E	SCORE_S13_mod_PowerArmor_X01_LeftArm_Material_Paint_Golden	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
0069846E	SCORE_S13_mod_PowerArmor_X01_LeftArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_X01_Golden """" [MSWP:0069844B]	3	NULL - Null Reference [00000000]
0069846F	SCORE_S13_mod_PowerArmor_X01_RightArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069846F	SCORE_S13_mod_PowerArmor_X01_RightArm_Material_Paint_Golden	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
0069846F	SCORE_S13_mod_PowerArmor_X01_RightArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_X01_Golden """" [MSWP:0069844B]	3	NULL - Null Reference [00000000]
00698470	SCORE_S13_mod_PowerArmor_X01_LeftLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698470	SCORE_S13_mod_PowerArmor_X01_LeftLeg_Material_Paint_Golden	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00698470	SCORE_S13_mod_PowerArmor_X01_LeftLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_X01_Golden """" [MSWP:0069844B]	3	NULL - Null Reference [00000000]
00698471	SCORE_S13_mod_PowerArmor_X01_RightLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698471	SCORE_S13_mod_PowerArmor_X01_RightLeg_Material_Paint_Golden	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00698471	SCORE_S13_mod_PowerArmor_X01_RightLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_X01_Golden """" [MSWP:0069844B]	3	NULL - Null Reference [00000000]
00698472	SCORE_S13_mod_PowerArmor_X01_Helmet_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698472	SCORE_S13_mod_PowerArmor_X01_Helmet_Material_Paint_Golden	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00698472	SCORE_S13_mod_PowerArmor_X01_Helmet_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_X01_Golden """" [MSWP:0069844B]	3	NULL - Null Reference [00000000]
00698473	SCORE_S13_mod_PowerArmor_X01_Torso_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698473	SCORE_S13_mod_PowerArmor_X01_Torso_Material_Paint_Golden	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00698473	SCORE_S13_mod_PowerArmor_X01_Torso_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_X01_Golden """" [MSWP:0069844B]	3	NULL - Null Reference [00000000]
00698474	SCORE_S13_mod_PowerArmor_T60_LeftArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698474	SCORE_S13_mod_PowerArmor_T60_LeftArm_Material_Paint_Golden	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00698474	SCORE_S13_mod_PowerArmor_T60_LeftArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T60_Golden """" [MSWP:0069844C]	3	NULL - Null Reference [00000000]
00698475	SCORE_S13_mod_PowerArmor_T60_RightArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698475	SCORE_S13_mod_PowerArmor_T60_RightArm_Material_Paint_Golden	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00698475	SCORE_S13_mod_PowerArmor_T60_RightArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T60_Golden """" [MSWP:0069844C]	3	NULL - Null Reference [00000000]
00698476	SCORE_S13_mod_PowerArmor_T60_LeftLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698476	SCORE_S13_mod_PowerArmor_T60_LeftLeg_Material_Paint_Golden	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00698476	SCORE_S13_mod_PowerArmor_T60_LeftLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T60_Golden """" [MSWP:0069844C]	3	NULL - Null Reference [00000000]
00698477	SCORE_S13_mod_PowerArmor_T60_RightLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698477	SCORE_S13_mod_PowerArmor_T60_RightLeg_Material_Paint_Golden	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00698477	SCORE_S13_mod_PowerArmor_T60_RightLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T60_Golden """" [MSWP:0069844C]	3	NULL - Null Reference [00000000]
00698478	SCORE_S13_mod_PowerArmor_T60_Helmet_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698478	SCORE_S13_mod_PowerArmor_T60_Helmet_Material_Paint_Golden	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00698478	SCORE_S13_mod_PowerArmor_T60_Helmet_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T60_Golden """" [MSWP:0069844C]	3	NULL - Null Reference [00000000]
00698479	SCORE_S13_mod_PowerArmor_T60_Torso_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698479	SCORE_S13_mod_PowerArmor_T60_Torso_Material_Paint_Golden	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00698479	SCORE_S13_mod_PowerArmor_T60_Torso_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T60_Golden """" [MSWP:0069844C]	3	NULL - Null Reference [00000000]
0069847A	SCORE_S13_mod_PowerArmor_T51_LeftArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069847A	SCORE_S13_mod_PowerArmor_T51_LeftArm_Material_Paint_Golden	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
0069847A	SCORE_S13_mod_PowerArmor_T51_LeftArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T51_Golden """" [MSWP:0069844D]	3	NULL - Null Reference [00000000]
0069847B	SCORE_S13_mod_PowerArmor_T51_RightArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069847B	SCORE_S13_mod_PowerArmor_T51_RightArm_Material_Paint_Golden	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
0069847B	SCORE_S13_mod_PowerArmor_T51_RightArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T51_Golden """" [MSWP:0069844D]	3	NULL - Null Reference [00000000]
0069847C	SCORE_S13_mod_PowerArmor_T51_LeftLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069847C	SCORE_S13_mod_PowerArmor_T51_LeftLeg_Material_Paint_Golden	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
0069847C	SCORE_S13_mod_PowerArmor_T51_LeftLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T51_Golden """" [MSWP:0069844D]	3	NULL - Null Reference [00000000]
0069847D	SCORE_S13_mod_PowerArmor_T51_RightLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069847D	SCORE_S13_mod_PowerArmor_T51_RightLeg_Material_Paint_Golden	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
0069847D	SCORE_S13_mod_PowerArmor_T51_RightLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T51_Golden """" [MSWP:0069844D]	3	NULL - Null Reference [00000000]
0069847E	SCORE_S13_mod_PowerArmor_T51_Helmet_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069847E	SCORE_S13_mod_PowerArmor_T51_Helmet_Material_Paint_Golden	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
0069847E	SCORE_S13_mod_PowerArmor_T51_Helmet_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T51_Golden """" [MSWP:0069844D]	3	NULL - Null Reference [00000000]
0069847F	SCORE_S13_mod_PowerArmor_T51_Torso_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
0069847F	SCORE_S13_mod_PowerArmor_T51_Torso_Material_Paint_Golden	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
0069847F	SCORE_S13_mod_PowerArmor_T51_Torso_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T51_Golden """" [MSWP:0069844D]	3	NULL - Null Reference [00000000]
00698480	SCORE_S13_mod_PowerArmor_T45_LeftArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698480	SCORE_S13_mod_PowerArmor_T45_LeftArm_Material_Paint_Golden	1	Enum	SET	Body Part	6	00 00 00 00	NULL - Null Reference [00000000]
00698480	SCORE_S13_mod_PowerArmor_T45_LeftArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T45_Golden """" [MSWP:0069844E]	3	NULL - Null Reference [00000000]
00698481	SCORE_S13_mod_PowerArmor_T45_RightArm_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698481	SCORE_S13_mod_PowerArmor_T45_RightArm_Material_Paint_Golden	1	Enum	SET	Body Part	8	00 00 00 00	NULL - Null Reference [00000000]
00698481	SCORE_S13_mod_PowerArmor_T45_RightArm_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T45_Golden """" [MSWP:0069844E]	3	NULL - Null Reference [00000000]
00698482	SCORE_S13_mod_PowerArmor_T45_LeftLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698482	SCORE_S13_mod_PowerArmor_T45_LeftLeg_Material_Paint_Golden	1	Enum	SET	Body Part	10	00 00 00 00	NULL - Null Reference [00000000]
00698482	SCORE_S13_mod_PowerArmor_T45_LeftLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T45_Golden """" [MSWP:0069844E]	3	NULL - Null Reference [00000000]
00698483	SCORE_S13_mod_PowerArmor_T45_RightLeg_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698483	SCORE_S13_mod_PowerArmor_T45_RightLeg_Material_Paint_Golden	1	Enum	SET	Body Part	13	00 00 00 00	NULL - Null Reference [00000000]
00698483	SCORE_S13_mod_PowerArmor_T45_RightLeg_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T45_Golden """" [MSWP:0069844E]	3	NULL - Null Reference [00000000]
00698484	SCORE_S13_mod_PowerArmor_T45_Helmet_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698484	SCORE_S13_mod_PowerArmor_T45_Helmet_Material_Paint_Golden	1	Enum	SET	Body Part	1	00 00 00 00	NULL - Null Reference [00000000]
00698484	SCORE_S13_mod_PowerArmor_T45_Helmet_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T45_Golden """" [MSWP:0069844E]	3	NULL - Null Reference [00000000]
00698485	SCORE_S13_mod_PowerArmor_T45_Torso_Material_Paint_Golden	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_HasMaterial_PA_Golden """" [KYWD:00698444]	2	NULL - Null Reference [00000000]
00698485	SCORE_S13_mod_PowerArmor_T45_Torso_Material_Paint_Golden	1	Enum	SET	Body Part	0	00 00 00 00	NULL - Null Reference [00000000]
00698485	SCORE_S13_mod_PowerArmor_T45_Torso_Material_Paint_Golden	2	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_PA_T45_Golden """" [MSWP:0069844E]	3	NULL - Null Reference [00000000]
0069881A	SCORE_S13_mod_armor_SecretService_Material_Paint_Stuntman	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_Armor_Stuntman """" [KYWD:00698813]	2	NULL - Null Reference [00000000]
0069881A	SCORE_S13_mod_armor_SecretService_Material_Paint_Stuntman	1	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_SecretServiceArmor_Stuntman """" [MSWP:00698814]	3	NULL - Null Reference [00000000]
0069881B	SCORE_S13_mod_armor_Combat_Material_Paint_Stuntman	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_Armor_Stuntman """" [KYWD:00698813]	2	NULL - Null Reference [00000000]
0069881B	SCORE_S13_mod_armor_Combat_Material_Paint_Stuntman	1	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_CombatArmor_Stuntman """" [MSWP:00698815]	3	NULL - Null Reference [00000000]
0069881C	SCORE_S13_mod_armor_Marine_Material_Paint_Stuntman	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_Armor_Stuntman """" [KYWD:00698813]	2	NULL - Null Reference [00000000]
0069881C	SCORE_S13_mod_armor_Marine_Material_Paint_Stuntman	1	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_MarineArmor_Stuntman """" [MSWP:00698816]	3	NULL - Null Reference [00000000]
0069881D	SCORE_S13_mod_armor_Robot_Material_Paint_Stuntman	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_Armor_Stuntman """" [KYWD:00698813]	2	NULL - Null Reference [00000000]
0069881D	SCORE_S13_mod_armor_Robot_Material_Paint_Stuntman	1	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_RobotArmor_Stuntman """" [MSWP:00698817]	3	NULL - Null Reference [00000000]
0069881E	SCORE_S13_mod_armor_Metal_Material_Paint_Stuntman	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_Armor_Stuntman """" [KYWD:00698813]	2	NULL - Null Reference [00000000]
0069881E	SCORE_S13_mod_armor_Metal_Material_Paint_Stuntman	1	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_MetalArmor_Stuntman """" [MSWP:00698818]	3	NULL - Null Reference [00000000]
0069881F	SCORE_S13_mod_armor_Leather_Material_Paint_Stuntman	0	FormID,Int	ADD	Keywords	SCORE_S13_dn_Armor_Stuntman """" [KYWD:00698813]	2	NULL - Null Reference [00000000]
0069881F	SCORE_S13_mod_armor_Leather_Material_Paint_Stuntman	1	FormID,Int	SET	Material Swaps	SCORE_S13_MSWP_LeatherArmor_Stuntman """" [MSWP:00698819]	3	NULL - Null Reference [00000000]
00699710	ATX_mod_Flamer_Weapon_Paint_Flame-ingo	0	FormID,Int	ADD	Keywords	ATX_dn_Flamer_Flame-ingo """" [KYWD:0069970E]	2	NULL - Null Reference [00000000]
