FormID	EDID	CNAM_FormID	CNAM_EDID	CNAM_FULL	GNAM_FormID	GNAM_EDID	GNAM_FULL	FNAM_Keywords	FVPA	ReferencedBy_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37
0076DC56	SCORE_S17_workshop_co_FloorDecor_Boat	0076DC59	SCORE_S17_Workshop_LL_FloorDecoration_Boat								0																																					
0076DC60	SCORE_S17_workshop_co_WallDecor_CrossedPaddles	0076DC62	SCORE_S17_WallDecor_CrossedPaddles	Crossed Paddles							0																																					
0076DE21	MILE_Workshop_CO_CryptidHunterOutfit	0076DE1F	MILE_Workshop_Clothes_CryptidHunterOutfit	Hunter's Hanbok Outfit							0																																					
0076E158	SCORE_S19_Workshop_co_PowerSwitch_Plunger	0076E157	SCORE_S19_Workshop_PowerSwitch_Plunger	Dynamite Plunger Switch							0																																					
0076E837	Storm_workshop_co_FloorDecor_ShenandoahParkSign01	0079190E	Storm_workshop_ShenandoahNationalParkSign01	Shenandoah Park Sign							0																																					
0076E838	Storm_Workshop_co_CondProxy_Taxidermy_RadTurkey									005B70F5:workshop_LL_FloorDecor_Taxidermy:LVLI	1	005B70F5:workshop_LL_FloorDecor_Taxidermy:LVLI																																				
0076E839	zzzStorm_workshop_co_FloorDecor_SpecimenJar										0																																					
0076E83A	zzzStorm_workshop_co_FloorDecor_CommunistTotemPole										0																																					
0076E83B	zzzStorm_workshop_co_FloorDecor_SlumberMillSign	00750FA4	Storm_SlumberMillMotelSign	Slumber Mill Motel Sign							0																																					
0076E83C	Storm_workshop_co_FloorDecor_ShenandoahMapTable	00752AEA	Storm_VisitorsMapTable_Animated	Shenandoah Map Table							0																																					
0076E83D	Storm_Workshop_CO_CondProxy_Taxidermy_RadTurkeyHead									0040DF41:workshop_LL_WallDecor_Taxidermy:LVLI	1	0040DF41:workshop_LL_WallDecor_Taxidermy:LVLI																																				
0076E93E	E07A_co_Headwear_BoneChillSkullMask	0076E93C	Headwear_BoneChillSkullMask	Bone Chill Skull Mask							0																																					
0076EF9B	E07A_co_Headwear_CrudeSkullMask	0076EF98	Headwear_CrudeSkullMask	Crude Skull Mask							0																																					
0076EF9C	E07A_co_Headwear_HammeredSkullMask	0076EF97	Headwear_HammeredSkullMask	Hammered Skull Mask							0																																					
0076EFA0	E07A_Moth_workshop_co_Displays_MothsOfWestVirginiaCabinet	0076EF9E	Moth_DisplayCase_MothsOfWestVirginia_Cabinet	Moths of West Virginia Display Cabinet							0																																					
0076F3E8	co_Clothes_Outfit_JitterbugJudy	0076F3E6	ARMO_Outfit_JitterbugJudy	Jitterbug Judy Outfit						00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	1	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																				
0076F420	workshop_co_CondProxy_Lights_PlastiformVaultboyElf									0072E387:workshop_LL_Lights_Plastiforms:LVLI|00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	2	0072E387:workshop_LL_Lights_Plastiforms:LVLI	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																			
0076F424	workshop_co_CondProxy_Lights_PlastiformSnowman									0072E387:workshop_LL_Lights_Plastiforms:LVLI|00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	2	0072E387:workshop_LL_Lights_Plastiforms:LVLI	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																			
0076F457	co_mod_BackPack_Peppermint_Flair1	0076F45A	mod_BackPack_Peppermint_Flair1	Peppermint Backpack Flair						0076F455:co_Tinkers_Souvenir_Peppermint_MiscFlair:COBJ|00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	2	0076F455:co_Tinkers_Souvenir_Peppermint_MiscFlair:COBJ	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																			
0076F455	co_Tinkers_Souvenir_Peppermint_MiscFlair	0076F458	Peppermint_MiscFlair	Peppermint Flair							0																																					
0076F456	co_mod_BackPack_Peppermint_Flair2	0076F459	mod_BackPack_Peppermint_Flair2	Peppermint Backpack Flair							0																																					
0076F45C	co_mod_BackPack_SnowmanHead_Flair1	0076F460	mod_BackPack_SnowmanHead_Flair1	Snowman Head Backpack Flair						0076F45D:co_Tinkers_Souvenir_SnowmanHead_MiscFlair:COBJ|00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	2	0076F45D:co_Tinkers_Souvenir_SnowmanHead_MiscFlair:COBJ	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																			
0076F45D	co_Tinkers_Souvenir_SnowmanHead_MiscFlair	0076F45F	SnowmanHead_MiscFlair	Snowman Head Flair							0																																					
0076F45E	co_mod_BackPack_SnowmanHead_Flair2	0076F461	mod_BackPack_SnowmanHead_Flair2	Snowman Head Backpack Flair							0																																					
0076F478	co_mod_BackPack_Standard_Material_AtomicsetLtdHandbag	0076F47B	mod_BackPack_03_Material_AtomicsetLtdHandbag	Atomicset Ltd. Handbag Backpack						00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	1	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																				
0076F4A2	SCORE_S17_workshop_co_FloorDecor_LobsterCage	0077B697	SCORE_S17_workshop_LL_FloorDecor_LobsterCage								0																																					
0076F4A3	SCORE_S17_workshop_co_WallDecor_CampSigns	0076F4AE	SCORE_S17_workshop_LL_WallDecor_CampSigns								0																																					
0076F4A4	SCORE_S17_co_Clothes_Headwear_LobsterTrapper_Helmet_Blue	0076F4A1	SCORE_S17_Headwear_Clothes_LobsterTrapper_Helmet_Blue	Blue Lobster Trap Helmet							0																																					
0076F79B	E07A_co_Tinkers_Souvenir_Moths_LunaMoth	0076F7A2	E07A_MOTH_MothsOfWestVirginia_LunaMoth	Taxidermy Luna Moth							0																																					
0076F796	zzz_E07A_Moth_workshop_co_CondProxy_WallDecor_PrismWoodBeadCurtain									0076F7A0:zzz_E07A_workshop_LL_WallDecor_BeadedCurtains:LVLI	1	0076F7A0:zzz_E07A_workshop_LL_WallDecor_BeadedCurtains:LVLI																																				
0076F79C	E07A_co_Tinkers_Souvenir_Moths_IoMoth	0076F7A3	E07A_MOTH_MothsOfWestVirginia_IoMoth	Taxidermy Io Moth							0																																					
0076F797	zzz_E07A_Moth_workshop_co_CondProxy_WallDecor_BoneWoodCurtain									0076F7A0:zzz_E07A_workshop_LL_WallDecor_BeadedCurtains:LVLI	1	0076F7A0:zzz_E07A_workshop_LL_WallDecor_BeadedCurtains:LVLI																																				
0076F79A	E07A_co_Tinkers_Souvenir_Moths_VirginiaCreeper	0076F7A1	E07A_MOTH_MothsOfWestVirginia_VirginiaCreeper	Taxidermy Virginia Creeper Moth							0																																					
0076F79D	E07A_co_Tinkers_Souvenir_Moths_AmericanDagger	0076F7A4	E07A_MOTH_MothsOfWestVirginia_AmericanDaggerMoth	Taxidermy American Dagger Moth							0																																					
0076F798	zzz_E07A_Moth_workshop_co_WallDecor_BeadedCurtains										0																																					
0076F799	zzz_E07A_Moth_workshop_co_CondProxy_WallDecor_BlackwoodBeadCurtain									0076F7A0:zzz_E07A_workshop_LL_WallDecor_BeadedCurtains:LVLI	1	0076F7A0:zzz_E07A_workshop_LL_WallDecor_BeadedCurtains:LVLI																																				
0076F79E	E07A_co_Tinkers_Souvenir_Moths_BeautifulWoodNymphMoth	0076F7A5	E07A_MOTH_MothsOfWestVirginia_BeautifulWoodNymphMoth	Taxidermy Beautiful Wood Nymph Moth							0																																					
0076F79F	E07A_co_Tinkers_Souvenir_Moths_GiantLeopard	0076F7A6	E07A_MOTH_MothsOfWestVirginia_GiantLeopardMoth	Taxidermy Giant Leopard Moth							0																																					
0076F968	E07A_Moth_workshop_co_Displays_MothsOfWestVirginiaBoard	0076F966	Moth_DisplayCase_MothsOfWestVirginia_Board	Moths of West Virginia Mounting Board							0																																					
0076FF03	workshop_co_CondProxy_FloorDecor_GiantBrontosaurus_Red									006D3C6A:ATX_workshop_LL_FloorDecor_GiantDinosaurs:LVLI|00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	2	006D3C6A:ATX_workshop_LL_FloorDecor_GiantDinosaurs:LVLI	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																			
0076FFBA	co_mod_Chainsaw_Weapon_Paint_LaserChainsaw	0076FFBD	mod_Chainsaw_Weapon_Paint_LaserChainsaw	Laser Chainsaw Paint						00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF	1	00773DFB:Festive_AllChaseRareRecipesKnown_Condition:CNDF																																				
007700EC	SCORE_S17_workshop_co_FloorDecor_TowerViewer	007700FF	SCORE_S17_FloorDecor_TowerViewer	Tower Viewer							0																																					
007700ED	SCORE_S17_co_BackPack_Flair2_Arrowhead	007700FE	SCORE_S17_mod_BackPack_Arrowhead_Flair2	Arrowhead Backpack Flair							0																																					
007700F1	Score_S17_workshop_co_WallDecor_StabbedWeaponry	007700FA	Score_S17_workshop_LL_WallDecor_StabbedWeaponry								0																																					
007700EE	SCORE_S17_co_BackPack_Flair1_Arrowhead	007700FD	SCORE_S17_mod_BackPack_Arrowhead_Flair1	Arrowhead Backpack Flair							0																																					
007700EF	Score_S17_workshop_co_FloorDecor_StabbedWeaponry	007700FB	SCORE_S17_workshop_LL_FloorDecor_StabbedWeaponry								0																																					
007700F0	SCORE_S17_co_Tinkers_Souvenir_Arrowhead_MiscFlair	007700FC	SCORE_S17_Arrowhead_MiscFlair	Arrowhead Flair							0																																					
007703C9	SCORE_S17_co_Clothes_Outfit_CampCounselor	007703C8	SCORE_S17_ARMO_Outfit_CampCounselor	Camp Counselor Outfit							0																																					
0077081E	Storm_Headwear_CO_LostLightHelmet_Burnt	0076D18F	Headwear_LostLightArmourHelmetBurnt01_Storm	Burnt Vault 63 Recon Helmet							0																																					
00770830	Storm_workshop_co_FloorDecor_SteelJackStatue									0079343A:workshop_LL_FloorDecor_SteelJackStatue:LVLI	1	0079343A:workshop_LL_FloorDecor_SteelJackStatue:LVLI																																				
0077081F	Storm_Headwear_CO_LostHeavyHelmet_Burnt	0076D18E	Headwear_LostHeavyArmourHelmetBurnt01_Storm	Burnt Vault 63 Riot Control Helmet							0																																					
00770824	Storm_Clothes_CO_LostMediumArmour_Burnt	0076D18D	Clothes_LostMediumArmourBurnt01_Storm	Burnt Vault 63 Security Outfit							0																																					
00770832	Storm_Workshop_co_Walldecor_Poster_Turkey	0075380F	Storm_ShenandoahPoster01	Shenandoah Turkey Poster							0																																					
00770820	Storm_workshop_co_CondProxy_WildLifeSign02									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
00770821	Storm_workshop_co_CondProxy_WildLifeSign08									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
00770834	Storm_workshop_co_FloorDecor_LightningHarvester	00745CDE	Storm_LightningHarvester01	Lightning Harvester							0																																					
00770822	Storm_Clothes_CO_LostHeavyArmour_Burnt	0076D18B	Clothes_LostHeavyArmourBurnt01_Storm	Burnt Vault 63 Riot Control Outfit							0																																					
00770823	Storm_workshop_co_CondProxy_WildLifeSign07									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
00770835	Storm_workshop_co_CondProxy_FloorDecor_MoeMoleCutOut_Original									007ACBE5:Mile_workshop_LL_MoetheMole_Cutout:LVLI	1	007ACBE5:Mile_workshop_LL_MoetheMole_Cutout:LVLI																																				
00770825	Storm_workshop_co_CondProxy_WildLifeSign01									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
00770826	Storm_workshop_co_CondProxy_WildLifeSign06									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
00770827	Storm_Clothes_CO_LostLightArmour_Burnt	0076D18C	Clothes_LostLightArmourBurnt01_Storm	Burnt Vault 63 Recon Outfit							0																																					
00770828	Storm_workshop_co_CondProxy_WildLifeSign03									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
00770829	Storm_workshop_co_CondProxy_WildLifeSign05									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
0077082A	Storm_workshop_co_CondProxy_WildLifeSign04									0074F75E:Storm_WildLifeSigns:LVLI	1	0074F75E:Storm_WildLifeSigns:LVLI																																				
0077082B	Storm_Headwear_CO_LostMediumHelmet_Burnt	0076D190	Headwear_LostMediumArmourHelmetBurnt01_Storm	Burnt Vault 63 Security Helmet							0																																					
00771DD1	SCORE_S17_co_mod_armor_BotSmith_Material_Paint_ForestService										0																																					
00771F5B	MN2_Workshop_CO_BackPack_JackInTheBox	00771F5C	MN2_Workshop_Mod_JackInTheBox	Jack-in-the-box Backpack							0																																					
007720B5	Storm_workshop_co_FloorDecor_LostHandJar	007680C3	Storm_HandInAJAr_Workshop	Severed Lost Hand							0																																					
007720C4	MILE_Workshop_CO_BritishRedcoatArmyHat	007720C0	MILE_Workshop_Headwear_BritishRedcoatArmyHat	Redcoat Hat							0																																					
007720C5	MILE_Workshop_CO_BritishRedcoatArmyOutfit	007720C1	MILE_Workshop_Armor_BritishRedcoatArmyOutfit	Redcoat Outfit							0																																					
0077299D	Workshop_co_FloorDecor_SteelJackStatueLL	0079343A	workshop_LL_FloorDecor_SteelJackStatue								0																																					
007729A3	Storm_workshop_co_FloorDecor_ShenandoahParkSign03	0079190F	Storm_workshop_ShenandoahNationalParkSign03	Shenandoah Road Sign							0																																					
0077299E	Storm_Workshop_co_CondProxy_Walldecor_Poster_MoeMole02									0078F17C:workshop_LL_WallDecor_Posters_MoeMole:LVLI	1	0078F17C:workshop_LL_WallDecor_Posters_MoeMole:LVLI																																				
007729A0	Storm_Workshop_co_CondProxy_Walldecor_Poster_MoeMole01									0078F17C:workshop_LL_WallDecor_Posters_MoeMole:LVLI	1	0078F17C:workshop_LL_WallDecor_Posters_MoeMole:LVLI																																				
0077299F	SCORE_S17_workshop_co_FloorDecor_ThrasherEgg	007729A4	SCORE_S17_FloorDecor_ThrasherEgg	Thrasher Egg							0																																					
007729A1	Storm_Workshop_co_CondProxy_Walldecor_Poster_MoeMole03									0078F17C:workshop_LL_WallDecor_Posters_MoeMole:LVLI	1	0078F17C:workshop_LL_WallDecor_Posters_MoeMole:LVLI																																				
007729A2	ZZZ_Storm_co_mod_BackPack_PipeQuiver_Material_Default										0																																					
00773189	Storm_workshop_co_FloorDecor_CommunistTotemPole_Mini	0076B4E1	Storm_MiniTotemPole	Mini Totem Pole							0																																					
00773489	ZZZ_ATX_workshop_co_Structure_VintageCamper										0																																					
007734F4	MILE_Workshop_CO_GulperOutfit	007734EF	MILE_Workshop_Clothes_GulperOutfit	Gulper Skin Outfit							0																																					
007734F5	MILE_Workshop_CO_GulperHat	007734F0	MILE_Workshop_Headwear_GulperHat	Gulper Skin Hood							0																																					
007734F7	MILE_workshop_co_CondProxy_Chairs_CryptidThrone									0059E153:ATX_workshop_LL_Decorations_Chairs_Large:LVLI|0084F833:ZZZ_workshop_LL_Decorations_Chairs_Thrones:LVLI	2	0059E153:ATX_workshop_LL_Decorations_Chairs_Large:LVLI	0084F833:ZZZ_workshop_LL_Decorations_Chairs_Thrones:LVLI																																			
0077380A	MILE_Workshop_CO_LederhosenOutfit	00773808	MILE_Workshop_Armor_LederhosenOutfit	Lederhosen Outfit							0																																					
007738B8	SCORE_S17_co_Tinkers_Souvenir_Plushie_ScoutMarshmallow	007738BA	SCORE_S17_Plushie_ScoutMarshmallow_Misc	Marshal Mallow Plushie							0																																					
00773A33	MN2_Workshop_CO_SeveredArmWeaponRack	0077D84D	MN2_Workshop_Item_SeveredArmWeaponRack01	Skeletal Weapon Rack							0																																					
00773A34	MILE_Workshop_CondProxy_CO_GulperPlushie									008AA91B:workshop_LL_Plushies_Other:LVLI	1	008AA91B:workshop_LL_Plushies_Other:LVLI																																				
00773A32	MN2_Workshop_CO_BackPack_PlushieBat	00773A36	MN2_Workshop_Mod_BatPlushie_Backpack	Bat Plushie Backpack							0																																					
00773E2A	ATX_workshop_co_proxy_Prefab_Door_SkullTower										0																																					
00773E22	ATX_workshop_co_proxy_Prefab_Door_CandleHaus										0																																					
00773E2B	ATX_workshop_co_Structure_SkullTower	00773E56	ATX_Structure_SkullTower	Skull Tower							0																																					
00773E1C	zzzATX_co_workshop_CategoryResource_FusionCoreRecharger_Copy01										0																																					
00773E23	ATX_workshop_co_Structure_CandleHaus	00773E55	ATX_Structure_CandleHaus	Candle Haus							0																																					
00773E24	ATX_workshop_co_Structure_BlueRidgeOutpost_WallFascia	00773E41	ATX_workshop_LL_Structure_BlueRidgeOutpost_WallFascia								0																																					
00773E25	ATX_workshop_co_Structure_BlueRidgeOutpost_WallFull	00773E42	ATX_workshop_LL_Structure_BlueRidgeOutpost_WallFull								0																																					
00773E26	ATX_workshop_co_Structure_BlueRidgeOutpost_WallHalf	00773E43	ATX_workshop_LL_Structure_BlueRidgeOutpost_WallHalf								0																																					
00773E27	ATX_workshop_co_Structure_BlueRidgeOutpost_WallSlant	00773E44	ATX_workshop_LL_Structure_BlueRidgeOutpost_WallSlant								0																																					
00773E1E	ATX_workshop_co_Utility_BeerMysteryMachine	00773E3F	ATX_LL_BeerMysteryMachine								0																																					
00773E28	ATX_workshop_co_Structure_BlueRidgeOutpost_WallSlantFull	00773E45	ATX_workshop_LL_Structure_BlueRidgeOutpost_WallSlantFull								0																																					
00773E29	ATX_workshop_co_Structure_BlueRidgeOutpost_WallTopArch	00773E46	ATX_workshop_LL_Structure_BlueRidgeOutpost_WallTopArch								0																																					
00773E20	ATX_co_Clothes_Outfit_HeartlandHikerOutfit	00773E19	ATX_ARMO_Outfit_HeartlandHikerOutfit	Heartland Hiker Outfit							0																																					
00773E1F	ATX_workshop_co_Utility_RadTurkeyFieldDressingStation	0078A658	ATX_workshop_LL_WorkshopCollector_RadTurkeyFieldDressingStation								0																																					
00773E21	ATX_co_Clothes_Headwear_HeartlandHikerHat	00773E1A	ATX_ARMO_Headwear_HeartlandHikerHat	Heartland Hiker Hat							0																																					
00773E1D	ATX_workshop_co_Utility_NukaColaCryoFreezer	00773E15	ATX_Utility_NukaColaCryoFreezer	Nuka-Cola Cryo Freezer							0																																					
00774570	ATX_co_Clothes_Headwear_SawtoothMask	0077456B	ATX_ARMO_Headwear_SawtoothMask	Sawtooth Mask							0																																					
00774571	ATX_workshop_co_FloorDecor_CandleRacks	00774585	ATX_workshop_LL_FloorDecor_CandleRacks								0																																					
00774572	ATX_workshop_co_FloorDecor_EagleBalloon	0077458C	ATX_FloorDecor_EagleBalloon	Eagle Balloon							0																																					
00774573	ATX_co_mod_LightningGun_Weapon_Paint_Tricentennial	00774587	ATX_mod_LightningGun_Weapon_Paint_Tricentennial	Tricentennial Paint							0																																					
0077456D	ATX_workshop_co_Structure_CampCounselorTent	0077458B	ATX_Structure_CampCounselorTent	Camp Counselor Tent							0																																					
0077456E	ATX_co_Clothes_Outfit_Sawtooth	0077456A	ATX_ARMO_Outfit_Sawtooth	Sawtooth Outfit							0																																					
0077456F	ATX_workshop_co_WallDecor_HungCandleRack	0077458A	ATX_WallDecor_HungCandleRack	Hung Candle Rack							0																																					
007745A1	ATX_co_Armor_Backpack_TheHoldAll	007745A6	ATX_mod_BackPack_TheHoldAll_Material_Default	The Hold-All Backpack							0																																					
00774693	ATX_co_BackPack_Flair1_ChatteringTeeth	007746AB	ATX_mod_BackPack_ChatteringTeeth_Flair1	Chattering Teeth Backpack Flair							0																																					
00774694	ATX_co_BackPack_Flair2_ChatteringTeeth	007746AC	ATX_mod_BackPack_ChatteringTeeth_Flair2	Chattering Teeth Backpack Flair							0																																					
00774695	ATX_co_Tinkers_Souvenir_ChatteringTeeth_MiscFlair	007746A8	ATX_ChatteringTeeth_MiscFlair	Chattering Teeth Flair							0																																					
00774696	ATX_workshop_co_FloorDecor_FlagStandard	0078B59D	workshop_LL_FloorDecor_FlagStandards								0																																					
00774697	zzzATX_workshop_co_WallDecor_PioneerScoutsFlag										0																																					
00774691	ATX_co_Clothes_Headwear_FasnachtVeggieManMask	0077468F	ATX_ARMO_Headwear_FasnachtVeggieManMask	Fasnacht Veggie Man Mask							0																																					
00774692	ATX_workshop_co_Furniture_Instrument_Accordion	007746A5	ATX_Furniture_Instrument_Accordion	Accordion							0																																					
00777891	ATX_co_Clothes_Headwear_FasnachtRailSplitterMask	00777890	ATX_ARMO_Headwear_FasnachtRailSplitterMask	Fasnacht Rail Splitter Mask							0																																					
00777892	ATX_workshop_co_Decorations_PineTree	0077789F	ATX_workshop_LL_PineTree								0																																					
00777893	ATX_workshop_co_Decorations_GroundCover	007778A0	ATX_workshop_LL_GroundCover								0																																					
00779E1B	ZZZ_SCORE_S17_workshop_co_FloorDecor_CautionTapeBarrier										0																																					
00780401	co_mod_Legendary_Armor1_AutoRevive	00529A0F	mod_Legendary_Armor1_AutoRevive	Life Saving							0																																					
00780404	co_mod_Legendary_Armor2_APRegen	00527F75	mod_Legendary_Armor2_APRegen	Powered							0																																					
00780402	co_mod_Legendary_Armor1_Chameleon	00524146	mod_Legendary_Armor1_Chameleon	Chameleon							0																																					
00780403	co_mod_Legendary_Weapon1_AntiArmor	005281B4	mod_Legendary_Weapon1_AntiArmor	Anti-armor							0																																					
00780400	zzz_co_mod_Legendary_Scrap										0																																					
0077B5A0	SCORE_S17_workshop_co_Light_ScoutEmblem	0077B59E	SCORE_S17_Light_ScoutEmblem	Scout Emblem Light							0																																					
0077E753	ATX_co_mod_PowerArmor_ALL_Material_Paint_V63_Torso	00743FCF	ATX_mod_PowerArmor_ALL_Material_Paint_V63_Torso	V63 Paint							0																																					
0077E757	MN2_workshop_co_CondProxy_Chairs_PumpkinThrone									0059E153:ATX_workshop_LL_Decorations_Chairs_Large:LVLI|0084F833:ZZZ_workshop_LL_Decorations_Chairs_Thrones:LVLI	2	0059E153:ATX_workshop_LL_Decorations_Chairs_Large:LVLI	0084F833:ZZZ_workshop_LL_Decorations_Chairs_Thrones:LVLI																																			
0077D80C	workshop_co_Misc_WhackAMoleMachines	0077D80D	workshop_LL_Misc_WhacAMoleMachines								0																																					
0077EB36	ATX_workshop_co_Display_WeaponStand_HeavyMetal_Heavy	0076D8B1	ATX_WorkshopDisplay_WeaponStand_HeavyMetal_Heavy	Heavy Metal Heavy Weapon Stand							0																																					
0077EE69	SCORE_S17_co_Clothes_Headwear_JokeArrow	0077EE68	SCORE_S17_ARMO_Headwear_JokeArrow	Joke Arrow Headwear							0																																					
007802E1	workshop_co_Tinkers_Souvenir_HerdsmansBell_Lincoln	007802E2	HerdsmansBell_Lincoln	Herdsman's Bell - Lincoln							0																																					
00781405	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorNuclear_VaultTec	00781416	ATX_WorkshopCollectorMineralNuclear_VaultTec	Vault-Tec Extractor - Nuclear							0																																					
00781406	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorSilver_VaultTec	00781417	ATX_WorkshopCollectorMineralSilver_VaultTec	Vault-Tec Extractor - Silver							0																																					
00781407	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorSteel_VaultTec	00781418	ATX_WorkshopCollectorMineralSteel_VaultTec	Vault-Tec Extractor - Steel							0																																					
007813FF	ATX_workshop_co_CategoryResources_WorkshopCollectorJunkPile_VaultTec	00781410	ATX_WorkshopCollectorJunkPile_VaultTec	Vault-Tec Junk Extractor							0																																					
00781408	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorTitanium_VaultTec	00781419	ATX_WorkshopCollectorMineralTitanium_VaultTec	Vault-Tec Extractor - Titanium							0																																					
00781404	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorLead_VaultTec	00781415	ATX_WorkshopCollectorMineralLead_VaultTec	Vault-Tec Extractor - Lead							0																																					
00781400	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorAluminum_VaultTec	00781411	ATX_WorkshopCollectorMineralAluminum_VaultTec	Vault-Tec Extractor - Aluminum							0																																					
00781403	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorGold_VaultTec	00781414	ATX_WorkshopCollectorMineralGold_VaultTec	Vault-Tec Extractor - Gold							0																																					
00781401	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorCopper_VaultTec	00781412	ATX_WorkshopCollectorMineralCopper_VaultTec	Vault-Tec Extractor - Copper							0																																					
00781402	ATX_workshop_co_CategoryResources_WorkshopMineralCollectorCrystal_VaultTec	00781413	ATX_WorkshopCollectorMineralCrystal_VaultTec	Vault-Tec Extractor - Crystal							0																																					
007813FB	ATX_workshop_co_CategoryResources_WorkshopCollectorCoal_VaultTec	0078140C	ATX_WorkshopCollectorCoal_VaultTec	Vault-Tec Coal Extractor							0																																					
007813FE	ATX_workshop_co_CategoryResources_WorkshopCollectorFertilizerPile_VaultTec	0078140F	ATX_WorkshopCollectorFertilizerPile_VaultTec	Vault-Tec Fertilizer Extractor							0																																					
007813FA	ATX_workshop_co_CategoryResources_WorkshopCollectorAcid_VaultTec	0078140B	ATX_WorkshopCollectorAcid_VaultTec	Vault-Tec Acid Extractor							0																																					
007813FC	ATX_workshop_co_CategoryResources_WorkshopCollectorConcrete_VaultTec	0078140D	ATX_WorkshopCollectorConcrete_VaultTec	Vault-Tec Concrete Extractor							0																																					
007813F1	ATX_co_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_LegRight	0078142E	ATX_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_LegRight	Fill 'Er Up Paint							0																																					
007813F2	ATX_co_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_Helmet	00781431	ATX_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_Helmet	Fill 'Er Up Paint							0																																					
007813F8	zzzATX_workshop_co_Prefab_Door_SuperDuperMart										0																																					
007813F9	ATX_workshop_co_Structure_SuperDuperMart	0078C7D2	ATX_Structure_SuperDuperMart_Copy01	Super Duper Mart							0																																					
007813F3	ATX_co_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_ArmRight	0078142F	ATX_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_ArmRight	Fill 'Er Up Paint							0																																					
007813F4	ATX_co_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_Torso	00781430	ATX_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_Torso	Fill 'Er Up Paint							0																																					
007813F5	ATX_co_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_LegLeft	00781429	ATX_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_LegLeft	Fill 'Er Up Paint							0																																					
007813F6	ATX_co_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_ArmLeft	00781432	ATX_mod_PowerArmor_ALL_Material_Paint_RedRocketRobot_ArmLeft	Fill 'Er Up Paint							0																																					
007813F7	ATX_Workshop_co_Utility_RedRocketDumpster	0078CAA6	ATX_workshop_LL_WorkshopCollector_Dumpster								0																																					
007813FD	ATX_workshop_co_CategoryResources_WorkshopCollectorCrudeOil_VaultTec	0078140E	ATX_WorkshopCollectorCrudeOil_VaultTec	Vault-Tec Oil Extractor							0																																					
