menu category	name	edid	form_id	build	price_xbox	price_ps	price_pc	limit_new	limit_existing	mutation	buff	availability	order category	notes
Magazines & Bobbleheads	Guns and Bullets 2	Magazine_GunsAndBullets02_Potion	004303F8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 3	Magazine_GunsAndBullets03_Potion	004303FB		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 4	Magazine_GunsAndBullets04_Potion	004303FE		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 5	Magazine_GunsAndBullets05_Potion	00430401		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 6	Magazine_GunsAndBullets06_Potion	00430404		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 7	Magazine_GunsAndBullets07_Potion	00430407		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 8	Magazine_GunsAndBullets08_Potion	0043040A		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Guns and Bullets 9	Magazine_GunsAndBullets09_Potion	0043040D		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 1	Magazine_LiveAndLove01_Potion	00432CC1		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 2	Magazine_LiveAndLove02_Potion	00432CC4		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 3	Magazine_LiveAndLove03_Potion	00432CC7		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 4	Magazine_LiveAndLove04_Potion	00432CCA		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 5	Magazine_LiveAndLove05_Potion	00432CCD		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 6	Magazine_LiveAndLove06_Potion	00432CD0		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 7	Magazine_LiveAndLove07_Potion	00432CD3		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 8	Magazine_LiveAndLove08_Potion	00432CD6		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Live & Love 9	Magazine_LiveAndLove09_Potion	00432CD9		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 1	Magazine_ScoutsLife01_Potion	00432CDC		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 10	Magazine_ScoutsLife10_Potion	00432CF8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 2	Magazine_ScoutsLife02_Potion	00432CDF		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 3	Magazine_ScoutsLife03_Potion	00432CE2		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 4	Magazine_ScoutsLife04_Potion	00432CE5		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 5	Magazine_ScoutsLife05_Potion	00432CE8		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 6	Magazine_ScoutsLife06_Potion	00432CEB		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 7	Magazine_ScoutsLife07_Potion	00432CEE		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 8	Magazine_ScoutsLife08_Potion	00432CF1		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Scouts' Life 9	Magazine_ScoutsLife09_Potion	00432CF4		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tales from the West Virginia Hills 1	Magazine_AstonishingTales05_Potion	00430388		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tales from the West Virginia Hills 2	Magazine_AstonishingTales01_Potion	004FE4E4		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tales from the West Virginia Hills 3	Magazine_AstonishingTales02_Potion	0043037F		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tales from the West Virginia Hills 4	Magazine_AstonishingTales03_Potion	00430382		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tales from the West Virginia Hills 5	Magazine_AstonishingTales04_Potion	00430385		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 1	Magazine_TeslaScience01_Potion	00432CFB		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 2	Magazine_TeslaScience02_Potion	00432CFE		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 3	Magazine_TeslaScience03_Potion	00432D01		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 4	Magazine_TeslaScience04_Potion	00432D04		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 5	Magazine_TeslaScience05_Potion	00432D07		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 6	Magazine_TeslaScience06_Potion	00432D0A		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 7	Magazine_TeslaScience07_Potion	00432D0D		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 8	Magazine_TeslaScience08_Potion	00432D10		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tesla Science 9	Magazine_TeslaScience09_Potion	00432D13		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tumblers Today 1	Magazine_TumblersToday01_Potion	00432D16		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tumblers Today 2	Magazine_TumblersToday02_Potion	00432D19		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tumblers Today 3	Magazine_TumblersToday03_Potion	00432D1C		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tumblers Today 4	Magazine_TumblersToday04_Potion	00432D1F		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Tumblers Today 5	Magazine_TumblersToday05_Potion	00432D22		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 1	Magazine_USCovertOps01_Potion	00432D39		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 10	Magazine_USCovertOps10_Potion	00432D54		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 2	Magazine_USCovertOps02_Potion	00432D3C		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 3	Magazine_USCovertOps03_Potion	00432D3F		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 4	Magazine_USCovertOps04_Potion	00432D42		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 5	Magazine_USCovertOps05_Potion	00432D45		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 6	Magazine_USCovertOps06_Potion	00432D48		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 7	Magazine_USCovertOps07_Potion	00432D4B		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 8	Magazine_USCovertOps08_Potion	00432D4E		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	U.S. Covert Operations Manual 9	Magazine_USCovertOps09_Potion	00432D51		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Unstoppables 1	Magazine_Unstoppables01_Potion	00432D25		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Unstoppables 2	Magazine_Unstoppables02_Potion	00432D28		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Unstoppables 3	Magazine_Unstoppables03_Potion	00432D2B		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Unstoppables 4	Magazine_Unstoppables04_Potion	00432D2E		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Magazines & Bobbleheads	Unstoppables 5	Magazine_Unstoppables05_Potion	00432D31		N/A	N/A	N/A	N/A	N/A			Not Available	magazine	
Other	Bioluminescent Fluid	FFZ10_BioluminescentFluidPotion	0052863D		N/A	N/A	N/A					Not Available	other	
Other	Carry Weight Booster	SCORE_Boost_CarryWeight	006029FC		N/A	N/A	N/A	N/A	N/A		Carry Weight	Not Available	other	
Other	Glowing Mass	EN07_GlowingMass	0028D18A		N/A	N/A	N/A	N/A	N/A	Carnivore		Not Available	other	
Other	High-Radiation Fluids	EN07_HighRadiationFluids	0028D189		N/A	N/A	N/A	N/A	N/A		Restore HP	Not Available	other	
Other	Inert Flux	FloraSpecimen_Failed	003D082A		5	15	15	50	50				other	
Other	Mystery Bobblehead Box	SCORE_BobbleheadBox	0072D4FC		N/A	N/A	N/A					Not Available	other	
Other	Mystery Magazine Package	SCORE_MagazineBookBox	0075887B		N/A	N/A	N/A					Not Available	other	
Other	Phantom Device	MoM_PhantomDevice	00117B43		100	110	110	15	30				other	
Other	Raw Cobalt Flux	FloraSpecimenJarBlue	002DDD46		N/A	N/A	N/A					Not Available	other	
Other	Raw Crimson Flux	FloraSpecimenJarRed	002DDD45		N/A	N/A	N/A			Herbivore		Not Available	other	
Other	Raw Fluorescent Flux	FloraSpecimenJarOrange	002DDD4B		N/A	N/A	N/A			Herbivore		Not Available	other	
Other	Raw Violet Flux	FloraSpecimenJarPurple	002DDD4D		N/A	N/A	N/A					Not Available	other	
Other	Raw Yellowcake Flux	FloraSpecimenJarYellow	002DDD49		N/A	N/A	N/A					Not Available	other	
Other	Scout's Banner	SCORE_Banner_Consumable	00653FCD		N/A	N/A	N/A	N/A	N/A			Not Available	other	
Other	Spoiled Bio Fluid	FFZ10_BioluminescentFluidPotion_Spoiled	005109AC		N/A	N/A	N/A					Not Available	other	
Other	Stealth Boy	StealthBoy	0004F4A6		50	60	60	15	30				other	
Other	Stealth Boy Mark III	StealthBoy_MarkIII	003AC391		100	110	110	15	30				other	
Pre War Food	Blamco Brand Mac and Cheese	BlamcoMacAndCheese	0002FBE4		10	20	20	30	30		Restore HP		food	
Pre War Food	Bubblegum	Bubblegum	000330F6		5	15	15	25	50		Restore HP		food	
Pre War Food	Cajun Rice & Beans	SurvivalistRiceAndBeans	0037E0C6		10	20	20	30	30	Herbivore	Restore HP		food	
Pre War Food	Canned Dog Food	Dogfood	000BEA58		5	15	15	30	30	Carnivore	Restore HP		food	
Pre War Food	Cola Perk Bubblegum	PerkBubblegumCola	0037E0C2		5	15	15	25	50		Rad Resist		prewar	
Pre War Food	Cotton Candy Bites	DLC04_CottonCandyBites	00113377		10	20	20	30	30		Restore HP | Restore AP		prewarf	
Pre War Food	Cram	Cram	000330EE		10	20	20	30	30	Carnivore	Restore HP		food	
Pre War Food	Dandy Boy Apples	DandyBoyApples	0002FBF7		10	20	20	30	30		Restore HP		food	
Pre War Food	Fancy Lads Snack Cakes	FancyLadSnackCakes	000330B4		10	20	20	30	30		Restore HP		food	
Pre War Food	Funnel Cake	DLC04_FunnelCake	00113378		10	20	20	30	30		Restore HP		food	
Pre War Food	Grape Perk Bubblegum	PerkBubblegumGrape	0037E0BF		5	15	15	25	50				prewar	
Pre War Food	Gum Drops	Gumdrops	000330FC		5	15	15	25	50		Restore HP | Restore AP		prewarf	
Pre War Food	Halloween Candy	CB02_HalloweenCandy	0051A9FC		5	15	15	25	50		Restore AP		chems	
Pre War Food	Imitation Seafood	SurvivalistSeafood	0037E0C3		10	20	20	30	30	Carnivore	Restore HP		food	
Pre War Food	InstaMash	InstaMash	000366B9		10	20	20	30	30	Herbivore	Restore HP		food	
Pre War Food	Mystery Candy	Spooky_MysteryTreat	00620385		N/A	N/A	N/A	N/A	N/A			Not Available	prewarf	
Pre War Food	Noodle Cup	NoodleCup	00017C73		10	20	20	30	30	Herbivore	Restore HP		prewar	
Pre War Food	Nuka Victory Candy	NukaVictoryCandyMachine_Candy	008DB3A4		5	15	15	25	50		Strength | Restore HP | Restore AP		prewarf	
Pre War Food	Nuka-Cola Candy	NukaColaCandyMachine_Candy	0067B396		5	15	15	25	50		Restore AP | Restore HP		nuka_cola	
Pre War Food	Nuka-Cola Quantum Candy	NukaQuantumCandyMachine_Candy	0067BBB1		5	15	15	25	50		Charisma | Restore HP | Restore AP		prewar	
Pre War Food	Perfect Bubblegum	SCORE_Bubblegum_Perfect	005EE7EC		N/A	N/A	N/A	N/A	N/A			Not Available	prewarf	
Pre War Food	Perfectly Preserved Pie	PreservedPie01	001A6396		100	110	110	30	30	Herbivore	Restore HP		food	
Pre War Food	Perk Bubblegum	PerkBubblegum	003BDB74		5	15	15	25	50		Restore HP		prewar	
Pre War Food	Popcorn	PopcornMachine_Popcorn	00621C0A		5	15	15	25	50		Restore AP | Restore HP		prewar	
Pre War Food	Pork n' Beans	PorknBeans	000330F0		10	20	20	30	30	Carnivore	Restore HP		food	
Pre War Food	Potato Crisps	PotatoCrisps	000330F1		10	20	20	30	30		Restore HP		food	
Pre War Food	Preserved InstaMash	InstaMash_PreWar_Clean	000E377A		10	20	20	30	30	Herbivore	Restore HP		prewarf	
Pre War Food	Rudy's Canned Pozole	Moon_Rudy_Pozole	006BE8C7		N/A	N/A	N/A	N/A	N/A	Carnivore	Restore HP | Charisma | Luck	Not Available	prewar	
Pre War Food	Salisbury Steak	SalisburySteak	000366BA		10	20	20	30	30	Carnivore	Restore HP		food	
Pre War Food	Strawberry Perk Bubblegum	PerkBubblegumStrawberry	0037E0C0		5	15	15	30	30		Damage Resist		prewar	
Pre War Food	Sugar Bombs	SugarBombs_PreWar_Clean	000E3782		10	20	20	30	30		Restore HP | Restore AP		food	
Pre War Food	Sugar Bombs w/Rads	SugarBombs	000330F2		N/A	N/A	N/A	N/A	N/A		Restore HP | Restore AP	Not Available	food	
Pre War Food	Vegetarian Ham	SurvivalistVegHam	0037E0C5		10	20	20	30	30	Herbivore	Restore HP		food	
Pre War Food	Watermelon Perk Bubblegum	PerkBubblegumWatermelon	0037E0C1		5	15	15	30	30		Restore AP		prewar	
Pre War Food	Yum Yum Deviled Eggs	YumYumDeviledEggs	000366BD		10	20	20	30	30	Carnivore	Restore HP		food	
Serums	Adrenal Reaction Serum	Serum_AdrenalReaction	00505BD4		100	110	110	15	30				chems	
Serums	Bird Bones Serum	Serum_BirdBones	0050A5BC		100	110	110	15	30				chems	
Serums	Carnivore Serum	Serum_Carnivore	0050A5BF	Hybrid	100	110	110	15	30				chems	
Serums	Chameleon Serum	Serum_Chameleon	0050A5C6		100	110	110	15	30				chems	
Serums	Eagle Eyes Serum	Serum_EagleEyes	0050A5C9		100	110	110	15	30				chems	
Serums	Egg Head Serum	Serum_EggHead	0050A5CB		100	110	110	15	30				chems	
Serums	Electrically Charged Serum	Serum_ElectricallyCharged	0050A5CD		100	110	110	15	30				chems	
Serums	Empath Serum	Serum_Empath	0050A5D2		100	110	110	15	30				chems	
Serums	Grounded Serum	Serum_Grounded	0050A5D0		100	110	110	15	30				chems	
Serums	Healing Factor Serum	Serum_HealingFactor	0050A5D6		100	110	110	15	30				chems	
Serums	Herbivore Serum	Serum_Herbivore	0050A5C4	Hybrid	100	110	110	15	30				chems	
Serums	Herd Mentality Serum	Serum_HerdMentality	0050A5E3		100	110	110	15	30				chems	
Serums	Marsupial Serum	Serum_Marsupial	0050A5E7		100	110	110	15	30				chems	
Serums	Plague Walker Serum	Serum_PlagueWalker	0050A5EA		100	110	110	15	30				chems	
Serums	Scaly Skin Serum	Serum_ScalySkin	0050A5F0		100	110	110	15	30				chems	
Serums	Speed Demon Serum	Serum_SpeedDemon	0050A5F3		100	110	110	15	30				chems	
Serums	Talons Serum	Serum_Talons	0050A5F6		100	110	110	15	30				chems	
Serums	Twisted Muscles Serum	Serum_TwistedMuscles	0050A5F9		100	110	110	15	30				chems	
Serums	Unstable Isotope Serum	Serum_UnstableIsotope	0050A5FC		100	110	110	15	30				chems	
Soda & Drinks	Lemonade	Lemonade	0045CB9F		25	35	35	50	100	Herbivore	Max AP | AP Regen		soda	
Soda & Drinks	Nuka-Cherry	NukaColaCherry	00048360		35	45	45	50	100		Restore HP | Restore AP		soda	
Soda & Drinks	Nuka-Cola	NukaCola	0004835D		N/A	N/A	N/A	N/A	N/A		Restore HP | Restore AP	Not Available	soda	
Soda & Drinks	Nuka-Cola Cranberry	NukaColaCranberry	00598DCD		35	45	45	30	30		Restore HP | XP		soda	
Soda & Drinks	Nuka-Cola Dark	Brew_DLC04_NukaCola_Dark	00113294		35	45	45	50	100		Strength | Endurance | Luck		soda	
Soda & Drinks	Nuka-Cola My Blood's In It	NukaCola_Vaccine_Blood	005939C8		25	35	35				Restore HP		drink	
Soda & Drinks	Nuka-Cola Quantum	NukaColaQuantum	0004835F		35	45	45				Restore HP | Restore AP		drink	
Soda & Drinks	Nuka-Cola Scorched	NukaCola_Vaccine_Scorched	005939CA		25	35	35				Restore HP		drink	
Soda & Drinks	Nuka-Cola Twist	NukaCola_Twist	00660864		35	45	45				Restore HP | Restore AP		drink	
Soda & Drinks	Nuka-Cola Vaccinated	NukaCola_Vaccine_Vaccinated	005939C9		25	35	35				Restore HP		drink	
Soda & Drinks	Nuka-Cola Wild	DLC04_NukaCola_Wild	0011329B		35	45	45				Restore HP | Restore AP		drink	
Soda & Drinks	Nuka-Grape	DLC04_NukaCola_Grape	00113292		35	45	45				Restore HP | Restore AP		drink	
Soda & Drinks	Nuka-Orange	DLC04_NukaCola_Orange	00113298		35	45	45				Restore HP | Restore AP | Rad Resist		drink	
Soda & Drinks	Spoiled Brahmin Milk	Milk_Brahmin_Spoiled	0040A0B7		5	15	15						drink	
Soda & Drinks	Volatile Nuka Quantum	Burn_Bounty_IcedNukaCola	0083A263		N/A	N/A	N/A					Not Available	drink	
