WEAP_FormID	WEAP_EDID	WEAP_FULL	DNAM_Ammo	DNAM_Speed	DNAM_ReloadSpeed	DNAM_NPCReloadDelay	DNAM_Reach	DNAM_ReachEngagementMult	DNAM_MinRange	DNAM_MaxRange	DNAM_AttackDelaySeconds	DNAM_DamageOutOfRangeMult	DNAM_OnHit	DNAM_Flags	DNAM_Capacity	DNAM_AmmoPerShot	DNAM_WeaponType	DNAM_SecondaryDamage	DNAM_Weight	DNAM_Value	DNAM_BaseDamage	DNAM_SoundLevel	DNAM_AccuracyBonus	DNAM_AnimAttackSeconds	DNAM_Rank	DNAM_ActionPointCost	DNAM_FullPowerSeconds	DNAM_MinPowerPerShot	DNAM_Stagger	DNAM_Health	CRDT_CritDamageMult	CRDT_CritChargeBonus	CRDT_CritEffect	DNAM_Projectiles	DNAM_RumblePattern	WSAM_SneakAttackMult	CVT0_DamageCurve	CVT1_MinDurabilityCurve	CVT2_CondLossScale	CVT3_BashCondLossScale	CVT4_MaxDurabilityCurve
007BC5C3	RD01_crCombatShotgun	Combat Shotgun	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	849.000000	1698.000000	0.500000	0.100000	Normal formula behaviour		8	1	Gun	15.000000	7.000000	125	50	Loud	0	1.000000	0	35.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier33 [CURV:0076E9D6]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Shotgun [CURV:003B56D1]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007BC5C4	RD01_crAssaultRifle	Assault Rifle	Ammo556 "5.56 Round" [AMMO:0001F278]	1.000000	1.000000	0.000000	1.000000	1.000000	1587.000000	3173.000000	0.250000	0.500000	Normal formula behaviour		20	1	Gun	15.000000	8.000000	105	30	Loud	0	1.000000	0	32.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier20 [CURV:0076E9C9]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007BC5C5	RD01_crMissileLauncher	Missile Launcher	AmmoMissile "Missile" [AMMO:000CABA3]	1.000000	1.000000	2.000000	1.000000	1.000000	2177.000000	4354.000000	1.200000	0.500000	Normal formula behaviour		1	1	Gun	15.000000	20.000000	100	0	Loud	0	1.000000	0	45.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000		Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Explosive_HighImpact [CURV:005E7EE6]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007BC5C0	RD01_crDoubleBarrelShotgun	Double-Barrel Shotgun	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	599.000000	1199.000000	0.275000	0.100000	Normal formula behaviour		2	1	Gun	15.000000	6.000000	100	67	Loud	0	1.000000	0	30.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier36 [CURV:0076E9D9]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Shotgun [CURV:003B56D1]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007BC5C1	RD01_crMoleMinerGauntlet	Mole Miner Gauntlet	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	2000.000000	0.000000	0.000000	0.000000	Dismember only		0	1	HandToHandMelee	10.000000	10.000000	75	25	Quiet	0	1.500000	0	40.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier36 [CURV:0076E9D9]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
007BC5C2	RD01_crPumpActionShotgun	Pump Action Shotgun	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	949.000000	1898.000000	0.500000	0.100000	Normal formula behaviour		8	1	Gun	15.000000	7.000000	50	50	Loud	0	1.000000	0	35.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier34 [CURV:0076E9D7]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Shotgun [CURV:003B56D1]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007FFFEE	P62_Grenade_Crackler	Crackler Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	20	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
008035C3	P62_crTheDrifterAssaultronBlade	Tempest	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Dismember only		0	1	OneHandSword	10.000000	1.000000	70	17	Quiet	0	1.138894	0	35.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier40 [CURV:0076E9DD]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
008035C1	P62_crTheDrifter10mmSMG	Splinter	Ammo10mm "10mm Round" [AMMO:0001F276]	1.000000	1.000000	0.000000	1.000000	1.000000	1018.000000	2036.000000	0.233300	0.500000	Normal formula behaviour		40	1	Gun	10.000000	3.000000	70	7	Loud	0	2.200000	0	13.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier25 [CURV:0076E9CE]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
008035C2	P62_crTheDrifterM79	Chaos Engine	AmmoGrenadeLauncher "40mm Grenade Round" [AMMO:001CF27D]	1.000000	1.000000	2.000000	1.000000	1.000000	1719.000000	3437.000000	1.000000	0.100000	Normal formula behaviour		1	1	Gun	15.000000	6.000000	30	3	Loud	0	1.000000	0	16.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000		Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Explosive_SingleShot [CURV:00434588]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
008035C4	P62_crTheDrifterGrenade_Crackler	Crackler Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	20	0	Silent	0	1.833300	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
007995CD	Fishing_FishingRod	Rod	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	0.000000	Normal formula behaviour		0	1	OneHandSword	0.000000	0.000000	120	0	Normal	0	1.138900	0	35.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
007DB400	crMegaslothSandAttack		NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	1500.000000	5.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	15	Normal	0	4.333334	0	20.000000	0.000000	0.000000	None	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier36 [CURV:0076E9D9]				
008450EF	PainTrainWeapon		NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	2000.000000	0.000000	0.500000	Normal formula behaviour		0	1	HandToHandMelee	0.000000	0.000000	0	0	Normal	0	1.138900	0	5.000000	0.000000	0.000000	Medium	0	2.000000	0.000000	NULL - Null Reference [00000000]			2.000000	CT_Player_Damage_Universal_Tier24 [CURV:0080F208]				
007CFAB0	crDoubleBarrelShotgun_ColdShoulder	Cold Shoulder	AmmoShotgunShell "Shotgun Shell" [AMMO:0001F673]	1.000000	1.000000	0.000000	1.000000	1.000000	719.000000	1439.000000	0.275000	0.100000	Normal formula behaviour		2	1	Gun	15.000000	6.000000	100	67	Loud	100	1.000000	0	30.000000	0.000000	0.000000	Small	100	2.000000	1.000000	CritCryo_ColdShoulder [SPEL:006B6925]			2.000000	CT_Creatures_Damage_Universal_Tier37 [CURV:0076E9DA]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Shotgun [CURV:003B56D1]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007CFAB1	crBlackPowder_Rifle_Dragon	The Dragon	Ammo50CaliberBall ".50 Caliber Ball" [AMMO:0000796E]	1.000000	1.000000	0.000000	1.000000	1.000000	2235.000000	4469.000000	0.500000	0.500000	Explode only		1	1	Gun	15.000000	6.000000	200	200	Loud	0	0.833300	0	28.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier48 [CURV:0076E9E5]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SingleShot [CURV:0050A607]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007CFAB2	crThirstZapper	Thirst Zapper	Ammo10mm "10mm Round" [AMMO:0001F276]	1.000000	1.000000	0.000000	1.000000	1.000000	411.000000	823.000000	1.200000	0.500000	Normal formula behaviour		1	1	Gun	5.000000	2.000000	10	13	Normal	0	0.666667	0	20.000000	0.000000	0.000000	None	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier01 [CURV:0076E9B6]	Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Explosive_HighImpact [CURV:005E7EE6]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
007CFAAF	crGaussRifle	Gauss Rifle	Ammo2mmEC "2mm Electromagnetic Cartridge" [AMMO:0018ABDF]	1.000000	1.000000	0.000000	1.000000	1.000000	2750.000000	5500.000000	0.150000	0.500000	Normal formula behaviour		5	1	Gun	15.000000	8.000000	200	5	Loud	0	0.833333	0	30.000000	1.000000	0.500000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier40 [CURV:0076E9DD]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]	ConditionDamageScaleFactor_Weapons_Ballistic_SixShot [CURV:0050A606]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007D1148	crCombatRifle_Fixer	The Fixer	Ammo45Caliber ".45 Round" [AMMO:0001F66A]	1.000000	1.000000	0.000000	1.000000	1.000000	2116.000000	4231.000000	0.300000	0.500000	Normal formula behaviour		20	1	Gun	15.000000	5.000000	130	33	Loud	0	0.833333	0	25.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier20 [CURV:0076E9C9]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic [CURV:002E8F1A]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007D2CB4	crCremator	crCremator	AmmoFlamerFuel "Fuel" [AMMO:000CAC78]	1.000000	1.400000	0.000000	1.000000	1.000000	1925.000000	3850.000000	0.665000	0.700000	Normal formula behaviour		90	10	Gun	15.000000	15.000000	200	0	Loud	0	0.833333	16213	20.000000	0.000000	0.000000	Small	100	2.000000	1.000000	CritFire [SPEL:001478EC]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy_HighRoF [CURV:00403826]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
007D2CB3	crRailwayRifle	crRailway Rifle	AmmoRRSpike "Railway Spike" [AMMO:000FE269]	0.577400	1.000000	0.000000	1.000000	1.000000	1703.000000	3406.000000	1.000000	0.500000	Dismember only		10	1	Gun	15.000000	9.000000	90	100	Loud	0	0.666667	0	15.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier29 [CURV:0076E9D2]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SixShot [CURV:0050A606]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
007D3AF4	WarShrike	War Shrike	Ammo_WarShrike "War Shrike Feed" [AMMO:007D3AE5]	1.000000	1.500000	0.000000	1.000000	1.000000	256.000000	1024.000000	0.500000	0.500000	Normal formula behaviour		1	1	Gun	10.000000	5.000000	1000	7	Normal	0	0.666667	0	50.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Weapon_Ranged_WarShrike_BaseDMG [CURV:007D3AE7]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SingleShot [CURV:0050A607]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00802D6A	crMegaslothSandStorm	Ogua Sandstorm	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	200.000000	1000.000000	20.000000	0.000000	Normal formula behaviour		0	1	Gun	0.000000	3.000000	0	500	Normal	0	10.333333	0	10.000000	0.000000	0.000000	Large	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
008039BE	crFloaterFlamerGrenade	Floater Flamer Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	35	0	Normal	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
008039BF	crAssaultronHeadCharging	Salvaged Assaultron Head	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.150000	0.500000	Normal formula behaviour		5	1	Gun	10.000000	8.000000	115	0	Loud	0	0.666667	0	30.000000	0.000000	0.000000	Small	100	3.000000	1.000000	CritLaser [SPEL:000731B2]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
008039C0	crFloaterGnasherGrenade	Floater Gnasher Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	35	0	Normal	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
008039BD	crNukaGrenade	Nuka Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	35	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
008039BB	crCryoGrenade	Cryogenic Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	25	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	CritCryo [SPEL:001478ED]			2.000000					
008039BC	crCryolator	Cryolator	AmmoCryoCell "Cryo Cell" [AMMO:0018ABE2]	1.000000	1.000000	0.000000	1.000000	1.000000	660.000000	1319.000000	0.100000	0.500000	No dismember or explode		25	1	Gun	15.000000	10.000000	145	0	Normal	0	2.200000	0	10.000000	0.000000	0.000000	Small	100	2.000000	1.000000	CritCryo [SPEL:001478ED]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
00820762	crBaseballGrenade	Baseball Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	1.000000	20	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00820763	crPlasmaCaster	Plasma Caster	AmmoPlasmaCartridge "Plasma Cartridge" [AMMO:0001DBB7]	1.000000	1.000000	0.000000	1.000000	1.000000	2204.000000	4410.000000	0.500000	0.500000	Normal formula behaviour		20	1	Gun	15.000000	18.000000	225	0	Very Loud	0	0.833333	0	18.000000	0.000000	0.000000	Small	100	2.000000	1.000000	CritPlasma [SPEL:00139F8C]			2.000000	CT_Creatures_Damage_Universal_Tier24 [CURV:0076E9CD]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
00820764	crD01C_BugGrenade	Bug Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	25	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	CritCryo [SPEL:001478ED]			2.000000					
00820765	crDLC04_FragGrenadeMIRV	Fragmentation Grenade MIRV	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	1.000000	50	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00820766	crHalluciGenGrenade_Bounty	HalluciGen Gas Grenade	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	1.000000	25	1	Normal	0	1.833333	0	20.000000	0.000000	0.000000	Medium	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00820767	crMeltdown	V63 Laser Carbine	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	0.800000	1.000000	0.000000	1.000000	1.000000	2094.000000	4189.000000	0.233300	0.500000	Dismember only		150	1	Gun	10.000000	5.000000	70	0	Loud	0	2.200000	0	40.000000	0.000000	0.000000	Small	100	2.000000	1.000000	CritLaser [SPEL:000731B2]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
00820768	cr44_MedicalMalpractice	Medical Malpractice	Ammo44 ".44 Round" [AMMO:0009221C]	1.000000	1.000000	0.000000	1.000000	1.000000	1489.000000	2978.000000	0.150000	0.500000	Normal formula behaviour		6	1	Gun	10.000000	4.000000	40	48	Loud	0	0.833333	0	20.000000	0.000000	0.000000	Small	100	2.750000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier38 [CURV:0076E9DB]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SixShot [CURV:0050A606]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
0082447D	crTomahawk	Tomahawk	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1058.000000	2115.000000	0.000000	1.000000	Dismember only		0	1	Grenade	3.000000	0.700000	1	100	Quiet	0	1.833333	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier27 [CURV:0076E9D0]				
00824479	crGuitarSword	Guitar Sword	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Dismember only		0	1	OneHandSword	10.000000	3.000000	55	16	Quiet	0	1.138900	0	35.000000	0.000000	0.000000	Small	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier22 [CURV:0076E9CB]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0082447A	crWarDrum	War Drum	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.800000	1.000000	0.000000	10.000000	0.000000	-1.000000	Normal formula behaviour		0	1	TwoHandSword	15.000000	20.000000	115	40	Loud	0	2.000000	0	45.000000	0.000000	0.000000	Medium	100	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier29 [CURV:0076E9D2]	Durability_Weapons_Melee_Min [CURV:001FABB9]	ConditionDamageScaleFactor_Weapons_Melee [CURV:002E8F1B]	SecondaryScaleFactor_Weapons_Melee_Block [CURV:000361F3]	Durability_Weapons_Melee_Max [CURV:00345A4C]
0082447B	crUltracite_GatlingLaser	Ultracite Gatling Laser	AmmoFusionCore "Fusion Core" [AMMO:00075FE4]	2.000000	1.000000	0.000000	1.000000	1.000000	2120.000000	4241.000000	0.150000	0.500000	Normal formula behaviour		500	1	Gun	15.000000	18.000000	300	0	Very Loud	0	2.200000	0	12.000000	0.000000	0.000000	Small	100	2.000000	1.000000	CritUltracite [SPEL:005119FB]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy_HighRoF [CURV:00403826]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
0082447C	crDynamiteBundleGrenade	Dynamite Bundle	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	1000.000000	2000.000000	0.000000	1.000000	Normal formula behaviour		0	1	Grenade	3.000000	0.500000	15	0	Silent	0	1.833333	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000					
00825CCD	cr10mm_CircuitBreaker	Circuit Breaker	AmmoFusionCell "Fusion Cell" [AMMO:000C1897]	1.000000	1.000000	0.000000	1.000000	1.000000	1319.000000	2637.000000	0.230000	0.500000	Normal formula behaviour		8	1	Gun	10.000000	3.000000	40	0	Loud	0	0.666667	0	16.000000	0.000000	0.000000	Small	100	2.750000	1.000000	CritLightning_CircuitBreaker [SPEL:006FD098]			2.000000		Durability_Weapons_Energy_Min [CURV:001FAB9A]	ConditionDamageScaleFactor_Weapons_Energy [CURV:0003490E]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Energy_Max [CURV:00345A4D]
008270F7	Burn_crRadScorpionBurningSting	Burning Sting	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.900000	1.000000	500.000000	2000.000000	0.000000	0.500000	Normal formula behaviour		0	1	HandToHandMelee	0.000000	0.000000	0	1	Normal	0	1.122222	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier34 [CURV:0076E9D7]				
00827A15	crUnarmedRadHog	Unarmed Radhog	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	1.000000	1.000000	500.000000	2000.000000	10.000000	0.500000	Normal formula behaviour		0	1	HandToHandMelee	0.000000	0.000000	0	1	Normal	0	2.833333	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier33 [CURV:0076E9D6]				
0082B89A	zzz_Burn_SingleActionRevolver_Prop	Snakebite	Ammo44 ".44 Round" [AMMO:0009221C]	1.000000	1.000000	0.000000	1.000000	1.000000	256.000000	256.000000	0.150000	0.500000	Normal formula behaviour		6	1	Gun	10.000000	4.000000	85	48	Loud	0	0.833333	0	24.000000	0.000000	0.000000	Small	100	2.750000	1.000000	NULL - Null Reference [00000000]			2.000000	ZZZ_CT_Weapon_SingleActionRevolver_DMG [CURV:0022377E]	Durability_Weapons_Ballistic_Min [CURV:00052192]	ConditionDamageScaleFactor_Weapons_Ballistic_SixShot [CURV:0050A606]	SecondaryScaleFactor_Weapons_Ranged_Bash [CURV:001FABBA]	Durability_Weapons_Ballistic_Max [CURV:00345A4E]
0082F44F	Burn_crRadScorpionAbraxodyneSting	Abraxodyne Sting	NULL - Null Reference [00000000]	1.000000	1.000000	0.000000	0.900000	1.000000	500.000000	2000.000000	0.000000	0.500000	Normal formula behaviour		0	1	HandToHandMelee	0.000000	0.000000	0	1	Normal	0	1.122222	0	20.000000	0.000000	0.000000	Small	0	2.000000	1.000000	NULL - Null Reference [00000000]			2.000000	CT_Creatures_Damage_Universal_Tier34 [CURV:0076E9D7]				
