FormID	EDID	FULL	DESC	NNAM	XALG_Flags	KEYWORDS	SWFI	BEVA	ETIP	ETDI	ETLG	ReferencedBy	ECIL_Count	ECIL_1	ECIL_2	ECIL_3	ECIL_4	ECIL_5	ECIL_6	ECIL_7	ECIL_8	ECIL_9	ECIL_10	ECIL_11	ECIL_12	ECIL_13	ECIL_14
0085B25A	ATX_ENTM_CAMP_Collector_Shredder	Shredder	Often used by Grafton Police for the disposing of problematic evidence.  This item cannot be built inside of a Shelter.  Collects random suspicious items.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Shredder	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/Utility/	ATX_CAMP_Collector_Shredder.dds		0085B258:ATX_workshop_co_Utility_Shredder:COBJ	2	ATX_CAMP_Collector_Shredder_C1.ddsATX_CAMP_Collector_Shredder_C2.dds													
0085B2C4	ATX_ENTM_CAMP_Structure_AbandonedEstate	Abandoned Estate	Make this lost house a home once again.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Abandoned Estate		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD			Textures/ATX/Storefront/Camp/Structures/	ATX_CAMP_Structure_AbandonedEstate.dds		0085B2C1:ATX_workshop_co_Structure_AbandonedEstate:COBJ	3	ATX_CAMP_Structure_AbandonedEstate_C1.ddsATX_CAMP_Structure_AbandonedEstate_C2.ddsATX_CAMP_Structure_AbandonedEstate_C3.dds													
0085B2C8	ATX_ENTM_CAMP_Defense_Barrier_AbandonedEstatBarriers	Abandoned Estate Barriers	These barriers are covered by vines which can help hide a secret door!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Abandoned Estate Barriers		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Camp/Defenses/	ATX_CAMP_Defense_Barrier_AbandonedEstatBarriers.dds		0061DD8C:ATX_workshop_LL_Barrier_WavyWillardGateDUPLICATE000:LVLI|0061DD8D:ATX_workshop_LL_Barrier_WavyWillardDUPLICATE000:LVLI	2	ATX_CAMP_Defense_Barrier_AbandonedEstatBarriers_C1.ddsATX_CAMP_Defense_Barrier_AbandonedEstatBarriers_C2.dds													
0085B2C7	ATX_ENTM_CAMP_FloorDecor_OvergrownArbor	Overgrown Arbor	This 4 legged Arbor has enough stability to even hold up the vines!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Overgrown Arbor		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_OvergrownArbor.dds		0085B2CE:ATX_workshop_LL_Arbors:LVLI	2	ATX_CAMP_FloorDecor_OvergrownArbor_C1.ddsATX_CAMP_FloorDecor_OvergrownArbor_C2.dds													
0085B2CA	ATX_ENTM_PlayerTitles_Prefix_Derelict	Derelict Player Title Prefix	Unlocks the Player Title Prefix "Derelict".  - PLAYER TITLES ARE SELECTABLE IN THE PIP-BOY. -	Derelict		0060DD40:ATX_Entitlement_Category_Store_Account:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD|007AD476:ATX_Entitlement_Filter_Store_Account_PlayerTitles:KYWD			Textures/ATX/Storefront/Player/PlayerTitles/	ATX_PlayerTitles_Prefix_Derelict.dds		0085B2CF:ATX_PlayerTitles_Prefix_Derelict:PLYT	0														
0085B2C6	ATX_ENTM_CAMP_Furniture_Couch_OvergrownPorchSwing	Overgrown Porch Swing	This porch might be overgrown but it's still comfy.   - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Overgrown Porch Swing		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD			Textures/ATX/Storefront/Camp/Furniture/	ATX_CAMP_Furniture_Couch_OvergrownPorchSwing.dds		00164263:workshop_LL_Couches:LVLI	2	ATX_CAMP_Furniture_Couch_OvergrownPorchSwing_C1.ddsATX_CAMP_Furniture_Couch_OvergrownPorchSwing_C2.dds													
0085B2C5	ATX_ENTM_CAMP_FloorDecor_LuckyGardenGnome	Lucky Garden Gnome	Add a little luck to your garden with the Lucky Garden Gnome.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Lucky Garden Gnome		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_LuckyGardenGnome.dds		0047737F:ATX_workshop_LL_statuesSmall:LVLI	2	ATX_CAMP_FloorDecor_LuckyGardenGnome_C1.ddsATX_CAMP_FloorDecor_LuckyGardenGnome_C2.dds													
0085B2C9	ATX_ENTM_CAMP_Lights_Lamp_Large_DerelictLamp	Derelict Lamp	Overgrown to perfection. This lamp comes with its own ecosystem.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Derelict Lamp		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/Lights/	ATX__CAMP_Lights_Lamp_Large_DerelictLamp.dds		004F6D73:workshop_LL_Lights_StreetLamps:LVLI	2	ATX__CAMP_Lights_Lamp_Large_DerelictLamp_C1.ddsATX__CAMP_Lights_Lamp_Large_DerelictLamp_C2.dds													
0085B5FA	ATX_ENTM_CAMP_Utility_WeatherStation_Outwaste	Weather Control Station (Outwaste)	The air shifts. The mist takes over.  Weather Control Station will change weather in the C.A.M.P. radius when connected to power.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Weather Station (Outwaste)		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|00412287:ATX_Entitlement_Filter_Store_CAMP_Utility:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Camp/Utility/	ATX_CAMP_Utility_WeatherStation_Outwaste.dds		006EE8F6:ATX_workshop_LL_Utility_WeatherStations:LVLI	3	ATX_CAMP_Utility_WeatherStation_Outwaste_C1.ddsATX_CAMP_Utility_WeatherStation_Outwaste_C2.ddsATX_CAMP_Utility_WeatherStation_Outwaste_C3.dds													
0085B5FD	ATX_ENTM_CAMP_FloorDecor_Dinghy	Dinghy	Somehow this old Dinghy is still seaworthy.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Dinghy		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Dinghy.dds		0076DC59:SCORE_S17_Workshop_LL_FloorDecoration_Boat:LVLI	2	ATX_CAMP_FloorDecor_Dinghy_C1.ddsATX_CAMP_FloorDecor_Dinghy_C2.dds													
0085B5FC	ATX_ENTM_CAMP_Displaycase_FishingBobber	Fishing Bobber Display	Display your fishing bobbers in style!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Fishing Bobber Display	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Displays/	ATX_CAMP_Displaycase_FishingBobber.dds		008AAB5C:Fishing_workshop_LL_DisplayCase_FishingBobber:LVLI	2	ATX_CAMP_Displaycase_FishingBobber_C1.ddsATX_CAMP_Displaycase_FishingBobber_C2.dds													
0085B5FE	zzzATX_ENTM_CAMP_FloorDecor_Plushie_Alotolotl	Alotolotl	There is a lot of this Axolotl to love!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Alotolotl		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Plushie_Alotolotl.dds			2	ATX_CAMP_FloorDecor_Plushie_Alotolotl_C1.ddsATX_CAMP_FloorDecor_Plushie_Alotolotl_C2.dds													
0085B5FF	ATX_ENTM_CAMP_FloorDecor_Innertube	Innertube Set	These Red and Black Innertubes would be great for floating on the river.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Innertube Set		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_FloorDecor_Innertube.dds		007D6AD8:ATX_workshop_LL_Decorations_Boueys:LVLI	2	ATX_CAMP_FloorDecor_Innertube_C1.ddsATX_CAMP_FloorDecor_Innertube_C2.dds													
0085B600	ATX_ENTM_CAMP_WallDecor_BigCatchSign	Big Catch Sign	Remember that time you caught the big one with this wooden sign.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Big Catch Sign		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/WallDecoration/	ATX_CAMP_WallDecor_BigCatchSign.dds		0082E1A4:ATX_workshop_LL_WallSigns_Generic:LVLI	2	ATX_CAMP_WallDecor_BigCatchSign_C1.ddsATX_CAMP_WallDecor_BigCatchSign_C2.dds													
0085B5FB	ATX_ENTM_CAMP_Displaycase_AxolotlAquarium	Axolotl Aquarium Display Case	Give your axolotls the home they deserve!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Axolotl Aquarium	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5FC:ATX_Entitlement_Filter_Store_CAMP_Furniture:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Displays/	ATX_CAMP_Displaycase_AxolotlAquarium.dds		008A37FD:ATX_workshop_LL_Display_Aquarium:LVLI	2	ATX_CAMP_Displaycase_AxolotlAquarium_C1.ddsATX_CAMP_Displaycase_AxolotlAquarium_C2.dds													
0085B60B	ATX_ENTM_PlayerTitles_Suffix_Trooper	NCR Trooper Player Title Suffix	Unlocks the Player Title Suffix "NCR Trooper".  - PLAYER TITLES ARE SELECTABLE IN THE PIP-BOY. -	NCR Trooper		0060DD40:ATX_Entitlement_Category_Store_Account:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD|007AD476:ATX_Entitlement_Filter_Store_Account_PlayerTitles:KYWD			Textures/ATX/Storefront/Player/PlayerTitles/	ATX_PlayerTitles_Suffix_Trooper.dds		0085B60D:ATX_PlayerTitles_Suffix_Trooper:PLYT	0														
0085B60A	ATX_ENTM_PlayerTitles_Suffix_Dinghy	Dinghy Player Title Suffix	Unlocks the Player Title Suffix "Dinghy".  - PLAYER TITLES ARE SELECTABLE IN THE PIP-BOY. -	Dinghy		0060DD40:ATX_Entitlement_Category_Store_Account:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD|007AD476:ATX_Entitlement_Filter_Store_Account_PlayerTitles:KYWD			Textures/ATX/Storefront/Player/PlayerTitles/	ATX_PlayerTitles_Suffix_Dinghy.dds		0085B60C:ATX_PlayerTitles_Suffix_Dinghy:PLYT	0														
0085B633	ATX_ENTM_Apparel_Headwear_NCRTrooper	NCR Trooper Helmet	How did this NCR Trooper helmet end up way out here?  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	NCR Trooper Helmet		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD			Textures/ATX/Storefront/Player/Headwear/	ATX_Apparel_Headwear_NCRTrooper.dds		0085B631:ATX_co_Clothes_Headwear_NCRTrooper:COBJ	1	ATX_Apparel_Headwear_NCRTrooper_C1.dds													
0085B632	ATX_ENTM_Apparel_Outfit_NCRTrooper	NCR Trooper Outfit	How did this NCR Trooper outfit end up way out here?  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	NCR Trooper Outfit		003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB28:ATX_Entitlement_Filter_Store_Apparel_Outfits:KYWD			Textures/ATX/Storefront/Player/Outfit/	ATX_Apparel_Outfit_NCRTrooper.dds		0085B630:ATX_co_Clothes_Outfit_NCRTrooper:COBJ	2	ATX_Apparel_Outfit_NCRTrooper_C1.ddsATX_Apparel_Outfit_NCRTrooper_C2.dds													
0085A89C	SCORE_S23_ENTM_Skin_PowerArmor_Model_Edison	Edison Power Armor Paint	Give your foes a lesson in SHOCK and awe with the Edison Power Armor Paint!  This is a unique skin that completely alters the appearance of your Power Armor. It can be equipped on all main Power Armors.  - SKIN IS CRAFTABLE AT POWER ARMOR STATIONS. -	Edison Paint		004302F8:ATX_Entitlement_Category_Store_Skin:KYWD|0052B5F0:ATX_Entitlement_Filter_Store_Skin_PowerArmor:KYWD			Textures/ATX/Storefront/Player/PowerArmor/	SCORE_S23_Skin_PowerArmor_Model_Edison.dds		0085A896:SCORE_S23_co_mod_PowerArmor_ALL_Material_Paint_Edison_ArmLeft:COBJ|0085A897:SCORE_S23_co_mod_PowerArmor_ALL_Material_Paint_Edison_ArmRight:COBJ|0085A898:SCORE_S23_co_mod_PowerArmor_ALL_Material_Paint_Edison_LegLeft:COBJ|0085A899:SCORE_S23_co_mod_PowerArmor_ALL_Material_Paint_Edison_LegRight:COBJ|0085A89A:SCORE_S23_co_mod_PowerArmor_ALL_Material_Paint_Edison_Helmet:COBJ|0085A89B:SCORE_S23_co_mod_PowerArmor_ALL_Material_Paint_Edison_Torso:COBJ	3	SCORE_S23_Skin_PowerArmor_Model_Edison_C1.ddsSCORE_S23_Skin_PowerArmor_Model_Edison_C2.ddsSCORE_S23_Skin_PowerArmor_Model_Edison_C3.dds													
0085A8F2	SCORE_MiniSeason_2025_SunsetStranger_ENTM_CAMP_Furniture_SunsetDartMachine	Sassy-Blitz Arcade Dart Machine	Practice your aim with the Sassy-Blitz Arcade Dart Machine!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Sassy-Blitz Arcade Dart Machine		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Furniture/	SCORE_MiniSeason_2025_SunsetStranger_CAMP_Furniture_SunsetDartMachine.dds		0085A8F1:SCORE_MiniSeason_2025_SunsetStranger_workshop_co_Furniture_SunsetDartMachine:COBJ	2	SCORE_MiniSeason_2025_SunsetStranger_CAMP_Furniture_SunsetDartMachine_C1.ddsSCORE_MiniSeason_2025_SunsetStranger_CAMP_Furniture_SunsetDartMachine_C2.dds													
0085A8F5	SCORE_S23_ENTM_CAMP_FloorDecor_CratePlatform	Sunset Sarsaparilla Floating Crate Platform	Get creative with these floating Sunset Sarsaparilla crates!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Floating Crate Platform		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	SCORE_S23_CAMP_FloorDecor_CratePlatform.dds		0086DBED:SCORE_S23_workshop_LL_FloorDecor_CratePlatform:LVLI	2	SCORE_S23_CAMP_FloorDecor_CratePlatform_C1.ddsSCORE_S23_CAMP_FloorDecor_CratePlatform_C2.dds													
0085AD67	SCORE_S23_ENTM_Utility_SarsaparillaRaiderized	Raider Sarsaparilla Vending Machine	Satisfy your thirst with a Sunset Sarsaparilla! If you're lucky, you might get a rare Star Size Sunset Sarsaparilla - a super sized edition released in limited quantities to select Canadian and U.S. test markets!  Be warned, there is a 5 minute restocking period before you will be able to quench your thirst again.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Raider Sarsaparilla Vending Machine	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|00412287:ATX_Entitlement_Filter_Store_CAMP_Utility:KYWD			Textures/ATX/Storefront/Camp/Utility/	SCORE_S23_Utility_SarsaparillaRaiderized.dds		0085AD66:SCORE_S23_workshop_co_Resources_SarsaparillaRaiderized:COBJ	2	SCORE_S23_Utility_SarsaparillaRaiderized_C1.ddsSCORE_S23_Utility_SarsaparillaRaiderized_C2.dds													
0085B0C9	ATX_ENTM_CAMP_CAMPPets_Dog_RoboPawPS	RoboPaw Blue Dog	A special dog designed to be your best friend!  Generates 1, 2, or 3 Star Legendary Items  - C.A.M.P. PETS  APPEAR ONCE THEIR FURNITURE IS PLACED IN C.A.M.P. MODE. -	RoboPaw Blue Dog		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|005EFC5F:ATX_Entitlement_Filter_Store_CAMP_Allies:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	ATX_CAMP_CAMPPets_Dog_RoboPawPS.dds		008538DA:ATX_workshop_LL_CAMPPets_Pets_Dogs:LVLI	2	ATX_CAMP_CAMPPets_Dog_RoboPawPS_C1.ddsATX_CAMP_CAMPPets_Dog_RoboPawPS_C2.dds													
0085B1D8	SCORE_S23_ENTM_CAMP_Decor_PyrotechnicKit_FirePillar	Fire Pillar Pyrotechnic Kit	Light the beacons using your Fire Pillar Pyrotechnic Kit!   - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Fire Pillar Pyrotechnic Kit	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	SCORE_S23_CAMP_Decor_PyrotechnicKit_FirePillar.dds		0085B1D6:SCORE_S23_workshop_co_Decorations_PyrotechnicKit_FirePillar:COBJ	2	SCORE_S23_CAMP_Decor_PyrotechnicKit_FirePillar_C1.ddsSCORE_S23_CAMP_Decor_PyrotechnicKit_FirePillar_C2.dds													
0085B1D7	ZZZ_SCORE_S23_ENTM_CAMP_Structure_RaiderNukaColaCar	Raiderized Nuka-Cola Car	- C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Raiderized Nuka-Cola Car	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/Structures/	SCORE_S23_CAMP_Structure_RaiderNukaColaCar.dds			2	SCORE_S23_CAMP_Structure_RaiderNukaColaCar_C1.ddsSCORE_S23_CAMP_Structure_RaiderNukaColaCar_C2.dds													
0085B2E3	SCORE_S23_ENTM_CAMP_WallDecor_AppalachiaFishPosters_BurnFish	Fish of Appalachia: Burning Springs Poster	Study your prey with the Fish of Appalachia: Burning Springs Poster!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Fish of Appalachia: Burning Springs Poster	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Camp/WallDecoration/	SCORE_S23_CAMP_WallDecor_AppalachiaFishPosters_BurnFish.dds		003F0660:workshop_LL_WallDecor_Posters_General:LVLI	2	SCORE_S23_CAMP_WallDecor_AppalachiaFishPosters_BurnFish_C1.ddsSCORE_S23_CAMP_WallDecor_AppalachiaFishPosters_BurnFish_C2.dds													
0085B3DD	SCORE_S23_ENTM_CAMP_Structure_RaiderTavern	Raider Tavern	Bring the beauty of a barfight to your C.A.M.P. with the Raider Tavern.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Raider Tavern		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Camp/Structures/	SCORE_S23_CAMP_Structure_RaiderTavern.dds		0085B3DC:SCORE_S23_workshop_co_Structure_RaiderTavern:COBJ	3	SCORE_S23_CAMP_Structure_RaiderTavern_C1.ddsSCORE_S23_CAMP_Structure_RaiderTavern_C2.ddsSCORE_S23_CAMP_Structure_RaiderTavern_C3.dds													
0085B578	ATX_ENTM_CAMP_Structure_RaiderSentry	Raider Sentry	Keep an eye on your surroundings with this structure.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Raider Sentry		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0052B5F9:ATX_Entitlement_Filter_Store_CAMP_Structures:KYWD			Textures/ATX/Storefront/Camp/Structures/	ATX_CAMP_Structure_RaiderSentry.dds		0085B577:ATX_workshop_co_Structure_RaiderSentry:COBJ	4	ATX_CAMP_Structure_RaiderSentry_C1.ddsATX_CAMP_Structure_RaiderSentry_C2.ddsATX_CAMP_Structure_RaiderSentry_C3.ddsATX_CAMP_Structure_RaiderSentry_C4.dds													
0085B69D	SCORE_S23_ENTM_Apparel_Outfit_CheckeredSuit	Checkered Suit Outfit	This suit checks all the boxes.  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Checkered Suit Outfit	Premium	003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB28:ATX_Entitlement_Filter_Store_Apparel_Outfits:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Player/Outfit/	SCORE_S23_Apparel_Outfit_CheckeredSuit.dds		0085B69A:SCORE_S23_co_Clothes_Outfit_CheckeredSuit:COBJ	2	SCORE_S23_Apparel_Outfit_CheckeredSuit_C1.ddsSCORE_S23_Apparel_Outfit_CheckeredSuit_C2.dds													
0085B69F	SCORE_S23_ENTM_Apparel_Outfit_Cowboy_VaultTecCB	Vault-Tec Cowboy Outfit	Vault Tec's newly engineered fronteering uniform, yee-haw partners!   - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Vault-Tec Cowboy Outfit	Premium	003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB28:ATX_Entitlement_Filter_Store_Apparel_Outfits:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Player/Outfit/	SCORE_S23_Apparel_Outfit_Cowboy_VaultTecCB.dds		0085B69C:SCORE_S23_co_Clothes_OutfitCowboy_VaultTecCB:COBJ	2	SCORE_S23_Apparel_Outfit_Cowboy_VaultTecCB_C1.ddsSCORE_S23_Apparel_Outfit_Cowboy_VaultTecCB_C2.dds													
0085B69E	SCORE_S23_ENTM_Apparel_Headwear_Cowboy_VaultTecCBHat	Vault-Tec Cowboy Hat	Vault Tec has engineered a new kind of headwear, yee-haw.  - APPAREL IS CRAFTABLE AT ARMOR WORKBENCHES. -	Vault-Tec Cowboy Hat	Premium	003BF410:ATX_Entitlement_Category_Store_Apparel:KYWD|0051AB27:ATX_Entitlement_Filter_Store_Apparel_Headwear:KYWD|0079A59D:ATX_ItemRarity_Standard:KYWD			Textures/ATX/Storefront/Player/Headwear/	SCORE_S23_Apparel_Headwear_Cowboy_VaultTecCBHat.dds		0085B69B:SCORE_S23_co_Clothes_HeadwearCowboy_VaultTecCBHat:COBJ	2	SCORE_S23_Apparel_Headwear_Cowboy_VaultTecCBHat_C1.ddsSCORE_S23_Apparel_Headwear_Cowboy_VaultTecCBHat_C2.dds													
0085B6A2	SCORE_S23_ENTM_CAMP_Kit_ScrapMetalPorch	Scrap Metal Porch Kit	Protect yourself with this Scrap Metal Porch Kit!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Scrap Metal Porch Kit	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|005E4866:ATX_Entitlement_Filter_Store_CAMP_Kits:KYWD|007914FB:ATX_ItemRarity_Rare:KYWD			Textures/ATX/Storefront/Camp/Kits/	SCORE_S23_CAMP_Kit_ScrapMetalPorch.dds		0085B6A3:SCORE_S23_workshop_LL_Structure_ScrapMetalPorch:LVLI|0086F00F:SCORE_S23_workshop_LL_Structure_ScrapMetalPorch_Railing:LVLI	2	SCORE_S23_CAMP_Kit_ScrapMetalPorch_C1.ddsSCORE_S23_CAMP_Kit_ScrapMetalPorch_C2.dds													
0085B80B	SCORE_S23_ENTM_CAMP_Workbench_Chemistry_Raiderized	Raider Chemistry Workstation	Bring your Wasteland resources to a nearly Raider Chemistry Workstation for a REAL good time.  Requires the Chemistry Workstation to be learned.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Raider Chemistry Workstation		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0049499B:ATX_Entitlement_Filter_Store_CAMP_Machinery:KYWD|007914FC:ATX_ItemRarity_Superior:KYWD			Textures/ATX/Storefront/Camp/Machinery/	SCORE_S23_CAMP_Workbench_Chemistry_Raiderized.dds		003368A3:workshop_LL_CraftingChems:LVLI	2	SCORE_S23_CAMP_Workbench_Chemistry_Raiderized_C1.ddsSCORE_S23_CAMP_Workbench_Chemistry_Raiderized_C2.dds													
0085B810	SCORE_S23_ENTM_CAMP_Machinery_Workbench_Brewing_RaiderizedBrew	Raider Brewing Station	Trouble isn't the only thing brewing.  Requires the Brewing Workstation to be learned.  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Raider Brewing Station		003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|0049499B:ATX_Entitlement_Filter_Store_CAMP_Machinery:KYWD			Textures/ATX/Storefront/Camp/Machinery/	SCORE_S23_CAMP_Machinery_Workbench_Brewing_RaiderizedBrew.dds		0046A371:workshop_LL_CraftingBrewing:LVLI	2	SCORE_S23_CAMP_Machinery_Workbench_Brewing_RaiderizedBrew_C1.ddsSCORE_S23_CAMP_Machinery_Workbench_Brewing_RaiderizedBrew_C2.dds													
0085B80E	SCORE_S23_ENTM_CAMP_FloorDecor_ScorchedDeterrent	Scorched Deterrents	Get the message across to unwelcome guests with these Scorched Deterrents!  - C.A.M.P. ITEMS APPEAR WHILE IN C.A.M.P. MODE. -	Scorched Deterrents	Premium	003BF411:ATX_Entitlement_Category_Store_CAMP:KYWD|003DC598:ATX_Entitlement_Filter_Store_CAMP_Decorations:KYWD			Textures/ATX/Storefront/Camp/FloorDecoration/	SCORE_S23_CAMP_FloorDecor_ScorchedDeterrent.dds		0085B813:SCORE_S23_workshop_co_FloorDecor_ScorchedDeterrent:COBJ|0085B816:workshop_LL_Decorations_Deterrents:LVLI	2	SCORE_S23_CAMP_FloorDecor_ScorchedDeterrent_C1.ddsSCORE_S23_CAMP_FloorDecor_ScorchedDeterrent_C2.dds													
