PCRD_FormID	PCRD_EDID	FormVersion	DESC	MNAM_MaleName	FNAM_FemaleName	ANAM_PerkCardFlags	DATA_Value	DATA_MinLevel	DATA_Special	DATA_RaceRestriction	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	SNAM_Sound	RankCount	Ranks_Flat	ReferencedByCount	Rank_1_CardRank	Rank_1_MalePerk_FormID	Rank_1_MalePerk_EDID	Rank_1_MalePerk_FULL	Rank_1_FemalePerk_FormID	Rank_1_FemalePerk_EDID	Rank_1_FemalePerk_FULL	Rank_2_CardRank	Rank_2_MalePerk_FormID	Rank_2_MalePerk_EDID	Rank_2_MalePerk_FULL	Rank_2_FemalePerk_FormID	Rank_2_FemalePerk_EDID	Rank_2_FemalePerk_FULL	Rank_3_CardRank	Rank_3_MalePerk_FormID	Rank_3_MalePerk_EDID	Rank_3_MalePerk_FULL	Rank_3_FemalePerk_FormID	Rank_3_FemalePerk_EDID	Rank_3_FemalePerk_FULL	Rank_4_CardRank	Rank_4_MalePerk_FormID	Rank_4_MalePerk_EDID	Rank_4_MalePerk_FULL	Rank_4_FemalePerk_FormID	Rank_4_FemalePerk_EDID	Rank_4_FemalePerk_FULL	Rank_5_CardRank	Rank_5_MalePerk_FormID	Rank_5_MalePerk_EDID	Rank_5_MalePerk_FULL	Rank_5_FemalePerk_FormID	Rank_5_FemalePerk_EDID	Rank_5_FemalePerk_FULL	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11
00479D65	zzz_Babylon_SluggerMasterCard	209	Home run with each hit!	SluggerMaster			0.000000	50	Strength	None	001179F3	PerkCard_Caps_Rare		001A762C:UIPerkMenuBigLeagues:SNDR	1	1|00479D58:zzz_Babylon_SluggerMaster03:Master Slugger|	0	1	00479D58	zzz_Babylon_SluggerMaster03	Master Slugger																																										
00479D66	zzz_Babylon_SquadManeuversCard	209	Squad! Move out! Go go go!	SquadManeuvers			0.000000	50	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	6|00479D57:zzz_Babylon_SquadManeuvers02:Squad Maneuvers|	0	6	00479D57	zzz_Babylon_SquadManeuvers02	Squad Maneuvers																																										
00479D67	zzz_Babylon_StabilizedCard	209	Good thing you installed shock absorbers.	Stabilized			0.000000	50	Intelligence	None	001179F3	PerkCard_Caps_Rare			1	9|00479D56:zzz_Babylon_Stabilized03:Stabilized|	3	9	00479D56	zzz_Babylon_Stabilized03	Stabilized																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
00479D68	zzz_Babylon_WhiteKnightCard	209	Keep it clean and it lasts longer!	WhiteKnight			0.000000	50	Agility	None	0024F8D6	PerkCard_Caps_Uncommon			1	6|00479D55:zzz_Babylon_WhiteKnight03:White Knight|	3	6	00479D55	zzz_Babylon_WhiteKnight03	White Knight																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
00479D5F	zzz_Babylon_DodgyCard	209	Dodge bullets and roll with the punches.	Dodgy			0.000000	50	Agility	None	001179F3	PerkCard_Caps_Rare			1	6|00479D5E:zzz_Babylon_Dodgy03:Dodgy|	3	6	00479D5E	zzz_Babylon_Dodgy03	Dodgy																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	0042FFCC:BabylonSoloPerkDraftCards_76:FLST								
00479D60	zzz_Babylon_HomebodyCard	209	Home is where the heart is.	Homebody			0.000000	19	Endurance	None	001179ED	PerkCard_Caps_Common			1	6|00479D5D:zzz_Babylon_Homebody02:Homebody|	0	6	00479D5D	zzz_Babylon_Homebody02	Homebody																																										
003EE5A8	zzz_Babylon_HackerCard	209	Penetrate terminal security with cutting-edge encryption knowledge.	Hacker			0.000000	1	Intelligence	None	001179ED	PerkCard_Caps_Common		001A7640:UIPerkMenuHacker:SNDR	1	1|003EE5A7:zzz_Babylon_Hacker01:Hacker|	2	1	003EE5A7	zzz_Babylon_Hacker01	Hacker																																00472C0D:Babylon_Starter_Perk_Cards:FLST	00553296:Babylon_PerkCardPack_LaunchPack003_StarterFoil:FLST									
003EE5A6	zzz_Babylon_PicklockCard	209	Locked? Not for long!	Picklock			0.000000	1	Perception	None	001179ED	PerkCard_Caps_Common			1	1|003EE5A5:zzz_Babylon_Picklock01:Picklock|	3	1	003EE5A5	zzz_Babylon_Picklock01	Picklock																																003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	00472C0D:Babylon_Starter_Perk_Cards:FLST	00553296:Babylon_PerkCardPack_LaunchPack003_StarterFoil:FLST								
003F45F7	zzz_Babylon_FashionFinderCard	209	You keep an eye out for fresh looks!	FashionFinder			0.000000	1	Perception	None	001179ED	PerkCard_Caps_Common		001A7624:UIPerkMenuActionBoy:SNDR	1	6|004500C2:zzz_Babylon_FashionFinder01:Fashion Finder|	2	6	004500C2	zzz_Babylon_FashionFinder01	Fashion Finder																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST									
003F45F3	zzz_Babylon_CowboyCard	209	You're a close-quarters gun warrior!	Cowboy			0.000000	1	Agility	None	001179F3	PerkCard_Caps_Rare			1	3|003F45F2:zzz_Babylon_Cowboy01:Cowboy|	3	3	003F45F2	zzz_Babylon_Cowboy01	Cowboy																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST	004249AF:Babylon_PerkCardPack_LaunchPack002_CommonLow:FLST								
003F45EF	zzz_Babylon_WalkingArsenalCard	209	Packing light doesn't mean packing little!	WalkingArsenal			0.000000	1	Strength	None	001179ED	PerkCard_Caps_Common			1	9|003F45F0:zzz_Babylon_WalkingArsenal01:Walking Arsenal|	2	9	003F45F0	zzz_Babylon_WalkingArsenal01	Walking Arsenal																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST									
003F45F6	zzz_Babylon_ClubberCard	209	In another life you were a swordsman!	Clubber			0.000000	1	Strength	None	001179F3	PerkCard_Caps_Rare			1	1|003F45F4:zzz_Babylon_Clubber01:Clubber|	2	1	003F45F4	zzz_Babylon_Clubber01	Clubber																																003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST									
003F6CC7	zzz_Babylon_RunForYourKnifeCard	209	There's no time to waste!	RunForYourKnife			0.000000	1	Agility	None	001179ED	PerkCard_Caps_Common		001A7624:UIPerkMenuActionBoy:SNDR	1	6|003F6CC6:zzz_Babylon_RunForYourKnife01:Run For Your Knife|003F6CC6:zzz_Babylon_RunForYourKnife01:Run For Your Knife	2	6	003F6CC6	zzz_Babylon_RunForYourKnife01	Run For Your Knife	003F6CC6	zzz_Babylon_RunForYourKnife01	Run For Your Knife																													003EE5AB:Babylon_Perk_Cards:FLST	003F7F79:Babylon_PerkCardPack_LaunchPack001_Common:FLST									
00563B93	ArcherExpertCard	209	Make every shot a strong shot.	ArcherExpert			0.000000	15	Perception	None	001179F3	PerkCard_Caps_Rare		00563B98:UIPerkMenuArcher:SNDR	1	2|00563B90:ArcherExpert01:Deal Sealer|	3	2	00563B90	ArcherExpert01	Deal Sealer																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00563B8F	ArcherCard	209	A proper release should surprise even the archer.	Archer			0.000000	2	Perception	None	001179F3	PerkCard_Caps_Rare		00563B98:UIPerkMenuArcher:SNDR	3	1|00563B8B:Archer01:Hat Trick| || 2|00563B8C:Archer02:Hat Trick| || 3|00563B8D:Archer03:Hat Trick|	4	1	00563B8B	Archer01	Hat Trick				2	00563B8C	Archer02	Hat Trick				3	00563B8D	Archer03	Hat Trick																		0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	007B9AF0:ATX_Loadout_Level50_Boost_BonusCards:LVPC							
00563B9B	BowBeforeMeCard	209	Your arrows always hit where their armor isn't.	BowBeforeMe			0.000000	6	Perception	None	001179ED	PerkCard_Caps_Common			2	1|00563B87:BowBeforeMe01:Bow Before Me| || 2|00563B99:BowBeforeMe02:Bow Before Me|	3	1	00563B87	BowBeforeMe01	Bow Before Me				2	00563B99	BowBeforeMe02	Bow Before Me																									0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00563B97	ArcherMasterCard	209	You could teach Robin Hood a thing or two.	ArcherMaster			0.000000	35	Perception	None	001179F3	PerkCard_Caps_Rare		00563B98:UIPerkMenuArcher:SNDR	1	3|00563B94:ArcherMaster01:Master Archer|	3	3	00563B94	ArcherMaster01	Master Archer																																0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
005A4F10	zzz_LGN_HeavyDuty_Card	209	You give "bulletproof" a whole new meaning.	LGNHeavyDuty		1	0.000000	50	Endurance	None					4	1|005A4F14:zzz_LGN_HeavyDuty_Perk01:Heavy Duty| || 1|005A4F12:zzz_LGN_HeavyDuty_Perk02:Heavy Duty| || 1|005A4F15:zzz_LGN_HeavyDuty_Perk03:Heavy Duty| || 1|005A4F13:zzz_LGN_HeavyDuty_Perk04:Heavy Duty|	0	1	005A4F14	zzz_LGN_HeavyDuty_Perk01	Heavy Duty				1	005A4F12	zzz_LGN_HeavyDuty_Perk02	Heavy Duty				1	005A4F15	zzz_LGN_HeavyDuty_Perk03	Heavy Duty				1	005A4F13	zzz_LGN_HeavyDuty_Perk04	Heavy Duty																					
005A4F11	zzz_LGN_ThinSkinned_Card	209	Bulky armor is for losers and you are NOT a loser.	LGNReconBuild		1	0.000000	50	Endurance	None					4	1|005A4F16:zzz_LGN_ThinSkinned_Perk01:Thin Skinned| || 1|005A4F17:zzz_LGN_ThinSkinned_Perk02:Thin Skinned| || 1|005A4F18:zzz_LGN_ThinSkinned_Perk03:Thin Skinned| || 1|005A4F19:zzz_LGN_ThinSkinned_Perk04:Thin Skinned|	0	1	005A4F16	zzz_LGN_ThinSkinned_Perk01	Thin Skinned				1	005A4F17	zzz_LGN_ThinSkinned_Perk02	Thin Skinned				1	005A4F18	zzz_LGN_ThinSkinned_Perk03	Thin Skinned				1	005A4F19	zzz_LGN_ThinSkinned_Perk04	Thin Skinned																					
005A4F1A	zzz_LGN_SuitedUp_Card	209	Protection for you, pain for them.	LGNSuitedUp		1	0.000000	50	Endurance	None					4	1|005A4F1B:zzz_LGN_SuitedUp_Perk01:Suited Up| || 1|005A4F1C:zzz_LGN_SuitedUp_Perk02:Suited Up| || 1|005A4F1D:zzz_LGN_SuitedUp_Perk03:Suited Up| || 1|005A4F1E:zzz_LGN_SuitedUp_Perk04:Suited Up|	0	1	005A4F1B	zzz_LGN_SuitedUp_Perk01	Suited Up				1	005A4F1C	zzz_LGN_SuitedUp_Perk02	Suited Up				1	005A4F1D	zzz_LGN_SuitedUp_Perk03	Suited Up				1	005A4F1E	zzz_LGN_SuitedUp_Perk04	Suited Up																					
005A5943	LGN_WhatRads_Card	209	Putting the "active" in radioactive!	LGNRadicalRadiation		1	0.000000	50	Strength	Human					4	1|005A5944:LGN_WhatRads_Perk01:What Rads?| || 1|005A5945:LGN_WhatRads_Perk02:What Rads?| || 1|005A5946:LGN_WhatRads_Perk03:What Rads?| || 1|005A5947:LGN_WhatRads_Perk04:What Rads?|	0	1	005A5944	LGN_WhatRads_Perk01	What Rads?				1	005A5945	LGN_WhatRads_Perk02	What Rads?				1	005A5946	LGN_WhatRads_Perk03	What Rads?				1	005A5947	LGN_WhatRads_Perk04	What Rads?																					
005A59C6	LGN_TakingOneForTheTeam_Card	209	It's me you want! Come on!	LGNTakingOneForTheTeam		1	0.000000	50	Strength	None					4	1|005A59C8:LGN_TakingOneForTheTeam_Perk01:Taking One For The Team| || 1|005A59CA:LGN_TakingOneForTheTeam_Perk02:Taking One For The Team| || 1|005A59C7:LGN_TakingOneForTheTeam_Perk03:Taking One For The Team| || 1|005A59C9:LGN_TakingOneForTheTeam_Perk04:Taking One For The Team|	0	1	005A59C8	LGN_TakingOneForTheTeam_Perk01	Taking One For The Team				1	005A59CA	LGN_TakingOneForTheTeam_Perk02	Taking One For The Team				1	005A59C7	LGN_TakingOneForTheTeam_Perk03	Taking One For The Team				1	005A59C9	LGN_TakingOneForTheTeam_Perk04	Taking One For The Team																					
005A59CB	zzz_LGN_BotanyBuddy_Card	209	Putting that green thumb to use!	LGNBotanyExpert		1	0.000000	50	Strength	None					4	1|005A59CC:zzz_LGN_BotanyBuddy_Perk01:Botany Buddy| || 1|005A59CD:zzz_LGN_BotanyBuddy_Perk02:Botany Buddy| || 1|005A59CE:zzz_LGN_BotanyBuddy_Perk03:Botany Buddy| || 1|005A59CF:zzz_LGN_BotanyBuddy_Perk04:Botany Buddy|	0	1	005A59CC	zzz_LGN_BotanyBuddy_Perk01	Botany Buddy				1	005A59CD	zzz_LGN_BotanyBuddy_Perk02	Botany Buddy				1	005A59CE	zzz_LGN_BotanyBuddy_Perk03	Botany Buddy				1	005A59CF	zzz_LGN_BotanyBuddy_Perk04	Botany Buddy																					
005A59D0	LGN_BloodSacrifice_Card	209	The ULTIMATE sacrifice.	LGNBloodSacrifice		1	0.000000	50	Strength	None					4	1|005A59D1:LGN_BloodSacrifice_Perk01:Blood Sacrifice!| || 1|005A59D2:LGN_BloodSacrifice_Perk02:Blood Sacrifice!| || 1|005A59D3:LGN_BloodSacrifice_Perk03:Blood Sacrifice!| || 1|005A59D4:LGN_BloodSacrifice_Perk04:Blood Sacrifice!|	0	1	005A59D1	LGN_BloodSacrifice_Perk01	Blood Sacrifice!				1	005A59D2	LGN_BloodSacrifice_Perk02	Blood Sacrifice!				1	005A59D3	LGN_BloodSacrifice_Perk03	Blood Sacrifice!				1	005A59D4	LGN_BloodSacrifice_Perk04	Blood Sacrifice!																					
005A59DB	zzzLGN_RewardsHound_Card	209	You gain more junk, legendary scrip, gold bullion, and caps	LGNRewardsHound		1	0.000000	50	Strength	None					4	1|005A59DC:zzzLGN_RewardsHound_Perk01:Rewards Hound| || 1|005A59DD:zzzLGN_RewardsHound_Perk02:Rewards Hound| || 1|005A59DE:zzzLGN_RewardsHound_Perk03:Rewards Hound| || 1|005A59DF:zzzLGN_RewardsHound_Perk04:Rewards Hound|	0	1	005A59DC	zzzLGN_RewardsHound_Perk01	Rewards Hound				1	005A59DD	zzzLGN_RewardsHound_Perk02	Rewards Hound				1	005A59DE	zzzLGN_RewardsHound_Perk03	Rewards Hound				1	005A59DF	zzzLGN_RewardsHound_Perk04	Rewards Hound																					
005A5D68	LGN_FollowThrough_Card	209	They'll never see it coming.	LGNFollowThrough		1	0.000000	50	Endurance	None					4	1|005A5D69:LGN_FollowThrough_Perk01:Follow Through| || 1|005A5D6A:LGN_FollowThrough_Perk02:Follow Through| || 1|005A5D6B:LGN_FollowThrough_Perk03:Follow Through| || 1|005A5D6C:LGN_FollowThrough_Perk04:Follow Through|	0	1	005A5D69	LGN_FollowThrough_Perk01	Follow Through				1	005A5D6A	LGN_FollowThrough_Perk02	Follow Through				1	005A5D6B	LGN_FollowThrough_Perk03	Follow Through				1	005A5D6C	LGN_FollowThrough_Perk04	Follow Through																					
005A5DA8	zzzLGN_OverchargedCore_Card	209	Get a little extra juice.	LGNOverchargedCore		1	0.000000	50	Endurance	None					4	1|005A5DA9:zzzLGN_OverchargedCore_Perk01:Overcharged Core| || 1|005A5DAA:zzzLGN_OverchargedCore_Perk02:Overcharged Core| || 1|005A5DAB:zzzLGN_OverchargedCore_Perk03:Overcharged Core| || 1|005A5DAC:zzzLGN_OverchargedCore_Perk04:Overcharged Core|	0	1	005A5DA9	zzzLGN_OverchargedCore_Perk01	Overcharged Core				1	005A5DAA	zzzLGN_OverchargedCore_Perk02	Overcharged Core				1	005A5DAB	zzzLGN_OverchargedCore_Perk03	Overcharged Core				1	005A5DAC	zzzLGN_OverchargedCore_Perk04	Overcharged Core																					
005A5DB2	LGN_BrawlingChemist_Card	209	An advanced biochemical implant periodically grants you a powerful chem.	LGNBrawlingChemist		1	0.000000	50	Strength	None					4	1|005A5DBB:LGN_BrawlingChemist_Perk01:Brawling Chemist| || 1|005A5DBC:LGN_BrawlingChemist_Perk02:Brawling Chemist| || 1|005A5DBD:LGN_BrawlingChemist_Perk03:Brawling Chemist| || 1|005A5DBE:LGN_BrawlingChemist_Perk04:Brawling Chemist|	0	1	005A5DBB	LGN_BrawlingChemist_Perk01	Brawling Chemist				1	005A5DBC	LGN_BrawlingChemist_Perk02	Brawling Chemist				1	005A5DBD	LGN_BrawlingChemist_Perk03	Brawling Chemist				1	005A5DBE	LGN_BrawlingChemist_Perk04	Brawling Chemist																					
005A5DD7	LGN_FarFlungFireworks_Card	209	Stay back! Enemies go BOOM.	LGNDistanceDetonator		1	0.000000	50	Endurance	None					4	1|005A5DD8:LGN_FarFlungFireworks_Perk01:Far-Flung Fireworks| || 1|005A5DD9:LGN_FarFlungFireworks_Perk02:Far-Flung Fireworks| || 1|005A5DDA:LGN_FarFlungFireworks_Perk03:Far-Flung Fireworks| || 1|005A5DDB:LGN_FarFlungFireworks_Perk04:Far-Flung Fireworks|	0	1	005A5DD8	LGN_FarFlungFireworks_Perk01	Far-Flung Fireworks				1	005A5DD9	LGN_FarFlungFireworks_Perk02	Far-Flung Fireworks				1	005A5DDA	LGN_FarFlungFireworks_Perk03	Far-Flung Fireworks				1	005A5DDB	LGN_FarFlungFireworks_Perk04	Far-Flung Fireworks																					
005A5DDC	LGN_DetonationContagion_Card	209	Explosions begat explosions.	LGNDetonationContagion		1	0.000000	50	Endurance	None					4	1|005A5DDD:LGN_DetonationContagion_Perk01:Detonation Contagion| || 1|005A5DDE:LGN_DetonationContagion_Perk02:Detonation Contagion| || 1|005A5DDF:LGN_DetonationContagion_Perk03:Detonation Contagion| || 1|005A5DE0:LGN_DetonationContagion_Perk04:Detonation Contagion|	0	1	005A5DDD	LGN_DetonationContagion_Perk01	Detonation Contagion				1	005A5DDE	LGN_DetonationContagion_Perk02	Detonation Contagion				1	005A5DDF	LGN_DetonationContagion_Perk03	Detonation Contagion				1	005A5DE0	LGN_DetonationContagion_Perk04	Detonation Contagion																					
005A5DE5	LGN_ElectricAbsorption_Card	209	Recharge those batteries.	LGNElectricAbsorption		1	0.000000	50	Endurance	None					4	1|005A5DE4:LGN_ElectricAbsorption_Perk01:Electric Absorption| || 1|005A5DE3:LGN_ElectricAbsorption_Perk02:Electric Absorption| || 1|005A5DE2:LGN_ElectricAbsorption_Perk03:Electric Absorption| || 1|005A5DE1:LGN_ElectricAbsorption_Perk04:Electric Absorption|	0	1	005A5DE4	LGN_ElectricAbsorption_Perk01	Electric Absorption				1	005A5DE3	LGN_ElectricAbsorption_Perk02	Electric Absorption				1	005A5DE2	LGN_ElectricAbsorption_Perk03	Electric Absorption				1	005A5DE1	LGN_ElectricAbsorption_Perk04	Electric Absorption																					
005A5DEE	LGN_PowerArmorReboot_Card	209	A new lease on life!	LGNPowerArmorReboot		1	0.000000	50	Endurance	None					4	1|005A5DED:LGN_PowerArmorReboot_Perk01:Power Armor Reboot| || 1|005A5DEC:LGN_PowerArmorReboot_Perk02:Power Armor Reboot| || 1|005A5DEB:LGN_PowerArmorReboot_Perk03:Power Armor Reboot| || 1|005A5DEA:LGN_PowerArmorReboot_Perk04:Power Armor Reboot|	0	1	005A5DED	LGN_PowerArmorReboot_Perk01	Power Armor Reboot				1	005A5DEC	LGN_PowerArmorReboot_Perk02	Power Armor Reboot				1	005A5DEB	LGN_PowerArmorReboot_Perk03	Power Armor Reboot				1	005A5DEA	LGN_PowerArmorReboot_Perk04	Power Armor Reboot																					
005A5DFC	LGN_ExplodingPalm_Card	209	You are the BOMB.	LGNExplodingPalm		1	0.000000	50	Endurance	None					4	1|005A5DFD:LGN_ExplodingPalm_Perk01:Exploding Palm| || 1|005A5DFE:LGN_ExplodingPalm_Perk02:Exploding Palm| || 1|005A5DFF:LGN_ExplodingPalm_Perk03:Exploding Palm| || 1|005A5E00:LGN_ExplodingPalm_Perk04:Exploding Palm|	0	1	005A5DFD	LGN_ExplodingPalm_Perk01	Exploding Palm				1	005A5DFE	LGN_ExplodingPalm_Perk02	Exploding Palm				1	005A5DFF	LGN_ExplodingPalm_Perk03	Exploding Palm				1	005A5E00	LGN_ExplodingPalm_Perk04	Exploding Palm																					
005A5E23	LGN_CollateralDamage_Card	209	Ain't a knife fight until someone explodes.	LGNCollateralDamage		1	0.000000	50	Endurance	None					4	1|005A5E24:LGN_CollateralDamage_Perk01:Collateral Damage| || 1|005A5E25:LGN_CollateralDamage_Perk02:Collateral Damage| || 1|005A5E26:LGN_CollateralDamage_Perk03:Collateral Damage| || 1|005A5E27:LGN_CollateralDamage_Perk04:Collateral Damage|	0	1	005A5E24	LGN_CollateralDamage_Perk01	Collateral Damage				1	005A5E25	LGN_CollateralDamage_Perk02	Collateral Damage				1	005A5E26	LGN_CollateralDamage_Perk03	Collateral Damage				1	005A5E27	LGN_CollateralDamage_Perk04	Collateral Damage																					
005AE151	LGN_Retribution_Card	209	Payback never felt so good.	LGNRetribution		1	0.000000	50	Endurance	None					4	1|005AE152:LGN_Retribution_Perk01:Retribution| || 1|005AF818:LGN_Retribution_Perk02:Retribution| || 1|005AF816:LGN_Retribution_Perk03:Retribution| || 1|005AF817:LGN_Retribution_Perk04:Retribution|	0	1	005AE152	LGN_Retribution_Perk01	Retribution				1	005AF818	LGN_Retribution_Perk02	Retribution				1	005AF816	LGN_Retribution_Perk03	Retribution				1	005AF817	LGN_Retribution_Perk04	Retribution																					
005B5227	zzzLGN_ArmsBreaker_Card	209	Breaking things is fun.	LGNArmsBreaker		1	0.000000	50	Endurance	None					4	1|005B5228:zzzLGN_ArmsBreaker_Perk01:Arms Breaker| || 1|005B5229:zzzLGN_ArmsBreaker_Perk02:Arms Breaker| || 1|005B522A:zzzLGN_ArmsBreaker_Perk03:Arms Breaker| || 1|005B522B:zzzLGN_ArmsBreaker_Perk04:Arms Breaker|	0	1	005B5228	zzzLGN_ArmsBreaker_Perk01	Arms Breaker				1	005B5229	zzzLGN_ArmsBreaker_Perk02	Arms Breaker				1	005B522A	zzzLGN_ArmsBreaker_Perk03	Arms Breaker				1	005B522B	zzzLGN_ArmsBreaker_Perk04	Arms Breaker																					
005CBB84	LGN_SurvivalShortcut_Card	209	Surviving Appalachia- made easy! Generate survival aiding chems!	LGNSurvivalShortcut		1	0.000000	50	Strength	None					4	1|005CBB85:LGN_SurvivalShortcut_Perk01:Survival Shortcut| || 1|005CBB86:LGN_SurvivalShortcut_Perk02:Survival Shortcut| || 1|005CBB87:LGN_SurvivalShortcut_Perk03:Survival Shortcut| || 1|005CBB88:LGN_SurvivalShortcut_Perk04:Survival Shortcut|	0	1	005CBB85	LGN_SurvivalShortcut_Perk01	Survival Shortcut				1	005CBB86	LGN_SurvivalShortcut_Perk02	Survival Shortcut				1	005CBB87	LGN_SurvivalShortcut_Perk03	Survival Shortcut				1	005CBB88	LGN_SurvivalShortcut_Perk04	Survival Shortcut																					
005CBBA4	LGN_FunkyDuds_Card	209	Your odious aroma even scares the poisons away.	LGNFunkyDuds		1	0.000000	50	Endurance	None					4	1|005CBBA5:LGN_FunkyDuds_Perk01:Funky Duds| || 1|005CBBA6:LGN_FunkyDuds_Perk02:Funky Duds| || 1|005CBBA7:LGN_FunkyDuds_Perk03:Funky Duds| || 1|005CBBA8:LGN_FunkyDuds_Perk04:Funky Duds|	0	1	005CBBA5	LGN_FunkyDuds_Perk01	Funky Duds				1	005CBBA6	LGN_FunkyDuds_Perk02	Funky Duds				1	005CBBA7	LGN_FunkyDuds_Perk03	Funky Duds				1	005CBBA8	LGN_FunkyDuds_Perk04	Funky Duds																					
005CBE66	LGN_SizzlingStyle_Card	209	Your fashion sense is so hot that you can take the heat!	LGNSizzlingStyle		1	0.000000	50	Endurance	None					4	1|005CBE67:LGN_SizzlingStyle_Perk01:Sizzling Style| || 1|005CBE68:LGN_SizzlingStyle_Perk02:Sizzling Style| || 1|005CBE69:LGN_SizzlingStyle_Perk03:Sizzling Style| || 1|005CBE6A:LGN_SizzlingStyle_Perk04:Sizzling Style|	0	1	005CBE67	LGN_SizzlingStyle_Perk01	Sizzling Style				1	005CBE68	LGN_SizzlingStyle_Perk02	Sizzling Style				1	005CBE69	LGN_SizzlingStyle_Perk03	Sizzling Style				1	005CBE6A	LGN_SizzlingStyle_Perk04	Sizzling Style																					
005CBE7A	LGN_AmmoFactory_Card	209	More BANG! for your buck.	LGNAmmoFactory		1	0.000000	50	Endurance	None					4	1|005CBE7B:LGN_AmmoFactory_Perk01:Ammo Factory| || 1|005CBE7C:LGN_AmmoFactory_Perk02:Ammo Factory| || 1|005CBE7D:LGN_AmmoFactory_Perk03:Ammo Factory| || 1|005CBE7E:LGN_AmmoFactory_Perk04:Ammo Factory|	0	1	005CBE7B	LGN_AmmoFactory_Perk01	Ammo Factory				1	005CBE7C	LGN_AmmoFactory_Perk02	Ammo Factory				1	005CBE7D	LGN_AmmoFactory_Perk03	Ammo Factory				1	005CBE7E	LGN_AmmoFactory_Perk04	Ammo Factory																					
005CBE80	LGN_PowerSprinter_Card	209	Nothing can slow you down!	LGNPowerSprinter		1	0.000000	50	Strength	None					4	1|005CBE81:LGN_PowerSprinter_Perk01:Power Sprinter| || 1|005CBE82:LGN_PowerSprinter_Perk02:Power Sprinter| || 1|005CBE83:LGN_PowerSprinter_Perk03:Power Sprinter| || 1|005CBE84:LGN_PowerSprinter_Perk04:Power Sprinter|	0	1	005CBE81	LGN_PowerSprinter_Perk01	Power Sprinter				1	005CBE82	LGN_PowerSprinter_Perk02	Power Sprinter				1	005CBE83	LGN_PowerSprinter_Perk03	Power Sprinter				1	005CBE84	LGN_PowerSprinter_Perk04	Power Sprinter																					
005CF096	LGN_NuclearProliferator_Card	209	That escalated quickly.	LGNNuclearProliferator		1	0.000000	50	Strength	None					4	1|005CF097:zzz_LGN_NuclearProliferator_Perk01:Nuclear Proliferator| || 1|005CF098:zzz_LGN_NuclearProliferator_Perk02:Nuclear Proliferator| || 1|005CF099:zzz_LGN_NuclearProliferator_Perk03:Nuclear Proliferator| || 1|005CF09A:zzz_LGN_NuclearProliferator_Perk04:Nuclear Proliferator|	0	1	005CF097	zzz_LGN_NuclearProliferator_Perk01	Nuclear Proliferator				1	005CF098	zzz_LGN_NuclearProliferator_Perk02	Nuclear Proliferator				1	005CF099	zzz_LGN_NuclearProliferator_Perk03	Nuclear Proliferator				1	005CF09A	zzz_LGN_NuclearProliferator_Perk04	Nuclear Proliferator																					
