FormID	EDID	FULL	SHRT	RNAM_FormID	RNAM_EDID	RNAM_Name	ATKR_FormID	ATKR_EDID	ATKR_Name	INAM_FormID	INAM_EDID	TPLT_FormID	TPLT_EDID	TPLT_Name	LTPT_FormID	LTPT_EDID	LTPT_Name	LTPC_FormID	LTPC_EDID	LTPC_Name	CNAM_FormID	CNAM_EDID	CNAM_Name	VTCK_FormID	VTCK_EDID	VTCK_Name	WNAM_FormID	WNAM_EDID	DOFT_FormID	DOFT_EDID	ACBS_Flags	ACBS_XPOffset	ACBS_Level	ACBS_CalcMinLvl	ACBS_CalcMaxLvl	ACBS_DispositionBase	ACBS_TemplateFlags	AJNG_EDID	AJXG_EDID	DNAM_CalcHealth	DNAM_CalcActionPts	DNAM_FarAwayDist	DNAM_GearedUpWeapons	ZNAM_FormID	ZNAM_EDID	ECOR_FormID	ECOR_EDID	Factions_Flat
007A1677	GHL00_encGenericGhoulFaceF01			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A1993	GHL00_Asher_Exterior	Kevan Asherton	Asher	000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			00022E48	LCharRaider								0005F970	raiderClass	Raider	00797EED	NPCM_GHL00_Quest_Asher	Kevan Asherton	000EAFB8	SkinGhoulNaked	00797EE8	GHL00_Quest_Asher_Outfit		0	100	0	0	35		Renorm_MinLVL_Tier06	Renorm_MaxLVL_Tier04	390	50	0	1	0003183B	csRaiderRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007A2B4F	SSE_LvlOvergrownPollinator			006B3A3E	XPD_OvergrownPollinatorRace	Overgrown Pollinator	0055F6FA	FloaterRace	Floater	007AD49E	SSE_LLD_Creature_Overgrown	007CEA8D	Lchar_XPD_OvergrownPollinator								0073FC4F	OvergrownPollinatorClass	OvergrownPollinator	006C74DC	CrOvergrownPollinator		007CEA8A	SSE_OvergrownDroneSkin				0	50	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	35	0	0	1	006C3321	XPD_csOvergrownPollinator	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B4B	SSE_LvlOvergrown_All			006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	007AD49E	SSE_LLD_Creature_Overgrown	007A2B44	SSE_Lchar_Overgrown_All								000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder		007CEA8C	SSE_OvergrownElderSkin				0	50	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3322	csOvergrownElder_Melee	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B4A	SSE_LvlOvergrownElder_All			006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	007AD49E	SSE_LLD_Creature_Overgrown	007A2B45	SSE_Lchar_OvergrownElder_All								000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder		007CEA8C	SSE_OvergrownElderSkin				0	50	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3322	csOvergrownElder_Melee	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B4D	SSE_LvlOvergrownElderRanged_Sniper	Overgrown Elder Sniper	Elder Sniper	006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	007AD49E	SSE_LLD_Creature_Overgrown	006C74DA	EncOvergrownElderRanged00Template_XPD								000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder		007CEA8C	SSE_OvergrownElderSkin				0	50	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3323	csOvergrownElder_Ranged	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B50	SSE_LvlOvergrownElderMelee	Overgrown Elder Bruiser	Elder Bruiser	006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	007AD49E	SSE_LLD_Creature_Overgrown	006C74D9	EncOvergrownElderMelee00Template_XPD	Overgrown Elder							000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder		007CEA8C	SSE_OvergrownElderSkin				0	50	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3322	csOvergrownElder_Melee	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B4E	SSE_LvlOvergrownElderRanged			006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	007AD49E	SSE_LLD_Creature_Overgrown	007A2B46	SSE_Lchar_OvergrownElder_Ranged								000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder		007CEA8C	SSE_OvergrownElderSkin				0	50	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3323	csOvergrownElder_Ranged	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B48	SSE_LvlOvergrownElderRanged_Missile	Overgrown Elder Demolisher	Elder Demolisher	006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	007AD49E	SSE_LLD_Creature_Overgrown	006C74DA	EncOvergrownElderRanged00Template_XPD								000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder		007CEA8C	SSE_OvergrownElderSkin				0	50	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3323	csOvergrownElder_Ranged	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B4C	SSE_LvlOvergrownThorn			006B3A3F	XPD_OvergrownThornRace	Overgrown Thorn	0006B4EC	FeralGhoulRace	Feral Ghoul	007AD49E	SSE_LLD_Creature_Overgrown	00731D46	Lchar_XPD_OvergrownThorn								00123E16	FeralGhoulClass	Feral Ghoul	006C74DF	CrOvergrownThorn		007CEA8B	SSE_OvergrownThornSkin				0	50	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier04	30	100	0	1	006C3324	csOvergrownRusher	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A2B49	SSE_LvlOvergrownElderRanged_Automatic	Overgrown Elder Gunner	Elder Gunner	006BCA2B	XPD_OvergrownElderRace	Overgrown Tank	0001A009	SuperMutantRace	Super Mutant	007AD49E	SSE_LLD_Creature_Overgrown	006C74DA	EncOvergrownElderRanged00Template_XPD								000424ED	SupermutantClass	Supermutant	006C74DD	CrOvergrownElder		007CEA8C	SSE_OvergrownElderSkin				0	50	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier04	45	50	0	1	006C3323	csOvergrownElder_Ranged	0004223F	DefaultCombatMasterPackageList	XPD_OvergrownFaction[Rank:0]
007A9634	GHL00_encGenericGhoulFaceM06			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167C	NPCM_GHL00_GenericGhoul02	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A962F	GHL00_encGenericGhoulFaceF06			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167A	NPCF_GHL00_GenericGhoul02	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A962E	GHL00_encGenericGhoulFaceF05			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A962C	GHL00_encGenericGhoulFaceF03			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A9632	GHL00_encGenericGhoulFaceM04			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167C	NPCM_GHL00_GenericGhoul02	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A962B	GHL00_encGenericGhoulFaceF02			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167A	NPCF_GHL00_GenericGhoul02	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A9630	GHL00_encGenericGhoulFaceM02			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167C	NPCM_GHL00_GenericGhoul02	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A9631	GHL00_encGenericGhoulFaceM03			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167B	NPCM_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A962D	GHL00_encGenericGhoulFaceF04			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167A	NPCF_GHL00_GenericGhoul02	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007A9633	GHL00_encGenericGhoulFaceM05			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	0003183A	EncRaider01Template	Raider							0005F970	raiderClass	Raider	007A167B	NPCM_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	00572C26	Outfit_Raider		0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	75	50	0	1	00064126	csRaiderRangedDefenseHigh	0004223F	DefaultCombatMasterPackageList	W05_CraterRaiderFaction[Rank:0]
007AAD23	GHL00_LvlGenericGhoul_PlayerProtected			000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD46B	GHL00_LCharGenericGhoul					0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		20	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AC55F	GHL_PresetMale3	PresetMale3		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AC560	GHL_PresetMale2	PresetMale2		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AC561	GHL_PresetFemale5	PresetFemale5		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AC562	GHL_PresetFemale3	PresetFemale3		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AC563	GHL_PresetFemale4	PresetFemale4		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AC55C	GHL_PresetFemale2	PresetFemale2		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AC55D	GHL_PresetMale5	PresetMale5		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AC55E	GHL_PresetMale4	PresetMale4		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007AD0B8	GHL_LvlFeralGhoulPointRepose			000A96BF	FeralGhoulGlowingRace	Feral Ghoul	0006B4EC	FeralGhoulRace	Feral Ghoul	0021C009	LLD_Creature_FeralGhoul_Glowing	000758AE	LCharFeralGhoul								00123E16	FeralGhoulClass	Feral Ghoul	0009B20A	CrFeralGhoulVoice		000A96BC	SkinFeralGhoulGlowingBloated				0	58	0	0	35		Renorm_MinLVL_GlowingCreature	Renorm_MaxLVL_GlowingCreature	1000	100	0	1	0015B53F	csFeralGhoulGlowingOne	0004223F	DefaultCombatMasterPackageList	GHL_PointReposeFaction[Rank:0]
007AD0B7	GHL_LvlProtectronConstructionPointRepose			000DFB33	ProtectronRace	Protectron	000DFB33	ProtectronRace	Protectron	0001B344	LLD_Creature_Robot_Protectron	001D779F	LCharProtectronConstruction01								000B287C	RobotClass	Robot Class	0006E5A1	RobotProtectron	Protectron						0	5	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	60	10	0	1	000D840C	csProtectron	0004223F	DefaultCombatMasterPackageList	GHL_PointReposeFaction[Rank:0]
007AD46E	GHL00_EncGenericGhoul07	Revenant Renegade		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		162	39	0	0	35		Renorm_MinLVL_Tier06	Renorm_MaxLVL_Tier02	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD46F	GHL00_EncGenericGhoul06	Revenant Derelect		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		129	30	0	0	35		Renorm_MinLVL_Tier05	Renorm_MaxLVL_Tier02	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD470	GHL00_EncGenericGhoul09	Revenant Pariah		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		255	66	0	0	35		Renorm_MinLVL_Tier06	Renorm_MaxLVL_Tier03	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD471	GHL00_EncGenericGhoul03	Revenant Homesteader		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		57	9	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider							0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		20	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD473	GHL00_EncGenericGhoul05	Revenant Outcast		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		99	21	0	0	35		Renorm_MinLVL_Tier03	Renorm_MaxLVL_Tier01	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD474	GHL00_EncGenericGhoul08	Revenant Vagabond		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		198	50	0	0	35		Renorm_MinLVL_Tier06	Renorm_MaxLVL_Tier02	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD475	GHL00_EncGenericGhoul04	Revenant Scrounger		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		75	14	0	0	35		Renorm_MinLVL_Tier02	Renorm_MaxLVL_Tier01	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD46D	GHL00_EncGenericGhoul02	Revenant Resident		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human	0004E350	LLD_Creature_Raider	007AD472	GHL00_EncGenericGhoul01Template	Revenant Dweller				0016556E	ChanceLegendary		0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant	000EAFB8	SkinGhoulNaked	007A1994	GHL00_GenericGhoul_Outfit		39	4	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	534	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007AD4A0	SSE_LvlBloatfly			00029463	BloatflyRace	Bloatfly	00029463	BloatflyRace	Bloatfly	000375B8	LLD_Creature_Bloatfly	00033208	LCharBloatfly					0016556E	ChanceLegendary		00031757	BloatflyClass	Bloatfly	00033206	CrBloatflyVoice		000B03BE	SkinBloatflyGlow				0	50	0	0	35		Renorm_MinLVL_Tier04	Renorm_MaxLVL_Tier04	30	100	0	1	0003935F	csBloatfly	0004223F	DefaultCombatMasterPackageList	CreatureFaction[Rank:0] | InsectFaction[Rank:0] | BloatflyFaction[Rank:0]
007B2496	GHL00_LvlMainTurretTripod	Machinegun Turret	Turret	000B1F08	TurretTripodRace	Tripod Turret	000A563A	EyeBotRace	EyeBot	000C5363	LLD_Creature_TurretTripod	0011131F	LCharTurretTripod_Normal								00123E22	TurretTripodClass	Tripod Turret	000CE9A1	RobotTurretLowTech							0	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	90	100	200	1	000E60B0	csTurretBubble			GHL00_GhoulFaction[Rank:0]
007B28FA	ATX_CAMPPets_Actor_Dog_Rottweiler	Rottweiler	Dog	0077D825	CAMPPets_Dog_GermanShepherdRace	Dog	0077D825	CAMPPets_Dog_GermanShepherdRace	Dog			0077D822	CAMPPets_Actor_Dog_GermanShepherd	German Shepherd							008DA564	WorldPetsClass	World Pet	007AE570	CrCAMPPetsDogVoice		007B28F4	ATX_CAMPPets_Skin_Dog_Rottweiler01				0	1	0	0	35		WorldPets_MinLVL	WorldPets_MaxLVL	190	100	0	1	008F4DF6	csPet	0004223F	DefaultCombatMasterPackageList	WorkshopNPCFaction[Rank:0] | CaptiveFaction[Rank:0] | PlayerAllyFaction[Rank:0]
007BB073	GHL00_Dave	Dave		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			007A1676	GHL00_LvlGenericGhoul								0005F970	raiderClass	Raider	007A167B	NPCM_GHL00_GenericGhoul01	Revenant			007BB076	GHL00_Dave_Outfit		20	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	0	0	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007BB074	GHL00_Jess	Jess		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			007A1676	GHL00_LvlGenericGhoul								0005F970	raiderClass	Raider	007A1679	NPCF_GHL00_GenericGhoul01	Revenant			007BB075	GHL00_Jess_Outfit		20	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	367	50	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
007BBB38	zzz_GHL_PresetSmoothFemale1	PresetSmoothFemale1		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007BBB37	zzz_GHL_PresetSmoothMale1	PresetSmoothMale1		0079CCE7	GHL_PlayerGhoulRace	Ghoul	00013746	HumanRace	Human												0001326B	Citizen	Citizen	00018DF4	PlayerVoiceMale01		0079CCD6	GHL_SkinGhoulNaked				0	1	0	0	0		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	140	100	0	1					PlayerFaction[Rank:0]
007CF736	GHL00_Guy	Guy		000EAFB6	GhoulRace	Ghoul	00013746	HumanRace	Human			007A1676	GHL00_LvlGenericGhoul								0005F970	raiderClass	Raider	007A167C	NPCM_GHL00_GenericGhoul02	Revenant			007CF737	GHL00_Guy_Outfit		20	1	0	0	35		Renorm_MinLVL_Tier01	Renorm_MaxLVL_Tier01	0	0	0	1	007AD46A	GHL00_csRenevantRanged	0004223F	DefaultCombatMasterPackageList	GHL00_GhoulFaction[Rank:0]
