COBJ_FormID	COBJ_EDID	CNAM_FormID	CNAM_EDID	CNAM_FULL	BNAM_FormID	BNAM_EDID	BNAM_FULL	GNAM_FormID	GNAM_EDID	GNAM_FULL	FNAM_Keywords	FVPA	ReferencedBy_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37
006F4D26	co_XPD_AC_mod_armor_Muni_Leg_Material_0	006F4D56	mod_armor_XPD_AC_Muni_Leg_Material_0	Standard	001F6062	Workbench_Crafting_Armor								0																																					
006F4D39	co_XPD_AC_mod_armor_Muni_Lining_LimbLeg_StealthMove	006F4D69	mod_armor_XPD_AC_Muni_Lining_LimbLeg_StealthMove	Sleek	001F6062	Workbench_Crafting_Armor		006F4D9E	Recipe_XPD_AC_mod_armor_Muni_Lining_LimbLeg_StealthMove	Plan: Civil Engineer Sleek Armor Legs		c_Fiberglass:5:COBJ_Armor_Fiberglass|c_Adhesive:8:CT_COBJ_Armor_Adhesive|c_Oil:4:COBJ_Armor_Oil|c_Rubber:10:COBJ_Armor_Rubber	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI|006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI|00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI|0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF	4	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI	00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI	0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF																																	
006F4D23	co_XPD_AC_mod_armor_Muni_Arm_Material_2	006F4D52	mod_armor_XPD_AC_Muni_Arm_Material_2	Tempered	001F6062	Workbench_Crafting_Armor		006F4D80	Recipe_XPD_AC_Armor_Muni_Arm_Material_2	Plan: Civil Engineer Tempered Armor Arms		c_Adhesive:2:CT_COBJ_Armor_Adhesive|c_Steel:2:COBJ_Armor_Steel|c_Cloth:1:COBJ_Armor_Cloth	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI|006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI|00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI|0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF	4	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI	00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI	0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF																																	
006F4D43	co_XPD_AC_mod_armor_Muni_Lining_Torso_ResistanceRadiation	006F4D73	mod_armor_XPD_AC_Muni_Lining_Torso_ResistanceRadiation	Lead Lined	001F6062	Workbench_Crafting_Armor		006F4DA8	Recipe_XPD_AC_mod_armor_Muni_Lining_Torso_Mesh_ResistanceRadiation	Plan: Civil Engineer Lead Lined Armor Torso		c_Adhesive:6:CT_COBJ_Armor_Adhesive|c_Lead:8:COBJ_Armor_Lead|c_Screws:4:COBJ_Armor_Screws	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI|006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI|00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI|0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF	4	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI	00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI	0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF																																	
006F4D3E	co_XPD_AC_mod_armor_Muni_Lining_Torso_ImprovedCarryCapacity2	006F4D6E	mod_armor_XPD_AC_Muni_Lining_Torso_ImprovedCarryCapacity2	Deep Pocketed	001F6062	Workbench_Crafting_Armor		006F4DA3	Recipe_XPD_AC_mod_armor_Muni_Lining_Torso_ImprovedCarryCapacity2	Plan: Civil Engineer Deep Pocketed Armor Torso		c_Adhesive:6:CT_COBJ_Armor_Adhesive|c_Leather:6:COBJ_Armor_Leather|c_Cloth:5:COBJ_Armor_Cloth	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI|006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI|00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI|0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF	4	0063966F:XPD_LLV_ExpeditionVendor_Giuseppe:LVLI	006F4DB9:XPD_AC_LL_Mission_Reward_Shared:LVLI	00805AA0:HTO_crLLS_Rewards_XPDAtlanticCity:LVLI	0080CFAC:HTO_Rewards_RedistributedAtlanticCity_AllRecipesKnown_CNDF:CNDF																																	
006F54A5	SCORE_S15_co_mod_PowerArmor_ALL_Material_Paint_Centurion_ArmLeft	006F54AF	SCORE_S15_mod_PowerArmor_ALL_Material_Paint_Centurion_ArmLeft	Conqueror Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F54A6	SCORE_S15_co_mod_PowerArmor_ALL_Material_Paint_Centurion_ArmRight	006F54B0	SCORE_S15_mod_PowerArmor_ALL_Material_Paint_Centurion_ArmRight	Conqueror Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F54AA	SCORE_S15_co_mod_PowerArmor_ALL_Material_Paint_Centurion_Torso	006F54B4	SCORE_S15_mod_PowerArmor_ALL_Material_Paint_Centurion_Torso	Conqueror Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F54A8	SCORE_S15_co_mod_PowerArmor_ALL_Material_Paint_Centurion_LegRight	006F54B2	SCORE_S15_mod_PowerArmor_ALL_Material_Paint_Centurion_LegRight	Conqueror Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F54A9	SCORE_S15_co_mod_PowerArmor_ALL_Material_Paint_Centurion_Helmet	006F54B3	SCORE_S15_mod_PowerArmor_ALL_Material_Paint_Centurion_Helmet	Conqueror Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F54A7	SCORE_S15_co_mod_PowerArmor_ALL_Material_Paint_Centurion_LegLeft	006F54B1	SCORE_S15_mod_PowerArmor_ALL_Material_Paint_Centurion_LegLeft	Conqueror Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F54BE	SCORE_S15_co_mod_Spear_Weapon_Paint_Trident	006F54C9	SCORE_S15_mod_Spear_Weapon_Paint_Trident	Trident	001F6049	Workbench_Crafting_Weapon						c_Steel:1:		0																																					
006F54BD	SCORE_S15_co_mod_Pitchfork_Weapon_Paint_Trident	006F54C7	SCORE_S15_mod_Pitchfork_Weapon_Paint_Trident	Trident	001F6049	Workbench_Crafting_Weapon						c_Steel:1:		0																																					
006F54BC	SCORE_S15_co_mod_WarGlaive_Weapon_Paint_Trident	006F54C8	SCORE_S15_mod_WarGlaive_Weapon_Paint_Trident	Trident	001F6049	Workbench_Crafting_Weapon						c_Steel:1:		0																																					
006F54BF	SCORE_S15_workshop_co_Structure_Pavilion_WallFull1	006F54C6	SCORE_S15_workshop_Pavilion_WallA01	Pavilion Wall	0089383D	WorkshopWorkbenchAllType						c_Wood:4:COBJ_Workshop_Wood		0																																					
006F6509	SCORE_S15_co_mod_CombatRifle_Weapon_Paint_Poker	006F6522	SCORE_S15_mod_CombatRifle_Weapon_Paint_Poker	Poker Paint	001F6049	Workbench_Crafting_Weapon						c_Oil:1:		0																																					
006F6508	SCORE_S15_co_mod_CombatShotgun_Weapon_Paint_Poker	006F6521	SCORE_S15_mod_CombatShotgun_Weapon_Paint_Poker	Poker Paint	001F6049	Workbench_Crafting_Weapon						c_Oil:1:		0																																					
006F6506	SCORE_S15_co_mod_Chainsaw_Weapon_Paint_Poker	006F6520	SCORE_S15_mod_Chainsaw_Weapon_Paint_Poker	Poker Paint	001F6049	Workbench_Crafting_Weapon						c_Oil:1:		0																																					
006F6507	SCORE_S15_co_mod_GatlingPlasma_Weapon_Paint_Poker	006F651F	SCORE_S15_mod_GatlingPlasma_Weapon_Paint_Poker	Poker Paint	001F6049	Workbench_Crafting_Weapon						c_Oil:1:		0																																					
006F6D62	SCORE_S15_co_mod_PowerArmor_T45_Torso_Material_Paint_Jackpot	006F6DB3	SCORE_S15_mod_PowerArmor_T45_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D5D	SCORE_S15_co_mod_PowerArmor_T45_LeftArm_Material_Paint_Jackpot	006F6DAE	SCORE_S15_mod_PowerArmor_T45_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D59	SCORE_S15_co_mod_PowerArmor_T51_LeftLeg_Material_Paint_Jackpot	006F6DAA	SCORE_S15_mod_PowerArmor_T51_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D35	SCORE_S15_co_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_Jackpot	006F6D86	SCORE_S15_mod_PowerArmor_Ultracite_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D5F	SCORE_S15_co_mod_PowerArmor_T45_LeftLeg_Material_Paint_Jackpot	006F6DB0	SCORE_S15_mod_PowerArmor_T45_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D30	SCORE_S15_co_mod_PowerArmor_Excavator_RightLeg_Material_Paint_Jackpot	006F6D81	SCORE_S15_mod_PowerArmor_Excavator_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D46	SCORE_S15_co_mod_PowerArmor_X01_RightArm_Material_Paint_Jackpot	006F6D97	SCORE_S15_mod_PowerArmor_X01_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D5B	SCORE_S15_co_mod_PowerArmor_T51_Helmet_Material_Paint_Jackpot	006F6DAC	SCORE_S15_mod_PowerArmor_T51_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D32	SCORE_S15_co_mod_PowerArmor_Excavator_Torso_Material_Paint_Jackpot	006F6D83	SCORE_S15_mod_PowerArmor_Excavator_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D43	SCORE_S15_co_mod_PowerArmor_Hellcat_Helmet_Material_Paint_Jackpot	006F6D94	SCORE_S15_mod_PowerArmor_Hellcat_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D45	SCORE_S15_co_mod_PowerArmor_X01_LeftArm_Material_Paint_Jackpot	006F6D96	SCORE_S15_mod_PowerArmor_X01_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D47	SCORE_S15_co_mod_PowerArmor_X01_LeftLeg_Material_Paint_Jackpot	006F6D98	SCORE_S15_mod_PowerArmor_X01_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D48	SCORE_S15_co_mod_PowerArmor_X01_RightLeg_Material_Paint_Jackpot	006F6D99	SCORE_S15_mod_PowerArmor_X01_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D57	SCORE_S15_co_mod_PowerArmor_T51_LeftArm_Material_Paint_Jackpot	006F6DA8	SCORE_S15_mod_PowerArmor_T51_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D49	SCORE_S15_co_mod_PowerArmor_X01_Helmet_Material_Paint_Jackpot	006F6D9A	SCORE_S15_mod_PowerArmor_X01_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D3F	SCORE_S15_co_mod_PowerArmor_Hellcat_LeftArm_Material_Paint_Jackpot	006F6D90	SCORE_S15_mod_PowerArmor_Hellcat_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D38	SCORE_S15_co_mod_PowerArmor_Ultracite_Torso_Material_Paint_Jackpot	006F6D89	SCORE_S15_mod_PowerArmor_Ultracite_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D60	SCORE_S15_co_mod_PowerArmor_T45_RightLeg_Material_Paint_Jackpot	006F6DB1	SCORE_S15_mod_PowerArmor_T45_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D31	SCORE_S15_co_mod_PowerArmor_Excavator_Helmet_Material_Paint_Jackpot	006F6D82	SCORE_S15_mod_PowerArmor_Excavator_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D5A	SCORE_S15_co_mod_PowerArmor_T51_RightLeg_Material_Paint_Jackpot	006F6DAB	SCORE_S15_mod_PowerArmor_T51_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D42	SCORE_S15_co_mod_PowerArmor_Hellcat_RightLeg_Material_Paint_Jackpot	006F6D93	SCORE_S15_mod_PowerArmor_Hellcat_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D4A	SCORE_S15_co_mod_PowerArmor_X01_Torso_Material_Paint_Jackpot	006F6D9B	SCORE_S15_mod_PowerArmor_X01_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D4B	SCORE_S15_co_mod_PowerArmor_T65_LeftArm_Material_Paint_Jackpot	006F6D9C	SCORE_S15_mod_PowerArmor_T65_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D54	SCORE_S15_co_mod_PowerArmor_T60_RightLeg_Material_Paint_Jackpot	006F6DA5	SCORE_S15_mod_PowerArmor_T60_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D3E	SCORE_S15_co_mod_PowerArmor_Union_Torso_Material_Paint_Jackpot	006F6D8F	SCORE_S15_mod_PowerArmor_Union_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D37	SCORE_S15_co_mod_PowerArmor_Ultracite_Helmet_Material_Paint_Jackpot	006F6D88	SCORE_S15_mod_PowerArmor_Ultracite_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D39	SCORE_S15_co_mod_PowerArmor_Union_LeftArm_Material_Paint_Jackpot	006F6D8A	SCORE_S15_mod_PowerArmor_Union_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D61	SCORE_S15_co_mod_PowerArmor_T45_Helmet_Material_Paint_Jackpot	006F6DB2	SCORE_S15_mod_PowerArmor_T45_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D56	SCORE_S15_co_mod_PowerArmor_T60_Torso_Material_Paint_Jackpot	006F6DA7	SCORE_S15_mod_PowerArmor_T60_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D53	SCORE_S15_co_mod_PowerArmor_T60_LeftLeg_Material_Paint_Jackpot	006F6DA4	SCORE_S15_mod_PowerArmor_T60_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D3A	SCORE_S15_co_mod_PowerArmor_Union_RightArm_Material_Paint_Jackpot	006F6D8B	SCORE_S15_mod_PowerArmor_Union_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D33	SCORE_S15_co_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_Jackpot	006F6D84	SCORE_S15_mod_PowerArmor_Ultracite_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D50	SCORE_S15_co_mod_PowerArmor_T65_Torso_Material_Paint_Jackpot	006F6DA1	SCORE_S15_mod_PowerArmor_T65_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D52	SCORE_S15_co_mod_PowerArmor_T60_RightArm_Material_Paint_Jackpot	006F6DA3	SCORE_S15_mod_PowerArmor_T60_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D4C	SCORE_S15_co_mod_PowerArmor_T65_RightArm_Material_Paint_Jackpot	006F6D9D	SCORE_S15_mod_PowerArmor_T65_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D34	SCORE_S15_co_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Jackpot	006F6D85	SCORE_S15_mod_PowerArmor_Ultracite_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D3B	SCORE_S15_co_mod_PowerArmor_Union_LeftLeg_Material_Paint_Jackpot	006F6D8C	SCORE_S15_mod_PowerArmor_Union_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D4E	SCORE_S15_co_mod_PowerArmor_T65_RightLeg_Material_Paint_Jackpot	006F6D9F	SCORE_S15_mod_PowerArmor_T65_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D3D	SCORE_S15_co_mod_PowerArmor_Union_Helmet_Material_Paint_Jackpot	006F6D8E	SCORE_S15_mod_PowerArmor_Union_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D2E	SCORE_S15_co_mod_PowerArmor_Excavator_RightArm_Material_Paint_Jackpot	006F6D7F	SCORE_S15_mod_PowerArmor_Excavator_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D2F	SCORE_S15_co_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_Jackpot	006F6D80	SCORE_S15_mod_PowerArmor_Excavator_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D5E	SCORE_S15_co_mod_PowerArmor_T45_RightArm_Material_Paint_Jackpot	006F6DAF	SCORE_S15_mod_PowerArmor_T45_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D51	SCORE_S15_co_mod_PowerArmor_T60_LeftArm_Material_Paint_Jackpot	006F6DA2	SCORE_S15_mod_PowerArmor_T60_LeftArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D4F	SCORE_S15_co_mod_PowerArmor_T65_Helmet_Material_Paint_Jackpot	006F6DA0	SCORE_S15_mod_PowerArmor_T65_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D55	SCORE_S15_co_mod_PowerArmor_T60_Helmet_Material_Paint_Jackpot	006F6DA6	SCORE_S15_mod_PowerArmor_T60_Helmet_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D4D	SCORE_S15_co_mod_PowerArmor_T65_LeftLeg_Material_Paint_Jackpot	006F6D9E	SCORE_S15_mod_PowerArmor_T65_LeftLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D36	SCORE_S15_co_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_Jackpot	006F6D87	SCORE_S15_mod_PowerArmor_Ultracite_RightLeg_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D44	SCORE_S15_co_mod_PowerArmor_Hellcat_Torso_Material_Paint_Jackpot	006F6D95	SCORE_S15_mod_PowerArmor_Hellcat_Torso_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
006F6D58	SCORE_S15_co_mod_PowerArmor_T51_RightArm_Material_Paint_Jackpot	006F6DA9	SCORE_S15_mod_PowerArmor_T51_RightArm_Material_Paint_Jackpot	Jackpot Paint								c_Oil:2:COBJ_PowerArmor_Common|c_Plastic:2:COBJ_PowerArmor_SuperCommon|c_Steel:2:COBJ_PowerArmor_SuperCommon		0																																					
