SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	SPIT_Type	SPIT_CastType	SPIT_Delivery	SpellConditions
00479B82	zzz_PerkBulletShield_Babylon	Bullet Shield		Spell	Fire and Forget	Self	
00479B68	zzz_AbPerkChemFiend_Babylon	Chem Fiend		Ability	Constant Effect	Self	
00479D6D	zzz_AbPerkSluggerMaster_Babylon	2H Melee Damage		Ability	Constant Effect	Self	
00479D6E	zzz_AbPerkSquadManeuvers_Babylon	Squad Maneuvers		Ability	Constant Effect	Self	
00479D6A	zzz_abPerkDodgy_Babylon			Ability	Constant Effect	Self	
00479D6C	zzz_AbPerkHomebody_Babylon	Homebody		Ability	Constant Effect	Self	
00479D69	zzz_AbPerkNerdRage_Babylon	Nerd Rage		Ability	Constant Effect	Self	
0047A267	zzz_Mutation_TwistedMuscles_Babylon	Twisted Muscles		Ability	Constant Effect	Self	
00481FDC	zzz_AbPerkPicklock1_Babylon	Picklock 1		Ability	Constant Effect	Self	
00460637	zzz_AbPerkBarbarian03_Babylon	Barbarian		Ability	Constant Effect	Self	
00464891	zzz_AbPerkEvasive3_Babylon	Evasive		Ability	Constant Effect	Self	
0046C57F	zzz_AbPerkBodyguards04_Babylon	Bodyguards		Ability	Constant Effect	Self	
0046C580	zzz_AbPerkMagneticPersonality2_Babylon	Magnetic Personality		Ability	Constant Effect	Self	
0046C7F4	zzz_AbPerkMovingTarget3_Babylon	Moving Target		Ability	Constant Effect	Self	
0046C7F5	zzz_AbPerkTeamMedic_Babylon	Medic		Ability	Constant Effect	Self	
0046F09A	zzz_Babylon_ApplyVaporizeVisualEffectSpell	Apply Vaporize Visual Effect		Spell	Fire and Forget	Self	
003EC4F6	zzz_zzzBabylon_ShowEnemiesOnMap	Show Enemies On Map		Spell	Constant Effect	Self	
003EE5A9	zzz_AbPerkHacker_Babylon	Hacker		Ability	Constant Effect	Self	
003F45F5	zzz_AbPerkClubber_Babylon	1H Melee Damage		Ability	Constant Effect	Self	
003F45F1	zzz_AbPerkCowboy_Babylon	Master Guerrilla		Ability	Constant Effect	Self	
003F45EE	zzz_AbPerkWalkingArsenal_Babylon	Walking Arsenal		Ability	Constant Effect	Self	
003F5340	zzz_Babylon_RadStormSpell	Radiation Storm		Spell	Fire and Forget	Self	
003F5E93	zzz_AbPerkMeleeDamageIncrease_Babylon	1H Melee Damage		Ability	Constant Effect	Self	
003F6CC8	zzz_AbPerkRunForYourKnife_Babylon	Run For Your Knife		Ability	Constant Effect	Self	
003F77B9	zzz_Babylon_EN07_PostNewRadWeatherSpell	Nuclear Fallout Radiation		Disease	Constant Effect	Self	
0041002B	zzz_AbPerkFrogLegs_Babylon	Frog Legs		Ability	Constant Effect	Self	
004265D2	zzz_AbPerkDemolitionCamps_Babylon	Explosive Damage		Ability	Constant Effect	Self	
00539B6C	SFS09_Habitat_CowardlyConfidenceSpell	Cowardly Confidence Spell		Ability	Constant Effect	Self	
0053B78F	SFS09_Habitat_RestoreHealthSpell	Restore Health		Spell	Fire and Forget	Self	
00544B94	WL005_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
005480C3	W05_MQ_002P_PassTimeSpell			Spell	Fire and Forget	Self	
0053F684	zzz_AbPerkFortifyAP_Babylon			Ability	Constant Effect	Self	
0054ACB5	WL005_CameraShakeSpell_Distant	Camera Shake Spell		Spell	Fire and Forget	Self	
00548B57	E01C_Tales_Dark_ResistSpell	Damage Resistance Spell		Ability	Constant Effect	Self	
0054AFA0	zzz_PerkOverlyGenerousRadDamage_Babylon	Overly Generous Damage		Spell	Fire and Forget	Contact	
0054AFA9	zzz_AbPerkGroundPounder_Babylon	Storm Trooper		Ability	Constant Effect	Self	
0054AFAA	zzz_AbPerkDeadManSprinting_Babylon	Dead Man Sprinting		Ability	Constant Effect	Self	
0054E30F	E02A_PrimeActor_HealthSpell	Fortify Health		Ability	Constant Effect	Self	
00417B84	PETS_WellTrainedSpell	Well Trained		Spell	Fire and Forget	Self	
003FEE55	V96_BiofabricatorPodVFXSpell	Biofabricator Pod VFX		Spell	Fire and Forget	Self	
0040E614	V94_2_RaditionHazardExteriorLight	Light Radiation		Spell	Fire and Forget	Contact	
0040E613	V94_WaterRadiationHighHazard	High Water Radiation		Disease	Fire and Forget	Self	
00417752	V94_2_GECKEnemyRefCollectionDamageModPerkSpell			Ability	Constant Effect	Self	
0041FEC5	V94_RadiationHazardGECKSpell	Strong Radiation		Spell	Concentration	Contact	
00428B48	V96_2_EncEyebotScanner_5_Stealth_StealthField	Stealth Field		Ability	Constant Effect	Self	
00429AAB	V96_2_EncEyebotScanner_5_Stealth_StealthFieldStartSpell	Stealth Field		Spell	Fire and Forget	Self	
0053E4C4	V94_1_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
0053E997	crV96_AbHealthRegen	crV96_AbHealthRegen		Ability	Constant Effect	Self	
0053E9A0	crV96_Flaming	crV96_Flaming		Spell	Fire and Forget	Contact	
0053E9AA	crV96_PoisonHitSpell	Poison Attack		Spell	Fire and Forget	Contact	
0053E99E	crV96_Chameleon	crV96_Chameleon		Spell	Fire and Forget	Self	
0053E99C	CUT_crV96_AcidHitSpell	crV96_AcidHitSpell		Spell	Fire and Forget	Contact	
0053E998	CUT_crV96_Acid	crV96_Acid		Spell	Fire and Forget	Contact	
0053E9A3	CUT_crV96_AbImpBallistic	crV96_AbImpBallistic		Spell	Constant Effect	Self	
0053E9A6	CUT_crV96_AbImpEnergy	crV96_AbImpEnergy		Ability	Constant Effect	Self	
0053E996	CUT_crV96_AbHyper	crV96_AbHyper		Ability	Constant Effect	Self	
0053E9A9	crV96_Poison	crV96_Poison		Spell	Fire and Forget	Contact	
0053F181	crV96_AbFlaming	crV96_AbFlaming		Ability	Constant Effect	Self	
0053F183	CUT_crV96_AbAcid	crV96_AbAcid		Ability	Constant Effect	Self	
0053F188	crV96_AbPoison	crV96_AbPoison		Ability	Constant Effect	Self	
0053F185	crV96_AbChameleon	crV96_AbChameleon		Ability	Constant Effect	Self	
0053F199	crV96_AbTeleporting	crV96_AbTeleporting		Ability	Constant Effect	Self	
00541E2B	crV96_AbElectrified	crV96_AbElectrified		Ability	Constant Effect	Self	
00541E2C	crV96_AbFreezing	crV96_AbFreezing		Ability	Constant Effect	Self	
00541E2D	crV96_AbExplosive	crV96_AbExplosive		Ability	Constant Effect	Self	
0054625A	crV96_Electrified_Cloak	Electric Cloak		Ability	Constant Effect	Self	
00546259	crV96_Electrified_CloakHazard	Electric Damage		Spell	Concentration	Contact	
00546255	crV96_FreezingHitSpell	Freeze Attack		Spell	Fire and Forget	Contact	
00546253	crV96_Freezing	crV96_Freezing		Spell	Fire and Forget	Contact	
00546250	crV96_ExplosiveHitSpell	Explosive Attack		Spell	Fire and Forget	Self	
00546279	crV96_Electrified	crV96_Electrified		Spell	Fire and Forget	Contact	
00546DAD	V96_1_SuppressionScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054793E	V96_1_DecontaminationMistSpell	Decontamination Mist		Spell	Fire and Forget	Self	
00549C7F	crV96_ExplosiveHazard	crV96_ExplosiveHazard		Spell	Fire and Forget	Contact	
0054A344	V96_DeconArchSpell	Decontamination Mist		Spell	Concentration	Contact	
0054A34E	V96_1_SuppressionEffect_Flatwoods_Electrical_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054A34F	V96_1_SuppressionEffect_Flatwoods_Explosive_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054A350	V96_1_SuppressionEffect_Flatwoods_Poisonous_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054A351	V96_1_SuppressionEffect_Flatwoods_Flaming_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054A353	V96_1_SuppressionEffect_Flatwoods_Invisible_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054A352	V96_1_SuppressionEffect_Flatwoods_Teleporting_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054A355	V96_1_SuppressionEffect_Flatwoods_Regenerating_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
0054A354	V96_1_SuppressionEffect_Flatwoods_Freezing_ScriptSpell	V96 Scripted Suppression Spell		Spell	Fire and Forget	Self	
005535F1	V94_AcidHitSpell	Strangler Heart Acid		Spell	Fire and Forget	Contact	
005535F4	V94_BleedHitSpell	Bleed		Spell	Fire and Forget	Contact	
00554657	CUT_Armor_Set_V94_StealthSpell	Armor_Set_V94_StealthSpell		Spell	Constant Effect	Self	
00552007	MeatSweats_Lvl1	Mild Meat Sweats		Spell	Fire and Forget	Self	
00552009	MeatSweats_Lvl3	Strong Meat Sweats		Spell	Fire and Forget	Self	
00552008	MeatSweats_Lvl2	Meat Sweats		Spell	Fire and Forget	Self	
0055DA5B	DebugBernardFlareSpell	Flare		Spell	Fire and Forget	Aimed	
00562191	W05_MQS_205P_TurretSpell			Ability	Constant Effect	Self	
0056292F	E05_Radiation_RadZoneSpell	Extreme Radiation		Spell	Constant Effect	Self	
00562931	ZZZ_E05_Radiation_RadNerfSpell	Rad Buff Spell Test		Spell	Constant Effect	Self	
00563B85	AbPerkArcherMaster	Archer Master		Ability	Constant Effect	Self	
00563B84	AbPerkArcherExpert	Deal Sealer		Ability	Constant Effect	Self	
00563B83	AbPerkArcher	Archer		Ability	Constant Effect	Self	
00564518	RE_ObjectZW04_Spell_Main	Unusual Pipe		Spell	Fire and Forget	Self	
00557265	FF11_FlareSpell	Flare Spell	Spell that fires a flare at a target	Spell	Fire and Forget	Aimed	
005577B6	zzz_Babylon_RadiationImmunity	Immune to Radiation		Ability	Constant Effect	Self	
00556390	MeatSweats_PoisonSpell	Noxious Gas		Spell	Fire and Forget	Contact	
005617E2	V94_AcidHitSpell_Auto	Acid Damage		Spell	Fire and Forget	Contact	
005617E3	V94_AcidHitSpell_Melee	Strangler Heart Acid		Spell	Fire and Forget	Contact	
00563B9E	V94_Solar_TeamHealSpell	Vault 94 Solar Armor		Spell	Concentration	Contact	
0056406E	V94_AcidCloakSpell	Acid Damage		Spell	Concentration	Contact	
00564071	V94_BleedHitSpellAttacker	Bleed		Spell	Fire and Forget	Contact	
0056A24F	W05_RE_ObjectAF01_Protectron_Destruct	Self Destruct		Ability	Constant Effect	Self	
0056B648	W05_MQS_205P_JenStealthSpell	Stealth Spell		Spell	Fire and Forget	Self	
0056BE42	E05_Radiation_RadiationHazard	Extreme Radiation		Spell	Concentration	Contact	
0056BE39	ZZZ_E05_Radiation_RadXtreme_Cloak	Rad-Xtreme Radiation Cloak		Spell	Concentration	Contact	
0056BE3D	E05_Radiation_RadEnemyCloak	Radiation Cloak		Ability	Constant Effect	Self	
0056BE51	crSpellWendigoColossusRadVomit	Corrosive Bile		Spell	Concentration	Contact	
0056BE50	crSpellWendigoColossusPoisonVomit	Poisonous Sludge		Spell	Concentration	Contact	
00572349	AbRaceFloater			Ability	Constant Effect	Self	
00573F26	AbRaceWendigoColossus	Wendigo Abilities		Ability	Constant Effect	Self	
00565156	abScorchbeastMakeScorchedVariantFX_Spell			Ability	Constant Effect	Self	
00565158	abScorchbeastQueenMakeScorchedVariantFX_Spell			Ability	Constant Effect	Self	
00568687	zzz_DeadManSprinting_Babylon	Run For Your Knife		Ability	Constant Effect	Self	
0056F9E5	CUT_E03A_Mischief_RadResistSpell	Radbreakers Candy		Spell	Fire and Forget	Self	
00574C71	ZZZ_crSpellFloaterGnasherDeathHazard			Spell	Fire and Forget	Contact	
00584F22	E05_Radiation_ScavengerBuffSpell	Scavenger Toughness		Ability	Constant Effect	Self	
00586B56	crSpellWendigoColossusLaunchPoisonVomit			Spell	Fire and Forget	Aimed	
00586B57	crSpellWendigoColossusLaunchRadVomit			Spell	Fire and Forget	Aimed	
005872E2	crFloaterGnasherHeal	Gnasher Vampire Bite		Spell	Fire and Forget	Self	
00592411	Water_NoRadiation_DrinkingDirty	Water		Spell	Fire and Forget	Self	
00592F11	WL005_CameraShakeSpell_Explosive	Camera Shake Spell		Spell	Fire and Forget	Self	
00592F12	WL005_CameraShakeSpell_ExplosiveAftermath	Camera Shake Spell		Spell	Fire and Forget	Self	
0059765D	W05_AbCompanionLiteAllyInitialSpell_Scavenger	W05_AbCompanionLiteAllyInitialSpell_Scavenger		Ability	Fire and Forget	Self	
0059765E	W05_AbCompanionLiteAllyInitialSpell_Beggar	W05_CompanionLiteAllyInitialSpell_Beggar		Ability	Fire and Forget	Self	
0059765C	W05_AbCompanionLiteAllyInitialSpell_Wanderer	W05_AbCompanionLiteAllyInitialSpell_Wanderer		Ability	Fire and Forget	Self	
0059765F	W05_AbCompanionLiteAllyInitialSpell_RaiderPunk	W05_AbCompanionLiteAllyInitialSpell_RaiderPunk		Ability	Fire and Forget	Self	
00597660	W05_AbCompanionLiteAllyInitialSpell_Hunter	W05_AbCompanionLiteAllyInitialSpell_Hunter		Ability	Fire and Forget	Self	
00597941	W05_DenizenDialogueSpell	W05_DenizenDialogueSpell		Ability	Fire and Forget	Self	
0059A824	zzz_crFloaterFreezerBreathSlowEffectSpell_Stage1	Chilled		Ability	Constant Effect	Contact	
0059A825	zzz_crFloaterFreezerBreathSlowEffectSpell_Stage2	Frosted		Ability	Constant Effect	Contact	
0059A826	zzz_crFloaterFreezerBreathSlowEffectSpell_Stage3	Frozen		Ability	Constant Effect	Contact	
0059BCD1	LoadIntoNukeZoneRadResist	Rad Resistance		Ability	Constant Effect	Self	
0059CB02	Christmas_FestiveScorchedLegendarySpell	Festive Scorched Legendary Chance		Ability	Constant Effect	Self	
0059E3F0	COMP_WellRested3_KindredSpirit	Kindred Spirit		Spell	Fire and Forget	Self	
0059E3F1	COMP_WellRested3_LoversEmbrace	Lover's Embrace		Spell	Fire and Forget	Self	
005A03B1	WL019_WorkshopTrapFlamethrowerSpell			Spell	Concentration	Aimed	
005A063A	E06_Colossus_WendigoColossusCannibalism_RestoreHealth	Restore Health		Ability	Constant Effect	Self	
005A2640	WL006_SentryBotMovementSpeedSpell	WL006_SentryBotMovementSpeedSpell		Ability	Constant Effect	Self	
005A3FD8	E06_MonongahMineDrill_BleedHitSpell	Bleed		Spell	Fire and Forget	Contact	
005A4FA1	Ab_Spotlight_TripleXP	Triple XP		Ability	Constant Effect	Self	
005ACB20	V94_AcidHitSpell_Shotgun	Acid Damage		Spell	Fire and Forget	Contact	
005A5949	LGN_WhatRads_RadResist_Spell01	What Rads? - Rad Resist		Ability	Constant Effect	Self	
005A594E	LGN_WhatRads_RestoreRads_Spell01	What Rads? - Remove Rads		Ability	Constant Effect	Self	
005A594A	LGN_WhatRads_RadResist_Spell02	What Rads? - Rad Resist		Ability	Constant Effect	Self	
005A594C	LGN_WhatRads_RadResist_Spell04	What Rads? - Rad Resist		Ability	Constant Effect	Self	
005A594B	LGN_WhatRads_RadResist_Spell03	What Rads? - Rad Resist		Ability	Constant Effect	Self	
005A5950	LGN_WhatRads_RestoreRads_Spell03	What Rads? - Remove Rads		Ability	Constant Effect	Self	
005A594F	LGN_WhatRads_RestoreRads_Spell02	What Rads? - Remove Rads		Ability	Constant Effect	Self	
005A5951	LGN_WhatRads_RestoreRads_Spell04	What Rads? - Remove Rads		Ability	Constant Effect	Self	
005A59D5	LGN_BloodSacrifice_Spell01	Blood Sacrifice!		Spell	Fire and Forget	Self	
005A5D78	FollowThroughDmgDebuff04	Follow Through Debuff		Spell	Fire and Forget	Self	
005A5D77	FollowThroughDmgDebuff03	Follow Through Debuff		Spell	Fire and Forget	Self	
005A5D76	FollowThroughDmgDebuff02	Follow Through Debuff		Spell	Fire and Forget	Self	
005A5D75	FollowThroughDmgDebuff01	Follow Through Debuff		Spell	Fire and Forget	Self	
005A5DAE	zzzAbOverchargedCore02			Ability	Constant Effect	Self	
005A5DAD	zzzAbOverchargedCore01			Ability	Constant Effect	Self	
005A5DB1	zzz_LGN_BotanyBuddy_Spell01	Botany Buddy		Spell	Fire and Forget	Self	
005A5DC2	LGN_BrawlingChemist_Spell04	Stealth Spell		Ability	Constant Effect	Self	
005A5DBF	LGN_BrawlingChemist_Spell01	Stealth Spell		Ability	Constant Effect	Self	
005A5DC0	LGN_BrawlingChemist_Spell02	Stealth Spell		Ability	Constant Effect	Self	
005A5DC1	LGN_BrawlingChemist_Spell03	Stealth Spell		Ability	Constant Effect	Self	
005A5DF2	LGN_BloodSacrifice_Spell02	Blood Sacrifice!		Spell	Fire and Forget	Self	
005A5DF1	LGN_TakingOneForTheTeam_Spell01	Damage Increase		Spell	Fire and Forget	Self	
005A5E01	ExplodingPalmExplosionSpell	Explosion Exploding Palm		Spell	Fire and Forget	Contact	
005A5E21	CollateralDamage_Spell03	Collateral Damage Spawn Explosion		Spell	Fire and Forget	Contact	
005A5E1F	CollateralDamage_Spell01	Collateral Damage Spawn Explosion		Spell	Fire and Forget	Contact	
005A5E20	CollateralDamage_Spell02	Collateral Damage Spawn Explosion		Spell	Fire and Forget	Contact	
005A5E22	CollateralDamage_Spell04	Collateral Damage Spawn Explosion		Spell	Fire and Forget	Contact	
005A5E51	FarFlungFireworks_Spell04	DistanceDetonator Spawn Explosion		Spell	Fire and Forget	Contact	
005A5E50	FarFlungFireworks_Spell03	DistanceDetonator Spawn Explosion		Spell	Fire and Forget	Contact	
005A5E4F	FarFlungFireworks_Spell02	DistanceDetonator Spawn Explosion		Spell	Fire and Forget	Contact	
005A5E4E	FarFlungFireworks_Spell01	DistanceDetonator Spawn Explosion		Spell	Fire and Forget	Contact	
005A609B	DetonationContagion_Spell04			Spell	Fire and Forget	Contact	
005A609A	DetonationContagion_Spell03			Spell	Fire and Forget	Contact	
005A6099	DetonationContagion_Spell02			Spell	Fire and Forget	Contact	
005A6098	DetonationContagion_Spell01			Spell	Fire and Forget	Contact	
005A60D3	ElectricAbsorption_Spell01			Spell	Fire and Forget	Contact	
005A74BD	E06_FallingRockDamageStrong	Burning Debris		Spell	Fire and Forget	Contact	
005A764A	E06_CameraShakeSpellIntense	Camera Shake Spell		Spell	Fire and Forget	Self	
005AD3E4	LGN_TakingOneForTheTeam_Spell03	Damage Increase		Spell	Fire and Forget	Self	
005AD3E5	LGN_TakingOneForTheTeam_Spell04	Damage Increase		Spell	Fire and Forget	Self	
005AD3E6	LGN_TakingOneForTheTeam_Spell02	Damage Increase		Spell	Fire and Forget	Self	
005AE153	LGN_RetributionBuffSpell01	Retribution		Spell	Fire and Forget	Self	
005AF56A	zzz_LGN_BotanyBuddy_Spell04	Botany Buddy		Spell	Fire and Forget	Self	
005AF569	zzz_LGN_BotanyBuddy_Spell03	Botany Buddy		Spell	Fire and Forget	Self	
005AF568	zzz_LGN_BotanyBuddy_Spell02	Botany Buddy		Spell	Fire and Forget	Self	
005AF81A	LGN_RetributionBuffSpell02	Retribution Buff		Spell	Fire and Forget	Self	
005AF819	LGN_RetributionBuffSpell03	Retribution Buff		Spell	Fire and Forget	Self	
005AF81B	LGN_RetributionBuffSpell04	Retribution Buff		Spell	Fire and Forget	Self	
005B04B1	LGN_BloodSacrifice_Spell03	Blood Sacrifice!		Spell	Fire and Forget	Self	
005B04B2	LGN_BloodSacrifice_Spell04	Blood Sacrifice!		Spell	Fire and Forget	Self	
005B2E67	zzzAbOverchargedCore04			Ability	Constant Effect	Self	
005B2E66	zzzAbOverchargedCore03			Ability	Constant Effect	Self	
005B2E92	zzzAbOverchargedCore03DUPLICATE000			Ability	Constant Effect	Self	
005B2E93	zzzAbOverchargedCore04DUPLICATE000			Ability	Constant Effect	Self	
005B4A27	DamageItem_Spell	Collateral Damage Spawn Explosion		Spell	Fire and Forget	Contact	
005B519D	ATX_BuffStrength	Strength Boost		Spell	Fire and Forget	Self	
005B6D9B	DamageItem_TestSpell	Damages Items yo!		Spell	Fire and Forget	Contact	
005B7586	PT_BuildingTeamBonus	Building Team Bonus		Ability	Constant Effect	Self	
005B7585	PT_CasualTeamBonus	Casual Team Bonus		Ability	Constant Effect	Self	
005B7587	PT_ExplorationTeamBonus	Exploration Team Bonus		Ability	Constant Effect	Self	
005B7588	zzz_PT_HuntingTeamBonus	Hunting Team Bonus		Ability	Constant Effect	Self	
005B7617	PT_RoleplayTeamBonus	Roleplay Team Bonus		Ability	Constant Effect	Self	
005C456D	E01F_Fasnacht_FortifyResistanceSpell	Fortify Resistance Spell		Ability	Constant Effect	Self	
005C492B	PT_HuntingTeamBonus	Hunting Team Bonus		Ability	Fire and Forget	Self	
005C6162	PT_EventTeamBonus	Event Team Bonus		Ability	Fire and Forget	Self	
005B2E9E	DailyOps_Mutation_Volatile	Volatile	Explodes on death	Ability	Constant Effect	Self	
005C6BE9	DailyOps_Mutation_ActiveCamouflage	Active Camouflage	Cloaked when not attacking	Ability	Constant Effect	Self	
005C6BFB	DailyOps_Mutation_Resilient	Resilient	Can only be killed by a melee attack	Ability	Constant Effect	Self	
005C72BE	DailyOps_MutationVFX_Resilient	Resilient VFX		Ability	Constant Effect	Self	
005C9B33	BS01_COMP_Medic_RestoreDisease_Spell	Ally: Cure Disease		Spell	Fire and Forget	Self	
005C9B34	BS01_COMP_Medic_RestoreRads_Spell	Ally: Remove Rads		Spell	Fire and Forget	Self	
005C9B32	BS01_COMP_Medic_RestoreHealth_Spell	Ally: Restore Health		Spell	Fire and Forget	Self	
005CBB8A	LGN_SurvivalShortcut_Spell02	Stealth Spell		Ability	Constant Effect	Self	
005CBB8B	LGN_SurvivalShortcut_Spell03	Stealth Spell		Ability	Constant Effect	Self	
005CBB89	LGN_SurvivalShortcut_Spell01	Stealth Spell		Ability	Constant Effect	Self	
005CBB8C	LGN_SurvivalShortcut_Spell04	Stealth Spell		Ability	Constant Effect	Self	
005CBBAB	LGN_FunkyDuds_Spell03	Funky Duds		Ability	Constant Effect	Self	
005CBBA9	LGN_FunkyDuds_Spell01	Funky Duds		Ability	Constant Effect	Self	
005CBBAC	LGN_FunkyDuds_Spell04	Funky Duds		Ability	Constant Effect	Self	
005CBBAA	LGN_FunkyDuds_Spell02	Funky Duds		Ability	Constant Effect	Self	
005CBE6B	LGN_SizzlingStyle_Spell01	Fire Resist		Ability	Constant Effect	Self	
005CBE6C	LGN_SizzlingStyle_Spell02	Fire Resist		Ability	Constant Effect	Self	
005CBE6D	LGN_SizzlingStyle_Spell03	Fire Resist		Ability	Constant Effect	Self	
005CBE6E	LGN_SizzlingStyle_Spell04	Fire Resist		Ability	Constant Effect	Self	
005CF09C	zzz_LGN_NuclearProliferator_Spell01	Nuclear Proliferator		Ability	Constant Effect	Self	
005CF09E	zzz_LGN_NuclearProliferator_Spell03	Nuclear Proliferator		Ability	Constant Effect	Self	
005CF09D	zzz_LGN_NuclearProliferator_Spell02	Nuclear Proliferator		Ability	Constant Effect	Self	
005CF09F	zzz_LGN_NuclearProliferator_Spell04	Nuclear Proliferator		Ability	Constant Effect	Self	
005CF181	AbLgnPerkStrength	Strength		Ability	Constant Effect	Self	
005CF1D2	AbLgnPerkPerception	Perception		Ability	Constant Effect	Self	
005CF1D3	AbLgnPerkEndurance	Endurance		Ability	Constant Effect	Self	
005CF1D4	AbLgnPerkCharisma	Charisma		Ability	Constant Effect	Self	
005CF1D6	AbLgnPerkAgility	Agility		Ability	Constant Effect	Self	
005CF1D7	AbLgnPerkLuck	Luck		Ability	Constant Effect	Self	
005CF1D5	AbLgnPerkIntelligence	Intelligence		Ability	Constant Effect	Self	
005CFCAF	AbPerkMasterInfiltrator	Infiltrator Master		Ability	Constant Effect	Self	
005D02B1	DailyOps_Mutation_VampireRestore	Vampire Restore Health		Spell	Fire and Forget	Self	
005D02B0	DailyOps_Mutation_Vampire	Vampire	Regenerates health on attack	Ability	Constant Effect	Self	
005D03C6	DailyOps_Mutation_FreezingTouchExplosion	Freezing Touch		Spell	Fire and Forget	Contact	
005D03C5	DailyOps_Mutation_FreezingTouch	Freezing Touch	Slow targets down on attack	Ability	Constant Effect	Self	
005D0CD8	PT_DailyOpsTeamBonus	Daily Ops Team Bonus		Ability	Fire and Forget	Self	
005D1C0C	DailyOps_Mutation_VengefulRageExplosion	Vengeful Rage Explosion		Spell	Fire and Forget	Contact	
005D1C0B	DailyOps_Mutation_VengefulRage	Vengeful Rage	Enters enraged state when an ally dies nearby	Ability	Constant Effect	Self	
005D1F85	zzz_DailyOps_Mutation_Default_Mode01	Piercing Gaze (Default)	Greatly enhanced perception	Ability	Constant Effect	Self	
005D22BE	zzzDailyOps_Mutation_ActiveCamouflage_InvisibilitySpell	Active Camouflage Invisibility Spell		Ability	Constant Effect	Self	
005D22BF	zzzDailyOps_Mutation_ActiveCamouflage_InvisibilityDispel	Active Camouflage Invisibility Dispel		Ability	Constant Effect	Self	
005D2326	DailyOps_CryoBreathSlowEffectSpell_Stage1	Chilled		Ability	Constant Effect	Contact	
005D2324	DailyOps_CryoBreathSlowEffectSpell_Stage3	Frozen		Ability	Constant Effect	Contact	
005D2325	zzz_DailyOps_CryoBreathSlowEffectSpell_Stage2	Frosted		Ability	Constant Effect	Contact	
005D29C2	HackAndSlashSpell	Hack And Slash VFX		Spell	Fire and Forget	Contact	
005D98A7	SymptoMaticDiseaseCure	Sympto-Matic Disease Cure		Spell	Fire and Forget	Self	
005DB342	DailyOps_Mutation_Volatile_ExplosionSpell	Volatile Explosion	Explodes upon death	Spell	Fire and Forget	Self	
005DBDC9	DEL_DailyOps_Mutation_Volatile_ExplosionSpellDUPLICATE000	Volatile Explosion Spell	Explodes upon death	Spell	Fire and Forget	Self	
005DC6F5	SURV_Hunger_AbilityBACKUP	Hunger		Ability	Constant Effect	Self	
005DC8F4	SURV_Thirst_AbilityBACKUP	Thirst		Ability	Constant Effect	Self	
005DD689	BS01_MQ07_PoisonFoodSpell	Poison Food		Spell	Fire and Forget	Contact	
005E47C3	zzzDailyOps_MutationSFX_Resilient	Resilient SFX		Spell	Fire and Forget	Self	
005E48D8	DailyOps_MutationAbility_Resilient_NoRadDamage	Resilient No Rad Damage		Ability	Constant Effect	Self	
005ED7A4	BS01_COMP_Chef_RestoreHungerThirst_Spell	Ally: Remove Hunger and Thirst		Spell	Fire and Forget	Self	
005EDA82	MQ07_PoisonGas	Poison Gas		Spell	Concentration	Contact	
005EDEE5	ATX_BuffAgility	Agility Boost		Spell	Fire and Forget	Self	
005F092B	DailyOps_Mutation_ToxicBlood	Toxic Blood	Poison hazard dropped on death	Ability	Constant Effect	Self	
005F092C	DailyOps_Mutation_ToxicBlood_ExplosionSpell	Toxic Explosion		Spell	Fire and Forget	Self	
005F0B29	DailyOps_ToxicBlood_ToxicHazard_Spell_Rank1	Toxic Blood Hazard		Spell	Fire and Forget	Self	
005F0D15	DailyOps_Mutation_ReflectiveSkin	Reflective Skin	Periodically reflects direct damage to its source	Ability	Constant Effect	Self	
005F0DB3	DailyOps_Mutation_GroupRegeneration	Group Regeneration	Heals while grouped in close proximity	Ability	Constant Effect	Self	
005F0DB4	DailyOps_Mutation_GroupRegenerationHeal	Group Regeneration Healing Aura		Spell	Concentration	Contact	
005F0E5F	DailyOps_Mutation_SwiftFooted	Swift-Footed	Faster movement, reload & melee speed	Ability	Constant Effect	Self	
005F1372	DailyOps_Mutation_ReflectiveSkin_ReflectSpell	Reflective Skin Reflect		Spell	Fire and Forget	Self	
005F2F5B	DailyOps_ToxicBlood_ToxicHazard_Spell_Rank2	Toxic Blood Hazard		Spell	Fire and Forget	Self	
005F2F59	DailyOps_ToxicBlood_ToxicHazardScriptSpell	Toxic Blood Hazard		Spell	Concentration	Contact	
005F2F5A	DailyOps_ToxicBlood_ToxicHazard_Spell_Rank3	Toxic Blood Hazard		Spell	Fire and Forget	Self	
