ACTI_FormID	ACTI_EDID	ACTI_FULL	XALG_Flags	CanBeInstanced	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	KW_6	PropCount	Prop_1_AV	Prop_1_Val	Prop_1_Curve	Prop_2_AV	Prop_2_Val	Prop_2_Curve	Prop_3_AV	Prop_3_Val	Prop_3_Curve	Prop_4_AV	Prop_4_Val	Prop_4_Curve	Prop_5_AV	Prop_5_Val	Prop_5_Curve	Prop_6_AV	Prop_6_Val	Prop_6_Curve	VMAD_ScriptCount	VMAD_Scripts
006521EE	ATX_F1_FloorSkullTorch	Standing Skull Torch	Fallout 1st	False	0							0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::isOpen=True##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
0065581C	FO76_9159_TEST_B	FO76_9159_TEST_B			0							0																			0	
0065581D	FO76_9159_TEST_C	FO76_9159_TEST_C			0							0																			0	
0065581A	PROXY_NavM_TEST_ANIM_PLUS_STATIC_NMCUT	NavM_TEST_ANIM_PLUS_STATIC_NMCUT			0							0																			0	
00655819	PROXY_NavM_TEST_ALL_ANIM	NavM_TEST_ALL_ANIM			0							0																			0	
0065581B	FO76_9159_TEST_A	FO76_9159_TEST_A			0							0																			0	
00656B4D	ATX_DisplayCase_Zetan	Zetan Display Case	Premium		2	003F51E3:PlayerDisplayCaseKeyword:KYWD	00573B2F:WorkshopNoStackingOn:KYWD					0																			0	
00658F0D	Molten_ChemicalPlane03				0							0																			0	
00658F0B	Molten_ChemicalPlane02				0							0																			0	
00658F0C	Molten_ChemicalPlane01				0							0																			0	
0065A404	ATX_TrafficLight_Mounted_Pitt_CAMP	Pittsburgh Traffic Light	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0065B0FD	Molten_ChemicalPlane02_Medium				0							0																			0	
0065B0FE	Molten_ChemicalPlane02_Large				0							0																			0	
0065FF90	XPD_Pitt02_FanaticPASystem	Fanatic PA System			0							0																			0	
0065FF8F	XPD_Pitt02_ObjMod_FreePrisoners_PrisonDoor	Prison Door			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
00660126	XPD_Vertibird_Land_Activator	Intercom			2	0052B545:AllowNonActorToAnimateOnServer:KYWD	005A3C59:IgnoreQuestTargetMarkerOffsetKeyword:KYWD					0																			1	Default1StateActivator::=
006611E4	XPD_ARG_PhotoTrigger	Fort Atlas Observatory Sign	Camera Weapon Detectable		0							0																			0	
006579BB	ATX_MorbidWaterWell	Morbid Water Well	Premium		1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			0	
0065C3AD	ATX_RadiationDummyMutant	Radiation Dummy Mutant	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0065CE1B	ATX_WorkshopPlayerVendingMachine_Tipsy_NukaCola	Tipsy Tom Vending Machine: Nuka-Cola	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	003EEC7A:PlayerVendingMachineKeyword:KYWD				4	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopStackableItem	1.000000	NULL - Null Reference [00000000]	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]	WorkshopSnappedGroundTolerance	12.000000	NULL - Null Reference [00000000]							0	
0065CE17	ATX_WorkshopPlayerVendingMachine_Tipsy_Teal	Tipsy Tom Vending Machine: Teal	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	003EEC7A:PlayerVendingMachineKeyword:KYWD				4	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopStackableItem	1.000000	NULL - Null Reference [00000000]	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]	WorkshopSnappedGroundTolerance	12.000000	NULL - Null Reference [00000000]							0	
0065CE1D	ATX_WorkshopPlayerVendingMachine_Tipsy_NukaQuantum	Sweetie Pete Vending Machine: Nuka Quantum	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	003EEC7A:PlayerVendingMachineKeyword:KYWD				4	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopStackableItem	1.000000	NULL - Null Reference [00000000]	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]	WorkshopSnappedGroundTolerance	12.000000	NULL - Null Reference [00000000]							0	
0065CE19	ATX_WorkshopPlayerVendingMachine_Tipsy_Yellow	Tipsy Tom Vending Machine: Yellow	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	003EEC7A:PlayerVendingMachineKeyword:KYWD				4	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopStackableItem	1.000000	NULL - Null Reference [00000000]	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]	WorkshopSnappedGroundTolerance	12.000000	NULL - Null Reference [00000000]							0	
0065D8DC	zzzATX_UFO_IncenseBurner	U.F.O. Incense Burner	Premium		0							0																			0	
00663D3D	ATX_Light_Ceiling_DiningRoom_VaultBoy	Vault Boy Dining Room Ceiling Light	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0066453C	ATX_Light_Ceiling_DiningRoom_VaultGirl	Vault Girl Dining Room Ceiling Light	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00664903	ATX_LampToySoldier	Toy Soldier Lamp	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
006662DB	ATX_Light_MessageBoardKiosk_A	Message Board Kiosk	Premium		2	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD					0																			0	
006663A4	ATX_Light_MessageBoardKiosk_B	Message Board Kiosk	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00667196	LGV01_VendingMachine_WhitespringMall	Legendary Exchange			0							0																			2	Economy:VendingMachineScript::SellOnly=False##Economy:VendingMachineScript::VendingMachineFaction=00667198:LGV01_VendingMachine_VendorFaction_WhitespringMall:FACT##Objects:LGVAnimController::=
00667490	Gold_VendingMachine_WhitespringMall	Gold Press Machine			0							0																			1	Economy:VendingMachineScript::SellOnly=False##Economy:VendingMachineScript::VendingMachineFaction=00667492:Gold_VendingMachine_VendorFaction_WhitespringMall:FACT
006676F1	ATX_Light_Ceiling_DiningRoom_VaultGirl_Bar	Vault Girl Bar Ceiling Light	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
006677D6	ATX_WildwoodTavernSign	Wildwood Tavern Sign	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00667DA9	ATX_WorkshopMoleratGenerator_Medium	Molerat Generator - Medium	Premium|Camera Weapon Detectable	False	2	0004455B:WorkshopStartPoweredOn:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD					3	PowerGenerated	5.000000	NULL - Null Reference [00000000]	WorkshopLevelObject	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]										2	DefaultBlockActivationOnLoad::=##WorkshopObjectScript::WorkshopParent=0002058E:WorkshopParent:QUST
00667E70	FireHazardTriggerStrong				0							0																			1	HazardTriggerScript::TriggerSpell=00667E74:FireHazardTriggerStrong_Spell:SPEL##HazardTriggerScript::TriggerSpellDelay=0.000000
00667F5D	ATX_WorkshopMoleratGenerator_Large	Molerat Generator - Large	Premium|Camera Weapon Detectable	False	2	0004455B:WorkshopStartPoweredOn:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD					3	PowerGenerated	10.000000	NULL - Null Reference [00000000]	WorkshopLevelObject	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]										2	DefaultBlockActivationOnLoad::=##WorkshopObjectScript::WorkshopParent=0002058E:WorkshopParent:QUST
0066846C	ATX_Pittsburg_Palace	Pittsburgh Palace	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001CD02B:BlockPlayerActivation:KYWD				5	PowerRadiation	500.000000	NULL - Null Reference [00000000]	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	15.000000	NULL - Null Reference [00000000]	WorkshopCanContainRefs	1.000000	NULL - Null Reference [00000000]				0	
00668471	ATX_WorkshopMoleratGenerator_Fusion	Mole Rat Generator - Fusion	Premium	False	2	0004455B:WorkshopStartPoweredOn:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD					3	PowerGenerated	100.000000	NULL - Null Reference [00000000]	WorkshopLevelObject	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]										2	DefaultBlockActivationOnLoad::=##WorkshopObjectScript::WorkshopParent=0002058E:WorkshopParent:QUST
00668653	ATX_WorkshopMoleratGenerator_Small	Molerat Generator - Small	Premium|Camera Weapon Detectable	False	2	0004455B:WorkshopStartPoweredOn:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD					3	PowerGenerated	3.000000	NULL - Null Reference [00000000]	WorkshopLevelObject	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]										2	DefaultBlockActivationOnLoad::=##WorkshopObjectScript::WorkshopParent=0002058E:WorkshopParent:QUST
006692FB	XPD_WhitespringResponders_Poster	Whitespring Responders Poster		False	0							0																			2	DefaultRefOnActivateSendEvent::MyStoryManagerKeyword=0062F606:XPD_Hub_Responders_QuestStartKeyword:KYWD##DefaultRefOnActivateSendEvent::QuestActiveKeyword=0062F605:XPD_Hub_Responders_QuestActiveKeyword:KYWD##DefaultRefOnActivateSendEvent::QuestCompletionToCheck=0062F5D6:XPD_Hub_Responders:QUST##DefaultShowMessageOnActivateRef::MessageToShow=0066C0BE:XPD_Responders_PosterText:MESG
006696D7	SCORE_S10_CAMP_Toxic_Waste_Pile	Toxic Waste Pile	Premium		0							0																			1	OnActivateCastSpell::SelfCast=False##OnActivateCastSpell::SpellToCast=0009253D:RadiationHazardStrong:SPEL
0066CC88	Shelters_Door_NeighborhoodSquare_Small	Neighborhood Square Entrance	Premium	False	2	0052B545:AllowNonActorToAnimateOnServer:KYWD	005B70F1:PlayerShelterEntranceKeyword:KYWD					0																			2	Default1StateActivator::=##shelters:shelterentrance::ShelterCell=00664055:SheltersPittTrench01:CELL##shelters:shelterentrance::ShelterCellTeleportPosition=0066405E::REFR##shelters:shelterentrance::SourceRecipe=005ADC64:workshop_co_Shelters_SmallEntrances:COBJ
0066CC87	zzzShelters_Door_NeighborhoodSquare_Large	Neighborhood Square Entrance	Premium	False	2	0052B545:AllowNonActorToAnimateOnServer:KYWD	005B70F1:PlayerShelterEntranceKeyword:KYWD					1	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]																2	Default1StateActivator::=##shelters:shelterentrance::ShelterCell=00664055:SheltersPittTrench01:CELL##shelters:shelterentrance::ShelterCellTeleportPosition=0066405E::REFR##shelters:shelterentrance::SourceRecipe=005B59F1:workshop_co_Shelters_LargeEntrances:COBJ
0066DC85	ATX_FireHydrant_Pittsburgh_YellowDUPLICATE000	Yellow Pittsburgh Fire Hydrant	Premium	False	2	0022262C:WaterFountainTypeDirty:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD					2	WorkshopPlacementRestrictToDirtAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]													1	WaterSourceActivatorScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##WaterSourceActivatorScript::DrinkingSpell=00024FBF:WaterRadiationDrinkingDirty:SPEL##WaterSourceActivatorScript::NPCHumanDrinkHandLoop=0005C3D1:NPCHumanDrinkHandLoop:SNDR##WaterSourceActivatorScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
0066E175	zzz_ATX_BillboardLarge_NukaCola01	Large Nuka-Cola Billboard	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0066EF9F	ATX_MedievalPortcullis_Gate_01	Medieval Portcullis Gate			3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001CD02B:BlockPlayerActivation:KYWD				4	PowerRadiation	700.000000	NULL - Null Reference [00000000]	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	5.000000	NULL - Null Reference [00000000]							0	
0066F2E0	PITT_Wall_Shake_Trigger				0							0																			1	HazardTriggerScript::TriggerSpell=0066F2F7:PITT_WallCameraShake:SPEL##HazardTriggerScript::TriggerSpellDelay=0.000000
0067497C	ATX_BatShadowLamp	Bat Shadow Lamp	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00674C11	ATX_Light_Ceiling_Cone	Cone Ceiling Light	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00672081	ToxicHazardLethal_Trigger				0							0																			1	HazardTriggerScript::TriggerSpell=00672082:ToxicHazardLethal_Spell:SPEL##HazardTriggerScript::TriggerSpellDelay=0.000000
00674C16	zzzATX_MedievalPortcullis_Gate	Medieval Portcullis Gate	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001CD02B:BlockPlayerActivation:KYWD				5	PowerRadiation	500.000000	NULL - Null Reference [00000000]	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopPlacementAllowWaterAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	5.000000	NULL - Null Reference [00000000]	WorkshopCanContainRefs	1.000000	NULL - Null Reference [00000000]				0	
0067524A	zzzATX_SageTorch	Standing Sage Torch	Premium		0							0																			1	Default2StateActivator::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##Default2StateActivator::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
006758F3	ATX_Anniversary_CAMP_FloorDecor_CeremonialCannon	Ceremonial Cannon	Premium		0							0																			1	Default1StateActivator::=
006750DE	ATX_Pitt01_UnionNeonSign	Union Neon Sign	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0067717A	ATX_Light_NeonPalmReaderSign	Neon Palm Reader Sign	Premium		1	0003037E:WorkshopCanBePowered:KYWD						1	WorkshopBudgetObjectMultiplier	3.000000	NULL - Null Reference [00000000]																0	
00677AB6	ATX_WorkshopPlayerVendingMachine_FortuneTellerCart	Fortune Teller Cart Vending Machine	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	003EEC7A:PlayerVendingMachineKeyword:KYWD				3	PowerRequired	3.000000	NULL - Null Reference [00000000]	WorkshopStackableItem	1.000000	NULL - Null Reference [00000000]	WorkshopRatingPopulation	1.000000	NULL - Null Reference [00000000]										0	
0065C08D	zzzE09C_Heart_TriggerA	Heart poll		False	0							0																			0	
0065C08A	zzzE09C_Blockage	Blockage			0							0																			0	
0065C08C	E09C_TunnelDeco_Trigger	Decoration Spot			0							0																			1	E09C_PlaySoundOnActivateScript::SoundToPlay=0067FA44:QSTE09CDecorationPlaced:SNDR
0065C08B	zzzE09C_SwanDropoff	Swan Cart			0							0																			0	
0065D472	E09D_GWWS_EventTrigger				0							0																			0	
0065DCF5	E09D_GWWS_ShootTrigger02				0							0																			0	
0065DCF4	E09D_GWWS_ShootTrigger01				0							0																			0	
0065E7E3	E09D_GWWS_Button_Cutout	Loot Dispenser			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	E09D_GWWS_ButtonScript::ReactivationSound=0067F0CE:E09DCutoutLootboxActivate:SNDR##E09D_GWWS_ButtonScript::ReactivationTimer=10.000000
00663254	zzzE09C_Heart_TriggerB	Heart poll		False	0							0																			0	
00664605	E09D_Wagon	Getaway Wagon		False	0							0																			2	Default1StateActivator::PlayAnim=Play01##Default1StateActivator::PlayWhenBlocked=False##DefaultPlayAnimOnDestructionStage::AnimData=
00664D65	E09D_Safe_Wall_L	Loot Wall Safe			0							0																			1	E09D_GWWS_ButtonScript::ReactivationSound=004F7D66:OBJVendingMachineActivateSuccess:SNDR##E09D_GWWS_ButtonScript::ReactivationTimer=30.000000
00665131	E09D_Safe_Floor_L	Loot Safe			0							0																			1	E09D_GWWS_ButtonScript::ReactivationSound=004F7D66:OBJVendingMachineActivateSuccess:SNDR##E09D_GWWS_ButtonScript::ReactivationTimer=30.000000
00666862	DEL_E09D_Cutout_Bottle	Bottle Cutout	Skip HAVOK on Load		0							0																			0	
00666861	DEL_E09D_Cutout_Cappy	Cappy Cutout	Skip HAVOK on Load		0							0																			0	
00666860	E09D_GWWS_Button_Prop	Loot		False	1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			2	Default1StateActivator::PlayWhenBlocked=True##E09D_GWWS_ButtonScript::disabledMessage=0065D470:E09D_GWWS_MoneyDisabledMessage:MESG##E09D_GWWS_ButtonScript::reActivateAfterTime=30.000000##E09D_GWWS_ButtonScript::ReactivationSound=00147A67:OBJSwitchPowerBOn:SNDR##E09D_GWWS_ButtonScript::showActivatorDisabledMessage=True
00666895	zzzE09C_SmallHeart_Trigger	Heart Wall		False	0							0																			0	
006683F4	E09D_Safe_Wall_S	Loot Wall Safe			0							0																			1	E09D_GWWS_ButtonScript::ReactivationSound=004F7D66:OBJVendingMachineActivateSuccess:SNDR##E09D_GWWS_ButtonScript::ReactivationTimer=20.000000
006683F5	E09D_Safe_Wall_M	Loot Wall Safe			0							0																			1	E09D_GWWS_ButtonScript::ReactivationSound=004F7D66:OBJVendingMachineActivateSuccess:SNDR##E09D_GWWS_ButtonScript::ReactivationTimer=25.000000
006683F6	E09D_Safe_Floor_M	Loot Safe			0							0																			1	E09D_GWWS_ButtonScript::ReactivationSound=004F7D66:OBJVendingMachineActivateSuccess:SNDR##E09D_GWWS_ButtonScript::ReactivationTimer=25.000000
006683F7	E09D_Safe_Floor_S	Loot Safe			0							0																			1	E09D_GWWS_ButtonScript::ReactivationSound=004F7D66:OBJVendingMachineActivateSuccess:SNDR##E09D_GWWS_ButtonScript::ReactivationTimer=20.000000
0066C137	Workshop_NWOT_CappyClapper	Cappy Clapper			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default1StateActivator::=
0066DBCE	Workshop_NWOT_BottleBot	Bottle Bot			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	Default1StateActivator::=
0066DBD9	E09B_Wheel_Imposter	Crappy			0							0																			1	E09B_ImposterCappyScript::LaughInterval=5##E09B_ImposterCappyScript::LaughSFX=00682F91:E09D_Laugh_CappyImposter:SNDR
0066DF0C	NWOT_Fishinabag	Mutated Goldfish			0							0																			0	
0066E4D7	zzzE09C_IntroDeco_Trigger	Decoation Spot		False	0							0																			0	
0066E4DA	zzzE09C_RailroadMine1Way02_DirtPath	Broken Track			0							0																			0	
0066E4DB	zzzE09C_RailroadMine2Way01Left90_DirtPath	Broken Track			0							0																			0	
0066E4DC	zzzE09C_RailroadMine1Way02Dn_DirtPath	Broken Track			0							0																			0	
0066E4D8	zzzE09C_RailroadMine2Way01Right30_DirtPath	Broken Track			0							0																			0	
0066E4DD	zzzE09C_RailroadMine2Way01Right60_DirtPath	Broken Track			0							0																			0	
0066E4D9	E09C_FakeHandy	Miss Lovely		False	0							0																			1	E09C_FakeMissHandyScript::LinkCustom01=0005D5E6:LinkCustom01:KYWD##E09C_FakeMissHandyScript::LinkCustom02=0005D5E7:LinkCustom02:KYWD##E09C_FakeMissHandyScript::LinkCustom03=0005D5E8:LinkCustom03:KYWD
0066E4DE	zzzE09C_RailroadMine2Way01Left45_DirtPath	Broken Track			0							0																			0	
0066E4DF	zzzE09C_RailroadMine1Way01Up_DirtPath	Broken Track			0							0																			0	
0066E50D	Workshop_NWOT_RadioSpeakers	Nuka-World Speakers			0							0																			1	WorkshopRadioScript::=
0066E6EC	DEL_E09D_GWWS_Piano	Piano			1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	AudioActivator1State::HitSound=003E3D0A:MUSInstrument13PianoUprightB3Lead:SNDR
0066F0A4	E09C_BrokenTrack_Trigger	Broken Track			0							0																			1	E09C_PlaySoundOnActivateScript::SoundToPlay=0067F981:QSTE09CRepairBrokenTrack:SNDR
006751A0	NWOT_Nukacade_BottleBlaster01	Bottle Blaster		False	1	001CD02B:BlockPlayerActivation:KYWD						0																			1	ArcadeBottleBlaster::BonusScoreMSG=006589E1:NWOT_Nukacade_BonusScoreMSG:MESG##ArcadeBottleBlaster::BonusScoreSFX=001143D6:DLC04OBJArcadeSledBallPointsE050:SNDR##ArcadeBottleBlaster::bonusTicketMultiplier=1.500000##ArcadeBottleBlaster::EndSound=001143F9:DLC04OBJArcadeBanditRoundupEndWin:SNDR##ArcadeBottleBlaster::gameDuration=0067787F:NWOT_Nukacade_Duration_30Sec:GLOB##ArcadeBottleBlaster::gameName=Bottle Blaster##ArcadeBottleBlaster::LuckAV=000002C8:Luck:AVIF##ArcadeBottleBlaster::managerQuest=0063F8D6:NWOT_NukacadeManagerQuest:QUST##ArcadeBottleBlaster::MusicFastLoop=00114921:DLC04OBJArcadeHoopShotMusic3FastLP:SNDR##ArcadeBottleBlaster::MusicFastTransition=00114920:DLC04OBJArcadeHoopShotMusic2FastStart:SNDR##ArcadeBottleBlaster::MusicLoop=0011491F:DLC04OBJArcadeHoopShotMusic1NormalLP:SNDR##ArcadeBottleBlaster::PointerQuest=0067AE08:NWOT_NukacadePointer_BottleBlaster:QUST##ArcadeBottleBlaster::rewardDampener=0.100000##ArcadeBottleBlaster::scoreObjectiveID=300##ArcadeBottleBlaster::scorePerTicket=1##ArcadeBottleBlaster::ScoreThresholds=##ArcadeBottleBlaster::StartSound=001143EB:DLC04OBJArcadeNukaZapperRaceGameStart:SNDR##ArcadeBottleBlaster::TargetForm=0067519F:NWOT_Nukacade_BottleBlaster_Target01:ACTI##ArcadeBottleBlaster::TicketNodes=tickets##ArcadeBottleBlaster::TicketSlot=0011432D:NWOT_NukacadeTickets01:ACTI##ArcadeBottleBlaster::TokenNodes=tokens##ArcadeBottleBlaster::TokenSlot=001142A7:NWOT_Nukacade_TokenSlot01:ACTI##ArcadeBottleBlaster::tutorialGivenAV=006751A1:NWOT_Nukacade_TutorialAV_Game_BottleBlaster:AVIF##ArcadeBottleBlaster::tutorialMSG=006751A7:NWOT_Nukacade_Tutorial_BottleBlasterMSG:MESG
0067519F	NWOT_Nukacade_BottleBlaster_Target01			False	0							0																			1	ArcadeBottleBlasterTarget::DamageScoreDampener=1.000000##ArcadeBottleBlasterTarget::MaxScore=1500##ArcadeBottleBlasterTarget::MeleePromptMSG=00677880:NWOT_Nukacade_BottleBlaster_UseMeleeMSG:MESG##ArcadeBottleBlasterTarget::StrengthAV=000002C2:Strength:AVIF##ArcadeBottleBlasterTarget::StrengthScoreDampener=0.650000
006759E9	NWOT_Beneath_InspectionTrigger_Claw	Scratch Marks			0							0																			1	NWOT_Beneath_InvestigationClue::FallbackMessage=006759F7:NWOT_Beneath_Clue_ClawsDefault:MESG
006759EB	zzzNWOT_Beneath_InspectionTrigger_Chem	Chem Box		False	0							0																			1	NWOT_Beneath_InvestigationClue::FallbackMessage=006759FE:zzzNWOT_Beneath_Clue_ChemsDefault:MESG##NWOT_Beneath_InvestigationClue::Messages=
006759EA	NWOT_Beneath_InspectionTrigger_Ultracite	Crystals		False	0							0																			1	NWOT_Beneath_InvestigationClue::FallbackMessage=006759F8:NWOT_Beneath_Clue_UltraciteDefault:MESG##NWOT_Beneath_InvestigationClue::Messages=
006759E8	NWOT_Beneath_InspectionTrigger_Bloodstain	Bloodstain		False	0							0																			1	NWOT_Beneath_InvestigationClue::FallbackMessage=00675A03:NWOT_Beneath_Clue_BloodDefault:MESG##NWOT_Beneath_InvestigationClue::Messages=
006759EC	NWOT_Beneath_BrahminCorpse	Ravaged Brahmin Corpse		False	0							0																			1	NWOT_Beneath_InvestigationClue::FallbackMessage=006759F4:NWOT_Beneath_Clue_BrahminDefault:MESG##NWOT_Beneath_InvestigationClue::Messages=
006771C5	E09B_Wheel_RealCappyPlush				0							0																			0	
00677AD9	ATX_Wall_Light_Nukacola01	Nukacola wall light			1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00677B0E	SCORE_S11_Light_Floor_NukaColaBillboard	Green Nuka-Cola Billboard	Premium		3	0003037E:WorkshopCanBePowered:KYWD	00054BA4:WorkshopPowerConnectionKW:KYWD	001CD02B:BlockPlayerActivation:KYWD				1	PowerRequired	1.000000	NULL - Null Reference [00000000]																0	
00677B0D	SCORE_S11_FloorDecor_SodaFountainGlobe	Soda Fountain Globe	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00677B0F	SCORE_S11_Lights_Wall_SodaFountainWallSign	Soda Fountain Wall Sign	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
00677B10	zzz_SCORE_S11_Utility_NukaQuantumCandyMachine	Nuka Quantum Candy Machine	Premium		0							0																			0	
00677B0C	zzz_SCORE_S11_Utility_NukaColaCandyMachine	Nuka-Cola Candy Machine	Premium		0							0																			0	
00677C61	zzzATX_DeepWell	Deep Well	Premium	False	3	0022262C:WaterFountainTypeDirty:KYWD	0052B545:AllowNonActorToAnimateOnServer:KYWD	00592412:WaterFountainType_NoRads:KYWD				2	WorkshopPlacementRestrictToDirtAV	1.000000	NULL - Null Reference [00000000]	WorkshopBudgetObjectMultiplier	2.000000	NULL - Null Reference [00000000]													2	DefaultPlaySoundOnActivate::SoundToPlay=00681942:OBJDeepWellActivate:SNDR##WaterSourceActivatorScript::DefaultAutoCloseDelay=002C76A1:DefaultAutoCloseDelay:GLOB##WaterSourceActivatorScript::DrinkingSpell=00592411:Water_NoRadiation_DrinkingDirty:SPEL##WaterSourceActivatorScript::NPCHumanDrinkHandLoop=0005C3D1:NPCHumanDrinkHandLoop:SNDR##WaterSourceActivatorScript::TwoStateCollisionKeyword=001051E5:TwoStateCollisionKeyword:KYWD
00678021	ATX_Lamp_SodaFountainGlobe	Soda Fountain Globe Lamp	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0067877B	zzz_ATX_BillboardLarge_NukaCola02	Large Nuka-Cola Billboard	Premium		1	0003037E:WorkshopCanBePowered:KYWD						0																			0	
0067A28A	NukaCola_MysteryMachine	Nuka-Cola Mystery Machine	Premium	False	1	0052B545:AllowNonActorToAnimateOnServer:KYWD						0																			1	ATX_NukaMysteryMachine::Caps001=0000000F:Caps001:CNCY##ATX_NukaMysteryMachine::CooldownKeyword=007E8B8D:ATX_CooldownKeyword_NukaColaMysteryMachine:KYWD##ATX_NukaMysteryMachine::CooldownSpell=007E8B91:ATX_CooldownSpell_NukaColaMysteryMachine:SPEL##ATX_NukaMysteryMachine::NoCapsMessage=00621920:ATX_SlotMachine_NoCaps:MESG##ATX_NukaMysteryMachine::pColaDispensed=0067A293:ATX_LL_NukaColaMysteryMachine:LVLI##ATX_NukaMysteryMachine::RechargingMessage=006828E2:SCORE_NukaColaMysteryMachine_Recharging:MESG##ATX_NukaMysteryMachine::RequiredCaps=15
0067A357	E09C_ConfettiCannon	Confetti Cannon			0							0																			0	
