ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Count	Effect_1_MGEF_FID	Effect_1_MGEF_EID	Effect_1_Magnitude	Effect_1_Area	Effect_1_Duration	Effect_1_CURV_EID	Effect_2_MGEF_FID	Effect_2_MGEF_EID	Effect_2_Magnitude	Effect_2_Area	Effect_2_Duration	Effect_2_CURV_EID	Effect_3_MGEF_FID	Effect_3_MGEF_EID	Effect_3_Magnitude	Effect_3_Area	Effect_3_Duration	Effect_3_CURV_EID	Effect_4_MGEF_FID	Effect_4_MGEF_EID	Effect_4_Magnitude	Effect_4_Area	Effect_4_Duration	Effect_4_CURV_EID	Effect_5_MGEF_FID	Effect_5_MGEF_EID	Effect_5_Magnitude	Effect_5_Area	Effect_5_Duration	Effect_5_CURV_EID	Effect_6_MGEF_FID	Effect_6_MGEF_EID	Effect_6_Magnitude	Effect_6_Area	Effect_6_Duration	Effect_6_CURV_EID	Effect_7_MGEF_FID	Effect_7_MGEF_EID	Effect_7_Magnitude	Effect_7_Area	Effect_7_Duration	Effect_7_CURV_EID	Effect_8_MGEF_FID	Effect_8_MGEF_EID	Effect_8_Magnitude	Effect_8_Area	Effect_8_Duration	Effect_8_CURV_EID	Effect_9_MGEF_FID	Effect_9_MGEF_EID	Effect_9_Magnitude	Effect_9_Area	Effect_9_Duration	Effect_9_CURV_EID	Effect_10_MGEF_FID	Effect_10_MGEF_EID	Effect_10_Magnitude	Effect_10_Area	Effect_10_Duration	Effect_10_CURV_EID	Effect_11_MGEF_FID	Effect_11_MGEF_EID	Effect_11_Magnitude	Effect_11_Area	Effect_11_Duration	Effect_11_CURV_EID	Effect_12_MGEF_FID	Effect_12_MGEF_EID	Effect_12_Magnitude	Effect_12_Area	Effect_12_Duration	Effect_12_CURV_EID	Effect_13_MGEF_FID	Effect_13_MGEF_EID	Effect_13_Magnitude	Effect_13_Area	Effect_13_Duration	Effect_13_CURV_EID	Effect_14_MGEF_FID	Effect_14_MGEF_EID	Effect_14_Magnitude	Effect_14_Area	Effect_14_Duration	Effect_14_CURV_EID	Effect_15_MGEF_FID	Effect_15_MGEF_EID	Effect_15_Magnitude	Effect_15_Area	Effect_15_Duration	Effect_15_CURV_EID	Effect_16_MGEF_FID	Effect_16_MGEF_EID	Effect_16_Magnitude	Effect_16_Area	Effect_16_Duration	Effect_16_CURV_EID	Effect_17_MGEF_FID	Effect_17_MGEF_EID	Effect_17_Magnitude	Effect_17_Area	Effect_17_Duration	Effect_17_CURV_EID	Effect_18_MGEF_FID	Effect_18_MGEF_EID	Effect_18_Magnitude	Effect_18_Area	Effect_18_Duration	Effect_18_CURV_EID	Effect_19_MGEF_FID	Effect_19_MGEF_EID	Effect_19_Magnitude	Effect_19_Area	Effect_19_Duration	Effect_19_CURV_EID	Effect_20_MGEF_FID	Effect_20_MGEF_EID	Effect_20_Magnitude	Effect_20_Area	Effect_20_Duration	Effect_20_CURV_EID	Effect_21_MGEF_FID	Effect_21_MGEF_EID	Effect_21_Magnitude	Effect_21_Area	Effect_21_Duration	Effect_21_CURV_EID	Effect_22_MGEF_FID	Effect_22_MGEF_EID	Effect_22_Magnitude	Effect_22_Area	Effect_22_Duration	Effect_22_CURV_EID	Effect_23_MGEF_FID	Effect_23_MGEF_EID	Effect_23_Magnitude	Effect_23_Area	Effect_23_Duration	Effect_23_CURV_EID	Effect_24_MGEF_FID	Effect_24_MGEF_EID	Effect_24_Magnitude	Effect_24_Area	Effect_24_Duration	Effect_24_CURV_EID	Effect_25_MGEF_FID	Effect_25_MGEF_EID	Effect_25_Magnitude	Effect_25_Area	Effect_25_Duration	Effect_25_CURV_EID	Effect_26_MGEF_FID	Effect_26_MGEF_EID	Effect_26_Magnitude	Effect_26_Area	Effect_26_Duration	Effect_26_CURV_EID	Effect_27_MGEF_FID	Effect_27_MGEF_EID	Effect_27_Magnitude	Effect_27_Area	Effect_27_Duration	Effect_27_CURV_EID	Effect_28_MGEF_FID	Effect_28_MGEF_EID	Effect_28_Magnitude	Effect_28_Area	Effect_28_Duration	Effect_28_CURV_EID	Effect_29_MGEF_FID	Effect_29_MGEF_EID	Effect_29_Magnitude	Effect_29_Area	Effect_29_Duration	Effect_29_CURV_EID	Effect_30_MGEF_FID	Effect_30_MGEF_EID	Effect_30_Magnitude	Effect_30_Area	Effect_30_Duration	Effect_30_CURV_EID	Globals_Count	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40	Ref_41	Ref_42	Ref_43	Ref_44	Ref_45	Ref_46	Ref_47	Ref_48	Ref_49	Ref_50	Ref_51	Ref_52	Ref_53	Ref_54	Ref_55	Ref_56	Ref_57	Ref_58	Ref_59	Ref_60	Ref_61	Ref_62	Ref_63	Ref_64	Ref_65	Ref_66	Ref_67	Ref_68	Ref_69	Ref_70	Ref_71	Ref_72	Ref_73	Ref_74	Ref_75	Ref_76	Ref_77	Ref_78	Ref_79	Ref_80	Ref_81	Ref_82	Ref_83	Ref_84	Ref_85	Ref_86	Ref_87	Ref_88	Ref_89	Ref_90	Ref_91	Ref_92	Ref_93	Ref_94	Ref_95	Ref_96	Ref_97	Ref_98	Ref_99	Ref_100	Ref_101	Ref_102	Ref_103	Ref_104	Ref_105	Ref_106	Ref_107	Ref_108	Ref_109	Ref_110	Ref_111	Ref_112	Ref_113	Ref_114	Ref_115	Ref_116	Ref_117	Ref_118	Ref_119	Ref_120	Ref_121	Ref_122	Ref_123	Ref_124	Ref_125	Ref_126	Ref_127	Ref_128	Ref_129	Ref_130	Ref_131	Ref_132	Ref_133	Ref_134	Ref_135	Ref_136	Ref_137	Ref_138	Ref_139	Ref_140	Ref_141	Ref_142	Ref_143	Ref_144	Ref_145	Ref_146	Ref_147	Ref_148	Ref_149	Ref_150	Ref_151	Ref_152	Ref_153	Ref_154	Ref_155	Ref_156	Ref_157	Ref_158	Ref_159	Ref_160	Ref_161	Ref_162	Ref_163	Ref_164	Ref_165	Ref_166	Ref_167	Ref_168	Ref_169	Ref_170	Ref_171	Ref_172	Ref_173	Ref_174	Ref_175	Ref_176	Ref_177	Ref_178	Ref_179	Ref_180	Ref_181	Ref_182	Ref_183	Ref_184	Ref_185	Ref_186	Ref_187	Ref_188	Ref_189	Ref_190	Ref_191	Ref_192	Ref_193
0079768E	FlamerFireDOT_Napalmer		101	Fire and Forget	Contact	Enchantment	0.000000			1	001E84D3:FXFireHitVisuals	8.000000	0	9																																																																																																																																																																																	0	1	00147B01:mod_Flamer_Receiver_TankNapalm:OMOD																																																																																																																																																																																																
0078DEC1	MILE_BrahminUpgradeEnch_MoveSpeedBoost01	Brahmin Move Speed Boost 01	1	Constant Effect	Self	Enchantment	0.000000			1	00084278:AbFortifyActorSpeedMult	5.000000	0	0																																																																																																																																																																																	0	1	0078DED2:actor_MILE_BrahminUpgrade_MoveSpeedBoost01:OMOD																																																																																																																																																																																																
0078DEC2	MILE_BrahminUpgradeEnch_ReflectiveArmor01	Brahmin Reflective Armor 01	1	Constant Effect	Self	Enchantment	0.000000			1	007A0C52:MILE_BrahminUpgrade_AddReflectArmorPerk01	0.000000	0	0																																																																																																																																																																																	0	1	0078DED1:actor_MILE_BrahminUpgrade_ReflectiveArmor01:OMOD																																																																																																																																																																																																
0078DEC3	MILE_BrahminUpgradeEnch_HealthBoost01	Brahmin Health Boost 01	1	Constant Effect	Self	Enchantment	0.000000			2	007A0C54:MILE_BrahminUpgrade_FortifyHealth	50.000000	0	0			007A0C56:MILE_BrahminUpgrade_FortifyRadHealthMax	50.000000	0	0																																																																																																																																																																											0	1	0078DED4:actor_MILE_BrahminUpgrade_HealthBoost01:OMOD																																																																																																																																																																																																
007A0C46	MILE_BrahminUpgradeEnch_HurrySpeedBoost02	Brahmin Hurry Speed Boost 02	1	Constant Effect	Self	Enchantment	0.000000			1	007A0C55:MILE_BrahminUpgrade_FortifyHurryLength	0.080000	0	0																																																																																																																																																																																	0	1	007A0C5B:actor_MILE_BrahminUpgrade_HurrySpeedBoost02:OMOD																																																																																																																																																																																																
007A0C4B	MILE_BrahminUpgradeEnch_ReflectiveArmor02	Brahmin Reflective Armor 02	1	Constant Effect	Self	Enchantment	0.000000			1	007A0C57:MILE_BrahminUpgrade_AddReflectArmorPerk02	0.000000	0	0																																																																																																																																																																																	0	1	007A0C58:actor_MILE_BrahminUpgrade_ReflectiveArmor02:OMOD																																																																																																																																																																																																
007A0C47	MILE_BrahminUpgradeEnch_HealthBoost04	Brahmin Health Boost 04	1	Constant Effect	Self	Enchantment	0.000000			2	007A0C54:MILE_BrahminUpgrade_FortifyHealth	100.000000	0	0			007A0C56:MILE_BrahminUpgrade_FortifyRadHealthMax	100.000000	0	0																																																																																																																																																																											0	1	007A0C59:actor_MILE_BrahminUpgrade_HealthBoost04:OMOD																																																																																																																																																																																																
007A0C48	MILE_BrahminUpgradeEnch_HealthBoost02	Brahmin Health Boost 02	1	Constant Effect	Self	Enchantment	0.000000			2	007A0C54:MILE_BrahminUpgrade_FortifyHealth	70.000000	0	0			007A0C56:MILE_BrahminUpgrade_FortifyRadHealthMax	70.000000	0	0																																																																																																																																																																											0	1	0078DED0:actor_MILE_BrahminUpgrade_HealthBoost02:OMOD																																																																																																																																																																																																
007A0C49	MILE_BrahminUpgradeEnch_HealthBoost03	Brahmin Health Boost 03	1	Constant Effect	Self	Enchantment	0.000000			2	007A0C54:MILE_BrahminUpgrade_FortifyHealth	100.000000	0	0			007A0C56:MILE_BrahminUpgrade_FortifyRadHealthMax	100.000000	0	0																																																																																																																																																																											0	1	007A0C5A:actor_MILE_BrahminUpgrade_HealthBoost03:OMOD																																																																																																																																																																																																
007A0C45	MILE_BrahminUpgradeEnch_HurrySpeedBoost01	Brahmin Hurry Speed Boost 01	1	Constant Effect	Self	Enchantment	0.000000			1	007A0C55:MILE_BrahminUpgrade_FortifyHurryLength	0.050000	0	0																																																																																																																																																																																	0	1	0078DED3:actor_MILE_BrahminUpgrade_HurrySpeedBoost01:OMOD																																																																																																																																																																																																
007A0C4A	MILE_BrahminUpgradeEnch_HealthRegen01	Brahmin Health Regen 01	1	Constant Effect	Self	Enchantment	0.000000			1	007A0C53:MILE_BrahminUpgrade_AddHealthRegenPerk01	0.000000	0	0																																																																																																																																																																																	0	1	007A0C5C:actor_MILE_BrahminUpgrade_HealthRegen01:OMOD																																																																																																																																																																																																
007A80F0	enchMod_UltraciteLaserGun_Burning	Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	00216353:ModEnergyWeaponFireDamage	6.000000	0	3																																																																																																																																																																																	0	4	00312A68:mod_UltraciteLaserGun_Receiver_Burning:OMOD	00312A6A:mod_UltraciteLaserGun_Receiver_Burning-CritDMG:OMOD	00312A6B:mod_UltraciteLaserGun_Receiver_Burning-FastTrigger:OMOD	00312A6C:mod_UltraciteLaserGun_Receiver_Burning-HipAccuracy:OMOD																																																																																																																																																																																													
007A80ED	enchMod_GatlingLaser_Burning	Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			2	00216353:ModEnergyWeaponFireDamage	7.000000	0	3			00216353:ModEnergyWeaponFireDamage	7.000000	0	3																																																																																																																																																																											0	3	00312AF5:mod_GatlingLaser_Receiver_Burning_Base:OMOD	00312AF7:mod_GatlingLaser_Receiver_Burning-CritDMG:OMOD	00312AF8:mod_GatlingLaser_Receiver_Burning-HipAccuracy:OMOD																																																																																																																																																																																														
007A80EF	enchMod_Ultracite_GatlingLaser_Burning	Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			2	00216353:ModEnergyWeaponFireDamage	7.000000	0	3			00216353:ModEnergyWeaponFireDamage	7.000000	0	3																																																																																																																																																																											0	3	00312B2C:mod_Ultracite_GatlingLaser_Receiver_Burning:OMOD	00312B2E:mod_Ultracite_GatlingLaser_Receiver_Burning-CritDMG:OMOD	00312B2F:mod_Ultracite_GatlingLaser_Receiver_Burning-HipAccuracy:OMOD																																																																																																																																																																																														
007A80EE	enchMod_PlasmaGun_Burning	Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			2	00216353:ModEnergyWeaponFireDamage	6.000000	0	3			00216353:ModEnergyWeaponFireDamage	6.000000	0	3																																																																																																																																																																											0	5	0018C46C:mod_PlasmaGun_Receiver_Burning:OMOD	0018C46D:mod_PlasmaGun_Receiver_Burning-CritDMG:OMOD	0018C46E:mod_PlasmaGun_Receiver_Burning-HipAccuracy:OMOD	007B23D6:mod_GatlingPlasma_Receiver_Burning:OMOD	0086DBEC:mod_PlasmaCaster_Receiver_Burning:OMOD																																																																																																																																																																																												
007A80EC	enchMod_Enclave_PlasmaGun_Burning	Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			2	00216353:ModEnergyWeaponFireDamage	6.000000	0	3			00216353:ModEnergyWeaponFireDamage	6.000000	0	3																																																																																																																																																																											0	3	0018C6FA:mod_Enclave_PlasmaGun_Receiver_Burning:OMOD	0018C706:mod_Enclave_PlasmaGun_Receiver_Burning-CritDMG:OMOD	0018C70A:mod_Enclave_PlasmaGun_Receiver_Burning-HipAccuracy:OMOD																																																																																																																																																																																														
007A818A	enchmod_PerfectStorm_Burning	Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			2	00084A4F:dtFireFlameEffectChanceAlways	5.000000	0	3			00084A4F:dtFireFlameEffectChanceAlways	5.000000	0	3																																																																																																																																																																											0	1	00471884:mod_Custom_PerfectStorm:OMOD																																																																																																																																																																																																
007875B6	RD01_Weapon_Cauterizer_FireDamageEnch	Cauterizer Fire Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	007878C9:RD01_Weapon_Cauterizer_FireDamageEffect	0.000000	0	3																																																																																																																																																																																	0	1	00796EB4:RD01_Mod_Custom_Cauterizer_CustomName:OMOD																																																																																																																																																																																																
00787A81	zzz_RD01_Weapon_Cauterizer_ArmorPenetrationEnch	Cauterizer Armor Penetration	101	Constant Effect	Self	Enchantment	0.000000			1	001F4423:ModArmorPenetrationAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00788128	RD01_Enc05_UltraciteCrystal_Explosion_Enchantment	Ultracite Crystal Explosion Enchantment	101	Fire and Forget	Contact	Enchantment	0.000000			1	0078812E:RD01_Enc05_UltraciteCrystal_Explosion_Effect	0.000000	0	0																																																																																																																																																																																	0	3	00788129:RD01_Enc05_UltraciteCrystal_Explosion:EXPL	007B934B:ATX_UltraciteCrystal_Explosion_Large:EXPL	007B934C:ATX_UltraciteCrystal_Explosion_Small:EXPL																																																																																																																																																																																														
00788D48	RD01_PowerArmor_Jetpack_EnclaveVulcanEnch	Vulcan PA Jetpack	1	Constant Effect	Self	Enchantment	0.000000			1	00788D55:RD01_AbPowerArmorTorso_EnclaveVulcan_Jetpack	1.000000	0	0																																																																																																																																																																																	0	1	00799B0C:RD01__PARENT_mod_PowerArmor_EnclaveVulcan_JetPack:OMOD																																																																																																																																																																																																
0078DBCD	RD01_Enc04_CryoGrenadeEnch	Cryo Slow	101	Fire and Forget	Contact	Enchantment	0.000000			1	007FA3FD:CryoHazardEffect_IceBreaker	7.000000	0	1																																																																																																																																																																																	0	1	0078DBCF:RD01_Enc04_Grenadier_Hazard:HAZD																																																																																																																																																																																																
00792941	ench_LegendaryPowerArmor_RadioactivePowered		1	Constant Effect	Self	Enchantment	0.000000			2	00796EB8:Legendary_PowerArmor_RadioActivePoweredApplyGainAPPerkEffect	2.000000	0	0			00796EB9:Legendary_PowerArmor_RadioactivePoweredApplyRADDrainPerkEffect	2.000000	0	0																																																																																																																																																																											0	1	00792A33:mod_Legendary_PowerArmor4_RadioactivePowered:OMOD																																																																																																																																																																																																
00792942	ench_LegendaryArmor_LimitBreak		1	Constant Effect	Self	Enchantment	0.000000			1	007A8394:Legendary_Armor_LimitBreakAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	2	00792A2D:mod_Legendary_Armor4_LimitBreak:OMOD	007A74C6:mod_Legendary_PowerArmor4_LimitBreak:OMOD																																																																																																																																																																																															
0079293E	P62_ench_LegendaryPowerArmor_StaggerProof		1	Constant Effect	Self	Enchantment	0.000000			1	0079B4C7:P62_Legendary_PowerArmor_AddStaggerProofPerkEffect	0.000000	0	0																																																																																																																																																																																	0	1	007A74C8:P62_mod_Legendary_PowerArmor4_StaggerProof:OMOD																																																																																																																																																																																																
0079295C	ench_LegendaryWeapon_Fracturers		101	Constant Effect	Self	Enchantment	0.000000			1	00795777:Legendary_Weapon_FracturersAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	1	00792983:mod_Legendary_Weapon4_Fracturers:OMOD																																																																																																																																																																																																
0079293C	DEL_WIP4_ench_LegendaryArmor_AeroFlight		1	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	0																																																																																																																																																																																																	
00792948	ench_LegendaryArmor_BattleLoaders		1	Constant Effect	Self	Enchantment	0.000000			1	0079B51F:Legendary_Armor_BattleLoadersAddPerkEffect	0.000000	0	5																																																																																																																																																																																	0	2	00792A28:mod_Legendary_Armor4_BattleLoaders:OMOD	007A74C2:mod_Legendary_PowerArmor4_BattleLoaders:OMOD																																																																																																																																																																																															
00792954	ench_LegendaryWeapon_Bully		1	Constant Effect	Self	Enchantment	0.000000			1	007A7425:Legendary_Weapon_BullyAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00792945	DEL_WIP4_ench_LegendaryPowerArmor_AutoRepair		1	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	0																																																																																																																																																																																																	
00792946	ench_LegendaryPowerArmor_Propelling		1	Constant Effect	Self	Enchantment	0.000000			2	007968D4:Legendary_PowerArmor_PropellingApplyMoveSpeedPerkEffect	5.000000	0	0			007A7411:Legendary_PowerArmor_PropellingApplySprintSpeedPerkEffect	5.000000	0	0																																																																																																																																																																											0	1	00792A29:mod_Legendary_PowerArmor4_Propelling:OMOD																																																																																																																																																																																																
00792952	ench_LegendaryArmor_Runner		1	Constant Effect	Self	Enchantment	0.000000			1	007A7A1B:Legendary_Armor_RunnerApplyFortifySprintAPCostPerkEffect	20.000000	0	0																																																																																																																																																																																	0	2	00792A36:mod_Legendary_Armor4_Runner:OMOD	007A74CB:mod_Legendary_PowerArmor4_Runner:OMOD																																																																																																																																																																																															
00792938	ench_LegendaryPowerArmor_Reflective		1	Constant Effect	Self	Enchantment	0.000000			1	0079B982:Legendary_PowerArmor_ReflectiveAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	1	00792A35:mod_Legendary_PowerArmor4_Reflective:OMOD																																																																																																																																																																																																
0079294E	ench_LegendaryArmor_Tanky		1	Constant Effect	Self	Enchantment	0.000000			1	0079B21E:Legendary_Armor_TankyAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	2	00792A39:mod_Legendary_Armor4_Tanky:OMOD	007A74C7:mod_Legendary_PowerArmor4_Tanky:OMOD																																																																																																																																																																																															
00792936	ench_LegendaryWeapon_Polished		1	Constant Effect	Self	Enchantment	0.000000			1	007B9459:Legendary_Weapon_PolishedPerkApplyEffect	0.000000	0	0																																																																																																																																																																																	0	1	00792979:mod_Legendary_Weapon4_Polished:OMOD																																																																																																																																																																																																
0079294F	ench_LegendaryWeapon_ComboBreaker		101	Constant Effect	Self	Enchantment	0.000000			1	0079A3C9:Legendary_Weapon_ComboBreakerAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	1	00792982:mod_Legendary_Weapon4_Melee_ComboBreaker:OMOD																																																																																																																																																																																																
00792951	DEL_WIP4_ench_LegendaryWeapon_Stunning		1	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	0																																																																																																																																																																																																	
00792953	ench_LegendaryWeapon_Electricians_Stun		1	Fire and Forget	Contact	Enchantment	0.000000			1	00799383:Legendary_Weapon_ElectriciansApplyStunPerkEffect	0.000000	50	3																																																																																																																																																																																	0	1	00799382:LegendaryEffect_Electricians_Explosion:EXPL																																																																																																																																																																																																
00792955	ench_LegendaryArmor_Miasma	Miasma	1	Constant Effect	Self	Enchantment	0.000000			1	0079B578:Legendary_Armor_MiasmaAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	2	00792A2E:mod_Legendary_Armor4_Miasma:OMOD	007A74C4:mod_Legendary_PowerArmor4_Miasma:OMOD																																																																																																																																																																																															
0079295D	DEL_WIP4_ench_LegendaryArmor_Moneybags		1	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	0																																																																																																																																																																																																	
00792959	DEL_WIP4_ench_LegendaryArmor_Polished		1	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	0																																																																																																																																																																																																	
00792958	ench_LegendaryWeapon_Pyromaniac		101	Constant Effect	Self	Enchantment	0.000000			1	007954D1:Legendary_Weapon_PyromaniacAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	1	0079297F:mod_Legendary_Weapon4_Pyromaniac:OMOD																																																																																																																																																																																																
00792957	ench_LegendaryPowerArmor_ChooChoo		1	Constant Effect	Self	Enchantment	0.000000			1	0079B226:Legendary_PowerArmor_ChooChooAddPerkEffect	20.000000	0	0																																																																																																																																																																																	0	1	00792A2B:mod_Legendary_PowerArmor4_ChooChoo:OMOD																																																																																																																																																																																																
0079293B	ench_LegendaryPowerArmor_Scanners		1	Constant Effect	Self	Enchantment	0.000000			1	007A7410:Legendary_PowerArmor_ScannersAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	1	00792A3A:mod_Legendary_PowerArmor4_Scanners:OMOD																																																																																																																																																																																																
0079295B	DEL_WIP4_ench_LegendaryWeapon_SuperResilient		1	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	0																																																																																																																																																																																																	
00792EAF	RD01_Weapon_UltraciteTerrorSword_PoisonAttackEnch	Ultracite Terror Sword Poison Attack	101	Fire and Forget	Contact	Enchantment	0.000000			1	007AD26B:RD01_Weapon_UltraciteTerrorSword_PoisonDamageEffect	14.000000	0	25																																																																																																																																																																																	0	1	00796644:RD01_Mod_Custom_UltraciteTerrorSword_CustomName:OMOD																																																																																																																																																																																																
00793012	RD01_Weapon_BoilingPoint_PoisonEnch	Boiling Point Poison Resist	1	Fire and Forget	Contact	Enchantment	0.000000			1	000856FA:dtPoisonEffectChanceAlways	0.000000	0	12																																																																																																																																																																																	0	1	007934FC:RD01_Mod_Custom_BoilingPoint_CustomName:OMOD																																																																																																																																																																																																
00793436	RD01_Weapon_Valkyrie_DurabilityEnch	Valkyrie Weapon Durability	1	Constant Effect	Self	Enchantment	0.000000			1	00793430:RD01_Weapon_Valkyrie_DurabilityPerkEffect	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
0079380F	RD01_Weapon_LicketySplit_DecrementDMGEnch	Lickety-Split Decrement Damage	1	Constant Effect	Self	Enchantment	0.000000			1	00793809:RD01_Weapon_LicketySplit_DecrementDMGPerkEffect	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00793A59	zzz_RD01_UnderArmor_EnclaveSecretOperative_FortifyEnch	Enclave Secret Operative Underarmor Buff	1	Constant Effect	Self	Enchantment	0.000000			3	00793A5B:zzz_RD01_Underarmor_EnclaveSecretOperative_FortifyDamageResistEffect	10.000000	0	0			007B74F9:zzz_RD01_Underarmor_EnclaveSecretOperative_FortifyEnergyResistEffect	10.000000	0	0			007B74F8:zzz_RD01_Underarmor_EnclaveSecretOperative_ReduceActionPointsEffect	10.000000	0	0																																																																																																																																																																					0	0																																																																																																																																																																																																	
00793E4D	zzz_RD01_PowerArmor_Generic_EnclaveVulcanEnch	Vulcan PA Generic	1	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	4	00788D09:RD01_Armor_PowerArmor_EnclaveVulcan_ArmLeft:ARMO	00788D0A:RD01_Armor_PowerArmor_EnclaveVulcan_ArmRight:ARMO	00788D0C:RD01_Armor_PowerArmor_EnclaveVulcan_LegLeft:ARMO	00788D0D:RD01_Armor_PowerArmor_EnclaveVulcan_LegRight:ARMO																																																																																																																																																																																													
00793E4E	RD01_PowerArmor_Torso_EnclaveVulcanEnch	Vulcan PA Bonuses	1	Constant Effect	Self	Enchantment	0.000000			2	00793E47:RD01_AbPowerArmorTorso_EnclaveVulcan_FortifyFusionCore	0.250000	0	0			00793E46:RD01_AbPowerArmorTorso_EnclaveVulcan_FortifyAPRegen	25.000000	0	0																																																																																																																																																																											0	1	00788D0E:RD01_Armor_PowerArmor_EnclaveVulcan_Torso:ARMO																																																																																																																																																																																																
00793EFF	zzzench_LegendaryWeapon_Icemens		101	Constant Effect	Self	Enchantment	0.000000			1	00793F01:zzzLegendary_Weapon_IcemensAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	0																																																																																																																																																																																																	
00795279	RD01_PowerArmor_ElasticServosJumpEnch	Elastic Servos	1	Constant Effect	Self	Enchantment	0.000000			1	0079527D:RD01_PowerArmor_ElasticServosJumpEffect	0.000000	0	0																																																																																																																																																																																	0	1	00793E3E:_PARENT_mod_PowerArmor_GENERIC_ElasticServos:OMOD																																																																																																																																																																																																
007952D0	RD01_PowerArmor_StabilizedBracersEnch	Gimbal Bracers	1	Constant Effect	Self	Enchantment	0.000000			1	007952D1:RD01_PowerArmor_StabilizedBracersEffect	0.000000	0	0																																																																																																																																																																																	0	1	00793E40:_PARENT_mod_PowerArmor_GENERIC_StabilizedBracersArmor:OMOD																																																																																																																																																																																																
007954E8	RD01_PowerArmor_UltraciteBracersEnch	Ultracite Bracers	1	Constant Effect	Self	Enchantment	0.000000			1	007954ED:RD01_PowerArmor_UltraciteBracersEffect	0.000000	0	0																																																																																																																																																																																	0	1	00793E41:_PARENT_mod_PowerArmor_GENERIC_UltraciteBracers:OMOD																																																																																																																																																																																																
007954EA	RD01_PowerArmor_ReflectionEnch	Reflection Assembly	1	Constant Effect	Self	Enchantment	0.000000			1	007954EE:RD01_PowerArmor_ReflectionEffect	0.000000	0	0																																																																																																																																																																																	0	1	00793E3F:_PARENT_mod_PowerArmor_GENERIC_Reflection:OMOD																																																																																																																																																																																																
0079552D	ench_LegendaryWeapon_Vipers		101	Constant Effect	Self	Enchantment	0.000000			1	0079552E:Legendary_Weapon_VipersAddPerkEffect	0.000000	0	0																																																																																																																																																																																	0	1	0079297A:mod_Legendary_Weapon4_Vipers:OMOD																																																																																																																																																																																																
00796134	RD01_Weapon_DrillFist_BleedDmageEnch	Drill Fist Bleed Damage	101	Fire and Forget	Contact	Enchantment	0.000000			1	002387E2:modWeapBleedEffect	14.000000	0	8																																																																																																																																																																																	0	2	007AE260:RD01_Mod_Melee_Gauntlet_DrillBits:OMOD	007AE578:RD01_Mod_Melee_Gauntlet_DrillBitsUltracite:OMOD																																																																																																																																																																																															
0079629F	zzz_WIP4_ench_LegendaryWeapon_Slayers		101	Constant Effect	Self	Enchantment	0.000000			0																																																																																																																																																																																					0	0																																																																																																																																																																																																	
