FormID	EDID	FULL	XALG_Flags	SWFI	RENT_FormID	RENT_EDID	RENT_FULL	ReferencedBy
005C3876	SCORE_S1_AVTR_PlayerIcon_BloodEagle	Blood Eagle		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Raider_04.dds	005AD5BD	SCORE_S1_ENTM_PlayerIcon_BloodEagle	Blood Eagle Player Icon	
005B91A6	SCORE_S1_AVTR_PlayerIcon_SecretServiceHelmet	Secret Service Helmet		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SecretService_01.dds	005AD5BE	SCORE_S1_ENTM_PlayerIcon_SecretServiceHelmet	Secret Service Helmet Player Icon	
005B7D85	SCORE_S1_AVTR_PlayerIcon_CaptainCosmos	Captain Cosmos		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_SCORE_01.dds	005AD5B5	SCORE_S1_ENTM_PlayerIcon_CaptainCosmos	Captain Cosmos Player Icon	
005AEFD2	ATX_AVTR_PlayerIcon_MothmanCultist_01	Mothman Cultist		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_MothmanCultist01.dds	005AEFD3	ATX_ENTM_PlayerIcon_MothmanCultist_01	Mothman Cultist Icon	
005A4E3C	ATX_AVTR_PlayerIcon_Nukashine01	Nukashine		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Nukashine01.dds	005A4D5A	ATX_ENTM_CAMP_Decoration_Mystery05	Nukashine Player Icon	
005A4065	ATX_AVTR_PlayerIcon_Grognak_Hero	Grognak Hero		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Grognak_Hero.dds	005A4064	ATX_ENTM_PlayerIcon_Grognak_Hero	Grognak Hero Icon	
005A26EE	ATX_TP_AVTR_PlayerIcon_FactionSettlers02	Settlers Arrive		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FactionSettlers02.dds	005A26F2	ATX_TP_ENTM_PlayerIcon_FactionSettlers02	Settlers Arrive Player Icon	
005A26ED	ATX_TP_AVTR_PlayerIcon_FactionSettlers01	Foundation		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FactionSettlers01.dds	005A26F1	ATX_TP_ENTM_PlayerIcon_FactionSettlers01	Foundation Player Icon	
005A26EC	ATX_TP_AVTR_PlayerIcon_FactionRaiders02	Raiders Return		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FactionRaiders02.dds	005A26F0	ATX_TP_ENTM_PlayerIcon_FactionRaiders02	Raiders Return Player Icon	
005A26EB	ATX_TP_AVTR_PlayerIcon_FactionRaiders01	Crater		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FactionRaiders01.dds	005A26EF	ATX_TP_ENTM_PlayerIcon_FactionRaiders01	Crater Player Icon	
0057AE06	ATX_F1_AVTR_PlayerIcon_Ranger	Ranger Armor		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_NCR1.dds	0057AE08	ATX_F1_ENTM_PlayerIcon_Ranger	Ranger Uniform Player Icon	
0057AE05	ATX_F1_AVTR_PlayerIcon_FalloutFirst	Fallout 1st		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FalloutFirst1.dds	0057AE07	ATX_F1_ENTM_PlayerIcon_FalloutFirst	Fallout 1st Player Icon	
005786C1	ATX_AVTR_PlayerIcon_Communist_Star	Communist Star		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Communist_Star.dds	005786BE	ATX_ENTM_PlayerIcon_Communist_Star	Communist Star Player Icon	
005786C0	ATX_AVTR_PlayerIcon_Communist_Liberator	Liberator		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_personaCommunist1a.dds	005786BF	ATX_ENTM_PlayerIcon_Communist_Liberator	Liberator Player Icon	
0056B5D1	ATX_AVTR_PlayerIcon_Community_Wendigo	Wendigo		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Wendigo1.dds	0056B5CD	ATX_Community2019_PCA_ENTM_PlayerIcon_Wendigo	Wendigo Player Icon	
0056B5D0	ATX_AVTR_PlayerIcon_Community_HoneyBeast	Honey Beast		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_HoneyBeast1.dds	0056B5CE	ATX_Community2019_PCA_ENTM_PlayerIcon_HoneyBeast	Honey Beast Player Icon	
0056B5CF	ATX_AVTR_PlayerIcon_Community_Scorchbeast	Scorchbeast		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Scorchbeast1.dds	0056B5CC	ATX_Community2019_PCA_ENTM_PlayerIcon_Scorchbeast	Scorchbeast Player Icon	
00563A6D	zzzATX_AVTR_PlayerIcon_Classic_WanderingVaultBoy	Wandering Vault Boy		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_WanderingVaultBoy.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A6C	zzzATX_AVTR_PlayerIcon_Classic_Wanderer	Wanderer		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_Wanderer.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A6B	zzzATX_AVTR_PlayerIcon_Classic_VaultGirlCommando	Commando Vault Girl		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_VaultGirlCommando.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A6A	zzzATX_AVTR_PlayerIcon_Classic_Vault-TecRep	Vault-Tech Rep		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_Vault-TecRep.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A69	zzzATX_AVTR_PlayerIcon_Classic_T-51Wasteland	T-51Wasteland		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Wasteland.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A68	zzzATX_AVTR_PlayerIcon_Classic_T-51Shadow	T-51 Shadow		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Shadow.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A67	zzzATX_AVTR_PlayerIcon_Classic_T-51Mounted	Mounted T-51 Player Icon		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Mounted.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A66	zzzATX_AVTR_PlayerIcon_Classic_T51Monochrome	Monochrome T-51		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Monochrome.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A65	zzzATX_AVTR_PlayerIcon_Classic_T51Iconic	T-51 Iconic		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Iconic.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A64	zzzATX_AVTR_PlayerIcon_Classic_T51Flag	T-51 Flag		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Flag.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A63	zzzATX_AVTR_PlayerIcon_Classic_T51Epic	T-51 Epic		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Epic.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A62	zzzATX_AVTR_PlayerIcon_Classic_T51DC	T-51 DC		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51DC.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A61	zzzATX_AVTR_PlayerIcon_Classic_T51Commomwealth	T-51 Commonwealth		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Commonwealth.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A60	zzzATX_AVTR_PlayerIcon_Classic_T51Battleworn	T-51 Battleworn		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T51Battleworn.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A5F	zzzATX_AVTR_PlayerIcon_Classic_T-51Minigun	T-51 Minigun		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_T-51Minigun.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A5E	zzzATX_AVTR_PlayerIcon_Classic_Supermutant1	Classic Supermutant		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_Supermutant.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A5D	zzzATX_AVTR_PlayerIcon_Classic_StrongVaultBoy	Strong Vault Boy		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_StrongVaultBoy.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A5C	zzzATX_AVTR_PlayerIcon_Classic_RetroEnclaveHelmet	Retro Enclave Helmet		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_RetroEnclaveHelmet.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A5B	zzzATX_AVTR_PlayerIcon_Classic_RatSkeleton	Rat Skeleton Player Icon		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_RatSkeleton.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A5A	zzzATX_AVTR_PlayerIcon_Classic_RangerArmor2	Ranger Red Eyes Icon		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_RangerArmor2.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A59	zzzATX_AVTR_PlayerIcon_Classic_RangerArmor1	Ranger Player Icon		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_RangerArmor1.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A58	zzzATX_AVTR_PlayerIcon_Classic_PatriotVaultBoy	Patriotic Vault Boy		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_PatriotVaultBoy.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A57	zzzATX_AVTR_PlayerIcon_Classic_Nuke	Nuke		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Classic_Nuke.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A56	zzzATX_AVTR_PlayerIcon_Classic_NickValentine	Nick Valentine		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_NickValentine.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A55	zzzATX_AVTR_PlayerIcon_Classic_NewHorizons	New Horizons		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_NewHorizons.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A54	ATX_AVTR_PlayerIcon_Startled_Mothboy	Mutated Vault Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Startled_Mothboy.dds	00563A45	ATX_ENTM_PlayerIcon_Startled_Mothboy	Startled Mothboy Player Icon	
00563A53	ATX_AVTR_PlayerIcon_Creepy_Mothman	Creepy Mothman		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creepy_Mothman.dds	00563A32	ATX_ENTM_PlayerIcon_Creepy_Mothman	Creepy Mothman Player Icon	
00563A52	zzzATX_AVTR_PlayerIcon_Classic_MechanistHead	Mechanist Head		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_MechanistHead.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A51	zzzATX_AVTR_PlayerIcon_Classic_Mechanist	Mechanist		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_Mechanist.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A50	zzzATX_AVTR_PlayerIcon_Classic_Master	Classic Master		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_Master.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A4F	zzzATX_AVTR_PlayerIcon_Classic_LibertyPrime	Liberty Prime		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Classic_LibertyPrime.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A4E	zzzATX_AVTR_PlayerIcon_Classic_Harold	Harold		Textures/ATX/Storefront/PlayerIcons/ATX_PlayerIcon_Classic_Harold.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A4D	zzzATX_AVTR_PlayerIcon_Classic_Ghoul	Classic Ghoul		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Classic_Ghoul.dds	0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00563A4C	ATX_AVTR_PlayerIcon_Responders_Red	Responders Red		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Responders_Red.dds	00563A39	ATX_ENTM_PlayerIcon_Responders_Red	Responders Red Player Icon	
00563A4B	ATX_AVTR_PlayerIcon_Responders_Blue	Responders Blue		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Responders_Blue.dds	00563A48	ATX_ENTM_PlayerIcon_Responders_Blue	Blue Responders Player Icon	
0055F9B2	Vaults_AVTR_PlayerIcon_Vault96_Standard	Vault 96 Standard		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon8.dds	0055F9B4	Vaults_ENTM_PlayerIcon_Vault96_Standard	Vault 94 Player Icon	
0055F9B1	Vaults_AVTR_PlayerIcon_Vault96_Gold	Vault 96Gold		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon8.dds	0055F9B3	Vaults_ENTM_PlayerIcon_Vault96_Gold	Vault 96 Gold Player Icon	
0055F9AA	Vaults_AVTR_PlayerIcon_Vault94_Gold	Vault 94 Gold		Textures/ATX/Storefront/Player/PlayerIcons/Vaults_PlayerIcon_Vault94_Gold.dds	0055F9AC	Vaults_ENTM_PlayerIcon_Vault94_Gold	Vault 94 Gold Player Icon	
0055F9A9	Vaults_AVTR_PlayerIcon_Vault94_Standard	Vault 94 Standard		Textures/ATX/Storefront/Player/PlayerIcons/Vaults_PlayerIcon_Vault94_Standard.dds	0055F9AB	Vaults_ENTM_PlayerIcon_Vault94_Standard	Vault 94 Player Icon	
0055CCCE	ATX_AVTR_PlayerIcon_Raiders_01	Raiders		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature1.dds	0055CCCB	ATX_ENTM_PlayerIcon_REUSE_Raiders_01	Raider Icon	
0055CCCD	ATX_AVTR_PlayerIcon_Raiders_02	Raiders		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Creature1.dds	0055CCCC	ATX_ENTM_PlayerIcon_REUSE_Raiders_02	Raider Icon	
0055C262	ATX_AVTR_PlayerIcon_Raider_03	Raider Master Icon		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Raider_03.dds	0055C261	ATX_ENTM_PlayerIcon_Raider_03	Raider Master Icon	
0055C25D	ATX_AVTR_PlayerIcon_Raider_02	Raider Waster Icon		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Raider_02.dds	0055C25B	ATX_ENTM_PlayerIcon_Raider_02	Raider Waster Icon	
0055C25C	ATX_AVTR_PlayerIcon_Raider_01	Raider Scabber Icon		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Raider_01.dds	0055C25A	ATX_ENTM_PlayerIcon_Raider_01	Raider Scabber Icon	
005562D6	ATX_AVTR_PlayerIcon_FreeStates_02	Free States Revolutionary		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FreeStates_02.dds	005562D4	ATX_ENTM_PlayerIcon_FreeStates_02	Free States Revolutionary Icon	
005562D5	ATX_AVTR_PlayerIcon_FreeStates_01	Free States Survivalist		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_FreeStates_01.dds	005562D3	ATX_ENTM_PlayerIcon_FreeStates_01	Free States Survivalist Icon	
0054729B	ATX_AVTR_PlayerIcon_Pride	Pride Flag		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_PrideTraditional.dds	0054729A	ATX_ENTM_PlayerIcon_Pride	Pride Flag Player Icon	
00486784	ATX_AVTR_PlayerIcon_Shelter_14	Dweller 12		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_14.dds	00486749	ATX_ENTM_PlayerIcon_Shelter_14	Dweller 12 Player Icon	
00486783	ATX_AVTR_PlayerIcon_Shelter_13	Dweller 11		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_13.dds	00486748	ATX_ENTM_PlayerIcon_Shelter_13	Dweller 11 Player Icon	
00486782	ATX_AVTR_PlayerIcon_Shelter_12	Dweller 10		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_12.dds	00486747	ATX_ENTM_PlayerIcon_Shelter_12	Dweller 10 Player Icon	
00486781	ATX_AVTR_PlayerIcon_Shelter_11	Dweller 09		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_11.dds	00486746	ATX_ENTM_PlayerIcon_Shelter_11	Dweller 09 Player Icon	
00486780	ATX_AVTR_PlayerIcon_Shelter_10	Dweller 08		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_10.dds	00486745	ATX_ENTM_PlayerIcon_Shelter_10	Dweller 08 Player Icon	
0048677F	ATX_AVTR_PlayerIcon_Shelter_09	Dweller 07		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_09.dds	00486744	ATX_ENTM_PlayerIcon_Shelter_09	Dweller 07 Player Icon	
0048677E	ATX_AVTR_PlayerIcon_Shelter_08	Dweller 06		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_08.dds	00486743	ATX_ENTM_PlayerIcon_Shelter_08	Dweller 06 Player Icon	
0048677D	ATX_AVTR_PlayerIcon_Shelter_07	Dweller 05		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_07.dds	00486742	ATX_ENTM_PlayerIcon_Shelter_07	Dweller 05 Player Icon	
0048677C	ATX_AVTR_PlayerIcon_Shelter_06	Dweller 04		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_06.dds	00486741	ATX_ENTM_PlayerIcon_Shelter_06	Dweller 04 Player Icon	
0048677B	ATX_AVTR_PlayerIcon_Shelter_05	Dweller 03		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_05.dds	00486740	ATX_ENTM_PlayerIcon_Shelter_05	Dweller 03 Player Icon	
0048677A	ATX_AVTR_PlayerIcon_Shelter_04	Dweller 02		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_04.dds	0048673F	ATX_ENTM_PlayerIcon_Shelter_04	Dweller 02 Player Icon	
00486779	ATX_AVTR_PlayerIcon_Shelter_03	Dweller 01		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_03.dds	0048673E	ATX_ENTM_PlayerIcon_Shelter_03	Dweller 01 Player Icon	
00486778	ATX_AVTR_PlayerIcon_Shelter_02	Feral Ghoul		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_02.dds	0048673D	ATX_ENTM_PlayerIcon_Shelter_02	Feral Ghoul Player Icon	
00486777	ATX_AVTR_PlayerIcon_VaultBoy_13	Too Cool		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_13.dds	00486755	ATX_ENTM_PlayerIcon_VaultBoy_13	Too Cool Player Icon	
00486776	ATX_AVTR_PlayerIcon_VaultBoy_12	Lover Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_12.dds	00486754	ATX_ENTM_PlayerIcon_VaultBoy_12	Lover Boy Player Icon	
00486775	ATX_AVTR_PlayerIcon_VaultBoy_11	Red Hot		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_11.dds	00486753	ATX_ENTM_PlayerIcon_VaultBoy_11	Red Hot Player Icon	
00486774	ATX_AVTR_PlayerIcon_VaultBoy_10	Innocent		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_10.dds	00486752	ATX_ENTM_PlayerIcon_VaultBoy_10	Innocent Player Icon	
00486773	ATX_AVTR_PlayerIcon_VaultBoy_09	Have a Day		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_09.dds	00486751	ATX_ENTM_PlayerIcon_VaultBoy_09	Have a Day Player Icon	
00486772	ATX_AVTR_PlayerIcon_VaultBoy_08	Bubbles		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_08.dds	00486750	ATX_ENTM_PlayerIcon_VaultBoy_08	Bubbles Player Icon	
00486771	ATX_AVTR_PlayerIcon_VaultBoy_07	Buzzed		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_07.dds	0048674F	ATX_ENTM_PlayerIcon_VaultBoy_07	Buzzed Player Icon	
00486770	ATX_AVTR_PlayerIcon_VaultBoy_06	Dead		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_06.dds	0048674E	ATX_ENTM_PlayerIcon_VaultBoy_06	Dead Player Icon	
0048676F	ATX_AVTR_PlayerIcon_VaultBoy_05	Party Time		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_05.dds	0048674D	ATX_ENTM_PlayerIcon_VaultBoy_05	Party Time Player Icon	
0048676E	ATX_AVTR_PlayerIcon_VaultBoy_04	Angry		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_04.dds	0048674C	ATX_ENTM_PlayerIcon_VaultBoy_04	Angry Player Icon	
0048676D	ATX_TP_AVTR_PlayerIcon_VaultBoy_03	Feelin' Fine		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_03.dds	0048674B	ATX_TP_ENTM_PlayerIcon_VaultBoy_03	Feelin' Fine Player Icon	
0048676C	ATX_AVTR_PlayerIcon_VaultBoy_02	Felt Better		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_02.dds	0048674A	ATX_ENTM_PlayerIcon_VaultBoy_02	Felt Better Player Icon	
0048676B	ATX_AVTR_PlayerIcon_VaultGirl_03	Classy Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultGirl_03.dds	00486757	ATX_ENTM_PlayerIcon_VaultGirl_03	Classy Girl Player Icon	
0048676A	ATX_AVTR_PlayerIcon_VaultGirl_02	Lover Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultGirl_02.dds	00486756	ATX_ENTM_PlayerIcon_VaultGirl_02	Lover Girl Player Icon	
00486769	ATX_AVTR_PlayerIcon_Weapon_12	Alien Blaster		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_12.dds	00486760	ATX_ENTM_PlayerIcon_Weapon_12	Alien Blaster Player Icon	
00486768	ATX_AVTR_PlayerIcon_Weapon_11	Laser Rifle		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_11.dds	0048675F	ATX_ENTM_PlayerIcon_Weapon_11	Laser Rifle Player Icon	
00486767	ATX_AVTR_PlayerIcon_Weapon_10	Mini Nuke		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_10.dds	0048675E	ATX_ENTM_PlayerIcon_Weapon_10	Mini Nuke Player Icon	
00486766	ATX_AVTR_PlayerIcon_Weapon_07	Plasma Pistol		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_07.dds	0048675D	ATX_ENTM_PlayerIcon_Weapon_07	Minigun Player Icon	
00486765	ATX_AVTR_PlayerIcon_Weapon_06	Plasma Pistol		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_06.dds	0048675C	ATX_ENTM_PlayerIcon_Weapon_06	Plasma Pistol Player Icon	
00486764	ATX_AVTR_PlayerIcon_Weapon_05	Laser Pistol		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_05.dds	0048675B	ATX_ENTM_PlayerIcon_Weapon_05	Laser Pistol Player Icon	
00486763	ATX_AVTR_PlayerIcon_Weapon_04	Gatling Gun		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_04.dds	0048675A	ATX_ENTM_PlayerIcon_Weapon_04	Gatling Gun Player Icon	
00486762	ATX_AVTR_PlayerIcon_Weapon_03	10mm		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_03.dds	00486759	ATX_ENTM_PlayerIcon_Weapon_03	10mm Player Icon	
00486761	ATX_AVTR_PlayerIcon_Weapon_02	Fat Man		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_02.dds	00486758	ATX_ENTM_PlayerIcon_Weapon_02	Fat Man Player Icon	
0048673C	AVTR_PlayerIcon_Weapon_09_Default	Knife		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_09.dds				
0048673B	AVTR_PlayerIcon_Weapon_08_Default	Unarmed		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_08.dds				
0048673A	AVTR_PlayerIcon_VaultGirl_76_Default	Vault 76 Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultGirl_76.dds				
00486739	AVTR_PlayerIcon_VaultGirl_04_Default	Vault Girl		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultGirl_04.dds				
00486738	AVTR_PlayerIcon_VaultBoy_Pip_Default	Pip-Boy 2000		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_Pip.dds				
00486737	CUT_AXT_AVTR_PlayerIcon_VaultBoy_02				0047A449	UTILITY_ENTM_ItemDisableEntitlement		
00486736	AVTR_PlayerIcon_VaultBoy_14_Default	Vault Boy		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_14.dds				
00486734	ATX_AVTR_PlayerIcon_VaultGirl_01	Devilish		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultGirl_01.dds	00486735	ATX_ENTM_PlayerIcon_VaultGirl_01	Devilish Player Icon	
00486730	ATX_AVTR_PlayerIcon_Weapon_01	Combat Shotgun		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Weapon_01.dds	00486733	ATX_ENTM_PlayerIcon_Weapon_01	Combat Shotgun Player Icon	
0048672F	ATX_AVTR_PlayerIcon_VaultBoy_01	Zipped		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_VaultBoy_01.dds	00486732	ATX_ENTM_PlayerIcon_VaultBoy_01	Zipped Player Icon	
0048672E	ATX_AVTR_PlayerIcon_Shelter_01	Ghoul		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Shelter_01.dds	00486731	ATX_ENTM_PlayerIcon_Shelter_01	Ghoul Player Icon	
004865B0	ATX_AVTR_PlayerIcon_Perks_14	Fireproof		Textures/ATX/Storefront/Player/PlayerIcons/ATX_PlayerIcon_Perks_14.dds	004865BD	ATX_ENTM_PlayerIcon_Perks_14	Fireproof Player Icon	
