NOTE_FormID	NOTE_EDID	FULL	DNAM_Type	Model	ICON	DATA_Value	DATA_Weight	VCRY_FormID	VCRY_EDID	PTRN	YNAM_PickupSound	ZNAM_PutdownSound	SNAM_Scene_FormID	SNAM_Scene_EDID	SNAM_Scene_FULL	DIQO_Quest_FormID	DIQO_Quest_EDID	DIQO_Quest_FULL	PNAM_ProgramFile	KeywordCount	KW_1	KW_2	KW_3	KW_4	KW_5	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33
0040607B	SH003_Vault51_Holotape_Prologue04	Reuben Gill to Whoever Finds This Vault	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C97C::REFR																																
00406089	SH003_Vault51_Holotape_NWLog1_03	Harold Clark - To the Members of the Board, pt.2	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C979::REFR																																
0040608D	SH003_Vault51_Holotape_NWLog2_04	Helen Marks & Reuben Gill - 20780803	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C975::REFR																																
00406077	SH003_Vault51_Holotape_Prologue02	Reuben Gill - 20940303	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C97E::REFR																																
00406090	SH003_Vault51_Holotape_NWLog3_03	Sgt. Baker - 20780727	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C972::REFR																																
0040608A	SH003_Vault51_Holotape_NWLog2_01	Elizabeth Chambers - 20771019	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C978::REFR																																
00406079	SH003_Vault51_Holotape_Prologue03	Reuben Gill - 21021023	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C97D::REFR																																
0040608E	SH003_Vault51_Holotape_NWLog3_01	Sgt. Baker - 20771013	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C974::REFR																																
0040609A	SH003_Vault51_Holotape_Prologue01	Reuben Gill - 20840520	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C97F::REFR																																
0040608C	SH003_Vault51_Holotape_NWLog2_03	Joel & Elizabeth Chambers - 20780803	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C976::REFR																																
0040608B	SH003_Vault51_Holotape_NWLog2_02	Joel & Elizabeth Chambers - 20780623	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C977::REFR																																
00406091	SH003_Vault51_Holotape_NWLog3_04	Sgt. Baker - 20780806	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C971::REFR																																
00406088	SH003_Vault51_Holotape_NWLog1_02	Clayton Ward - 20780415	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0060C97A::REFR																																
0042758E	P03L_McCreary_Holotape	Test Subject Notes	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	004273D8:P03L_McCreary_Scenes:QUST	004273FB::REFR	0044D472:Challenge_Holotapes_All_Audio:FLST																														
00543876	W05_MQ_002P_Radical_RadioTape	Broadcast Tape	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0040F5BE:W05_MQ_002P_Radical:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
00544D5E	W05_MQ_102P_VTec_Holotape02	Vault Reactor Incident (Edited)	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	003FFACF:W05_MQ_102P:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
00544D5D	W05_MQ_102P_VTec_Holotape01	Vault Reactor Incident	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	003FFACF:W05_MQ_102P:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST	00544D59:W05_MQ_102P_SecurityTerminal01:TERM																														
00544D61	W05_MQ_102P_VTec_Holotape03	Estella's Holotape	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	003FFACF:W05_MQ_102P:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
00547847	W05_MQ_101P_A_HookUp	The "Hook Up"	Terminal	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]	ITMHolotapeUp [SNDR:000BBFA8]	ITMHolotapeDown [SNDR:000BBFA9]								1	003D4327:UnsellableObject:KYWD					2	003FBC0D:W05_MQ_101P_A:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
003F8070	V94_2_Green_RequisitionHolotape02	Vault 94 Requisition Holotape #2	Terminal	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	003F4720:V94_2:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
003F8073	V94_2_Green_RequisitionHolotape05	Vault 94 Requisition Holotape #5	Terminal	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	003F4720:V94_2:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
003F806F	V94_2_Green_RequisitionHolotape01	Vault 94 Requisition Holotape #1	Terminal	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	003F4720:V94_2:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
003F8072	V94_2_Green_RequisitionHolotape04	Vault 94 Requisition Holotape #4	Terminal	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	003F4720:V94_2:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
003F8071	V94_2_Green_RequisitionHolotape03	Vault 94 Requisition Holotape #3	Terminal	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	003F4720:V94_2:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
0055F6C3	COMP_Astronaut_Intro_Holotape_EncryptionKey	U.S.S.A. Encryption Key Program	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0054EB40:COMP_Quest_Intro_Full_Astronaut:QUST	00560733:COMP_Astronaut_Intro_LL_Assaultron_DeathItem:LVLI	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																														
0056FA82	W05_MQR_204P_SurgeHolotape	Bless Y'all's Hearts	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0056FA89::REFR																															
0056FA7E	W05_MQR_204P_LevHolotape	Rocco and Lev's Deal	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0056FA8B::REFR																															
0056FA80	W05_MQR_204P_FisherHolotape	Apologies to Lou	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0056FA86::REFR																															
00571F68	COMP_Astronaut_014_Holotape_ArachneMOD	Arachne	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	00571F0D:COMP_RQ_Fetch_SpecificAliases_Astronaut_014_WhoSatDownBesideHer:QUST	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																															
00571F69	COMP_Astronaut_006_Holotape_Whalesong	Deep Sleep Routine	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0054EB3E:COMP_Quest_Camp_Full_Astronaut:QUST	00571F0A:COMP_RQ_Fetch_SpecificAliases_Astronaut_006_HeavyEyes:QUST	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																														
00571F67	COMP_Astronaut_013_Holotape_BoardMeeting	Deep Sleep Program: Phase II	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0054EB3E:COMP_Quest_Camp_Full_Astronaut:QUST	00571F06:COMP_RQ_Fetch_SpecificAliases_Astronaut_013_BrazenBull:QUST	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																														
00571F6A	COMP_Astronaut_007_Holotape_SchematicsPod	Patent Design: Deep Sleeper Pod	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	00571F08:COMP_RQ_Fetch_SpecificAliases_Astronaut_007_PatentlyFalse:QUST	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																															
00571F6B	COMP_Astronaut_008_Holotape_PatientRecords	Medical Records: Daguerre	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	00571F0B:COMP_RQ_Fetch_SpecificAliases_Astronaut_008_PrivacyViolation:QUST	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																															
00569C98	W05_Clue4_Holotape	Filtcher Farm Interview	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	005698E4:W05_MQ_000P:QUST																															
00583132	WL047_RoccoLevDealHolotape	To Meg and Crater Freaks	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00583133::REFR																															
0058488C	WL050_Holotape_Blood_Eagle_Maz_Tabor	Blood Eagle Rules for Advancing in Rank	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0058488D::REFR																															
00584D4A	W05_Holotape_Mechanic_Lugnut	Lugnut's Vehicle Modifications	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00584D54::REFR																															
00584D61	WL062_Holotape_CultistPriest	Cultist - Devotion	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST																															
00584D51	WL061_Holotape_CultistPriest	Cultist - Redemption	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	00584D5D::REFR	00584D64::REFR																													
00584D66	WL065_Holotape_CultistPriest	Cultist - Mind's Eye	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	00525407:BabylonExcludeList:FLST	006A3F1A::REFR																														
00584D55	WL049_Holotape_Blood_Eagle_AshTrey	Blood Eagles - AshTrey	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00584D59::REFR																															
005852F1	W05_MQ_003P_Muscle_DuncanSkinnerTape	Negotiations	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	005852F2::REFR																															
005852F0	W05_Wayward_DuchessPersonalTape	Visit with Officer Whitehead	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0040F5BF:W05_DialogueTheWayward_Interior:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																															
005852F5	W05_MQ_002P_Radical_RoperRecruitmentTape	The Wayward Interrogation	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	005852F6::REFR																															
005852F8	W05_Wayward_MortTape04	Mort's Edu-Tape #04: Mutations!	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0044D472:Challenge_Holotapes_All_Audio:FLST																																
005855DC	W05_Crater_FoundationAttack_Tape	The Foundation Plan	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00593C2F::REFR																															
005855DB	W05_Crater_Homecoming_Tape	Homecoming	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00593C30::REFR																															
005855DD	W05_Crater_MegSucks_Tape	Meg Sucks	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00593C2D:W05_Raider_Footlocker:CONT																															
005855DE	W05_WL038_EndAmerica_Tape	The End of America	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	0044D472:Challenge_Holotapes_All_Audio:FLST																																
00586F1B	W05_Holotape_Foundation_Paige05_GoldChoiceF1	Paige's Journal, Entry 5	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890AA::REFR	005A20F2::REFR																														
00586F17	W05_Holotape_Foundation_Paige01	Paige's Journal, Entry 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890A6::REFR	005A20EE::REFR																														
00586F15	W05_Holotape_Foundation_Jen02	Jen's Goodbye	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890B6::REFR	005A20EC::REFR																														
00586F14	W05_Holotape_Foundation_Jen01	Jen's Journal, Entry 1	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890B5::REFR	005A20EB::REFR																														
00586F1E	CUT_W05_Holotape_RobCoResearchCenter_Robobrains	Experimental Turret, Burst Test #37	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					0																																	
00586F18	W05_Holotape_Foundation_Paige02	Paige's Journal, Entry 2	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890A7::REFR	005A20EF::REFR																														
00586F1C	W05_Holotape_Foundation_Paige05_GoldChoiceF2	Paige's Journal, Entry 5	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890AB::REFR	005A20F3::REFR																														
00586F1A	W05_Holotape_Foundation_Paige04	Paige's Journal, Entry 4	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890A9::REFR	005A20F1::REFR																														
00586F16	W05_Holotape_Foundation_Jen03	Jen's Goodbye	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890B7::REFR	005A20ED::REFR																														
00586F1D	W05_Holotape_Foundation_Paige05_GoldChoiceF3	Paige's Journal, Entry 5	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890B4::REFR	005A20F4::REFR																														
00586F19	W05_Holotape_Foundation_Paige03	Paige's Journal, Entry 3	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005890A8::REFR	005A20F0::REFR																														
005895F6	W05_MQ_002P_Radical_DanielTape	Agreement with Radicals	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0040F5BE:W05_MQ_002P_Radical:QUST	0042A1CD:W05_HolotapeQuest_LVC:QUST	0044D472:Challenge_Holotapes_All_Audio:FLST																														
0058C8B0	W05_Vault79_holotape01	First days in Vault 79	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0058C8B2::REFR																															
0058C8B1	W05_Vault79_holotape02	Reginald Stone's Journal, entry 712	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0058C8B3::REFR																															
0058C957	W05_Vault79_holotape02DUPLICATE000	Reginald Stone's Journal, entry 712	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					0																																	
0058C956	W05_Vault79_holotape01DUPLICATE000	First days in Vault 79	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					0																																	
0058CCF2	W05_DM_CultistHolotape02	Chapter 8	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	0058EC21::REFR	0058EC22::REFR	006A3F1B::REFR																													
0058CCF3	W05_DM_BloodEagleHolotape01	Blood Eagle Oath	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					6	0044D472:Challenge_Holotapes_All_Audio:FLST	0058EC27::REFR	0058F06D::REFR	0058F06E::REFR	0058F06F::REFR	0058F528::REFR																											
0058CCEE	W05_WL024_MotherlodeHolotape01	Algorithm Reset Test	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0058CCEF::REFR																															
0058CCF1	W05_DM_CultistHolotape01	Chapter 7	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	0058EC20::REFR	0058F06C::REFR	0058F52A::REFR																													
0058CCF0	W05_WL038_DiverHolotape01	President's Eyes ONLY	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	0058F577:WL038_Loot_CorpseDiver01:NPC_																															
0058DDCE	COMP_Astronaut_Holotape_AlgorithmUpdate	Algorithm Update	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0058731D:W05_COMP_Actor_Astronaut_MrGutsy_005:NPC_	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																															
0058EB11	COMP_Astronaut_Holotape_Protectron	Algorithm Update	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0058731E:W05_COMP_Actor_Astronaut_Protectron_010:NPC_	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																															
00596725	W05_COMP_RQ_Beckett_Holotape_Frankie	The Eye's Subject: Frankie	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	00582168:COMP_RQ_Fetch_SpecificAliases_Beckett_009_Holotapes:QUST	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																														
00596724	W05_COMP_RQ_Beckett_Holotape_Blood	The Saga of The Horn	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	00582169:DELETED_COMP_RQ_Fetch_SpecificAliases_Beckett_012_BrotherClawHolotape:QUST	005A192F::INFO	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																													
00596723	W05_COMP_RQ_Beckett_Holotape_Ayla	Ayla's Plans	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					4	0044D472:Challenge_Holotapes_All_Audio:FLST	005966FB:DELETED_COMP_RQ_Fetch_SpecificAliases_Beckett_014_BearHolotapeDatabase:QUST	0059F5DF::INFO	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																													
0059E07C	COMP_Astronaut_001_Holotape_EmergencyProtocols	Emergency Protocols	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	00571F09:COMP_RQ_Fetch_SpecificAliases_Astronaut_001_InCaseOfEmergency:QUST	005A2888:COMP_RQ_Fetch_KnownObjectsList:FLST																															
0059F728	E06_PocketWatch_EarleWilliams_Holotape	A Father's Goodbye	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					5	0044D472:Challenge_Holotapes_All_Audio:FLST	00599357:E06_PocketWatch_Holotape_Misc:QUST	0059F72D::REFR	005A124B::INFO	005A124C::INFO																												
005A298D	TestJoshMoretto_DocLegit_Holotape	Diary of Dr. Legitimate	Voice	Props/Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					1	005A23CF:TestJoshMorettoQuest_03:QUST																																
0058B664	V96_HolotapeWelcome	Vault 96 Orientation Session	Voice	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	00695A02::REFR																															
0058B668	V96_HolotapeGenetics02	Vault 96 Genetics Log #142	Voice	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	006959FE::REFR																															
0058B667	V96_HolotapeGenetics01	Vault 96 Genetics Log #100	Voice	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	006959FD::REFR																															
0058B666	V96_HolotapeMeeting	Vault 96 Community Meeting	Voice	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	00429AA4:CUT_V96_Atrium_OverseerTerminal_EncryptedSubterminal:TERM	0044D472:Challenge_Holotapes_All_Audio:FLST	006959FC::REFR																														
0058B669	V96_HolotapeGenetics03	Vault 96 Genetics Log #143	Voice	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	006959FF::REFR																															
0058B665	V96_HolotapeBiology01	Vault 96 Biology Log #280	Voice	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005FA911:BS018_Vault96_BiologyTerminal:TERM	00695A01::REFR																														
0058B66A	V96_HolotapeMission	Vault 96 Mainframe Lab Recording	Voice	AnimObjects/V96_Holotape01.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005FA914:BS018_Vault96_QuantumResearchTerminal:TERM	00695A00::REFR																														
005D2B34	BS01_MQ05_Raiders_SheenasHolotape	Sheena's Holotape	Terminal	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	005D2AFF:BS01_MQ05_Raiders:QUST																															
005DB4F6	BS01_MQ06_Settlers_WeaponDemoTape	Weapon Demonstration	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					3	0044D472:Challenge_Holotapes_All_Audio:FLST	005D1F89:BS01_MQ06_Settlers:QUST	005DB4F9::REFR																														
005E57F6	BS01_Holotape_Connors	Knight Connors: Report	Voice	Props\Holotape_Prop.nif		0	0.000000			MiscHolotape [TRNS:000995A5]										1	003D4327:UnsellableObject:KYWD					2	0044D472:Challenge_Holotapes_All_Audio:FLST	005E57F7::REFR																															
