WEAP_FormID	WEAP_EDID	WEAP_FULL	WEAP_Model	XALG_Flags	EILV_Level	ETYP_EquipType	PTRN_PreviewTransform	IBSD_BreakSound	KeywordCount	Keywords	APPR_SlotCount	APPR_Slots
0079AC42	TeslaCannon	Tesla Cannon		100000001	30	BothHands [EQUP:00013F45]	xTranLauncher [TRNS:0010A2C5]	UIBreakWeapon [SNDR:004ED233]	22	s_IronSightsRifle [KYWD:0003ADB4]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|AnimsGripShoulderFired [KYWD:000AA937]|VATSCamMissileLauncherCams [KYWD:000D8F98]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|VATSWeaponLargeProjectile [KYWD:001A7B79]|BigStagger [KYWD:001D604C]|NoRicochet [KYWD:002049E5]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|PhotomodeGripShoulder [KYWD:003C94C1]|UI_WeaponTypeMissileLauncher [KYWD:003CFD7A]|NonPlayerTradable [KYWD:00499F7A]|IsAmmoType_FusionCell [KYWD:005AE936]|AnimsBoSMissileLauncher [KYWD:005ECF42]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_TeslaCannon [KYWD:007999F0]|s_40_TeslaCannon [KYWD:007999F2]|WeaponTypeTeslaCannon [KYWD:007999F6]	17	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Mag "Magazine" [KYWD:0005D4D7]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_gun_BarrelHandle [KYWD:00170370]|ap_gun_BarrelPivot [KYWD:00170371]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_MagPivot [KYWD:001EE90C]|ap_gun_HandleMove [KYWD:001EE90D]|ap_gun_TriMagMove [KYWD:001EE92C]|ap_gun_Handle [KYWD:0022CB66]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]
007ABE18	crE09B_GraftonOilBombSalvoWeapon	Grafton Oil Bomb Salvo				AltAttackSlot1 [EQUP:00136255]			2	AnimGraftonOilBombAttack [KYWD:00052D2C]|WeaponTypeRanged [KYWD:0033A7C8]	0	
007ABE19	crE09B_GraftonOilBombWeapon	Grafton Oil Bomb				RightHandAlt [EQUP:0010FFFB]			2	AnimGraftonOilBombAttack [KYWD:00052D2C]|WeaponTypeRanged [KYWD:0033A7C8]	0	
007ABE24	crUnarmedE09B_Grafton	Unarmed Grafton				BothHandsOptional [EQUP:0004334C]			2	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]	0	
007ABE20	crSFS08_GraftonOilBombSalvoWeapon	Grafton Oil Bomb Salvo				AltAttackSlot1 [EQUP:00136255]			2	AnimGraftonOilBombAttack [KYWD:00052D2C]|WeaponTypeRanged [KYWD:0033A7C8]	0	
007ABE22	crSFS09_GraftonOilBombSalvoWeapon	Grafton Oil Bomb Salvo				AltAttackSlot1 [EQUP:00136255]			2	AnimGraftonOilBombAttack [KYWD:00052D2C]|WeaponTypeRanged [KYWD:0033A7C8]	0	
007ABE23	crSFS09_GraftonOilBombWeapon	Grafton Oil Bomb				RightHandAlt [EQUP:0010FFFB]			2	AnimGraftonOilBombAttack [KYWD:00052D2C]|WeaponTypeRanged [KYWD:0033A7C8]	0	
007ABE26	crUnarmedSFS09_Grafton	Unarmed Grafton				BothHandsOptional [EQUP:0004334C]			2	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]	0	
007ABE21	crSFS08_GraftonOilBombWeapon	Grafton Oil Bomb				RightHandAlt [EQUP:0010FFFB]			2	AnimGraftonOilBombAttack [KYWD:00052D2C]|WeaponTypeRanged [KYWD:0033A7C8]	0	
007ABE25	crUnarmedSFS08_Grafton	Unarmed Grafton				BothHandsOptional [EQUP:0004334C]			2	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]	0	
007AC749	crMoleMinerGauntlet	Mole Miner Gauntlet			20	BothHandsLeftOptional [EQUP:0004334D]	xTranMoleMinerGauntlet [TRNS:004FCF20]	UIBreakWeapon [SNDR:004ED233]	16	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|animsDeathClawGauntlet [KYWD:00127563]|ma_MiningClaw [KYWD:00186E99]|WeaponTypeHandToHand [KYWD:00226453]|CanUnarmedBlockKeyword [KYWD:00230326]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeGloves [KYWD:0033AB1B]|WeaponTypeHooks [KYWD:0033AB1F]|UI_WeaponTypeHandToHand [KYWD:003CFD75]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC6B5	crChineseOfficerSword	Chinese Officer Sword			5	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	14	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_ChineseOfficerSword [KYWD:0018782C]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeSword [KYWD:0033AB17]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|UI_WeaponTypemelee1HBlade [KYWD:003D0E7D]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC747	crMinigun	Minigun			35	BothHands [EQUP:00013F45]	xTranMiniGun [TRNS:000390B1]	UIBreakWeapon [SNDR:004ED233]	21	AnimsMinigun [KYWD:000212FE]|VATSWeaponLongBurst [KYWD:0004742D]|WeaponTypeAutomatic [KYWD:0004A0A2]|WeaponTypeHeavyGun "Big Gun" [KYWD:0004A0A3]|s_40_Minigun [KYWD:00054A68]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_Minigun [KYWD:00123688]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|s_IronSightsRifleLarge [KYWD:00206470]|WeaponTypeMinigun [KYWD:0022575D]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeGun [KYWD:0034087C]|ma_Gun_Appearance [KYWD:0037D0B2]|PhotomodeGripHeavy [KYWD:003C94BF]|UI_WeaponTypeMinigun [KYWD:003CFD79]|AlwaysShowCrossHairIn1stPersonADS [KYWD:00543A22]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_legendarycrafting_weaponexplosivebullets "BALLISTIC WEAPONS" [KYWD:00788126]	13	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_gun_Casing [KYWD:00149CA8]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_gun_FlashFar [KYWD:001E9904]|ap_gun_FlashMid [KYWD:001E9905]|ap_gun_FlashShort [KYWD:001E9906]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC755	crPowerFist	Power Fist			30	BothHandsLeftOptional [EQUP:0004334D]	xTranMeleePowerFist [TRNS:00248AB2]	UIBreakWeapon [SNDR:004ED233]	16	AnimsUnarmed [KYWD:0002405E]|WeaponTypeUnarmed "Fist" [KYWD:0005240E]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|AnimsPowerFist [KYWD:00123880]|ma_Powerfist [KYWD:00185D00]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeHandToHand [KYWD:00226453]|CanUnarmedBlockKeyword [KYWD:00230326]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeGloves [KYWD:0033AB1B]|UI_WeaponTypePowerFist [KYWD:003D0E8A]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC752	crPlasmaGun	Plasma			15	BothHandsLeftOptional [EQUP:0004334D]	xTranPlasma [TRNS:00248AB4]		14	dn_weap_EnergyGun [KYWD:0003E208]|WeaponTypePlasma [KYWD:00092A85]|ObjectTypeWeapon [KYWD:000F4AEA]|s_40_Plasma [KYWD:00118A36]|ma_PlasmaGun [KYWD:00125CBF]|WeaponRequiresMods [KYWD:00193506]|VATSWeaponLargeProjectile [KYWD:001A7B79]|WeaponTypePlasmaPistol [KYWD:002B7739]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeEnergy "Energy" [KYWD:0033A7C9]|ma_Gun_Appearance [KYWD:0037D0B2]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_Misc_Legendarycrafting_Weapon_Ranged4 [KYWD:006214D7]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	9	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC6CC	crHatchet	Hatchet			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	17	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ma_hatchet [KYWD:00054ACE]|ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|AnimsStabWeapon [KYWD:000CF6B7]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|WeaponTypeAxe [KYWD:0033AB1D]|UI_WeaponTypemelee1HSharp [KYWD:0050AFCF]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC76B	crSingleActionRevolver	Single Action Revolver			10	RightHand [EQUP:00013F42]	xTran44 [TRNS:00248AB6]	UIBreakWeapon [SNDR:004ED233]	20	ma_SingleActionRevolver [KYWD:0000E103]|AnimsSingleActionRevolver [KYWD:00018552]|AnimsSequentialReload [KYWD:000187D4]|AnimsGripPistol [KYWD:0001F948]|s_IronSightsPistol [KYWD:0003ADB3]|WeaponTypePistol "Pistol" [KYWD:0004A0A0]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|s_40_Revolver [KYWD:001180ED]|WeaponTypeRanged [KYWD:0033A7C8]|WeaponTypeRevolver [KYWD:00340878]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeRevolver [KYWD:003CFD83]|IsAmmoType_44 [KYWD:005AE934]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_Misc_Legendarycrafting_Weapon_Ranged4 [KYWD:006214D7]|ma_SingleActionRevolver_44 [KYWD:00685D4F]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_legendarycrafting_weaponexplosivebullets "BALLISTIC WEAPONS" [KYWD:00788126]	8	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC74F	crPipeSyringer	Syringer				BothHands [EQUP:00013F45]	xTranRifle [TRNS:00031C14]	UIBreakWeapon [SNDR:004ED233]	14	s_IronSightsPistol [KYWD:0003ADB3]|dn_weap_Pipe [KYWD:0003D40A]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|modskill_Guns [KYWD:000CF786]|ma_BallisticGun [KYWD:000D192E]|ObjectTypeWeapon [KYWD:000F4AEA]|ma_PipeSyringer [KYWD:0014DBB2]|s_40_Syringer [KYWD:0015D757]|AnimsSyringer [KYWD:0018FDD2]|WeaponRequiresMods [KYWD:00193506]|WeaponTypeSyringer [KYWD:00225765]|WeaponTypePipe [KYWD:00338439]|WeaponTypeRanged [KYWD:0033A7C8]|UI_WeaponTypeSyringer [KYWD:003CFD87]	3	ap_gun_Scope [KYWD:00022499]|ap_gun_Barrel [KYWD:0002249D]|ap_gun_Grip [KYWD:0002249F]
007AC6AC	crAssaultRifle	Assault Rifle			30	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	17	AnimsGripRifleAssault [KYWD:0001F947]|s_IronSightsRifle [KYWD:0003ADB4]|WeaponTypeRifle "Rifle" [KYWD:0004A0A1]|s_40_RifleIstvan [KYWD:00054A69]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|ma_AssaultRifle [KYWD:00130DC1]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeAssaultRifle [KYWD:00226455]|WeaponTypeRanged [KYWD:0033A7C8]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeAssaultRifle [KYWD:003CFD69]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_Misc_Legendarycrafting_Weapon_Ranged4 [KYWD:006214D7]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_legendarycrafting_weaponexplosivebullets "BALLISTIC WEAPONS" [KYWD:00788126]	9	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC6CB	crHandMadeGun	Handmade Rifle			15	BothHands [EQUP:00013F45]	xTranAssaultRifle [TRNS:00248AB5]	UIBreakWeapon [SNDR:004ED233]	16	s_IronSightsRifle [KYWD:0003ADB4]|WeaponTypeRifle "Rifle" [KYWD:0004A0A1]|WeaponTypeBallistic "Ballistic" [KYWD:00092A86]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyGun [KYWD:0010C485]|AnimsHandmadeAssaultRifle [KYWD:00112D5C]|s_40_DLC04_RifleHandmadeAssault [KYWD:001135DC]|DLC04_ma_HandmadeAssaultRifle [KYWD:00113855]|ma_CanHaveNullMuzzle [KYWD:001C9E78]|WeaponTypeAssaultRifle [KYWD:00226455]|WeaponTypeRanged [KYWD:0033A7C8]|ma_Gun_Appearance [KYWD:0037D0B2]|UI_WeaponTypeAssaultRifle [KYWD:003CFD69]|ma_legendarycrafting_weaponranged "RANGED WEAPONS" [KYWD:005FF5F5]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]|ma_legendarycrafting_weaponexplosivebullets "BALLISTIC WEAPONS" [KYWD:00788126]	10	ap_gun_Receiver "Receiver" [KYWD:00024004]|ap_gun_Appearance "Default Appearance" [KYWD:00114364]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_customName "Unique Effect" [KYWD:0047A264]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_gun_model "Style" [KYWD:005867A7]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC772	crWalkingCane	Walking Cane			1	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	16	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_WalkingCane [KYWD:00185D12]|ma_CanHaveNullMeleeMod [KYWD:001C9E79]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeClub [KYWD:0033AB15]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeBlunt "Blunt" [KYWD:0033AB24]|UI_WeaponTypemelee1HBlunt [KYWD:003D0E81]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	9	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC6C4	crFireAxe	Fire Axe			5	RightHand [EQUP:00013F42]	xTranMeleeFireAxeXform [TRNS:005A5AD9]	UIBreakWeapon [SNDR:004ED233]	13	WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|ma_FireAxe [KYWD:00054ACD]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|WeaponTypeAxe [KYWD:0033AB1D]|UI_WeaponTypemelee2HSharp [KYWD:0050AFCE]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	8	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC76D	crSpear	Spear			15	RightHand [EQUP:00013F42]	xTranMelee [TRNS:00020D51]	UIBreakWeapon [SNDR:004ED233]	15	AnimsPitchfork [KYWD:0003B22A]|WeaponTypeMelee2H "2-Hand Melee" [KYWD:0004A0A5]|Anims2hmWideWeapon [KYWD:000EB4A2]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypePiercing [KYWD:0033AB14]|WeaponTypeWeird [KYWD:0033AB1A]|WeaponTypeArchaic "Archaic" [KYWD:0033AB23]|UI_WeaponTypemelee2HBlade [KYWD:003D0E7E]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_Misc_Legendarycrafting_Weapon_Melee4 [KYWD:006214D4]|ma_Spear [KYWD:00732949]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	9	ap_gun_MeleeMod [KYWD:0000283C]|ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Legendary_Crafting "Extract Legendary Mods" [KYWD:006214D8]
007AC6CE	crKnife	Combat Knife			1	RightHand [EQUP:00013F42]	xTranMeleeSmall [TRNS:0010A2C4]	UIBreakWeapon [SNDR:004ED233]	17	Anims1hmWeapon [KYWD:00023465]|WeaponTypeMelee1H "1-Hand Melee" [KYWD:0004A0A4]|AnimsStabWeapon [KYWD:000CF6B7]|Anims1hmShortWeapon [KYWD:000D20A6]|ObjectTypeWeapon [KYWD:000F4AEA]|QuickkeyMelee [KYWD:0010C89B]|ma_Knife [KYWD:00187A0B]|WeaponTypeMeleeGeneral [KYWD:0033AB12]|WeaponTypeBladed "Sharp" [KYWD:0033AB19]|WeaponTypeKnives [KYWD:0033AB1C]|UI_WeaponTypemelee1HBlade [KYWD:003D0E7D]|ma_Melee_Appearance [KYWD:005117B1]|ma_legendarycrafting_weaponmelee "MELEE WEAPONS" [KYWD:0060D1A6]|ma_1hMelee [KYWD:00618468]|ma_Knife_Blades [KYWD:0067F1E0]|ma_CombatKnife [KYWD:00786C2B]|ma_legendarycrafting_weapon "WEAPONS" [KYWD:00787E6E]	9	ap_melee_MeleeMod "Upgrade" [KYWD:0005524C]|ap_melee_Appearance "Default Appearance" [KYWD:001A001E]|ap_Legendary1 "Legendary Mod ¬" [KYWD:001E32C8]|ap_Weapon_Model_Replacement "Customization" [KYWD:0032CD06]|ap_Legendary2 "Legendary Mod ¬¬" [KYWD:004E89A8]|ap_Legendary3 "Legendary Mod ¬¬¬" [KYWD:004E89A9]|ap_Legendary4 "Legendary Mod ¬¬¬¬" [KYWD:004E89AA]|ap_Legendary5 "Legendary Mod ¬¬¬¬¬" [KYWD:004E89AB]|ap_Item_Description [KYWD:00521926]
