LSCR_FormID	LSCR_EDID	DESC_Description	ConditionCount	Conditions	BNAM_BackgroundImage	NNAM_LoadingScreenNIF	TNAM_Transform	ONAM_Rotation	ZNAM_Zoom	MOD2_CameraPath	PNAM_Unknown	LSST_LoadingScreenText	RefBy_QUST_FormIDs	RefBy_QUST_EDIDs
00417721	Vault_V94_03	Vault 94 included agricultural research facilities, an extensive seed bank, and Vault-Tec's greatest innovation, a Garden of Eden Creation Kit.	4	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|000AFBA5:Vault94InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|003F17CE:Vault94ExteriorLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_vault94.dds						00			
00417725	CUT_Vault_V94_Mission02_02	Splitting up can be an effective way to search multiple areas quickly. Just make sure each group brings enough firepower.	1	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
00417726	CUT_Vault_V94_Mission03_01	Vault-Tec Seed Banks are organized by genus and species. Consult a Seed Bank Management Terminal for details.	1	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
00417720	Vault_V94_02	When Vault 94 reopened, its residents sent out ambassadors to search for survivors and invite them to share in the Vault's bounty.	4	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|000AFBA5:Vault94InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|003F17CE:Vault94ExteriorLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_vault94.dds						00			
00417722	CUT_Vault_V94_Mission01_01	Mirelurks and Feral Ghouls are just as deadly in deep water as they are on dry land. Someone in a full suit of Power Armor... is not.	1	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
00417724	CUT_Vault_V94_Mission02_01	Relying on Chems to survive in highly irradiated areas can be dangerous... and expensive. Choose the right Perks and gear to help manage your Rads.	1	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
0041771F	Vault_V94_01	Vault 94 was home to an intentional community founded on principles of faith, nonviolence, and communal life in harmony with nature.	4	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000##Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|000AFBA5:Vault94InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|003F17CE:Vault94ExteriorLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_vault94.dds						00			
0055215C	zzzBabylon_Loadscreen_20	Cosmetics from the Atomic Shop can be brought into Nuclear Winter! Find the item you want to bring in and select "NW Favorite" and you'll bring them to your next match!	1	Subject|GetQuickplayModeLoadingInto|00 00 00 00|4.000000|10000000	Data\textures\interface\loadingmenubackgrounds\NW_LS_powerarmor_atx.DDS	LS_VertibirdFlying [STAT:00247997]	LSCombat03 [TRNS:00219812]				00			
00563B8E	Perk_Archer	The Archer Perk increases the damage you deal with bows and crossbows. This stacks with Expert Archer and Master Archer. Equip all three for maximum damage!	2	Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent01 [GLOB:0024973C]|10100100##Subject|GetRandomPercent|00 00 00 00|LoadScreenPerkPinPercent02 [GLOB:0024973D]|10100100	data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_ArmorFireman [STAT:00007314]	LSArmorFireman [TRNS:0006A12F]				00			
0055F99D	Event_E02A_Meat_BBQ		1	Subject|IsActiveQuest|0054B3FA:E02A_Meat_BBQ:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_meatweek.dds						02	Grahm's Meat Cook  There's nothing like a summer BBQ. Grahm hasn't hosted a party in a long time, so he needs your help.  - Clean up the messes to keep things clean and healthy  - Help entertain with musical instruments  - Donate Prime Meat, Greens, Critter Chunks, and Chally's Feed to the party  - Help turn the spits and put out accidental fires		
0055F99C	Event_E02A_Meat_Hunt		1	Subject|IsActiveQuest|0054B3F3:E02A_Meat_Hunt:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_meatweek.dds						02	Primal Cuts  Grahm is hosting a BBQ and needs some really good meat to cook up for his friends. This is your chance to help out. Don't forget to use your Primal Meat at Grahm's Meat Cook!  - Beat the steel drum to attract Prime Beasts  - Kill Prime Beasts as quickly as you can to finish the waves before the timer expires  - Defeat every wave of enemies to earn Prime Meat		
00575A1F	Event_E03A_Mischief		1	Subject|IsActiveQuest|005600A9:E03A_Mischief:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_mischief.dds						02	A rowdy Eyebot called JES-2R is leading a crew of mischief-makers to wreak havoc on the Whitespring Resort.  - Sow mayhem by taking part in various destructive activities  - Be prepared for Whitespring Security to fight back  - Wear a costume to gain bonus progress and unique rewards!		
0058F25A	Event_E05_Radiation		1	Subject|IsActiveQuest|00562877:E05_Radiation:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_radiation.dds						02	Radiation Rumble  Scavengers in Emmett Mountain Disposal Site are excavating valuable minerals. Help them out, but be prepared for heavy radiation!  - Keep the scavenging team alive to complete the mission  - Collect irradiated ore from the tunnels below the scavengers' base  - Heavy radiation zones can be lethal, even with high rad resistance  - Remove radiation with the nearby decontamination arches  - The site is infested with ghouls, but be prepared for other surprises as well		
0058F27A	E05_Caravan_LoadScreen	Guide the Blue Ridge Caravan Co. through the Big Bend Tunnel.	1	Subject|IsActiveQuest|00560B13:E05_Caravan:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_caravan.dds						02			
0059BC5E	W05_Enemy_BloodEagles03	The Raiders who reside in the settlement of Crater may be selfish and violent, but they can at least (occasionally) be reasoned with. The same can not be said of the Blood Eagles...	0								00			
0059BC56	W05_Location_Crater01	When the Diehards Raider gang returned to Appalachia, they settled in the area of the crashed space station and named their new home the Crater.	0								00			
0059BC52	W05_Location_Foundation01	A group of identical Protectrons named Sunny serve as vendors at Foundation. Each competes with the others to establish itself as the real Sunny.	0								00			
0059BC51	W05_GeneralGameplay_Instancing02	In most cases, quest progress in private interiors is only saved once all the activity in the interior is completed. Make sure to wrap up all your current goals before logging off!	2	Subject|GetRandomPercent|00 00 00 00|20.000000|10100000##Subject|IsInInstancedLocation|00 00 00 00|1.000000|10000000							00			
0059BC50	W05_GeneralGameplay_Instancing01	Some interiors in the game are private, meaning only you and your teammates can enter. When you approach a private interior, you'll be given the option to enter your own or your team leader's.	2	Subject|GetRandomPercent|00 00 00 00|20.000000|10100000##Subject|IsInInstancedLocation|00 00 00 00|1.000000|10000000							00			
0059BC69	W05_Location_KanawhaCountyCemetery	The Mothman cultists have claimed the Kanawha County Cemetery as a place of holy communion. By night, they perform rituals in the hopes of summoning their deity.	0								00			
0059BC5B	W05_Location_Foundation05	The settlement of Foundation represents the first step in the Settlers' plan to reclaim Appalachia, through building, expansion and community.	0								00			
0059BC67	W05_Location_RollinsLaborCamp	Seeking a foothold in Appalachia, the savage Blood Eagles have established a stronghold at the old Rollins Work Camp.	0								00			
0059BC5F	W05_Enemy_MothmanCultists01	To the cultists who worship the Mothman, Appalachia is holy ground, and all non-believers must be driven out... or destroyed.	0								00			
0059BC65	W05_Location_Wayward	Located on the outskirts of Flatwoods, the Wayward is a bar and gathering place serving the people who've returned to Appalachia to seek their fortunes.	0								00			
0059BC59	W05_Location_Crater04	Amid the debris of the crashed space station, the Raiders found sophisticated communications equipment they now use to monitor radio traffic in Appalachia.	0								00			
0059BC63	W05_Enemy_Floater	The enigmatic and deadly mutant creatures known as Floaters store noxious gases in their flotation bladders, which allow them to move through the air in search of prey.	0								00			
0059BC53	W05_Location_Foundation02	The Settlers at Foundation rely on cooperation and collaboration, but respect the guidance of Paige and Ward, who are the closest the settlement has to leaders.	0								00			
0059BC61	W05_Enemy_MothmanCultists03	The Mothman cultists seek to become one with the divine light, and they believe the Mothman will guide the worthy to this sacred source of everlasting life.	0								00			
0059BC57	W05_Location_Crater02	Meg leads the Raiders at Crater with a cool head and pragmatic nature, but she won't hesitate to employ violence if she or her people are threatened.	0								00			
0059BC60	W05_Enemy_MothmanCultists02	The Cult of the Mothman is made up of fanatics who seek the blessings of the enigmatic creature known as the Mothman, which they believe is a divine being.	0								00			
0059BC5D	W05_Enemy_BloodEagles02	Thanks to their anarchic nature, would-be leaders among the Blood Eagles tend to have very limited lifespans.	0								00			
0059BC55	W05_Location_Foundation04	The Settlers at Foundation traveled from a variety of areas to make a new home in Appalachia, but most come from various parts of Pennsylvania.	0								00			
0059BC68	W05_Location_PointPleasant	As the ranks of the Mothman cult have grown, its members have settled in the scenic town of Point Pleasant, claiming it as their new home.	0								00			
0059BC54	W05_Location_Foundation03	Foundation was constructed on the site of the Spruce Knob campground, affording the Settlers a commanding view of the nearby hills and valleys.	0								00			
0059BC64	W05_GeneralGameplay_ReputationFixer01	Get on the bad side of the Raiders at Crater or the Settlers of Foundation? Rumor has it someone at the Wayward might be able to help you out...	0								00			
0059BC58	W05_Location_Crater03	Many of the Raiders who dwell at Crater are opportunistic and power-hungry, just waiting for a chance to improve their standing even if it means eliminating a rival. 	0								00			
0059BC62	W05_Enemy_WendigoColossus	As large as it is grotesque, the towering Wendigo Colossus has multiple heads, each of which can attack its prey independently.	0								00			
0059BC5C	W05_Enemy_BloodEagles01	The Blood Eagles revel in violence and bloodshed, and generally attack on sight, with little regard for their own safety.	0								00			
0059BC5A	W05_Location_Crater05	The Raiders believe that strength is the key to survival, and they view the Settlers of Foundation as weak and ripe for conquest.	0								00			
0059BC66	W05_Location_RobCoResearchFacility	RobCo, a leading corporation in the design and manufacture of robots (as well as the Pip-Boy), maintained contracts with several other corporations and governments... many of which involved unorthodox experiments.	0								00			
0059C249	W05_GeneralGameplay_Instancing03	Quest progress inside a private interior is personalized. You won't be able to progress your own quest inside your team leader's space.	2	Subject|GetRandomPercent|00 00 00 00|20.000000|10100000##Subject|IsInInstancedLocation|00 00 00 00|1.000000|10000000							00			
005A0115	W05_GeneralGameplay_Instancing04	Curious what dialogue choices your teammate is making? Approach them and select "Listen" to eavesdrop on their conversations.	0								00			
005A2CA1	Event_E06_Colossus		1	Subject|IsActiveQuest|00583D14:E06_Colossus:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_colossus.dds						02	A Colossal Problem  Find out what lurks at the bottom of Monongah Mine.  - Kill Wendigo Spawns quickly; they will stagger you  - Falling embers warn you of a dangerous hazard  - The mine is unstable; beware of it collapsing		
0056E847	Vault_V96_01	Vault 96 was home to five brilliant scientists, thousands of cryogenically preserved creatures, and an automated security force to keep them both under control.	3	Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|0041F806:Vault96InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|000B1D42:Vault96ExteriorLocation:LCTN|1.000000|10010000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
0056E84F	Vault_V96_VaultSystem02	You can earn the rewards from each rank of each Vault Mission once per day.	1	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
0056E84E	Vault_V96_VaultSystem01	Vault Missions have multiple ranks. Practice on Novice, then try the Standard or Expert-Rank Missions for greater challenges and greater rewards.	1	Subject|GetGlobalValue|00022B43:GlobalZero:GLOB|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
0056E849	Vault_V96_03	The Vault 96 Mainframe incorporated cutting-edge quantum vacuum tube arrays to model, simulate, and conduct rapid genetic experiments.	3	Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|0041F806:Vault96InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|000B1D42:Vault96ExteriorLocation:LCTN|1.000000|10010000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
0056E848	Vault_V96_02	With its vast gene banks and cryogenic storage bays, Vault 96 was intended to rebuild entire ecosystems in the aftermath of a nuclear war. Or so its residents were told.	3	Subject|GetRandomPercent|00 00 00 00|50.000000|10100000##Subject|GetInCurrentLocation|0041F806:Vault96InteriorLocation:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|000B1D42:Vault96ExteriorLocation:LCTN|1.000000|10010000	data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS						00			
005EFA2A	SheltersLoadScreen_03	You can use the Shelters Control Panel near the entrance of any Shelter to enter workshop mode. It can also be used to scrap or repair all items in that Shelter. 	1	Subject|IsInShelterLocation|00 00 00 00|1.000000|10000000							02			
005EFA28	SheltersLoadScreen_01	Each Shelter has its own workshop budget. Items you build in one Shelter will not count against your C.A.M.P. budget or your budget in other Shelters. 	1	Subject|IsInShelterLocation|00 00 00 00|1.000000|10000000							02			
005EFA27	SheltersLoadScreen_05	The floors in your Shelter act as foundations. You can build directly on them without building foundations of your own. 	1	Subject|IsInShelterLocation|00 00 00 00|1.000000|10000000							02			
005EFA2D	SheltersLoadScreen_07	Not all C.A.M.P. items are buildable in Shelters. Some categories and individual items are currently unavailable. 	1	Subject|IsInShelterLocation|00 00 00 00|1.000000|10000000							02			
005EFA29	SheltersLoadScreen_02	Unlike some other instanced interiors, Shelters are not private. Every player on your server can enter your Shelter, whether they are on your team or not. 	1	Subject|IsInShelterLocation|00 00 00 00|1.000000|10000000							02			
005EFA2B	SheltersLoadScreen_04	Some workshop rules have been relaxed in Shelters. Items won't require support, and can be placed floating! 	1	Subject|IsInShelterLocation|00 00 00 00|1.000000|10000000							02			
005EFA2C	SheltersLoadScreen_06	You can toggle workshop snapping on and off in Shelters at any time using the workshop menu. 	1	Subject|IsInShelterLocation|00 00 00 00|1.000000|10000000							02			
005F0B5E	MakeshiftVault_Loadscreen	This underground structure was originally intended to be someone's budget version of a Vault. Its new life as a supply cache for the Brotherhood of Steel is likely to attract unwanted attention.	1	Subject|GetInCurrentLocation|005B4CBB:LocSubToxicValleyMakeshiftVaultIntLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_raidervault01.dds						02			
005F0B5C	FortAtlas_Loadscreen	Formerly the ATLAS Observatory, Fort Atlas now serves as the headquarters of the new Brotherhood of Steel in Appalachia.	1	Subject|GetIsCurrentLocationExact|005B70FA:LocMountainsObservatoryIntLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_fortatlas01.dds						02			
005F0B5B	EnclaveResearchFacility_Loadscreen	A forgotten remnant of an Enclave project, whatever occurred here slipped into obscurity thanks to the Enclave's post-war conflicts.	1	Subject|GetInCurrentLocation|005DC6DB:LocSubForestEnclaveResearchFacility01Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_enclaveresearchfac01.dds						02			
005F0B5F	OrwellOrchardsBunker_Loadscreen	The Orwells were in dire financial straits before the bombs fell. Ironically, this expensive shelter failed to save them in the end.	1	Subject|GetInCurrentLocation|005C3DFC:LocForestOrwellOrchardsBombShelterLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_orwellorch01.dds						02			
005F0B5D	FortAtlasSubstructure_Loadscreen	The machinery beneath Fort Atlas is a legacy of the long-abandoned research once conducted in this facility. Why it bears little resemblance to the mechanisms of a telescope has remained a mystery.	1	Subject|GetIsCurrentLocationExact|005B70FB:LocMountainsObservatoryLowerLocation:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\ls_fortatlasdungeon01.dds						02			
0062B307	Event_E07B_Invaders		1	Subject|IsActiveQuest|00620F7B:E07B_Invaders:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_invaders.dds						02	Invaders from beyond have touched down in Appalachia, and are using brainwave siphons to forcibly extract data from nearby lifeforms.  - Draw out and defeat alien commanders to bring down the force fields on the brainwave siphons  - Keep your ears open for deadly energy pulses from the brainwave siphons  - As the attack progresses, watch out for missile strikes from the overhead UFO		
00631CCB	E07A_Mothman_LoadScreen		2	Subject|GetGlobalValue|00623C96:LCP_E07A_Mothman:GLOB|1.000000|10000000##Subject|IsActiveQuest|006173A1:E07A_Mothman:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_mothmancult.dds						02	The Mothman Equinox  Join the Wise Mothman's Enlightened in performing a summoning ritual.  - Look to the rooftops for Totems of Warding  - Blood troughs can be found on the streets. Look for orange banners  - Be sure to protect all of the pyres. Enemy waves will not relent  - Don't forget to return to the museum rooftop before the Wise One arrives		
006394AD	Event_BS02_E01_Metal		1	Subject|IsActiveQuest|005FE4D7:BS02_E01_Metal:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_testyourmetal.dds						02	Test Your Metal  A Brotherhood of Steel team is investigating Rust Eagle combat bots. Help them survive the arena so they can report their findings!  - Keep the Brotherhood gladiators alive  - Revive gladiators that have been downed  - Defeat 3 rounds of Rust Eagle robots to emerge victorious		
00623B02	Event_E08A_Moonshine		1	Subject|IsActiveQuest|006216DA:E08A_Moonshine:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_moonshinejamboree.dds						02	Moonshine Jamboree  Moonshiner Ned is throwing a jamboree to make a special batch of moonshine.  -Light the fire to get the jamboree started  -Defend the stills from the attacking creatures  -Kill Acidic Gulpers and deliver their venom to the tub		
00636DD3	Event_E09B_Wheel	SPIN THE WHEEL   Come one, come all, to Cappy and Bottle's spectacular Nuka World On Tour game show!  	1	Subject|IsActiveQuest|00634B0B:E09B_Wheel:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\LS_SpinTheWheel.DDS						02	Spin the Wheel  Join Cappy and Bottle in their exciting attraction exclusive to Nuka World on Tour. Step onto the stage, spin the wheel and discover what thrills await you; no two games are ever the same!  - Spin the wheel to see your challenge  - Participate in five unique rounds  - Claim a prize based on your performance!		
0064C2CF	Event_E08B_EvictionNotice		1	Subject|IsActiveQuest|006431CE:E08B_EvictionNotice:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\ls_evictionnotice.dds						02	Eviction Notice  A Foundation Outpost has been attacked by Super Mutants and is broadcasting a call for help.   -Find and protect the rad scrubber  -Destroy the meat bags  -Be prepared for a Super Mutant onslaught		
0066D40F	XPD_Pitt_Sanctum_Loadscreen	True to its moniker, the old church known as the Sanctum was a haven for the lost souls of the Pitt until the Fanatics came. Now it is a house of pain where the Fanatics break the spirits of their captive workers.	1	Subject|GetInCurrentLocation|00648299:XPD_Pitt02_Dungeon_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_sanctum01.dds						02			
0066D40D	XPD_Pitt_Foundry_Loadscreen	Built to last, some industrial buildings like the Foundry survived the Great War relatively intact. The Fanatics seized this stronghold from the Union and now turn its machinery to the production of chemical weapons.	1	Subject|GetInCurrentLocation|006274EA:XPD_Pitt01_Dungeon_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_foundry01.dds						02			
0066D40C	XPD_Pitt_Industrial_Loadscreen	As a center of industry, Pittsburgh was heavily targeted for bombing during the Great War. The survivors scrape out a living among the shattered remnants of its former industrial might.	1	Subject|GetInCurrentLocation|006274EB:XPD_Pitt01_Exterior_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_industrial01.dds						02			
0066D40E	XPD_Pitt_Trench_Loadscreen	Toxic runoff from ruined factories and lingering radiation made the collapsed streets of the Trench a serious danger for survivors. Then the Trogs showed up.	1	Subject|GetInCurrentLocation|0064828C:XPD_Pitt02_Exterior_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_trench01.dds						02			
0066D413	XPD_Pitt_Vertibird_Loadscreen	The Responders' salvaged vertibird has extended their reach considerably, allowing them to make contact with distant communities. Their pilot Lennox insists the refurbished aircraft is "mostly safe."	2	Subject|GetInCurrentLocation|006274EB:XPD_Pitt01_Exterior_Location:LCTN|1.000000|10010000##Subject|GetInCurrentLocation|0064828C:XPD_Pitt02_Exterior_Location:LCTN|1.000000|10010000	Data\textures\interface\loadingmenubackgrounds\expd_ls_vertibird01.dds						02			
0067A35E	Event_E09C_LoveTunnel		1	Subject|IsActiveQuest|0065B0A8:E09C_LoveTunnel:QUST|1.000000|10000000	data\Textures\Interface\LoadingMenuBackgrounds\LS_TunnelOfLove.DDS						02	Tunnel of Love  The Tunnel of Love is out of commission! Enter the old mineshaft and help Mr. Lovely fix up the attraction.  - Finish setting up the heart lamps  - Repair the broken tracks  - Find some discarded parts and build Mr. Lovely a partner to share the ride with		
0067F3FB	Event_E09A_Launcher	The Rollercoaster is currently under maintenance, for your own safety please keep the area clear.	1	Subject|IsActiveQuest|0063461B:E09A_Launcher:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\LS_SeismicActivity.DDS						02	Seismic Activity  Some unexplained discoveries weigh heavy on the Traveling Nuka Carnival folk.   - Destroy the glowing crystals around the coaster using melee attacks   - The crystals seem to have strange properties; who knows what it does to the local wildlife?   - The ground around the coaster is unstable; be careful of earthquakes   - Always be prepared for the worst in these situations		
0068382A	Event_E09D_MostWanted		1	Subject|IsActiveQuest|0065E071:E09D_MostWanted:QUST|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\LS_MostWanted.DDS						02	Most Wanted  It's bandito o'clock at the Wild West Showdown! Head on over to the town for some rootin', tootin', shootin' and lootin'!   - Loot the townsfolk and safes for Buckaroos  - Deposit the loot in the Getaway Wagon before the time runs out    - After looting, you'll need to defend the wagon at high noon to win the game		
006C5658	Event_MOON_BeastsOfBurden	Vinny's nephew Luca has managed to land himself in a tricky situation.  	1	Subject|IsActiveQuest|0068F383:MOON_Ambush:QUST|1.000000|10000000	Data\Textures\Interface\LoadingMenuBackgrounds\LS_Ambush.DDS						02	Beasts of Burden  Help Luca recover stolen goods after a deal gone wrong! Load up the Brahmin with cargo and get ready to fend off cultists... and anything else that might be lurking in the fog.  - Gather Luca's homemade explosives from the cultist camp  - Grab cargo and load up as much as you can		
006C99DB	Event_MOON_SafeAndSound	Vera needs help with a pest control problem at the Blue Ridge Middle Mountain Pitstop.	1	Subject|IsActiveQuest|00690659:MOON_MSignals:QUST|1.000000|10000000	Data\Textures\Interface\LoadingMenuBackgrounds\LS_MixedSignals.DDS						02	Safe and Sound  The repeller speakers are on the fritz and critters have overrun the Blue Ridge Middle Mountain Pitstop. Vera needs your help recovering the Pitstop and getting the speakers running again.  - Clear out the critters that have overrun the Pitstop  - Repair their experimental repeller speaker system around the Pitstop  - Protect the Pitstop from any more unwanted guests		
006E77C7	XPD_AC02_Blackout_LoadScreen	You didn't think the Showmen would let you stroll away so easily, did you?	1	Subject|HasMagicEffect|006E77C9:XPD_AC02_LoadScreenIsActive:MGEF|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_blackout.dds						02			
0073AED2	XPD_AC_CityHall_LoadScreen	The center of government authority in Atlantic City, the once-grand City Hall is the nerve center for the Munis and their efforts to keep the city running.	1	Subject|GetIsCurrentLocationExact|006B5536:XPD_AC02_City_Hall_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_citycenter.dds						02			
0073AECE	XPD_AC_CasinoQuarter_LoadScreen	The tarnished heart of America's Playground, the Casino Quarter is firmly under the thumb of the Lombardi Family and home to its crown jewel, the Neapolitan Hotel and Casino.	1	Subject|GetIsCurrentLocationExact|006B5533:XPD_AC03_Entertainment_District_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_entdist.dds						02			
0073AECC	XPD_AC_Pier_LoadScreen	Located just off the Boardwalk, Showman's Pier houses stage shows, arcades, and other distractions for those with caps to spare. Most are even safe.	1	Subject|GetIsCurrentLocationExact|006AFE14:XPD_AC02_Pier_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_pier.dds						02			
0073AECB	XPD_AC_Boardwalk_LoadScreen	The famous Atlantic City Boardwalk remains the heart of the city's seaside entertainments. As the seat of the Showmen's power, casual visitors are advised to be wary when their more lethal games are under way.	1	Subject|GetIsCurrentLocationExact|006AFE12:XPD_AC02_Boardwalk_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_boardwalk.dds						02			
0073AED3	XPD_AC_CommunityCenter_LoadScreen	Despite its poor repair, the Community Center remains a vital part of daily activity for many of Atlantic City's citizens... when the Overgrown aren't driving everyone out, anyway.	1	Subject|GetIsCurrentLocationExact|006B5538:XPD_AC02_Community_Center_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_communitycenter.dds						02			
0073AED1	XPD_AC_CityCenter_LoadScreen	Though badly flooded, central Atlantic City remains a home to the bulk of its population, who now favor elevated walkways, pontoon bridges, and life above the ground floor.	1	Subject|GetIsCurrentLocationExact|006B5537:XPD_AC02_Flooded_City_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_floodedcity01.dds						02			
0073AECD	XPD_AC_Aquarium_LoadScreen	The Aquarium of the Atlantic's former glory is somewhat faded, but remains impressive as an underwater home for some of the Showmen's most elaborate entertainments.	1	Subject|GetIsCurrentLocationExact|006AFE13:XPD_AC02_Aquarium_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_aquarium.dds						02			
0073AECF	XPD_AC_Neapolitan_LoadScreen	No expense was spared in maintaining the Neapolitan Hotel and Casino as a decadent reminder of pre-war luxury. Under the Lombardi Family, caps and chems alike flow freely here and keep the dream of Atlantic City alive.	1	Subject|GetIsCurrentLocationExact|006B5535:XPD_AC03_Casino_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_neapolitan.dds						02			
0073AED0	XPD_AC_Quentinos_LoadScreen	High rollers, lowlifes, and made men rub shoulders at Quentino's, Atlantic City's hottest nightclub, named for the reclusive Don Quentino Lombardi.	1	Subject|GetIsCurrentLocationExact|006B5534:XPD_AC03_Night_Club_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_quentino.dds						02			
00771D99	XPD_AC_RoseRoom_LoadScreen	Hailing from faraway Atlantic City, the Russo family has unexpectedly opened a nightclub in their new home of Appalachia. Whether the locals appreciate the effort to bring some nightlife to the region remains to be seen.	1	Subject|GetIsCurrentLocationExact|006F8F5D:LocMountainsTheRoseRoomInteriorLocation:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_roseroom.dds						02			
00771D9A	XPD_AC_HumanCondition_LoadScreen	The Overgrown present a seemingly endless problem for the Munis who guard the people of Atlantic City. Mayor Tim has requested reinforcements to help drive back the latest incursion.	2	Subject|IsActiveQuest|006DBABB:XPD_AC03_Mission_Human:QUST|1.000000|10000000##Subject|GetIsCurrentLocationExact|006B5537:XPD_AC02_Flooded_City_Location:LCTN|1.000000|10000000	Data\textures\interface\loadingmenubackgrounds\expd_ls_humancondition.dds						02			
